t,lead_I,lead_II,v3,v4
1.6,-17502,-130748,5231,11573
3.6,-17278,-130645,5168,11534
5.6,-17042,-130627,5169,11542
7.6,-16569,-130585,5122,11525
9.6,-16304,-130555,4995,11440
11.6,-16637,-130603,4977,11397
13.6,-17015,-130628,5066,11383
15.6,-16988,-130613,5024,11266
17.6,-17098,-130694,4924,11185
19.6,-17575,-130795,5058,11390
21.6,-17630,-130687,5297,11696
23.6,-17022,-130460,5328,11776
25.6,-16616,-130362,5274,11749
27.6,-16731,-130330,5344,11840
29.6,-16739,-130209,5369,11884
31.6,-16535,-130129,5252,11743
33.6,-16593,-130198,5191,11618
35.6,-16803,-130231,5204,11606
37.6,-16810,-130132,5167,11586
39.6,-16859,-130064,5215,11604
41.6,-17151,-130080,5453,11779
43.6,-17308,-130045,5649,11982
45.6,-17108,-129953,5651,12024
47.6,-16747,-129904,5564,11914
49.6,-16335,-129868,5427,11752
51.6,-15976,-129807,5231,11612
53.6,-15963,-129814,5112,11548
55.6,-16318,-129904,5154,11562
57.6,-16720,-129911,5266,11663
59.6,-17006,-129751,5413,11883
61.6,-17109,-129531,5599,12145
63.6,-16804,-129328,5709,12274
65.6,-16187,-129142,5666,12246
67.6,-15839,-129030,5596,12201
69.6,-16004,-129036,5613,12202
71.6,-16276,-129087,5658,12190
73.6,-16411,-129111,5682,12170
75.6,-16635,-129128,5757,12219
77.6,-16900,-129155,5851,12308
79.6,-16771,-129160,5803,12312
81.6,-16305,-129126,5672,12272
83.6,-16112,-129051,5735,12384
85.6,-16346,-128980,5968,12615
87.6,-16532,-129008,6029,12686
89.6,-16458,-129109,5901,12558
91.6,-16361,-129096,5915,12516
93.6,-16362,-128930,6117,12648
95.6,-16430,-128866,6221,12728
97.6,-16615,-129066,6145,12635
99.6,-16817,-129315,6063,12507
101.6,-16782,-129355,6069,12477
103.6,-16587,-129260,6120,12528
105.6,-16588,-129240,6172,12586
107.6,-16848,-129314,6197,12594
109.6,-17083,-129415,6161,12515
111.6,-17060,-129547,6022,12330
113.6,-16768,-129649,5799,12088
115.6,-16454,-129614,5629,11911
117.6,-16534,-129552,5636,11887
119.6,-17048,-129651,5765,11966
121.6,-17414,-129796,5869,12020
123.6,-17227,-129807,5864,11967
125.6,-16893,-129833,5750,11831
127.6,-16820,-130023,5597,11711
129.6,-16734,-130147,5499,11673
131.6,-16448,-130027,5477,11692
133.6,-16356,-129892,5478,11732
135.6,-16562,-129922,5452,11770
137.6,-16706,-129985,5403,11760
139.6,-16867,-130012,5405,11748
141.6,-17244,-130082,5512,11825
143.6,-17250,-130119,5590,11866
145.6,-16574,-130018,5519,11717
147.6,-16244,-129902,5498,11614
149.6,-16884,-129868,5694,11804
151.6,-17415,-129799,5829,11999
153.6,-17182,-129745,5703,11916
155.6,-17193,-129934,5605,11831
157.6,-17723,-130228,5670,11918
159.6,-17469,-130231,5580,11842
161.6,-16304,-130006,5296,11543
