t,az
2.10,-4242
4.08,-4226
6.05,-4216
8.03,-4180
10.00,-4148
12.00,-4122
13.98,-4112
15.95,-4126
17.93,-4150
19.90,-4172
21.80,-4216
23.80,-4266
25.80,-4298
27.80,-4282
29.80,-4302
31.70,-4330
33.68,-4352
35.65,-4360
37.63,-4366
39.60,-4376
41.60,-4376
43.58,-4402
45.55,-4378
47.53,-4372
49.50,-4332
51.50,-4332
53.48,-4332
55.45,-4318
57.43,-4288
59.40,-4268
61.40,-4266
63.38,-4262
65.35,-4266
67.33,-4254
69.30,-4268
71.30,-4258
73.28,-4274
75.25,-4288
77.23,-4306
79.20,-4312
81.20,-4318
83.18,-4334
85.15,-4330
87.13,-4338
89.10,-4308
91.00,-4276
93.00,-4246
95.00,-4242
97.00,-4250
99.00,-4226
100.90,-4200
102.88,-4218
104.85,-4208
106.83,-4206
108.80,-4210
110.80,-4202
112.78,-4186
114.75,-4204
116.73,-4204
118.70,-4212
120.70,-4220
122.68,-4218
124.65,-4222
126.63,-4216
128.60,-4206
130.60,-4186
132.58,-4162
134.55,-4148
136.53,-4128
138.50,-4130
140.50,-4144
142.48,-4172
144.45,-4202
146.43,-4230
148.40,-4242
150.40,-4234
152.38,-4228
154.35,-4252
156.33,-4244
158.30,-4254
160.20,-4296
162.20,-4308
164.20,-4318
166.20,-4304
168.20,-4262
170.10,-4270
172.08,-4282
174.05,-4256
176.03,-4232
178.00,-4218
180.00,-4210
181.98,-4192
183.95,-4182
185.93,-4180
187.90,-4174
189.90,-4162
191.88,-4168
193.85,-4188
195.83,-4208
197.80,-4210
199.80,-4218
201.78,-4192
203.75,-4192
205.73,-4186
207.70,-4178
209.70,-4200
211.68,-4210
213.65,-4204
215.63,-4206
217.60,-4212
219.60,-4206
221.58,-4190
223.55,-4194
225.53,-4174
227.50,-4168
229.40,-4174
231.40,-4194
233.40,-4198
235.40,-4216
237.40,-4238
239.30,-4240
241.28,-4244
243.25,-4234
245.23,-4236
247.20,-4230
249.20,-4230
251.18,-4226
253.15,-4200
255.13,-4184
257.10,-4152
259.10,-4132
261.08,-4096
263.05,-4058
265.03,-4030
267.00,-3990
269.00,-3976
270.98,-4002
272.95,-4028
274.93,-4072
276.90,-4122
278.90,-4174
280.88,-4244
282.85,-4292
284.83,-4310
286.80,-4322
288.80,-4320
290.78,-4300
292.75,-4284
294.73,-4286
296.70,-4286
298.60,-4294
300.60,-4318
302.60,-4340
304.60,-4340
306.60,-4302
308.50,-4242
310.48,-4184
312.45,-4122
314.43,-4068
316.40,-4004
318.40,-3922
320.38,-3844
322.35,-3764
324.33,-3688
326.30,-3622
328.30,-3582
330.28,-3572
332.25,-3540
334.23,-3510
336.20,-3552
338.20,-3654
340.18,-3728
342.15,-3780
344.13,-3848
346.10,-3940
348.10,-4014
350.08,-4090
352.05,-4164
354.03,-4250
356.00,-4310
358.00,-4352
359.98,-4396
361.95,-4434
363.93,-4444
365.90,-4436
367.80,-4404
369.78,-4370
371.75,-4346
373.73,-4314
375.70,-4246
377.70,-4186
379.68,-4114
381.65,-4066
383.63,-4040
385.60,-3986
387.60,-3954
389.58,-3920
391.55,-3880
393.53,-3882
395.50,-3880
397.50,-3872
399.48,-3876
401.45,-3874
403.43,-3858
405.40,-3828
407.40,-3796
409.38,-3778
411.35,-3750
413.33,-3732
415.30,-3696
417.30,-3680
419.28,-3676
421.25,-3686
423.23,-3682
425.20,-3682
427.20,-3716
429.18,-3730
431.15,-3740
433.13,-3752
435.10,-3740
437.00,-3732
439.00,-3726
441.00,-3728
443.00,-3750
445.00,-3756
446.90,-3766
448.88,-3788
450.85,-3806
452.83,-3838
454.80,-3862
456.80,-3870
458.78,-3880
460.75,-3890
462.73,-3874
464.70,-3888
466.70,-3894
468.68,-3898
470.65,-3904
472.63,-3920
474.60,-3922
476.60,-3922
478.58,-3900
480.55,-3912
482.53,-3896
484.50,-3882
486.50,-3868
488.48,-3864
490.45,-3862
492.43,-3852
494.40,-3840
496.40,-3818
498.38,-3824
500.35,-3824
502.33,-3824
504.30,-3822
506.20,-3818
508.18,-3812
510.15,-3812
512.13,-3802
514.10,-3810
516.10,-3826
518.08,-3822
520.05,-3820
522.03,-3814
524.00,-3834
526.00,-3832
527.98,-3822
529.95,-3818
531.93,-3762
533.90,-3726
535.90,-3702
537.88,-3664
539.85,-3626
541.83,-3594
543.80,-3574
545.80,-3584
547.78,-3580
549.75,-3578
551.73,-3590
553.70,-3616
555.70,-3644
557.68,-3660
559.65,-3666
561.63,-3706
563.60,-3760
565.60,-3788
567.58,-3810
569.55,-3836
571.53,-3840
573.50,-3840
575.40,-3832
577.38,-3848
579.35,-3832
581.33,-3790
583.30,-3768
585.30,-3758
587.28,-3734
589.25,-3722
591.23,-3694
593.20,-3684
595.20,-3666
597.18,-3678
599.15,-3680
601.13,-3664
603.10,-3674
605.10,-3666
607.08,-3672
609.05,-3654
611.03,-3636
613.00,-3614
615.00,-3616
616.98,-3630
618.95,-3632
620.93,-3622
622.90,-3570
624.90,-3560
626.88,-3550
628.85,-3534
630.83,-3554
632.80,-3572
634.80,-3596
636.78,-3590
638.75,-3578
640.73,-3574
642.70,-3588
644.60,-3632
646.58,-3654
648.55,-3658
650.53,-3614
652.50,-3620
654.50,-3630
656.48,-3630
658.45,-3644
660.43,-3684
662.40,-3686
664.40,-3704
666.38,-3702
668.35,-3708
670.33,-3704
672.30,-3710
674.30,-3740
676.28,-3736
678.25,-3752
680.23,-3764
682.20,-3762
684.20,-3774
686.18,-3786
688.15,-3794
690.13,-3776
692.10,-3766
694.10,-3758
696.08,-3760
698.05,-3782
700.03,-3814
702.00,-3822
704.00,-3824
705.98,-3818
707.95,-3812
709.93,-3798
711.90,-3776
713.80,-3740
715.78,-3722
717.75,-3714
719.73,-3738
721.70,-3726
723.70,-3706
725.68,-3704
727.65,-3698
729.63,-3730
731.60,-3764
733.60,-3752
735.58,-3762
737.55,-3780
739.53,-3788
741.50,-3786
743.50,-3792
745.48,-3786
747.45,-3794
749.43,-3802
751.40,-3788
753.40,-3786
755.38,-3762
757.35,-3768
759.33,-3774
761.30,-3772
763.30,-3766
765.28,-3738
767.25,-3742
769.23,-3738
771.20,-3722
773.20,-3740
775.18,-3736
777.15,-3734
779.13,-3728
781.10,-3730
783.00,-3720
784.98,-3686
786.95,-3638
788.93,-3630
790.90,-3624
792.90,-3604
794.88,-3572
796.85,-3572
798.83,-3582
800.80,-3600
802.80,-3646
804.78,-3700
806.75,-3762
808.73,-3824
810.70,-3878
812.70,-3918
814.68,-3928
816.65,-3942
818.63,-3954
820.60,-3942
822.60,-3946
824.58,-3958
826.55,-3962
828.53,-3950
830.50,-3940
832.50,-3908
834.48,-3866
836.45,-3806
838.43,-3740
840.40,-3660
842.40,-3582
844.38,-3540
846.35,-3500
848.33,-3450
850.30,-3388
852.20,-3324
854.18,-3298
856.15,-3276
858.13,-3264
860.10,-3276
862.10,-3286
864.08,-3312
866.05,-3384
868.03,-3438
870.00,-3492
872.00,-3554
873.98,-3622
875.95,-3712
877.93,-3810
879.90,-3858
881.90,-3900
883.88,-3958
885.85,-3982
887.83,-4006
889.80,-4028
891.80,-4006
893.78,-3984
895.75,-3962
897.73,-3916
899.70,-3868
901.70,-3830
903.68,-3792
905.65,-3746
907.63,-3698
909.60,-3654
911.60,-3610
913.58,-3568
915.55,-3540
917.53,-3518
919.50,-3516
921.40,-3488
923.38,-3446
925.35,-3440
927.33,-3464
929.30,-3496
931.30,-3512
933.28,-3488
935.25,-3488
937.23,-3490
939.20,-3494
941.20,-3488
943.18,-3472
945.15,-3448
947.13,-3424
949.10,-3388
951.10,-3382
953.08,-3394
955.05,-3418
957.03,-3420
959.00,-3442
961.00,-3466
962.98,-3468
964.95,-3492
966.93,-3504
968.90,-3528
970.90,-3548
972.88,-3550
974.85,-3568
976.83,-3614
978.80,-3628
980.80,-3630
982.78,-3660
984.75,-3666
986.73,-3696
988.70,-3688
990.60,-3656
992.58,-3636
994.55,-3650
996.53,-3656
998.50,-3662
1000.50,-3670
1002.48,-3672
1004.45,-3670
1006.43,-3650
1008.40,-3630
1010.40,-3636
1012.38,-3662
1014.35,-3672
1016.33,-3662
1018.30,-3650
1020.30,-3632
1022.28,-3616
1024.25,-3596
1026.23,-3612
1028.20,-3630
1030.20,-3648
1032.18,-3656
1034.15,-3636
1036.13,-3636
1038.10,-3612
1040.10,-3628
1042.08,-3676
1044.05,-3684
1046.03,-3696
1048.00,-3696
1050.00,-3702
1051.98,-3690
1053.95,-3694
1055.93,-3690
1057.90,-3672
1059.80,-3646
1061.78,-3612
1063.75,-3586
1065.73,-3548
1067.70,-3506
1069.70,-3448
1071.68,-3414
1073.65,-3388
1075.63,-3372
1077.60,-3388
1079.60,-3402
1081.58,-3424
1083.55,-3454
1085.53,-3490
1087.50,-3548
1089.50,-3576
1091.48,-3588
1093.45,-3636
1095.43,-3698
1097.40,-3734
1099.40,-3730
1101.38,-3742
1103.35,-3700
1105.33,-3682
1107.30,-3680
1109.30,-3668
1111.28,-3652
1113.25,-3636
1115.23,-3618
1117.20,-3624
1119.20,-3618
1121.18,-3628
1123.15,-3628
1125.13,-3656
1127.10,-3654
1129.00,-3656
1130.98,-3668
1132.95,-3680
1134.93,-3672
1136.90,-3692
1138.90,-3696
1140.88,-3696
1142.85,-3678
1144.83,-3678
1146.80,-3666
1148.80,-3666
1150.78,-3648
1152.75,-3624
1154.73,-3606
1156.70,-3604
1158.70,-3578
1160.68,-3582
1162.65,-3558
1164.63,-3540
1166.60,-3522
1168.60,-3514
1170.58,-3496
1172.55,-3508
1174.53,-3512
1176.50,-3540
1178.50,-3562
1180.48,-3568
1182.45,-3554
1184.43,-3544
1186.40,-3548
1188.40,-3538
1190.38,-3540
1192.35,-3554
1194.33,-3562
1196.30,-3576
1198.20,-3584
1200.18,-3572
1202.15,-3594
1204.13,-3610
1206.10,-3638
1208.10,-3624
1210.08,-3638
1212.05,-3634
1214.03,-3636
1216.00,-3646
1218.00,-3646
1219.98,-3648
1221.95,-3668
1223.93,-3670
1225.90,-3694
1227.90,-3684
1229.88,-3676
1231.85,-3672
1233.83,-3664
1235.80,-3672
1237.80,-3662
1239.78,-3670
1241.75,-3658
1243.73,-3658
1245.70,-3668
1247.70,-3656
1249.68,-3662
1251.65,-3668
1253.63,-3672
1255.60,-3690
1257.60,-3688
1259.58,-3682
1261.55,-3672
1263.53,-3678
1265.50,-3664
1267.40,-3638
1269.38,-3646
1271.35,-3680
1273.33,-3694
1275.30,-3704
1277.30,-3702
1279.28,-3710
1281.25,-3686
1283.23,-3656
1285.20,-3650
1287.20,-3650
1289.18,-3664
1291.15,-3688
1293.13,-3698
1295.10,-3706
1297.10,-3696
1299.08,-3678
1301.05,-3676
1303.03,-3682
1305.00,-3700
1307.00,-3720
1308.98,-3704
1310.95,-3698
1312.93,-3698
1314.90,-3678
