t,az
3.70,1940
5.68,1946
7.65,1932
9.63,1946
11.60,1948
13.60,1952
15.58,1974
17.55,1994
19.53,2008
21.50,2020
23.50,2014
25.48,2018
27.45,2026
29.43,2008
31.40,1982
33.40,1964
35.38,1954
37.35,1954
39.33,1938
41.30,1930
43.30,1914
45.28,1900
47.25,1886
49.23,1898
51.20,1898
53.20,1898
55.18,1900
57.15,1890
59.13,1866
61.10,1866
63.00,1882
64.98,1868
66.95,1846
68.93,1800
70.90,1794
72.90,1810
74.88,1784
76.85,1768
78.83,1770
80.80,1776
82.80,1788
84.78,1786
86.75,1796
88.73,1786
90.70,1812
92.70,1808
94.68,1818
96.65,1824
98.63,1842
100.60,1880
102.60,1906
104.58,1922
106.55,1946
108.53,1956
110.50,1950
112.50,1964
114.48,1978
116.45,1976
118.43,1968
120.40,1974
122.40,1980
124.38,2000
126.35,2004
128.33,1994
130.30,1988
132.20,2000
134.18,1984
136.15,1972
138.13,1966
140.10,1958
142.10,1972
144.08,1960
146.05,1934
148.03,1972
150.00,1980
152.00,1980
153.98,1982
155.95,1968
157.93,1984
159.90,1956
161.90,1932
163.88,1972
165.85,1972
167.83,1918
169.80,1918
171.80,1900
173.78,1900
175.75,1912
177.73,1912
179.70,1904
181.70,1876
183.68,1858
185.65,1856
187.63,1852
189.60,1884
191.60,1870
193.58,1846
195.55,1846
197.53,1856
199.50,1840
201.40,1836
203.38,1838
205.35,1838
207.33,1866
209.30,1878
211.30,1852
213.28,1852
215.25,1864
217.23,1872
219.20,1916
221.20,1954
223.18,1984
225.15,1990
227.13,2008
229.10,2006
231.10,2014
233.08,2008
235.05,2012
237.03,2036
239.00,2062
241.00,2058
242.98,2052
244.95,2062
246.93,2074
248.90,2086
250.90,2098
252.88,2122
254.85,2144
256.83,2172
258.80,2202
260.80,2180
262.78,2198
264.75,2204
266.73,2214
268.70,2160
270.60,2090
272.58,1962
274.55,1810
276.53,1662
278.50,1520
280.50,1402
282.48,1314
284.45,1244
286.43,1240
288.40,1278
290.40,1334
292.38,1388
294.35,1442
296.33,1520
298.30,1612
300.30,1750
302.28,1964
304.25,2224
306.23,2552
308.20,2840
310.20,3032
312.18,3130
314.15,3118
316.13,3056
318.10,2948
320.10,2822
322.08,2682
324.05,2542
326.03,2424
328.00,2336
330.00,2234
331.98,2122
333.95,1996
335.93,1820
337.90,1656
339.80,1468
341.78,1294
343.75,1158
345.73,1048
347.70,1008
349.70,1010
351.68,1010
353.65,1040
355.63,1084
357.60,1128
359.60,1188
361.58,1242
363.55,1310
365.53,1434
367.50,1562
369.50,1698
371.48,1804
373.45,2020
375.43,2020
377.40,2134
379.40,2220
381.38,2296
383.35,2296
385.33,2344
387.30,2344
389.30,2266
391.28,2266
393.25,2252
395.23,2252
397.20,2254
399.20,2276
401.18,2302
403.15,2340
405.13,2368
407.10,2396
409.00,2404
410.98,2410
412.95,2422
414.93,2428
416.90,2418
418.90,2382
420.88,2350
422.85,2340
424.83,2286
426.80,2218
428.80,2184
430.78,2134
432.75,2100
434.73,2052
436.70,2026
438.70,1998
440.68,1982
442.65,1988
444.63,2024
446.60,2018
448.60,2018
450.58,2026
452.55,2004
454.53,1998
456.50,1976
458.50,1940
460.48,1926
462.45,1914
464.43,1918
466.40,1896
468.40,1892
470.38,1904
472.35,1918
474.33,1926
476.30,1948
478.20,1994
480.18,2030
482.15,2034
484.13,2054
486.10,2084
488.10,2098
490.08,2098
492.05,2118
494.03,2122
496.00,2150
498.00,2156
499.98,2166
501.95,2168
503.93,2130
505.90,2118
507.90,2084
509.88,2052
511.85,2008
513.83,1980
515.80,1958
517.80,1932
519.78,1922
521.75,1928
523.73,1990
525.70,2076
527.70,2166
529.68,2296
531.65,2450
533.63,2546
535.60,2586
537.50,2594
539.50,2540
541.50,2420
543.50,2288
545.50,2212
547.40,2168
549.38,2134
551.35,2114
553.33,2106
555.30,2100
557.30,2098
559.28,2088
561.25,2078
563.23,2024
565.20,1982
567.20,1932
569.18,1876
571.15,1854
573.13,1842
575.10,1866
577.10,1904
579.08,1950
581.05,1992
583.03,1990
585.00,1996
587.00,1972
588.98,1958
590.95,1960
592.93,1964
594.90,1940
596.90,1940
598.88,1932
600.85,1932
602.83,1964
604.80,1964
606.80,2032
608.78,2032
610.75,2088
612.73,2088
614.70,2174
616.60,2188
618.58,2190
620.55,2190
622.53,2168
624.50,2154
626.50,2144
628.48,2144
630.45,2140
632.43,2140
634.40,2094
636.40,2082
638.38,2124
640.35,2122
642.33,2128
644.30,2148
646.30,2144
648.28,2170
650.25,2148
652.23,2136
654.20,2120
656.20,2112
658.18,2088
660.15,2074
662.13,2066
664.10,2096
666.10,2112
668.08,2120
670.05,2118
672.03,2108
674.00,2082
675.90,2056
677.90,2052
679.90,2038
681.90,2052
683.90,2050
685.80,2040
687.78,2022
689.75,2010
691.73,2006
693.70,1986
695.70,1958
697.68,1938
699.65,1936
701.63,1930
703.60,1922
705.60,1898
707.58,1922
709.55,1922
711.53,1922
713.50,1930
715.50,1926
717.48,1932
719.45,1952
721.43,1958
723.40,1952
725.40,1978
727.38,2026
729.35,2080
731.33,2078
733.30,2078
735.30,2090
737.28,2130
739.25,2168
741.23,2178
743.20,2208
745.10,2234
747.10,2222
749.10,2210
751.10,2188
753.10,2178
755.00,2166
756.98,2148
758.95,2138
760.93,2132
762.90,2082
764.90,2042
766.88,2032
768.85,1998
770.83,1988
772.80,1980
774.80,1996
776.78,2004
778.75,2026
780.73,2038
782.70,2034
784.70,2052
786.68,2056
788.65,2050
790.63,2034
792.60,2018
794.60,1982
796.58,1966
798.55,1962
800.53,1936
802.50,1896
804.50,1910
806.48,1910
808.45,1872
810.43,1850
812.40,1802
814.30,1802
816.30,1802
818.30,1788
820.30,1812
822.30,1846
824.20,1832
826.18,1832
828.15,1836
830.13,1836
832.10,1792
834.10,1786
836.08,1814
838.05,1826
840.03,1840
842.00,1854
844.00,1888
845.98,1908
847.95,1932
849.93,1934
851.90,1974
853.90,1992
855.88,2010
857.85,2016
859.83,2006
861.80,2008
863.80,2012
865.78,2032
867.75,2040
869.73,2056
871.70,2088
873.70,2104
875.68,2120
877.65,2150
879.63,2162
881.60,2166
883.50,2162
885.50,2176
887.50,2160
889.50,2126
891.50,2060
893.40,1966
895.38,1852
897.35,1730
899.33,1578
901.30,1408
903.30,1300
905.28,1214
907.25,1136
909.23,1110
911.20,1128
913.20,1158
915.18,1190
917.15,1254
919.13,1390
921.10,1602
923.10,1868
925.08,2154
927.05,2544
929.03,2866
931.00,3072
933.00,3150
934.98,3110
936.95,3022
938.93,2906
940.90,2776
942.90,2656
944.88,2530
946.85,2414
948.83,2328
950.80,2260
952.70,2180
954.70,2034
956.70,1876
958.70,1732
960.70,1572
