t,pcg
0.0,29
1.0,26
2.0,16
3.0,25
4.0,14
5.0,-68
6.0,-100
7.0,-70
8.0,-62
9.0,-57
10.0,-40
11.0,-17
12.0,-13
13.0,-15
14.0,-8
15.0,-10
16.0,-11
17.0,-5
18.0,-12
19.0,-9
20.0,1
21.0,-4
22.0,-10
23.0,-4
24.0,1
25.0,-12
26.0,-14
27.0,3
28.0,3
29.0,-2
30.0,10
31.0,14
32.0,9
33.0,12
34.0,19
35.0,9
36.0,2
37.0,8
38.0,0
39.0,-12
40.0,-13
41.0,-10
42.0,-7
43.0,-5
44.0,-1
45.0,2
46.0,9
47.0,14
48.0,11
49.0,13
50.0,21
51.0,30
52.0,31
53.0,34
54.0,43
55.0,38
56.0,36
57.0,35
58.0,22
59.0,19
60.0,20
61.0,7
62.0,-6
63.0,-3
64.0,0
65.0,-11
66.0,-9
67.0,1
68.0,-1
69.0,10
70.0,14
71.0,4
72.0,10
73.0,23
74.0,19
75.0,7
76.0,15
77.0,13
78.0,-6
79.0,-12
80.0,-25
81.0,-55
82.0,-69
83.0,-74
84.0,-84
85.0,-91
86.0,-91
87.0,-74
88.0,-51
89.0,-31
90.0,-1
91.0,24
92.0,22
93.0,30
94.0,54
95.0,50
96.0,39
97.0,56
98.0,68
99.0,64
100.0,63
101.0,43
102.0,-6
103.0,-42
104.0,-57
105.0,-72
106.0,-74
107.0,-61
108.0,-40
109.0,-25
110.0,-10
111.0,9
112.0,23
113.0,40
114.0,51
115.0,56
116.0,57
117.0,56
118.0,40
119.0,19
120.0,4
121.0,-7
122.0,-13
123.0,-29
124.0,-41
125.0,-36
126.0,-53
127.0,-76
128.0,-74
129.0,-68
130.0,-74
131.0,-71
132.0,-44
133.0,-23
134.0,-5
135.0,21
136.0,40
137.0,46
138.0,60
139.0,65
140.0,63
141.0,61
142.0,51
143.0,45
144.0,34
145.0,10
146.0,-5
147.0,-14
148.0,-37
149.0,-52
150.0,-49
151.0,-53
152.0,-50
153.0,-39
154.0,-28
155.0,-12
156.0,3
157.0,13
158.0,17
159.0,28
160.0,38
161.0,37
162.0,36
163.0,33
164.0,28
165.0,30
166.0,28
167.0,15
168.0,7
169.0,11
170.0,7
171.0,-2
