t,pcg
0.0,13
1.0,12
2.0,1
3.0,-4
4.0,-12
5.0,-43
6.0,-51
7.0,-36
8.0,-27
9.0,-12
10.0,9
11.0,29
12.0,36
13.0,34
14.0,35
15.0,39
16.0,41
17.0,25
18.0,-2
19.0,-14
20.0,-14
21.0,-20
22.0,-29
23.0,-31
24.0,-31
25.0,-29
26.0,-24
27.0,-19
28.0,-15
29.0,-15
30.0,-18
31.0,-18
32.0,-15
33.0,-14
34.0,-18
35.0,-21
36.0,-26
37.0,-32
38.0,-26
39.0,-12
40.0,-8
41.0,-10
42.0,-1
43.0,11
44.0,11
45.0,7
46.0,15
47.0,21
48.0,21
49.0,15
50.0,10
51.0,12
52.0,13
53.0,11
54.0,4
55.0,3
56.0,18
57.0,30
58.0,30
59.0,22
60.0,14
61.0,18
62.0,20
63.0,4
64.0,-6
65.0,-3
66.0,-8
67.0,-16
68.0,-17
69.0,-14
70.0,-13
71.0,-16
72.0,-19
73.0,-12
74.0,-2
75.0,2
76.0,-5
77.0,-8
78.0,-1
79.0,0
80.0,-3
81.0,1
82.0,6
83.0,9
84.0,9
85.0,6
86.0,7
87.0,11
88.0,9
89.0,8
90.0,1
91.0,-15
92.0,-14
93.0,-8
94.0,-17
95.0,-21
96.0,-13
97.0,-12
98.0,-21
99.0,-33
100.0,-42
101.0,-41
102.0,-35
103.0,-38
104.0,-32
105.0,-11
106.0,4
107.0,7
108.0,8
109.0,24
110.0,50
111.0,49
112.0,36
113.0,41
114.0,40
115.0,25
116.0,12
117.0,4
118.0,-9
119.0,-18
120.0,-25
121.0,-35
122.0,-41
123.0,-37
124.0,-25
125.0,-23
126.0,-22
127.0,-12
128.0,-8
129.0,-7
130.0,-9
131.0,-8
132.0,4
133.0,20
134.0,27
135.0,30
136.0,39
137.0,42
138.0,30
139.0,20
140.0,16
141.0,12
142.0,12
143.0,3
144.0,-9
145.0,-9
146.0,-3
147.0,4
148.0,3
149.0,-7
150.0,-10
151.0,1
152.0,16
153.0,20
154.0,18
155.0,17
156.0,22
157.0,30
158.0,33
159.0,29
160.0,18
161.0,8
162.0,7
163.0,10
164.0,6
165.0,-6
166.0,-21
167.0,-24
168.0,-21
169.0,-17
170.0,-11
171.0,-10
172.0,-9
173.0,-2
174.0,7
175.0,15
176.0,21
177.0,16
178.0,5
179.0,10
180.0,17
181.0,3
182.0,-21
183.0,-29
184.0,-21
185.0,-11
186.0,-6
187.0,-10
188.0,-12
189.0,-9
190.0,-10
191.0,-10
192.0,-2
193.0,-1
194.0,-13
195.0,-21
196.0,-18
197.0,-11
198.0,-6
199.0,-6
200.0,-10
201.0,-12
202.0,-7
203.0,2
204.0,5
205.0,-4
206.0,-11
207.0,-5
208.0,-1
209.0,-6
210.0,-8
211.0,0
212.0,5
213.0,10
214.0,22
215.0,36
216.0,36
217.0,22
218.0,13
219.0,8
220.0,5
221.0,5
222.0,-2
223.0,-13
224.0,-18
225.0,-14
226.0,-6
227.0,-2
228.0,-5
229.0,-1
230.0,15
231.0,24
232.0,17
233.0,7
234.0,6
235.0,7
236.0,1
237.0,-9
238.0,-7
239.0,-8
240.0,-19
241.0,-23
242.0,-29
243.0,-39
244.0,-38
245.0,-28
246.0,-28
247.0,-28
248.0,-9
249.0,8
250.0,7
251.0,5
252.0,10
253.0,9
254.0,5
255.0,9
256.0,7
257.0,0
258.0,0
259.0,5
260.0,11
261.0,17
262.0,12
263.0,2
264.0,1
265.0,4
266.0,6
267.0,7
268.0,-3
269.0,-18
270.0,-23
271.0,-23
272.0,-26
273.0,-28
274.0,-24
275.0,-17
276.0,-8
277.0,10
278.0,22
279.0,16
280.0,10
281.0,14
282.0,22
283.0,18
284.0,0
285.0,-11
286.0,-6
287.0,-4
288.0,-3
289.0,2
290.0,3
291.0,-1
292.0,-2
293.0,4
294.0,21
295.0,31
296.0,24
297.0,20
298.0,35
299.0,50
300.0,44
301.0,36
302.0,41
303.0,46
304.0,40
305.0,28
306.0,16
307.0,5
308.0,1
309.0,-4
310.0,-18
311.0,-32
312.0,-46
313.0,-63
314.0,-69
315.0,-65
316.0,-77
317.0,-97
318.0,-88
319.0,-71
320.0,-76
321.0,-85
322.0,-77
323.0,-65
324.0,-61
325.0,-54
326.0,-44
327.0,-47
328.0,-66
329.0,-71
330.0,1
331.0,98
332.0,108
333.0,49
334.0,1
335.0,-3
336.0,26
337.0,66
338.0,104
339.0,120
340.0,113
341.0,98
342.0,73
343.0,27
344.0,-20
345.0,-52
346.0,-79
347.0,-95
348.0,-81
349.0,-39
350.0,29
351.0,150
352.0,301
353.0,408
354.0,466
355.0,493
356.0,454
357.0,336
358.0,179
359.0,40
360.0,-50
361.0,-131
362.0,-215
363.0,-239
364.0,-232
365.0,-247
366.0,-240
367.0,-202
368.0,-163
369.0,-114
370.0,-48
371.0,19
372.0,77
373.0,104
374.0,67
375.0,-29
376.0,-150
377.0,-285
378.0,-418
379.0,-509
380.0,-547
381.0,-535
382.0,-473
383.0,-369
384.0,-250
385.0,-153
386.0,-83
387.0,-40
388.0,-21
389.0,-27
390.0,-53
391.0,-66
392.0,-50
393.0,-13
394.0,47
395.0,133
396.0,222
397.0,294
398.0,342
399.0,365
400.0,357
401.0,320
402.0,262
403.0,187
404.0,120
405.0,80
406.0,58
407.0,53
408.0,77
409.0,133
410.0,201
411.0,256
412.0,299
413.0,354
414.0,400
415.0,404
416.0,369
417.0,313
418.0,240
419.0,157
420.0,85
421.0,28
422.0,-23
423.0,-67
424.0,-100
425.0,-118
426.0,-124
427.0,-139
428.0,-166
429.0,-188
430.0,-201
431.0,-217
432.0,-242
433.0,-277
434.0,-300
435.0,-305
436.0,-299
437.0,-271
438.0,-233
439.0,-207
440.0,-180
441.0,-139
442.0,-90
443.0,-47
444.0,-20
445.0,-2
446.0,20
447.0,46
448.0,63
449.0,69
450.0,73
451.01,71
452.02,50
