t,az
2.00,-994
3.98,-986
5.95,-968
7.93,-956
9.90,-958
11.90,-948
13.88,-944
15.85,-960
17.83,-958
19.80,-968
21.80,-984
23.78,-996
25.75,-1010
27.73,-1010
29.70,-1040
31.60,-1066
33.60,-1096
35.60,-1108
37.60,-1126
39.60,-1156
41.50,-1170
43.48,-1188
45.45,-1222
47.43,-1236
49.40,-1242
51.40,-1242
53.38,-1246
55.35,-1246
57.33,-1230
59.30,-1230
61.30,-1218
63.28,-1226
65.25,-1242
67.23,-1242
69.20,-1268
71.20,-1274
73.18,-1280
75.15,-1298
77.13,-1302
79.10,-1282
81.10,-1260
83.08,-1202
85.05,-1146
87.03,-1084
89.00,-956
91.00,-788
92.98,-588
94.95,-412
96.93,-260
98.90,-152
100.80,-138
102.80,-228
104.80,-376
106.80,-558
108.80,-770
110.70,-948
112.68,-1082
114.65,-1198
116.63,-1326
118.60,-1482
120.60,-1570
122.58,-1534
124.55,-1420
126.53,-1232
128.50,-974
130.50,-678
132.48,-382
134.45,-112
136.43,86
138.40,148
140.40,122
142.38,-48
144.35,-270
146.33,-530
148.30,-872
150.30,-1216
152.28,-1544
154.25,-1822
156.23,-2036
158.20,-2180
160.20,-2228
162.18,-2186
164.15,-2064
166.13,-1916
168.10,-1742
170.00,-1562
172.00,-1406
174.00,-1284
176.00,-1192
178.00,-1122
179.90,-1052
181.88,-970
183.85,-904
185.83,-812
187.80,-722
189.80,-618
191.78,-514
193.75,-414
195.73,-358
197.70,-308
199.70,-266
201.68,-258
203.65,-272
205.63,-288
207.60,-322
209.60,-352
211.58,-400
213.55,-426
215.53,-496
217.50,-566
219.50,-662
221.48,-864
223.45,-864
225.43,-958
227.40,-1046
229.40,-1158
231.38,-1158
233.35,-1256
235.33,-1256
237.30,-1246
239.20,-1246
241.20,-1194
243.20,-1194
245.20,-1128
247.20,-1128
249.10,-1120
251.08,-1140
253.05,-1156
255.03,-1170
257.00,-1180
259.00,-1162
260.98,-1132
262.95,-1092
264.93,-1028
266.90,-952
268.90,-886
270.88,-838
272.85,-808
274.83,-836
276.80,-866
278.80,-916
280.78,-964
282.75,-980
284.73,-1004
286.70,-1030
288.70,-1046
290.68,-1042
292.65,-1008
294.63,-990
296.60,-958
298.60,-916
300.58,-874
302.55,-848
304.53,-816
306.50,-772
308.40,-740
310.40,-756
312.40,-768
314.40,-778
316.40,-776
318.30,-768
320.28,-774
322.25,-788
324.23,-774
326.20,-790
328.20,-804
330.18,-802
332.15,-816
334.13,-826
336.10,-848
338.10,-844
340.08,-852
342.05,-826
344.03,-802
346.00,-784
348.00,-788
349.98,-800
351.95,-798
353.93,-788
355.90,-768
357.90,-756
359.88,-762
361.85,-752
363.83,-768
365.80,-772
367.80,-772
369.78,-782
371.75,-810
373.73,-816
375.70,-820
377.60,-830
379.60,-820
381.60,-832
383.60,-846
385.60,-870
387.50,-896
389.48,-904
391.45,-910
393.43,-908
395.40,-924
397.40,-922
399.38,-908
401.35,-896
403.33,-886
405.30,-882
407.30,-856
409.28,-854
411.25,-858
413.23,-856
415.20,-838
417.20,-842
419.18,-860
421.15,-878
423.13,-882
425.10,-904
427.10,-898
429.08,-896
431.05,-904
433.03,-932
435.00,-980
437.00,-992
438.98,-1020
440.95,-1032
442.93,-1058
444.90,-1068
446.80,-1090
448.80,-1102
450.80,-1130
452.80,-1122
454.80,-1138
456.70,-1158
458.68,-1174
460.65,-1168
462.63,-1156
464.60,-1148
466.60,-1144
468.58,-1148
470.55,-1144
472.53,-1132
474.50,-1098
476.50,-1104
478.48,-1122
480.45,-1152
482.43,-1186
484.40,-1192
486.40,-1192
488.38,-1172
490.35,-1136
492.33,-1108
494.30,-1054
496.30,-950
498.28,-806
500.25,-644
502.23,-468
504.20,-342
506.20,-272
508.18,-274
510.15,-356
512.13,-488
514.10,-690
516.00,-918
518.00,-1092
520.00,-1230
522.00,-1588
524.00,-1588
525.90,-1834
527.88,-2044
529.85,-2126
531.83,-2126
533.80,-1754
535.80,-1754
537.78,-1062
539.75,-1062
541.73,-412
543.70,-412
545.70,-140
547.68,-140
549.65,-164
551.63,-294
553.60,-488
555.60,-764
557.58,-1076
559.55,-1362
561.53,-1586
563.50,-1778
565.50,-1870
567.48,-1864
569.45,-1802
571.43,-1702
573.40,-1616
575.40,-1546
577.38,-1490
579.35,-1450
581.33,-1430
583.30,-1376
585.20,-1290
587.20,-1188
589.20,-1070
591.20,-958
593.20,-850
595.10,-746
597.08,-646
599.05,-548
601.03,-476
603.00,-438
605.00,-406
606.98,-410
608.95,-454
610.93,-500
612.90,-560
614.90,-638
616.88,-726
618.85,-846
620.83,-942
622.80,-1018
624.80,-1086
626.78,-1158
628.75,-1216
630.73,-1290
632.70,-1338
634.70,-1402
636.68,-1436
638.65,-1450
640.63,-1438
642.60,-1446
644.60,-1414
646.58,-1374
648.55,-1338
650.53,-1324
652.50,-1312
654.40,-1334
656.40,-1342
658.40,-1360
660.40,-1376
662.40,-1392
664.30,-1374
666.28,-1390
668.25,-1380
670.23,-1352
672.20,-1322
674.20,-1306
676.18,-1280
678.15,-1244
680.13,-1198
682.10,-1154
684.10,-1120
686.08,-1124
688.05,-1092
690.03,-1084
692.00,-1094
694.00,-1126
695.98,-1134
697.95,-1118
699.93,-1106
701.90,-1082
703.90,-1060
705.88,-1040
707.85,-1028
709.83,-1032
711.80,-1010
713.80,-992
715.78,-996
717.75,-1042
719.73,-1080
721.70,-1116
723.60,-1164
725.60,-1226
727.60,-1272
729.60,-1294
731.60,-1316
733.50,-1320
735.48,-1346
737.45,-1334
739.43,-1318
741.40,-1324
743.40,-1296
745.38,-1258
747.35,-1238
749.33,-1208
751.30,-1216
753.30,-1198
755.28,-1190
757.25,-1178
759.23,-1162
761.20,-1154
763.20,-1174
765.18,-1168
767.15,-1156
769.13,-1148
771.10,-1158
773.10,-1154
775.08,-1176
777.05,-1202
779.03,-1206
781.00,-1184
783.00,-1190
784.98,-1204
786.95,-1198
788.93,-1196
790.90,-1214
792.80,-1206
794.80,-1186
796.80,-1202
798.80,-1188
800.80,-1186
802.70,-1208
804.68,-1230
806.65,-1228
808.63,-1250
810.60,-1232
812.60,-1262
814.58,-1296
816.55,-1340
818.53,-1344
820.50,-1350
822.50,-1342
824.48,-1342
826.45,-1314
828.43,-1262
830.40,-1140
832.40,-1140
834.38,-1130
836.35,-1096
838.33,-1062
840.30,-1062
842.30,-1088
844.28,-1088
846.25,-1064
848.23,-1064
850.20,-1100
852.20,-1100
854.18,-1140
856.15,-1160
858.13,-1200
860.10,-1226
862.00,-1260
864.00,-1282
866.00,-1306
868.00,-1320
870.00,-1374
871.90,-1440
873.88,-1454
875.85,-1454
877.83,-1476
879.80,-1492
881.80,-1500
883.78,-1504
885.75,-1518
887.73,-1536
889.70,-1544
891.70,-1554
893.68,-1566
895.65,-1550
897.63,-1542
899.60,-1482
901.60,-1386
903.58,-1258
905.55,-1102
907.53,-928
909.50,-776
911.50,-678
913.48,-670
915.45,-770
917.43,-926
919.40,-1112
921.40,-1320
923.38,-1502
925.35,-1600
927.33,-1682
929.30,-1786
931.20,-1930
933.20,-2132
935.20,-2288
937.20,-2336
939.20,-2264
941.10,-2108
943.08,-1904
945.05,-1648
947.03,-1352
949.00,-1120
951.00,-938
952.98,-808
954.95,-742
956.93,-696
958.90,-708
960.90,-796
962.88,-926
964.85,-1092
966.83,-1244
968.80,-1366
970.80,-1450
972.78,-1528
974.75,-1570
976.73,-1642
978.70,-1690
980.70,-1758
982.68,-1802
984.65,-1890
986.63,-1924
988.60,-1982
990.60,-1990
992.58,-1980
994.55,-1964
996.53,-1904
998.50,-1818
1000.40,-1698
1002.40,-1562
1004.40,-1434
1006.40,-1320
1008.40,-1202
1010.30,-1104
1012.28,-1012
1014.25,-968
1016.23,-914
1018.20,-872
1020.20,-848
1022.18,-840
1024.15,-834
1026.13,-838
1028.10,-820
1030.10,-860
1032.08,-890
1034.05,-896
1036.03,-928
1038.00,-980
1040.00,-1016
1041.98,-1048
1043.95,-1088
1045.93,-1146
1047.90,-1198
1049.90,-1246
1051.88,-1298
1053.85,-1324
1055.83,-1348
1057.80,-1348
1059.80,-1380
1061.78,-1388
1063.75,-1404
1065.73,-1408
1067.70,-1416
1069.60,-1418
1071.58,-1420
1073.55,-1416
1075.53,-1432
1077.50,-1442
1079.50,-1430
1081.48,-1470
1083.45,-1496
1085.43,-1508
1087.40,-1526
1089.40,-1530
1091.38,-1518
1093.35,-1486
1095.33,-1468
1097.30,-1462
1099.30,-1468
1101.28,-1470
1103.25,-1506
1105.23,-1542
1107.20,-1546
1109.20,-1552
1111.18,-1550
1113.15,-1538
1115.13,-1550
1117.10,-1530
1119.10,-1520
1121.08,-1506
1123.05,-1478
1125.03,-1466
1127.00,-1476
1129.00,-1446
1130.98,-1442
1132.95,-1420
1134.93,-1404
1136.90,-1392
1138.80,-1364
1140.80,-1364
1142.80,-1316
1144.80,-1316
1146.80,-1308
1148.70,-1308
1150.68,-1296
1152.65,-1296
1154.63,-1294
1156.60,-1294
1158.60,-1262
1160.58,-1262
1162.55,-1206
1164.53,-1200
1166.50,-1166
1168.50,-1140
1170.48,-1136
1172.45,-1120
1174.43,-1120
1176.40,-1160
1178.40,-1172
1180.38,-1172
1182.35,-1196
1184.33,-1218
1186.30,-1230
1188.30,-1256
1190.28,-1304
1192.25,-1328
1194.23,-1326
1196.20,-1356
1198.20,-1390
1200.18,-1446
1202.15,-1492
1204.13,-1518
1206.10,-1514
1208.00,-1536
1210.00,-1548
1212.00,-1566
1214.00,-1588
1216.00,-1584
1217.90,-1582
1219.88,-1568
1221.85,-1546
1223.83,-1528
1225.80,-1510
1227.80,-1490
1229.78,-1490
1231.75,-1454
1233.73,-1418
1235.70,-1396
1237.70,-1370
1239.68,-1348
