t,pcg
0.0,-9
1.0,-1
2.0,2
3.0,-3
4.0,4
5.0,31
6.0,28
7.0,4
8.0,-10
9.0,-12
10.0,2
11.0,8
12.0,8
13.0,19
14.0,31
15.0,40
16.0,52
17.0,66
18.0,71
19.0,70
20.0,69
21.0,57
22.0,38
23.0,22
24.0,10
25.0,12
26.0,21
27.0,10
28.0,-7
29.0,-9
30.0,-7
31.0,-4
32.0,-5
33.0,-10
34.0,-19
35.0,-27
36.0,-37
37.0,-46
38.0,-45
39.0,-45
40.0,-51
41.0,-66
42.0,-71
43.0,-61
44.0,-54
45.0,-51
46.0,-33
47.0,-15
48.0,-18
49.0,-17
50.0,-15
51.0,-23
52.0,-9
53.0,11
54.0,20
55.0,28
56.0,41
57.0,46
58.0,43
59.0,43
60.0,42
61.0,37
62.0,29
63.0,18
64.0,12
65.0,8
66.0,-12
67.0,-22
68.0,-20
69.0,-26
70.0,-20
71.0,-18
72.0,-33
73.0,-43
74.0,-49
75.0,-64
76.0,-67
77.0,-55
78.0,-53
79.0,-62
80.0,-67
81.0,-59
82.0,-56
83.0,-50
84.0,-44
85.0,-55
86.0,-68
87.0,-66
88.0,-67
89.0,-67
90.0,-47
91.0,-31
92.0,-29
93.0,-15
94.0,2
95.0,12
96.0,23
97.0,25
98.0,19
99.0,13
100.0,8
101.0,16
102.0,30
103.0,38
104.0,39
105.0,32
106.0,30
107.0,36
108.0,37
109.0,35
110.0,41
111.0,46
112.0,44
113.0,47
114.0,54
115.0,60
116.0,60
117.0,62
118.0,62
119.0,53
120.0,38
121.0,28
122.0,30
123.0,27
124.0,17
125.0,11
126.0,7
127.0,-7
128.0,-1
129.0,15
130.0,12
131.0,13
132.0,15
133.0,8
134.0,1
135.0,-5
136.0,-9
137.0,-13
138.0,-2
139.0,15
140.0,21
141.0,20
142.0,15
143.0,13
144.0,24
145.0,35
146.0,31
147.0,24
148.0,16
149.0,6
150.0,3
151.0,13
152.0,18
153.0,2
154.0,-22
155.0,-36
156.0,-20
157.0,-9
158.0,-32
159.0,-13
160.0,52
161.0,78
162.0,58
163.0,36
164.0,15
165.0,-25
166.0,-76
167.0,-102
168.0,-102
169.0,-86
170.0,-48
171.0,-5
172.0,25
173.0,30
174.0,7
175.0,-24
176.0,-57
177.0,-73
178.0,-59
179.0,-33
180.0,-12
181.0,-5
182.0,5
183.0,15
184.0,4
185.0,-4
186.0,0
187.0,-1
188.0,5
189.0,14
190.0,21
191.0,27
192.0,21
193.0,18
194.0,14
195.0,1
196.0,-9
197.0,-19
198.0,-37
199.0,-45
200.0,-44
201.0,-43
202.0,-42
203.0,-43
204.0,-37
205.0,-24
206.0,-7
207.0,12
208.0,31
209.0,36
210.0,25
211.0,20
212.0,13
213.0,2
214.0,-4
215.0,-4
216.0,-3
217.0,-3
218.0,0
219.0,4
220.0,5
221.0,11
222.0,11
223.0,5
224.0,4
225.0,2
226.0,-6
227.0,-11
228.0,-8
229.0,-5
230.0,-12
231.0,-19
232.0,-18
233.0,-16
234.0,-15
235.0,-10
236.0,-5
237.0,3
238.0,8
239.0,7
240.0,1
241.0,-5
242.0,-13
243.0,-22
244.0,-17
245.0,-13
246.0,-21
247.0,-19
248.0,-11
249.0,-2
250.0,8
251.0,4
252.0,1
253.0,10
254.0,12
255.0,14
256.0,17
257.0,7
258.0,3
259.0,4
260.0,-1
261.0,2
262.0,17
263.0,25
264.0,23
265.0,25
266.0,32
267.0,24
268.0,12
269.0,9
270.0,5
271.0,-3
272.0,-7
273.0,-7
274.0,-10
275.0,-12
276.0,-15
277.0,-16
278.0,-11
279.0,-6
280.0,-11
281.0,-25
282.0,-36
283.0,-33
284.0,-14
285.0,-4
286.0,-4
287.0,5
288.0,14
289.0,11
290.0,2
291.0,9
292.0,15
293.0,17
294.0,21
295.0,12
296.0,3
297.0,7
298.0,8
299.0,4
300.0,1
301.0,-6
302.0,-4
303.0,7
304.0,11
305.0,12
306.0,14
307.0,19
308.0,21
309.0,21
310.0,17
311.0,7
312.0,0
313.0,-2
314.0,-5
315.0,-11
316.0,-7
317.0,1
318.0,-6
319.0,-9
320.0,0
321.0,6
322.0,10
323.0,19
324.0,23
325.0,15
326.0,8
327.0,9
328.0,4
329.0,-5
330.0,-8
331.0,-12
332.0,-16
333.0,-15
334.0,-12
335.0,-4
336.0,4
337.0,4
338.0,2
339.0,9
340.0,14
341.0,17
342.0,20
343.0,20
344.0,15
345.0,13
346.0,13
347.0,13
348.0,11
349.0,6
350.0,-6
351.0,-19
352.0,-19
353.0,-16
354.0,-16
355.0,-6
356.0,1
357.0,-4
358.0,-6
359.0,-7
360.0,-5
361.0,-3
362.0,-7
363.0,-9
364.0,-11
365.0,-12
366.0,-7
367.0,-10
368.0,-10
369.0,1
370.0,4
371.0,5
372.0,8
373.0,2
374.0,-2
375.0,3
376.0,-3
377.0,-5
378.0,13
379.0,16
380.0,-5
381.0,3
382.0,20
383.0,-8
384.0,-6
385.0,18
386.0,-26
387.0,-42
388.0,5
389.0,1
390.0,-39
391.0,0
392.0,21
393.0,-37
394.0,-20
395.0,34
396.0,-20
397.0,-58
398.0,18
399.0,24
400.0,-56
401.0,-8
402.0,54
403.0,-35
404.0,-47
405.0,59
406.0,10
407.0,-73
408.0,20
409.0,46
410.0,-56
411.0,-26
412.0,54
413.0,4
414.0,-44
415.0,7
416.0,42
417.0,-29
418.0,-58
419.0,42
420.0,28
421.0,-84
422.0,-4
423.0,81
424.0,-37
425.0,-56
426.0,88
427.0,50
428.0,-80
429.0,17
430.0,112
431.0,-25
432.0,-54
433.0,96
434.0,41
435.0,-97
436.0,10
437.0,76
438.0,-70
439.0,-63
440.0,72
441.0,7
442.0,-79
443.0,14
444.0,53
445.0,-30
446.0,-22
447.0,45
448.0,13
449.0,-30
450.0,2
451.0,17
452.0,-2
453.0,-8
454.0,-3
455.0,4
456.0,-3
457.0,-20
458.0,-12
459.0,0
460.0,-14
461.0,-26
462.0,-8
463.0,7
464.0,-18
465.0,-37
466.0,-9
467.0,1
468.0,-26
469.0,-27
470.0,8
471.0,20
472.0,-14
473.0,-6
474.0,51
475.0,25
476.0,-31
477.0,22
478.0,54
479.0,-33
480.0,-45
481.0,31
482.0,-5
483.0,-75
484.0,-15
485.0,32
486.0,-36
487.0,-41
488.0,44
489.0,33
490.0,-37
491.0,-6
492.0,49
493.0,0
494.0,-41
495.0,19
496.0,39
497.0,-32
498.0,-18
499.0,56
500.0,18
501.0,-40
502.0,11
503.0,39
504.0,-25
505.0,-38
506.0,20
507.0,6
508.0,-54
509.0,-27
510.0,28
511.0,0
512.0,-31
513.0,28
514.0,53
515.0,-18
516.0,-24
517.0,41
518.0,12
519.0,-45
520.0,17
521.0,79
522.0,18
523.0,13
524.0,120
525.0,107
526.0,25
527.0,63
528.0,88
529.0,3
530.0,-37
531.0,-8
532.0,-31
533.0,-87
534.0,-81
535.0,-54
536.0,-71
537.0,-84
538.0,-68
539.0,-61
540.0,-73
541.0,-77
542.0,-57
543.0,-38
544.0,-37
545.0,-32
546.0,-1
547.0,23
548.0,11
549.0,25
550.0,53
551.0,38
552.0,41
553.0,78
554.0,87
555.0,88
556.0,94
557.0,81
558.0,93
559.0,113
560.0,99
561.0,87
562.0,72
563.0,19
564.0,-24
565.0,-48
566.0,-110
567.0,-171
568.0,-175
569.0,-163
570.0,-182
571.0,-190
572.0,-147
573.0,-106
574.0,-91
575.0,-27
576.0,76
577.0,116
578.0,133
579.0,210
580.0,254
581.0,207
582.0,173
583.0,169
584.0,98
585.0,-1
586.0,-21
587.0,-32
588.0,-101
589.0,-125
590.0,-89
591.01,-102
592.02,-142
593.03,-120
594.04,-87
595.05,-95
596.06,-90
597.07,-48
598.08,-30
599.09,-39
600.1,-18
601.1,7
602.1,-1
603.1,-11
604.1,2
605.1,6
606.1,-14
607.1,-25
608.1,-13
609.1,-9
610.1,-13
611.1,6
612.1,31
613.1,27
614.1,25
615.1,49
616.1,63
617.1,62
618.1,62
619.1,65
620.1,59
621.1,48
622.1,55
623.1,61
624.1,55
625.1,58
626.1,65
627.1,65
628.1,58
629.1,51
630.1,54
631.1,68
632.1,63
633.1,46
634.1,42
635.1,34
636.1,18
637.1,5
638.1,-3
639.1,-12
640.1,-23
641.1,-32
642.1,-35
643.1,-35
644.1,-35
645.1,-33
646.1,-37
647.1,-50
648.1,-51
649.1,-34
650.1,-30
651.1,-38
652.1,-32
653.1,-16
654.1,-10
655.1,-13
656.1,-12
657.1,-1
658.1,7
659.1,4
660.1,13
661.1,19
662.1,9
663.1,2
664.1,-2
665.1,-6
666.1,-9
667.1,-17
668.1,-24
669.1,-36
670.1,-45
671.1,-38
672.1,-34
673.1,-37
674.1,-34
675.1,-26
676.1,-31
677.1,-42
678.1,-45
679.1,-41
680.1,-38
681.1,-44
682.1,-52
683.1,-52
684.1,-53
685.1,-44
686.1,-24
687.1,-29
688.1,-34
689.1,-13
690.1,-9
691.1,-24
692.1,-25
693.1,-14
694.1,-8
695.1,-13
696.1,-19
697.1,-18
698.1,-18
699.1,-13
700.1,5
701.1,16
702.1,14
703.1,11
704.1,8
705.1,8
706.1,23
707.1,32
708.1,21
709.1,16
710.1,19
711.1,29
712.1,44
713.1,53
714.1,51
715.1,44
716.1,40
717.1,39
718.1,33
719.1,27
720.1,27
721.1,31
722.1,38
723.1,45
724.1,38
725.1,27
726.1,22
727.1,26
728.1,31
729.1,29
730.1,23
731.1,12
732.1,2
733.1,7
734.1,17
735.1,17
736.1,19
737.1,24
738.1,20
739.1,14
740.1,10
741.1,5
742.1,-8
743.1,-10
744.1,-4
745.1,-6
746.1,-7
747.1,-3
748.1,-3
749.1,-6
750.1,7
751.1,20
752.1,9
753.1,-2
754.1,2
755.1,7
756.1,6
757.1,8
758.1,11
759.1,0
760.1,-12
761.1,-9
762.1,-11
763.1,-32
764.1,-34
765.1,-18
766.1,-36
767.1,-61
768.1,-31
769.1,13
770.1,47
771.1,78
772.1,69
773.1,41
774.1,4
775.1,-53
776.1,-102
777.1,-118
778.1,-112
779.1,-96
780.1,-66
781.1,-34
782.1,-10
783.1,-1
784.1,-6
785.1,-22
786.1,-29
787.1,-17
788.1,-14
789.1,-23
790.1,-38
791.1,-45
792.1,-42
793.1,-40
794.1,-30
795.1,0
796.1,38
797.1,56
798.1,57
799.1,57
800.1,49
801.1,29
802.1,10
803.1,-3
804.1,-18
805.1,-24
806.1,-16
807.1,-4
808.1,0
809.1,7
810.1,22
811.1,28
812.1,31
813.1,40
814.1,39
815.1,17
816.1,-6
817.1,-14
818.1,-13
819.1,-12
820.1,-15
821.1,-14
822.1,-9
823.1,-5
824.1,7
825.1,17
826.1,15
827.1,12
828.1,17
829.1,20
830.1,15
831.1,10
832.1,7
833.1,5
834.1,3
835.1,6
836.1,6
837.1,3
838.1,0
839.1,-7
840.1,-15
841.1,-17
842.1,-14
843.1,-15
844.1,-16
845.1,-11
846.1,-6
847.1,-6
848.1,-5
849.1,1
850.1,8
851.1,15
852.1,14
853.1,12
854.1,10
855.1,3
856.1,-1
857.1,3
858.1,6
859.1,3
860.1,-2
861.1,-7
862.1,-7
863.1,0
864.1,5
865.1,-6
866.1,-20
867.1,-8
868.1,-5
869.1,3
870.1,16
871.1,-3
872.1,1
873.1,4
874.1,3
875.1,17
876.1,8
877.1,17
878.1,4
879.1,-16
880.1,-1
881.1,-2
882.1,16
883.1,-2
884.1,-15
885.1,-7
886.1,-16
887.1,10
888.1,-12
889.1,-16
890.1,-20
891.1,-25
892.1,-2
893.1,-18
894.1,-11
895.1,-15
896.1,0
897.1,-7
898.1,-8
899.1,5
900.1,-17
901.1,4
902.1,-5
903.1,-12
904.1,10
905.1,2
906.1,-11
907.1,-3
908.1,-2
909.1,9
910.1,19
911.1,8
912.1,11
913.1,11
914.1,4
915.1,4
916.1,-3
917.1,-1
918.1,14
919.1,11
920.1,9
921.1,3
922.1,4
923.1,11
924.1,2
925.1,3
926.1,2
927.1,0
928.1,-7
929.1,-14
930.1,-9
931.1,-5
932.1,6
933.1,0
934.1,-4
935.1,10
936.1,5
937.1,10
938.1,7
939.1,4
940.1,16
941.1,2
942.1,-11
943.1,-7
944.1,9
945.1,12
946.1,5
947.1,3
948.1,4
949.1,3
950.1,2
951.1,4
952.1,1
953.1,1
954.1,2
955.1,1
956.1,-3
957.1,-4
958.1,7
959.1,12
960.1,-13
961.1,-3
962.1,5
963.1,-14
964.1,-9
965.1,-5
966.1,1
967.1,-8
968.1,-18
969.1,-16
970.1,-14
971.1,-14
972.1,-10
973.1,-17
974.1,-23
975.1,-16
976.1,-20
977.1,-11
978.1,-5
979.1,-5
980.1,8
981.1,17
982.1,7
983.1,10
984.1,12
985.1,-3
986.1,-5
987.1,5
988.1,15
989.1,3
990.1,-2
991.1,3
992.1,-1
993.1,-1
994.1,9
995.1,4
996.1,-11
997.1,1
998.1,5
999.1,-1
1000.1,1
1001.1,2
1002.1,2
1003.1,0
1004.1,-7
1005.1,-10
1006.1,-7
1007.1,-12
1008.1,-8
1009.1,1
1010.1,-5
1011.1,-17
1012.1,-22
1013.1,-13
1014.1,-5
1015.1,-8
1016.1,-7
1017.1,-1
1018.1,-8
1019.1,-10
1020.1,-6
1021.1,0
1022.1,10
1023.1,8
1024.1,-2
1025.1,-9
1026.1,-11
1027.1,-2
1028.1,10
1029.1,14
1030.1,20
1031.1,22
1032.1,17
1033.1,26
1034.1,28
1035.1,23
1036.1,20
1037.1,17
1038.1,11
1039.1,4
1040.1,0
1041.1,-9
1042.1,-16
1043.1,-12
1044.1,-12
1045.1,-17
1046.1,-12
1047.1,-12
1048.1,-9
1049.1,-9
1050.1,-16
1051.1,-7
1052.1,-6
1053.1,-11
1054.1,-14
1055.1,-11
1056.1,1
1057.1,3
1058.1,10
1059.1,17
1060.1,8
1061.1,2
1062.1,9
1063.1,16
1064.1,13
1065.1,5
1066.1,0
1067.1,-7
1068.1,-10
1069.1,1
1070.1,7
1071.1,2
1072.1,1
1073.1,6
1074.1,6
1075.1,1
1076.1,1
1077.1,-1
1078.1,-2
1079.1,0
1080.1,-6
1081.1,-11
1082.1,-6
1083.1,4
1084.1,8
1085.1,6
1086.1,-5
1087.1,-15
1088.1,-9
1089.1,-6
1090.1,-11
1091.1,-7
1092.1,1
1093.1,-4
1094.1,-20
1095.1,-22
1096.1,-12
1097.1,-18
1098.1,-24
1099.1,-27
1100.1,-32
1101.1,-31
1102.1,-24
1103.1,-23
1104.1,-28
1105.1,-29
1106.1,-11
1107.1,6
1108.1,-1
1109.1,-2
1110.1,1
1111.1,1
1112.1,13
1113.1,33
1114.1,51
1115.1,66
1116.1,83
1117.1,110
1118.1,125
1119.1,123
1120.1,117
1121.1,106
1122.1,90
1123.1,64
1124.1,44
1125.1,26
1126.1,4
1127.1,-14
1128.1,-34
1129.1,-52
1130.1,-69
1131.1,-90
1132.1,-114
1133.1,-140
1134.1,-163
1135.1,-173
1136.1,-161
1137.1,-145
1138.1,-134
1139.1,-111
1140.1,-69
1141.1,-34
1142.1,-19
1143.1,1
1144.1,32
1145.1,73
1146.1,97
1147.1,101
1148.1,119
1149.1,129
1150.1,132
1151.1,140
1152.1,129
1153.1,109
1154.1,113
1155.1,129
1156.1,123
1157.1,98
1158.1,66
1159.1,29
1160.1,-18
1161.1,-71
1162.1,-116
1163.1,-149
1164.1,-161
1165.1,-159
1166.1,-161
1167.1,-158
1168.1,-140
1169.1,-122
1170.1,-100
1171.1,-67
1172.1,-14
1173.1,47
1174.1,111
1175.1,170
1176.1,200
1177.1,212
1178.1,198
1179.1,158
1180.1,99
1181.1,22
1182.1,-57
1183.1,-119
1184.1,-151
1185.1,-157
1186.1,-155
1187.1,-141
1188.1,-110
1189.1,-72
1190.1,-39
1191.1,-16
1192.1,4
1193.1,14
1194.1,11
1195.1,10
1196.1,4
1197.1,-2
1198.1,-9
1199.1,-29
1200.1,-49
1201.1,-60
1202.1,-56
1203.1,-40
1204.1,-37
1205.1,-43
1206.1,-29
1207.1,0
1208.1,30
1209.1,57
1210.1,71
1211.1,84
1212.1,100
1213.1,107
1214.1,108
1215.1,99
1216.1,83
1217.1,69
1218.1,53
1219.1,28
1220.1,11
1221.1,3
1222.1,-4
1223.1,-9
1224.1,-10
1225.1,-4
1226.1,10
1227.1,20
1228.1,18
1229.1,14
1230.1,17
1231.1,15
1232.1,2
1233.1,-11
1234.1,-17
1235.1,-21
1236.1,-22
1237.1,-30
1238.1,-36
1239.1,-34
1240.1,-26
1241.1,-10
1242.1,-13
1243.1,-19
1244.1,-13
1245.1,-7
1246.1,-1
1247.1,-6
1248.1,-11
1249.1,-11
1250.1,-3
1251.1,14
1252.1,28
1253.1,32
1254.1,25
1255.1,24
1256.1,26
1257.1,18
1258.1,6
1259.1,-9
1260.1,-24
1261.1,-36
1262.1,-44
1263.1,-41
1264.1,-34
1265.1,-36
1266.1,-34
1267.1,-24
1268.1,-19
1269.1,-9
1270.1,-3
1271.1,-9
1272.1,-11
1273.1,-11
1274.1,-16
1275.1,-21
1276.1,-27
1277.1,-31
1278.1,-27
1279.1,-24
1280.1,-23
1281.1,-25
1282.1,-24
1283.1,-18
1284.1,-14
1285.1,-17
1286.1,-23
1287.1,-20
1288.1,-10
1289.1,-2
1290.1,-10
1291.1,-27
1292.1,-24
1293.1,-7
1294.1,-3
1295.1,-8
1296.1,-8
1297.1,-5
1298.1,8
1299.1,17
1300.1,10
1301.1,4
1302.1,7
1303.1,14
1304.1,16
1305.1,12
1306.1,12
1307.1,14
1308.1,14
1309.1,21
1310.1,29
1311.1,26
1312.1,33
1313.1,44
1314.1,41
1315.1,38
1316.1,44
1317.1,37
1318.1,26
1319.1,22
1320.1,20
1321.1,22
1322.1,16
1323.1,6
1324.1,4
1325.1,13
1326.1,24
1327.1,23
1328.1,17
1329.1,8
1330.1,7
1331.1,14
1332.1,19
1333.1,15
1334.1,10
1335.1,5
1336.1,8
1337.1,13
1338.1,10
1339.1,8
1340.1,7
1341.1,7
1342.1,11
1343.1,14
1344.1,11
1345.1,5
1346.1,11
1347.1,20
1348.1,13
1349.1,4
1350.1,10
1351.1,17
1352.1,17
1353.1,11
1354.1,12
1355.1,18
1356.1,-5
1357.1,-38
1358.1,-46
1359.1,-64
1360.1,-59
1361.1,2
1362.1,48
1363.1,83
1364.1,126
1365.1,130
1366.1,93
1367.1,29
1368.1,-52
1369.1,-114
1370.1,-150
1371.1,-162
1372.1,-141
1373.1,-97
1374.1,-54
1375.1,-23
1376.1,-6
1377.1,1
1378.1,10
1379.1,22
1380.1,30
1381.1,29
1382.1,17
1383.1,-6
1384.1,-31
1385.1,-51
1386.1,-67
1387.1,-69
1388.1,-55
1389.1,-34
1390.1,-15
1391.1,3
1392.1,14
1393.1,13
1394.1,7
1395.1,8
1396.1,8
1397.1,3
1398.1,-4
1399.1,-6
1400.1,-3
1401.1,-3
1402.1,-2
1403.1,9
1404.1,18
1405.1,18
1406.1,18
1407.1,15
1408.1,10
1409.1,3
1410.1,-4
1411.1,-12
1412.1,-21
1413.1,-24
1414.1,-27
1415.1,-29
1416.1,-29
1417.1,-26
1418.1,-18
1419.1,-7
1420.1,0
1421.1,8
1422.1,15
1423.1,21
1424.1,27
1425.1,23
1426.1,19
1427.1,14
1428.1,10
1429.1,4
1430.1,-2
1431.1,-5
1432.1,-5
1433.1,-1
1434.1,-7
1435.1,-15
1436.1,-10
1437.1,-4
1438.1,-5
1439.1,-1
1440.1,5
1441.1,9
1442.1,12
1443.1,9
1444.1,15
1445.1,22
1446.1,22
1447.1,26
1448.1,25
1449.1,21
1450.1,17
1451.1,8
1452.1,1
1453.1,0
1454.1,3
1455.1,5
1456.1,-3
1457.1,-12
1458.1,-6
1459.1,1
1460.1,-6
1461.1,-11
1462.1,0
1463.1,12
1464.1,10
1465.1,3
1466.1,2
1467.1,0
1468.1,3
1469.1,4
1470.1,-3
1471.1,-12
1472.1,-16
1473.1,-12
1474.1,-13
1475.1,-15
1476.1,-9
1477.1,-5
1478.1,-9
1479.1,-7
1480.1,1
1481.1,4
1482.1,7
1483.1,2
1484.1,-9
1485.1,-2
1486.1,7
1487.1,4
1488.1,1
1489.1,4
1490.1,12
1491.1,9
1492.1,-8
1493.1,-11
1494.1,2
1495.1,16
1496.1,18
1497.1,1
1498.1,-7
