t,lead_I,lead_II,v3,v4
0.7,-19374,-154146,40135,25568
2.7,-19223,-154133,40311,25755
4.7,-18805,-154121,40382,25831
6.7,-18553,-154149,40307,25759
8.7,-18718,-154147,40148,25607
10.7,-18965,-154130,39927,25398
12.7,-19119,-154193,39756,25243
14.7,-19358,-154301,39774,25277
16.7,-19565,-154321,39929,25453
18.7,-19415,-154222,40091,25650
20.7,-19074,-154113,40205,25803
22.7,-18893,-154056,40257,25881
24.7,-18721,-154014,40249,25884
26.7,-18383,-153992,40149,25788
28.7,-18209,-154043,39932,25565
30.7,-18435,-154135,39762,25379
32.7,-18841,-154198,39834,25449
34.7,-19250,-154220,40052,25675
36.7,-19561,-154184,40217,25835
38.7,-19505,-154075,40321,25930
40.7,-19098,-153941,40354,25985
42.7,-18765,-153785,40272,25941
44.7,-18631,-153580,40201,25892
46.7,-18450,-153479,40203,25915
48.7,-18243,-153627,40106,25855
50.7,-18260,-153834,39918,25697
52.7,-18540,-153875,39882,25674
54.7,-18947,-153851,40011,25829
56.7,-19242,-153872,40156,26015
58.7,-19130,-153805,40308,26180
60.7,-18690,-153602,40409,26259
62.7,-18371,-153395,40352,26187
64.7,-18278,-153223,40275,26122
66.7,-18160,-153087,40304,26182
68.7,-18136,-153091,40283,26206
70.7,-18463,-153219,40168,26137
72.7,-18777,-153274,40120,26117
74.7,-18638,-153175,40123,26130
76.7,-18423,-153038,40124,26141
78.7,-18637,-152997,40262,26296
80.7,-18889,-153081,40467,26528
82.7,-18568,-153159,40465,26557
84.7,-17991,-153067,40358,26459
86.7,-17900,-152887,40407,26483
88.7,-18307,-152836,40464,26518
90.7,-18679,-152890,40356,26417
92.7,-18822,-152921,40297,26364
94.7,-18852,-152953,40388,26436
96.7,-18795,-152967,40434,26464
98.7,-18714,-152869,40436,26462
100.7,-18724,-152785,40567,26583
102.7,-18645,-152843,40734,26738
104.7,-18332,-152854,40746,26754
106.7,-18184,-152740,40666,26678
108.7,-18511,-152780,40615,26614
110.7,-18862,-153007,40565,26549
112.7,-18831,-153085,40488,26473
