t,az
3.30,-248
5.28,-230
7.25,-212
9.23,-190
11.20,-204
13.10,-216
15.10,-246
17.10,-286
19.10,-326
21.10,-372
23.00,-424
24.98,-490
26.95,-556
28.93,-620
30.90,-684
32.90,-744
34.88,-782
36.85,-822
38.83,-856
40.80,-876
42.80,-870
44.78,-870
46.75,-834
48.73,-814
50.70,-768
52.70,-702
54.68,-642
56.65,-594
58.63,-550
60.60,-510
62.60,-446
64.58,-388
66.55,-346
68.53,-276
70.50,-240
72.50,-212
74.48,-164
76.45,-122
78.43,-90
80.40,-84
82.30,-56
84.30,-62
86.30,-84
88.30,-90
90.30,-112
92.20,-128
94.18,-144
96.15,-152
98.13,-162
100.10,-162
102.10,-198
104.08,-236
106.05,-250
108.03,-246
110.00,-254
112.00,-290
113.98,-308
115.95,-340
117.93,-382
119.90,-384
121.90,-370
123.88,-376
125.85,-380
127.83,-388
129.80,-420
131.80,-444
133.78,-496
135.75,-496
137.73,-512
139.70,-512
141.70,-516
143.68,-536
145.65,-566
147.63,-566
149.60,-562
151.50,-562
153.50,-536
155.50,-536
157.50,-550
159.50,-550
161.40,-538
163.38,-538
165.35,-550
167.33,-552
169.30,-570
171.30,-558
173.28,-570
175.25,-558
177.23,-554
179.20,-586
181.20,-580
183.18,-544
185.15,-546
187.13,-544
189.10,-546
191.10,-530
193.08,-512
195.05,-476
197.03,-448
199.00,-414
201.00,-388
202.98,-358
204.95,-340
206.93,-334
208.90,-316
210.90,-288
212.88,-274
214.85,-290
216.83,-310
218.80,-326
220.70,-312
222.70,-338
224.70,-368
226.70,-408
228.70,-474
230.60,-520
232.58,-544
234.55,-552
236.53,-560
238.50,-592
240.50,-620
242.48,-636
244.45,-648
246.43,-684
248.40,-680
250.40,-658
252.38,-646
254.35,-648
256.33,-632
258.30,-610
260.30,-574
262.28,-538
264.25,-514
266.23,-482
268.20,-448
270.20,-416
272.18,-408
274.15,-426
276.13,-410
278.10,-402
280.10,-380
282.08,-378
284.05,-394
286.03,-396
288.00,-384
289.90,-372
291.90,-394
293.90,-398
295.90,-388
297.90,-362
299.80,-352
301.78,-364
303.75,-340
305.73,-324
307.70,-306
309.70,-304
311.68,-316
313.65,-316
315.63,-302
317.60,-294
319.60,-308
321.58,-356
323.55,-380
325.53,-366
327.50,-396
329.50,-436
331.48,-422
333.45,-424
335.43,-426
337.40,-452
339.40,-466
341.38,-482
343.35,-488
345.33,-482
347.30,-490
349.30,-500
351.28,-516
353.25,-522
355.23,-524
357.20,-496
359.10,-504
361.10,-522
363.10,-504
365.10,-500
367.10,-504
369.00,-498
370.98,-512
372.95,-524
374.93,-538
376.90,-540
378.90,-532
380.88,-540
382.85,-526
384.83,-530
386.80,-542
388.80,-530
390.78,-532
392.75,-530
394.73,-520
396.70,-500
398.70,-476
400.68,-472
402.65,-462
404.63,-472
406.60,-484
408.60,-472
410.58,-454
412.55,-432
414.53,-436
416.50,-438
418.50,-416
420.48,-400
422.45,-398
424.43,-398
426.40,-386
428.30,-378
430.30,-372
432.30,-380
434.30,-394
436.30,-418
438.20,-420
440.18,-410
442.15,-426
444.13,-426
446.10,-438
448.10,-464
450.08,-476
452.05,-468
454.03,-464
456.00,-480
458.00,-484
459.98,-500
461.95,-488
463.93,-494
465.90,-508
467.90,-518
469.88,-506
471.85,-492
473.83,-468
475.80,-476
477.80,-498
479.78,-490
481.75,-478
483.73,-478
485.70,-458
487.70,-458
489.68,-454
491.65,-446
493.63,-464
495.60,-464
497.50,-446
499.50,-448
501.50,-420
503.50,-420
505.50,-406
507.40,-406
509.38,-380
511.35,-380
513.33,-364
515.30,-364
517.30,-362
519.28,-388
521.25,-394
523.23,-378
525.20,-378
527.20,-398
529.18,-416
531.15,-452
533.13,-484
535.10,-522
537.10,-578
539.08,-612
541.05,-604
543.03,-590
545.00,-572
547.00,-532
548.98,-484
550.95,-476
552.93,-468
554.90,-458
556.90,-460
558.88,-472
560.85,-454
562.83,-438
564.80,-440
566.70,-454
568.70,-440
570.70,-424
572.70,-392
574.70,-372
576.60,-370
578.58,-350
580.55,-328
582.53,-324
584.50,-336
586.50,-322
588.48,-322
590.45,-330
592.43,-344
594.40,-372
596.40,-424
598.38,-454
600.35,-490
602.33,-530
604.30,-592
606.30,-628
608.28,-632
610.25,-680
612.23,-722
614.20,-760
616.20,-786
618.18,-804
620.15,-838
622.13,-878
624.10,-888
626.10,-888
628.08,-892
630.05,-894
632.03,-868
634.00,-826
635.90,-780
637.90,-718
639.90,-656
641.90,-612
643.90,-564
645.80,-538
647.78,-502
649.75,-466
651.73,-410
653.70,-356
655.70,-318
657.68,-264
659.65,-222
661.63,-176
663.60,-146
665.60,-152
667.58,-158
669.55,-170
671.53,-186
673.50,-164
675.50,-124
677.48,-134
679.45,-154
681.43,-170
683.40,-182
685.40,-208
687.38,-224
689.35,-220
691.33,-204
693.30,-212
695.30,-208
697.28,-234
699.25,-274
701.23,-292
703.20,-304
705.10,-328
707.10,-356
709.10,-366
711.10,-372
713.10,-388
715.00,-414
716.98,-456
718.95,-472
720.93,-460
722.90,-472
724.90,-506
726.88,-512
728.85,-518
730.83,-540
732.80,-548
734.80,-528
736.78,-526
738.75,-534
740.73,-522
742.70,-530
744.70,-530
746.68,-514
748.65,-488
750.63,-494
752.60,-492
754.60,-478
756.58,-470
758.55,-474
760.53,-496
762.50,-510
764.50,-532
766.48,-552
768.45,-564
770.43,-550
772.40,-534
774.30,-548
776.30,-560
778.30,-560
780.30,-560
782.30,-544
784.20,-522
786.18,-510
788.15,-498
790.13,-492
792.10,-470
794.10,-436
796.08,-388
798.05,-378
800.03,-370
802.00,-378
804.00,-414
805.98,-436
807.95,-464
809.93,-480
811.90,-512
813.90,-556
815.88,-586
817.85,-600
819.83,-620
821.80,-616
823.80,-646
825.78,-650
827.75,-632
829.73,-618
831.70,-604
833.70,-596
835.68,-612
837.65,-576
839.63,-576
841.60,-560
843.50,-548
845.50,-512
847.50,-512
849.50,-432
851.50,-432
853.40,-416
855.38,-416
857.35,-394
859.33,-394
861.30,-392
863.30,-380
865.28,-374
867.25,-398
869.23,-398
871.20,-390
873.20,-384
875.18,-382
877.15,-388
879.13,-392
881.10,-392
883.10,-396
885.08,-390
887.05,-366
889.03,-356
891.00,-372
893.00,-354
894.98,-342
896.95,-326
898.93,-346
900.90,-372
902.90,-396
904.88,-390
906.85,-382
908.83,-394
910.80,-424
912.70,-420
914.70,-438
916.70,-426
918.70,-436
920.70,-454
922.60,-454
924.58,-476
926.55,-496
928.53,-504
930.50,-498
932.50,-504
934.48,-514
936.45,-508
938.43,-512
940.40,-530
942.40,-538
944.38,-512
946.35,-486
948.33,-492
950.30,-508
952.30,-496
954.28,-480
956.25,-470
958.23,-484
960.20,-478
962.20,-482
964.18,-474
966.15,-474
968.13,-452
970.10,-472
972.10,-498
974.08,-528
976.05,-558
978.03,-568
980.00,-562
981.90,-586
983.90,-624
985.90,-642
987.90,-636
989.90,-626
991.80,-642
993.78,-636
995.75,-612
997.73,-602
999.70,-596
1001.70,-628
1003.68,-634
1005.65,-622
1007.63,-608
1009.60,-610
1011.60,-624
1013.58,-606
1015.55,-584
1017.53,-544
1019.50,-510
1021.50,-484
1023.48,-478
1025.45,-476
1027.43,-468
1029.40,-486
1031.40,-474
1033.38,-456
1035.35,-436
1037.33,-446
1039.30,-468
1041.30,-456
1043.28,-442
1045.25,-414
1047.23,-422
1049.20,-432
1051.10,-448
1053.10,-458
1055.10,-448
1057.10,-476
1059.10,-508
1061.00,-528
1062.98,-534
1064.95,-542
1066.93,-556
1068.90,-586
1070.90,-584
1072.88,-582
1074.85,-602
1076.83,-620
1078.80,-654
1080.80,-644
1082.78,-662
1084.75,-652
1086.73,-638
1088.70,-636
1090.70,-648
1092.68,-660
1094.65,-658
1096.63,-646
1098.60,-630
1100.60,-612
1102.58,-602
1104.55,-576
1106.53,-538
1108.50,-518
1110.50,-506
1112.48,-492
1114.45,-480
1116.43,-490
1118.40,-510
1120.30,-528
1122.28,-574
1124.25,-626
1126.23,-658
1128.20,-680
1130.20,-702
1132.18,-700
1134.15,-670
1136.13,-650
1138.10,-668
1140.10,-686
1142.08,-708
1144.05,-724
1146.03,-720
1148.00,-740
1150.00,-754
1151.98,-758
1153.95,-748
1155.93,-736
1157.90,-702
1159.90,-690
1161.88,-652
1163.85,-622
1165.83,-568
1167.80,-490
1169.80,-424
1171.78,-400
1173.75,-366
1175.73,-358
1177.70,-332
1179.70,-320
1181.68,-308
1183.65,-314
1185.63,-376
1187.60,-376
1189.50,-438
1191.50,-500
1193.50,-560
1195.50,-606
1197.50,-702
1199.40,-702
1201.38,-750
