t,az
3.90,558
5.88,574
7.85,574
9.83,608
11.80,638
13.80,666
15.78,672
17.75,706
19.73,744
21.70,762
23.60,802
25.58,814
27.55,874
29.53,874
31.50,896
33.50,920
35.48,958
37.45,970
39.43,960
41.40,960
43.40,932
45.38,932
47.35,904
49.33,904
51.30,876
53.30,876
55.28,836
57.25,836
59.23,806
61.20,808
63.20,780
65.18,780
67.15,768
69.13,768
71.10,754
73.10,750
75.08,736
77.05,732
79.03,736
81.00,750
82.90,786
84.90,770
86.90,770
88.90,762
90.90,754
92.80,754
94.78,784
96.75,792
98.73,798
100.70,812
102.70,826
104.68,838
106.65,832
108.63,850
110.60,872
112.60,884
114.58,912
116.55,930
118.53,942
120.50,956
122.50,956
124.48,956
126.45,946
128.43,912
130.40,902
132.40,902
134.38,894
136.35,890
138.33,888
140.30,874
142.30,876
144.28,870
146.25,852
148.23,836
150.20,836
152.10,808
154.10,804
156.10,820
158.10,804
160.10,790
162.00,788
163.98,780
165.95,770
167.93,770
169.90,736
171.90,708
173.88,698
175.85,684
177.83,682
179.80,662
181.80,650
183.78,624
185.75,636
187.73,640
189.70,654
191.70,662
193.68,632
195.65,594
197.63,566
199.60,574
201.60,584
203.58,574
205.55,588
207.53,586
209.50,600
211.50,642
213.48,724
215.45,796
217.43,862
219.40,934
221.30,946
223.30,924
225.30,866
227.30,792
229.30,656
231.20,484
233.18,262
235.15,50
237.13,-96
239.10,-174
241.10,-216
243.08,-184
245.05,-40
247.03,174
249.00,448
251.00,726
252.98,970
254.95,1184
256.93,1392
258.90,1526
260.90,1596
262.88,1624
264.85,1598
266.83,1528
268.80,1400
270.80,1234
272.78,1036
274.75,822
276.73,620
278.70,434
280.70,258
282.68,104
284.65,-42
286.63,-138
288.60,-204
290.50,-252
292.50,-250
294.50,-230
296.50,-192
298.50,-150
300.40,-78
302.38,-2
304.35,68
306.33,144
308.30,228
310.30,280
312.28,332
314.25,358
316.23,400
318.20,442
320.20,494
322.18,546
324.15,592
326.13,648
328.10,738
330.10,814
332.08,882
334.05,952
336.03,1036
338.00,1122
340.00,1216
341.98,1292
343.95,1380
345.93,1466
347.90,1508
349.90,1546
351.88,1576
353.85,1580
355.83,1600
357.80,1626
359.70,1620
361.70,1606
363.70,1600
365.70,1584
367.70,1540
369.60,1526
371.58,1502
373.55,1476
375.53,1442
377.50,1386
379.50,1326
381.48,1326
383.45,1298
385.43,1240
387.40,1180
389.40,1180
391.38,1152
393.35,1138
395.33,1092
397.30,1092
399.30,1054
401.28,1054
403.25,1044
405.23,1044
407.20,1052
409.20,1052
411.18,1070
413.15,1070
415.13,1008
417.10,962
419.10,886
421.08,834
423.05,782
425.03,734
427.00,674
428.90,606
430.90,586
432.90,550
434.90,512
436.90,502
438.80,500
440.78,474
442.75,486
444.73,510
446.70,514
448.70,526
450.68,528
452.65,534
454.63,540
456.60,558
458.60,558
460.58,568
462.55,578
464.53,592
466.50,598
468.50,652
470.48,658
472.45,688
474.43,712
476.40,728
478.40,748
480.38,774
482.35,796
484.33,810
486.30,842
488.30,860
490.28,868
492.25,896
494.23,918
496.20,936
498.10,928
500.10,952
502.10,964
504.10,972
506.10,992
508.00,1008
509.98,1034
511.95,1052
513.93,1072
515.90,1066
517.90,1070
519.88,1076
521.85,1066
523.83,1092
525.80,1086
527.80,1072
529.78,1064
531.75,1056
533.73,1036
535.70,1018
537.70,1012
539.68,996
541.65,980
543.63,970
545.60,970
547.60,980
549.58,1000
551.55,978
553.53,976
555.50,970
557.50,974
559.48,984
561.45,976
563.43,962
565.40,942
567.30,936
569.30,940
571.30,936
573.30,924
575.30,924
577.20,904
579.18,900
581.15,896
583.13,902
585.10,872
587.10,840
589.08,834
591.05,832
593.03,824
595.00,840
597.00,858
598.98,868
600.95,854
602.93,862
604.90,886
606.90,900
608.88,908
610.85,940
612.83,946
614.80,946
616.80,934
618.78,940
620.75,936
622.73,920
624.70,922
626.70,930
628.68,944
630.65,962
632.63,950
634.60,944
636.50,948
638.50,932
640.50,926
642.50,944
644.50,956
646.40,972
648.38,984
650.35,944
652.33,932
654.30,922
656.30,922
658.28,920
660.25,924
662.23,952
664.20,954
666.20,954
668.18,968
670.15,986
672.13,1002
674.10,1012
676.10,1066
678.08,1104
680.05,1148
682.03,1204
684.00,1274
686.00,1344
687.98,1390
689.95,1454
691.93,1496
693.90,1512
695.90,1450
697.88,1368
699.85,1268
701.83,1106
703.80,922
705.70,738
707.70,552
709.70,402
711.70,320
713.70,314
715.60,384
717.58,522
719.55,738
721.53,972
723.50,1198
725.50,1374
727.48,1568
729.45,1568
731.43,1600
733.40,1576
735.40,1540
737.38,1482
739.35,1280
741.33,1280
743.30,1016
745.30,1016
747.28,738
749.25,738
751.23,532
753.20,532
755.20,390
757.18,390
759.15,356
761.13,348
763.10,370
765.10,420
767.08,452
769.05,476
771.03,518
773.00,544
774.90,560
776.90,554
778.90,576
780.90,602
782.90,632
784.80,630
786.78,672
788.75,716
790.73,770
792.70,814
794.70,868
796.68,950
798.65,1014
800.63,1098
802.60,1198
804.60,1274
806.58,1350
808.55,1408
810.53,1458
812.50,1504
814.50,1552
816.48,1588
818.45,1612
820.43,1656
822.40,1684
824.40,1690
826.38,1696
828.35,1714
830.33,1740
832.30,1774
834.30,1768
836.28,1770
838.25,1748
840.23,1708
842.20,1678
844.10,1654
846.10,1630
848.10,1600
850.10,1572
852.10,1548
854.00,1544
855.98,1514
857.95,1482
859.93,1414
861.90,1382
863.90,1342
865.88,1298
867.85,1236
869.83,1226
871.80,1228
873.80,1204
875.78,1186
877.75,1162
879.73,1168
881.70,1178
883.70,1168
885.68,1146
887.65,1128
889.63,1080
891.60,1042
893.60,996
895.58,952
897.55,920
899.53,866
901.50,812
903.50,758
905.48,726
907.45,718
909.43,712
911.40,726
913.30,744
915.30,756
917.30,756
919.30,768
921.30,774
923.20,782
925.18,818
927.15,840
929.13,866
931.10,882
933.10,886
935.08,912
937.05,924
939.03,946
941.00,954
943.00,976
944.98,1012
946.95,1038
948.93,1050
950.90,1064
952.90,1078
954.88,1094
956.85,1130
958.83,1152
960.80,1138
962.80,1116
964.78,1104
966.75,1116
968.73,1120
970.70,1114
972.70,1118
974.68,1106
976.65,1116
978.63,1138
980.60,1160
982.50,1160
984.50,1184
986.50,1216
988.50,1226
990.50,1236
992.40,1242
994.38,1246
996.35,1254
998.33,1268
1000.30,1276
1002.30,1272
1004.28,1306
1006.25,1312
1008.23,1332
1010.20,1314
1012.20,1300
1014.18,1318
1016.15,1284
1018.13,1260
1020.10,1274
1022.10,1284
1024.08,1268
1026.05,1244
1028.03,1224
1030.00,1248
1032.00,1240
1033.98,1222
1035.95,1222
1037.93,1234
1039.90,1222
1041.90,1216
1043.88,1186
1045.85,1176
1047.83,1184
1049.80,1222
1051.70,1226
1053.70,1242
1055.70,1268
1057.70,1266
1059.70,1276
1061.60,1274
1063.58,1280
1065.55,1280
1067.53,1278
1069.50,1256
1071.50,1262
1073.48,1266
1075.45,1260
1077.43,1268
1079.40,1266
1081.40,1266
1083.38,1268
1085.35,1284
1087.33,1308
1089.30,1308
1091.30,1266
1093.28,1266
1095.25,1234
1097.23,1234
