t,pcg
0.0,-1
1.0,-9
2.0,-8
3.0,-12
4.0,4
5.0,61
6.0,84
7.0,90
8.0,116
9.0,106
10.0,79
11.0,45
12.0,-12
13.0,-45
14.0,-50
15.0,-71
16.0,-94
17.0,-107
18.0,-119
19.0,-131
20.0,-154
21.0,-152
22.0,-101
23.0,-53
24.0,-20
25.0,25
26.0,73
27.0,127
28.0,170
29.0,177
30.0,179
31.0,176
32.0,140
33.0,106
34.0,77
35.0,39
36.0,9
37.0,-7
38.0,-13
39.0,-19
40.0,-34
41.0,-69
42.0,-100
43.0,-106
44.0,-105
45.0,-88
46.0,-51
47.0,15
48.0,99
49.0,129
50.0,121
51.0,109
52.0,46
53.0,-49
54.0,-101
55.0,-134
56.0,-182
57.0,-203
58.0,-199
59.0,-198
60.0,-183
61.0,-157
62.0,-139
63.0,-138
64.0,-135
65.0,-84
66.0,-3
67.0,73
68.0,172
69.0,298
70.0,415
71.0,514
72.0,607
73.0,672
74.0,682
75.0,613
76.0,499
77.0,388
78.0,264
79.0,119
80.0,-27
81.0,-189
82.0,-368
83.0,-530
84.0,-647
85.0,-710
86.0,-722
87.0,-675
88.0,-559
89.0,-424
90.0,-299
91.0,-172
92.0,-71
93.0,16
94.0,104
95.0,152
96.0,161
97.0,156
98.0,133
99.0,93
100.0,44
101.0,-21
102.0,-89
103.0,-149
104.0,-205
105.0,-226
106.0,-205
107.0,-156
108.0,-86
109.0,-6
110.0,82
111.0,167
112.0,243
113.0,308
114.0,355
115.0,383
116.0,398
117.0,392
118.0,348
119.0,296
120.0,250
121.0,207
122.0,177
123.0,155
124.0,137
125.0,113
126.0,86
127.0,72
128.0,46
129.0,5
130.0,-11
131.0,-19
132.0,-53
133.0,-86
134.0,-119
135.0,-174
136.0,-213
137.0,-225
138.0,-251
139.0,-271
140.0,-267
141.0,-262
142.0,-252
143.0,-235
144.0,-222
145.0,-208
146.0,-184
147.0,-155
148.0,-131
149.0,-118
150.0,-114
151.0,-118
152.0,-124
153.0,-125
154.0,-113
155.0,-90
156.0,-71
157.0,-53
158.0,-31
159.0,-18
160.0,-1
161.0,27
162.0,54
163.0,76
164.0,93
165.0,108
166.0,119
167.0,117
168.0,104
169.0,101
170.0,107
171.0,101
172.0,99
173.0,102
174.0,77
175.0,31
176.0,-9
177.0,-39
178.0,-56
179.0,-62
180.0,-63
181.0,-54
182.0,-42
183.0,-38
184.0,-30
185.0,-13
186.0,11
187.0,26
188.0,38
189.0,70
190.0,96
191.0,99
192.0,96
193.0,87
194.0,78
195.0,75
196.0,71
197.0,68
198.0,65
199.0,61
200.0,58
201.0,48
202.0,30
203.0,27
204.0,44
205.0,57
206.0,52
207.0,38
208.0,46
209.0,61
210.0,41
211.0,15
212.0,9
213.0,-10
214.0,5
215.0,21
216.0,-94
217.0,-196
218.0,-158
219.0,-113
220.0,-120
221.0,-113
222.0,-103
223.0,-128
224.0,-151
225.0,-150
226.0,-151
227.0,-130
228.0,-65
229.0,-12
230.0,4
231.0,24
232.0,56
233.0,78
234.0,77
235.0,75
236.0,86
237.0,96
238.0,95
239.0,102
240.0,110
241.0,100
242.0,90
243.0,84
244.0,83
245.0,89
246.0,73
247.0,62
248.0,71
249.0,57
250.0,37
251.0,25
252.0,10
253.0,-5
254.0,-24
255.0,-44
256.0,-53
257.0,-62
258.0,-84
259.0,-98
260.0,-105
261.0,-129
262.0,-152
263.0,-166
264.0,-154
265.0,-77
266.0,3
267.0,73
268.0,213
269.0,348
270.0,355
271.0,295
272.0,245
273.0,172
274.0,67
275.0,-33
276.0,-114
277.0,-172
278.0,-197
279.0,-201
280.0,-176
281.0,-121
282.0,-74
283.0,-49
284.0,-21
285.0,13
286.0,21
287.0,8
288.0,13
289.0,31
290.0,32
291.0,22
292.0,12
293.0,5
294.0,-11
295.0,-45
296.0,-60
297.0,-58
298.0,-84
299.0,-113
300.0,-104
301.0,-99
302.0,-118
303.0,-128
304.0,-110
305.0,-96
306.0,-94
307.0,-61
308.0,-21
309.0,-21
310.0,-37
311.0,-12
312.0,36
313.0,44
314.0,44
315.0,70
316.0,76
317.0,50
318.0,42
319.0,42
320.0,41
321.0,60
322.0,88
323.0,107
324.0,130
325.0,139
326.0,125
327.0,127
328.0,135
329.0,129
330.0,107
331.0,74
332.0,65
333.0,59
334.0,29
335.0,-8
336.0,-23
337.0,-46
338.0,-96
339.0,-116
340.0,-99
341.0,-96
342.0,-95
343.0,-79
344.0,-61
345.0,-46
346.0,-36
347.0,-33
348.0,-21
349.0,-7
350.0,-1
351.0,-10
352.0,-32
353.0,-32
354.0,-15
355.0,-16
356.0,-11
357.0,10
358.0,22
359.0,33
360.0,47
361.0,56
362.0,58
363.0,61
364.0,78
365.0,99
366.0,106
367.0,87
368.0,52
369.0,34
370.0,27
371.0,8
372.0,-12
373.0,-21
374.0,-27
375.0,-40
376.0,-43
377.0,-40
378.0,-52
379.0,-60
380.0,-48
381.0,-52
382.0,-71
383.0,-71
384.0,-53
385.0,-43
386.0,-36
387.0,-18
388.0,-2
389.0,4
390.0,1
391.0,-9
392.0,-7
393.0,12
394.0,17
395.0,12
396.0,18
397.0,30
398.0,33
399.0,26
400.0,27
401.0,29
402.0,23
403.0,20
404.0,28
405.0,46
406.0,50
407.0,30
408.0,15
409.0,2
410.0,-18
411.0,-32
412.0,-38
413.0,-45
414.0,-49
415.0,-46
416.0,-54
417.0,-75
418.0,-86
419.0,-83
420.0,-73
421.0,-61
422.0,-45
423.0,-30
424.0,-16
425.0,-6
426.0,-2
427.0,0
428.0,8
429.0,23
430.0,33
431.0,33
432.0,35
433.0,37
434.0,39
435.0,43
436.0,51
437.0,59
438.0,64
439.0,68
440.0,71
441.0,74
442.0,71
443.0,54
444.0,32
445.0,10
446.0,-9
447.0,-18
448.0,-31
449.0,-58
450.0,-75
451.0,-71
452.0,-69
453.0,-67
454.0,-53
455.0,-41
456.0,-34
457.0,-24
458.0,-16
459.0,-4
460.0,11
461.0,8
462.0,3
463.0,16
464.0,21
465.0,10
466.0,4
467.0,9
468.0,9
469.0,4
470.0,7
471.0,13
472.0,18
473.0,30
474.0,33
475.0,19
476.0,13
477.0,20
478.0,18
479.0,20
480.0,29
481.0,26
482.0,15
483.0,16
484.0,16
485.0,12
486.0,1
487.0,-14
488.0,-21
489.0,-34
490.0,-57
491.0,-74
492.0,-88
493.0,-94
494.0,-88
495.0,-87
496.0,-90
497.0,-79
498.0,-61
499.0,-49
500.0,-49
501.0,-52
502.0,-41
503.0,-25
504.0,-14
505.0,4
506.0,17
507.0,15
508.0,25
509.0,41
510.0,43
511.0,48
512.0,62
513.0,73
514.0,72
515.0,65
516.0,64
517.0,76
518.0,86
519.0,75
520.0,58
