t,pcg
0.0,1
1.0,-2
2.0,7
3.0,7
4.0,0
5.0,16
6.0,23
7.0,12
8.0,4
9.0,-4
10.0,-9
11.0,-12
12.0,-17
13.0,-23
14.0,-25
15.0,-23
16.0,-18
17.0,-8
18.0,5
19.0,10
20.0,10
21.0,14
22.0,15
23.0,10
24.0,1
25.0,-9
26.0,-18
27.0,-17
28.0,-11
29.0,-6
30.0,4
31.0,15
32.0,19
33.0,20
34.0,21
35.0,20
36.0,17
37.0,12
38.0,6
39.0,-3
40.0,-13
41.0,-21
42.0,-27
43.0,-32
44.0,-35
45.0,-34
46.0,-31
47.0,-26
48.0,-20
49.0,-11
50.0,3
51.0,15
52.0,21
53.0,20
54.0,16
55.0,8
56.0,-2
57.0,-16
58.0,-32
59.0,-46
60.0,-57
61.0,-65
62.0,-66
63.0,-60
64.0,-51
65.0,-37
66.0,-20
67.0,-8
68.0,6
69.0,20
70.0,30
71.0,37
72.0,43
73.0,44
74.0,46
75.0,47
76.0,43
77.0,40
78.0,41
79.0,41
80.0,42
81.0,39
82.0,33
83.0,29
84.0,22
85.0,15
86.0,7
87.0,-1
88.0,-5
89.0,-14
90.0,-28
91.0,-31
92.0,-28
93.0,-29
94.0,-30
95.0,-26
96.0,-17
97.0,-3
98.0,12
99.0,24
100.0,36
101.0,44
102.0,45
103.0,44
104.0,37
105.0,22
106.0,4
107.0,-16
108.0,-33
109.0,-49
110.0,-65
111.0,-73
112.0,-77
113.0,-81
114.0,-77
115.0,-67
116.0,-57
117.0,-47
118.0,-43
119.0,-48
120.0,-54
121.0,-67
122.0,-91
123.0,-109
124.0,-130
125.0,-186
126.0,-273
127.0,-352
128.0,-385
129.0,-401
130.0,-412
131.0,-328
132.0,-136
133.0,112
134.0,451
135.0,925
136.0,1450
137.0,1894
138.0,2180
139.0,2242
140.0,2103
141.0,1793
142.0,1163
143.0,203
144.0,-810
145.0,-1601
146.0,-2071
147.0,-2242
148.0,-2198
149.0,-2036
150.0,-1801
151.0,-1515
152.0,-1210
153.0,-887
154.0,-523
155.0,-129
156.0,215
157.0,440
158.0,531
159.0,519
160.0,448
161.0,326
162.0,173
163.0,38
164.0,-65
165.0,-106
166.0,-59
167.0,41
168.0,187
169.0,347
170.0,471
171.0,564
172.0,613
173.0,614
174.0,590
175.0,552
176.0,496
177.0,422
178.0,329
179.0,229
180.0,140
181.0,71
182.0,25
183.0,10
184.0,18
185.0,27
186.0,28
187.0,26
188.0,25
189.0,21
190.0,-2
191.0,-36
192.0,-53
193.0,-69
194.0,-111
195.0,-153
196.0,-175
197.0,-203
198.0,-230
199.0,-237
200.0,-229
201.0,-214
202.0,-196
203.0,-178
204.0,-155
205.0,-117
206.0,-76
207.0,-42
208.0,-10
209.0,15
210.0,26
211.0,26
212.0,16
213.0,-11
214.0,-41
215.0,-64
216.0,-102
217.0,-136
218.0,-138
219.0,-144
220.0,-152
221.0,-128
222.0,-105
223.0,-100
224.0,-82
225.0,-50
226.0,-19
227.0,8
