t,carotid_880nm,carotid_660nm,brachial_880nm,brachial_660nm
3.5,227.05,101.01,892.06,482.48
13.3,224.05,96.015,891.06,480.48
23.2,224.05,93.015,889.06,479.48
33.1,221.05,88.015,888.06,477.48
43.0,220.05,85.015,887.06,479.48
52.9,223.05,85.015,886.06,476.48
62.8,212.05,82.015,885.06,475.48
72.7,241.05,99.015,885.06,475.48
82.5,250.05,106.01,883.06,474.48
92.4,258.05,115.01,883.06,473.48
102.3,270.05,122.01,884.06,474.48
112.2,274.05,125.01,885.06,474.48
122.1,274.05,123.01,884.06,474.48
132.0,266.05,119.01,880.06,473.48
141.9,260.05,116.01,875.06,472.48
151.7,261.05,114.01,875.06,473.48
161.6,263.05,118.01,873.06,472.48
171.5,264.05,116.01,873.06,471.48
181.4,261.05,110.01,871.06,471.48
191.3,252.05,102.01,871.06,471.48
201.2,250.05,98.015,869.06,468.48
211.1,245.05,95.015,869.06,468.48
220.9,241.05,90.015,862.06,467.48
230.8,241.05,90.015,862.06,467.48
240.7,241.05,88.015,858.06,463.48
250.6,241.05,88.015,858.06,463.48
260.5,248.05,89.015,854.06,462.48
270.4,248.05,89.015,854.06,462.48
280.3,246.05,81.015,852.06,459.48
290.1,246.05,81.015,852.06,459.48
300.0,250.05,80.015,851.06,459.48
309.9,250.05,80.015,851.06,459.48
319.8,256.05,78.015,850.06,458.48
329.7,256.05,78.015,850.06,458.48
339.6,252.05,69.015,846.06,456.48
349.5,252.05,69.015,846.06,456.48
359.3,249.05,66.015,844.06,455.48
369.2,248.05,62.015,845.06,455.48
379.1,245.05,57.015,842.06,454.48
389.0,245.05,55.015,844.06,453.48
398.9,240.05,48.015,842.06,453.48
408.8,243.05,47.015,843.06,453.48
418.7,228.05,36.015,842.06,452.48
428.5,249.05,53.015,841.06,451.48
438.4,255.05,60.015,838.06,451.48
448.3,260.05,68.015,837.06,450.48
458.2,275.05,81.015,835.06,449.48
468.1,276.05,79.015,838.06,450.48
478.0,270.05,76.015,838.06,451.48
487.9,266.05,71.015,837.06,449.48
497.7,254.05,65.015,835.06,449.48
507.6,247.05,58.015,834.06,450.48
517.5,237.05,52.015,833.06,449.48
527.4,231.05,45.015,833.06,450.48
537.3,220.05,37.015,829.06,448.48
547.2,216.05,29.015,827.06,447.48
557.1,203.05,20.015,826.06,446.48
566.9,192.05,10.015,824.06,446.48
576.8,183.05,0.014566,822.06,445.48
586.7,169.05,-11.985,822.06,443.48
596.6,157.05,-21.985,819.06,443.48
606.5,151.05,-29.985,818.06,441.48
616.4,142.05,-38.985,816.06,441.48
626.3,130.05,-48.985,817.06,440.48
636.1,118.05,-60.985,817.06,439.48
646.0,108.05,-71.985,814.06,438.48
