t,carotid_880nm,carotid_660nm,brachial_880nm,brachial_660nm
3.2,51.826,19.166,-46.803,-26.895
13.1,54.826,20.166,-44.803,-25.895
23.0,57.826,22.166,-39.803,-22.895
32.9,57.826,23.166,-36.803,-23.895
42.8,60.826,23.166,-30.803,-23.895
52.7,59.826,22.166,-26.803,-22.895
62.6,60.826,23.166,-25.803,-21.895
72.4,61.826,22.166,-21.803,-21.895
82.3,63.826,23.166,-20.803,-22.895
92.2,61.826,23.166,-18.803,-19.895
102.1,61.826,22.166,-20.803,-21.895
112.0,57.826,23.166,-21.803,-20.895
121.9,60.826,22.166,-26.803,-20.895
131.8,58.826,21.166,-26.803,-21.895
141.6,55.826,22.166,-28.803,-22.895
151.5,56.826,21.166,-28.803,-21.895
161.4,55.826,20.166,-31.803,-22.895
171.3,54.826,20.166,-34.803,-24.895
181.2,53.826,21.166,-33.803,-23.895
191.1,54.826,20.166,-37.803,-23.895
201.0,53.826,22.166,-38.803,-23.895
210.8,53.826,20.166,-41.803,-23.895
220.7,52.826,19.166,-40.803,-24.895
230.6,52.826,19.166,-40.803,-25.895
240.5,53.826,18.166,-41.803,-24.895
250.4,51.826,18.166,-41.803,-24.895
260.3,50.826,19.166,-43.803,-24.895
270.2,47.826,17.166,-43.803,-24.895
280.0,47.826,17.166,-44.803,-24.895
289.9,44.826,17.166,-44.803,-24.895
299.8,43.826,17.166,-45.803,-24.895
309.7,41.826,16.166,-45.803,-24.895
319.6,39.826,16.166,-47.803,-26.895
329.5,38.826,15.166,-47.803,-26.895
339.4,33.826,13.166,-50.803,-27.895
349.2,32.826,14.166,-50.803,-27.895
359.1,31.826,13.166,-50.803,-27.895
369.0,27.826,12.166,-50.803,-27.895
378.9,27.826,12.166,-55.803,-28.895
388.8,24.826,10.166,-55.803,-28.895
398.7,24.826,10.166,-57.803,-28.895
408.6,21.826,8.1656,-57.803,-28.895
418.4,21.826,8.1656,-58.803,-28.895
428.3,17.826,8.1656,-58.803,-28.895
438.2,17.826,8.1656,-62.803,-30.895
448.1,11.826,7.1656,-62.803,-30.895
458.0,11.826,7.1656,-65.803,-30.895
467.9,6.8261,6.1656,-68.803,-30.895
477.8,6.8261,6.1656,-69.803,-30.895
487.6,8.8261,6.1656,-71.803,-31.895
497.5,8.8261,6.1656,-72.803,-32.895
507.4,13.826,9.1656,-76.803,-33.895
517.3,13.826,9.1656,-76.803,-33.895
527.2,18.826,8.1656,-73.803,-34.895
537.1,24.826,10.166,-69.803,-33.895
547.0,29.826,12.166,-69.803,-34.895
556.8,34.826,13.166,-64.803,-32.895
566.7,36.826,14.166,-62.803,-32.895
576.6,40.826,14.166,-58.803,-32.895
586.5,41.826,15.166,-55.803,-32.895
596.4,41.826,15.166,-54.803,-30.895
