t,lead_I,lead_II,v3,v4
0.4,-124295,-97555,-102175,-90838
2.4,-123166,-97217,-102328,-90990
4.4,-122839,-97404,-102192,-90828
6.4,-123254,-97794,-102178,-90796
8.4,-123799,-97993,-102451,-91079
10.4,-124183,-98074,-102622,-91259
12.4,-124503,-98144,-102607,-91245
14.4,-124723,-98121,-102682,-91315
16.4,-124638,-97921,-102792,-91396
18.4,-124201,-97482,-102665,-91229
20.4,-123608,-96907,-102347,-90901
22.4,-123201,-96640,-102067,-90635
24.4,-123257,-96943,-101914,-90483
26.4,-123654,-97360,-101905,-90467
28.4,-124017,-97444,-102039,-90619
30.4,-124273,-97450,-102241,-90846
32.4,-124567,-97612,-102418,-91043
34.4,-124755,-97598,-102521,-91171
36.4,-124615,-97324,-102512,-91185
38.4,-124274,-97202,-102410,-91074
40.4,-123904,-97238,-102301,-90937
42.4,-123485,-97082,-102193,-90823
44.4,-123175,-96906,-102054,-90699
46.4,-123277,-97047,-101973,-90618
48.4,-123692,-97178,-102022,-90651
50.4,-124009,-96891,-102080,-90710
52.4,-124070,-96514,-102058,-90697
54.4,-124022,-96539,-102059,-90681
56.4,-124029,-96809,-102131,-90735
58.4,-124112,-96875,-102159,-90788
60.4,-124029,-96655,-102071,-90735
62.4,-123536,-96389,-101927,-90556
64.4,-122946,-96255,-101832,-90376
66.4,-122835,-96283,-101870,-90374
68.4,-123192,-96533,-102022,-90544
70.4,-123573,-97048,-102214,-90746
72.4,-123841,-97526,-102457,-90969
74.4,-124023,-97481,-102672,-91171
76.4,-123972,-96986,-102590,-91098
78.4,-123692,-96698,-102248,-90762
80.4,-123395,-96862,-102086,-90599
82.4,-123158,-97041,-102202,-90715
84.4,-123028,-97028,-102219,-90736
86.4,-123147,-97154,-102128,-90650
88.4,-123479,-97586,-102291,-90821
90.4,-123924,-98076,-102632,-91164
92.4,-124510,-98381,-102772,-91304
94.4,-124983,-98460,-102799,-91342
96.4,-124869,-98421,-103021,-91575
98.4,-124302,-98436,-103301,-91840
100.4,-123915,-98523,-103332,-91842
102.4,-123882,-98545,-103204,-91711
104.4,-123910,-98526,-103199,-91721
