t,pcg
0.0,-70
1.0,-62
2.0,-60
3.0,-75
4.0,-66
5.0,11
6.0,57
7.0,57
8.0,62
9.0,63
10.0,64
11.0,57
12.0,46
13.0,36
14.0,18
15.0,-10
16.0,-51
17.0,-80
18.0,-85
19.0,-95
20.0,-112
21.0,-112
22.0,-89
23.0,-56
24.0,-32
25.0,-3
26.0,35
27.0,66
28.0,90
29.0,96
30.0,83
31.0,74
32.0,59
33.0,27
34.0,-7
35.0,-40
36.0,-81
37.0,-108
38.0,-126
39.0,-151
40.0,-156
41.0,-149
42.0,-157
43.0,-159
44.0,-150
45.0,-142
46.0,-134
47.0,-109
48.0,-77
49.0,-61
50.0,-43
51.0,-15
52.0,5
53.0,27
54.0,48
55.0,47
56.0,35
57.0,18
58.0,-7
59.0,-24
60.0,-31
61.0,-42
62.0,-47
63.0,-35
64.0,-21
65.0,-2
66.0,19
67.0,43
68.0,75
69.0,97
70.0,110
71.0,129
72.0,148
73.0,171
74.0,187
75.0,185
76.0,179
77.0,166
78.0,141
79.0,120
80.0,94
81.0,57
82.0,33
83.0,20
84.0,0
85.0,-24
86.0,-44
87.0,-52
88.0,-58
89.0,-68
90.0,-79
91.0,-85
92.0,-80
93.0,-59
94.0,-36
95.0,-23
96.0,-20
97.0,-19
98.0,-5
99.0,18
100.0,27
101.0,19
102.0,15
103.0,21
104.0,31
105.0,38
106.0,24
107.0,4
108.0,11
109.0,19
110.0,12
111.0,17
112.0,22
113.0,18
114.0,20
115.0,31
116.0,35
117.0,23
118.0,5
119.0,2
120.0,2
121.0,-9
122.0,-21
123.0,-31
124.0,-41
125.0,-41
126.0,-40
127.0,-50
128.0,-64
129.0,-57
130.0,-30
131.0,-18
132.0,-20
133.0,-21
134.0,-21
135.0,-21
136.0,-21
137.0,-19
138.0,-20
139.0,-22
140.0,-22
141.0,-28
142.0,-33
143.0,-35
144.0,-41
145.0,-41
146.0,-38
147.0,-34
148.0,-22
149.0,-17
150.0,-17
151.0,-8
152.0,9
153.0,25
154.0,25
155.0,15
156.0,19
157.0,36
158.0,37
159.0,25
160.0,19
161.0,22
162.0,31
163.0,30
164.0,15
165.0,7
166.0,10
167.0,8
168.0,-2
169.0,-21
170.0,-26
171.0,-16
172.0,-21
173.0,-27
174.0,-25
175.0,-24
176.0,-9
177.0,11
178.0,10
179.0,11
180.0,21
181.0,27
182.0,31
183.0,32
184.0,24
185.0,19
186.0,21
187.0,18
188.0,22
189.0,22
190.0,9
191.0,1
192.0,0
193.0,2
194.0,6
195.0,0
196.0,-9
197.0,-4
198.0,0
199.0,-4
200.0,-15
201.0,-23
202.0,-19
203.0,-12
204.0,-11
205.0,-14
206.0,-19
207.0,-14
208.0,3
209.0,11
210.0,-5
211.0,-19
212.0,-21
213.0,-23
214.0,-18
215.0,-15
216.0,-20
217.0,-20
218.0,-17
219.0,-20
220.0,-28
221.0,-35
222.0,-30
223.0,-20
224.0,-15
225.0,-23
226.0,-28
227.0,-26
228.0,-29
229.0,-36
230.0,-30
231.0,-21
232.0,-19
233.0,-19
234.0,-19
235.0,-21
236.0,-12
237.0,4
238.0,16
239.0,26
240.0,24
241.0,38
242.0,70
243.0,73
244.0,67
245.0,66
246.0,66
247.0,68
248.0,66
249.0,56
250.0,49
251.0,44
252.0,35
253.0,30
254.0,27
255.0,9
256.0,-7
257.0,-6
258.0,-7
259.0,-8
260.0,3
261.0,8
262.0,-1
263.0,-1
264.0,3
265.0,2
266.0,10
267.0,19
268.0,23
269.0,29
270.0,30
271.0,29
272.0,31
273.0,27
274.0,20
275.0,30
276.0,32
277.0,23
278.0,17
279.0,12
280.0,7
281.0,-11
282.0,-37
283.0,-61
284.0,-88
285.0,-107
286.0,-124
287.0,-149
288.0,-154
289.0,-137
290.0,-121
291.0,-101
292.0,-65
293.0,-18
294.0,45
295.0,110
296.0,151
297.0,176
298.0,208
299.0,238
300.0,244
301.0,215
302.0,165
303.0,116
304.0,84
305.0,46
306.0,-25
307.0,-106
308.0,-165
309.0,-226
310.0,-305
311.0,-368
312.0,-398
313.0,-386
314.0,-336
315.0,-292
316.0,-279
317.0,-264
318.0,-241
319.0,-223
320.0,-204
321.0,-186
322.0,-168
323.0,-138
324.0,-107
325.0,-87
326.0,-63
327.0,-8
328.0,74
329.0,167
330.0,284
331.0,416
332.0,549
333.0,689
334.0,807
335.0,868
336.0,876
337.0,838
338.0,755
339.0,646
340.0,533
341.0,423
342.0,313
343.0,206
344.0,97
345.0,-20
346.0,-151
347.0,-297
