t,lead_I,lead_II,v3,v4
0.9,-17352,-17392,14492,21563
2.9,-17743,-17469,15485,22168
4.9,-17003,-17302,15547,22074
6.9,-15886,-17100,15214,21674
8.9,-14968,-16932,15021,21484
10.9,-14017,-16750,14892,21393
12.9,-13687,-16837,14787,21296
14.9,-14576,-17351,14814,21323
16.9,-15826,-17856,14826,21383
18.9,-16639,-17987,14687,21323
20.9,-17216,-17967,14639,21270
22.9,-17539,-18045,14838,21312
24.9,-17268,-18115,14987,21297
26.9,-16547,-18059,14872,21191
28.9,-15601,-17876,14693,21133
30.9,-14582,-17555,14560,21079
32.9,-14173,-17310,14337,20875
34.9,-14879,-17562,14087,20596
36.9,-16083,-18260,13985,20449
38.9,-16984,-18832,13970,20505
40.9,-17518,-19044,14003,20703
42.88,-17688,-19162,14176,20877
44.85,-17266,-19202,14303,20817
46.83,-16386,-18924,14121,20531
48.8,-15466,-18486,13847,20249
50.8,-14792,-18314,13796,20076
52.8,-14678,-18513,13831,19960
54.8,-15314,-18874,13765,19962
56.8,-16327,-19189,13729,20172
58.8,-17152,-19333,13808,20470
60.8,-17583,-19304,13889,20658
62.8,-17547,-19188,13949,20688
64.8,-16980,-19029,14032,20607
66.8,-16149,-18890,14029,20435
68.8,-15475,-18853,13817,20187
70.8,-15085,-18775,13520,19949
72.8,-14973,-18474,13398,19832
74.8,-15257,-18243,13490,19847
76.8,-15962,-18542,13587,19902
78.8,-16866,-19168,13612,19962
80.8,-17614,-19503,13696,20060
82.8,-17846,-19458,13856,20150
84.8,-17436,-19394,13982,20147
86.8,-16658,-19349,14055,20030
88.8,-15927,-19166,14052,19810
90.8,-15502,-19067,13985,19609
92.8,-15475,-19279,14121,19669
94.8,-15739,-19488,14593,20021
96.8,-16072,-19410,14997,20392
98.8,-16440,-19366,15104,20714
100.8,-16835,-19534,15335,21249
102.8,-16864,-19393,15860,22034
104.8,-16147,-18607,16182,22806
106.8,-14960,-17632,16105,23478
108.8,-13872,-16878,15962,24150
110.8,-13113,-16152,15767,24794
112.8,-12737,-15291,15236,25380
114.8,-12889,-14527,14418,25968
116.8,-13612,-14079,13506,26414
118.8,-14695,-14013,12487,26381
120.8,-15732,-14379,11391,25659
122.8,-16293,-15116,10335,24206
124.8,-16297,-16026,9325,22170
126.8,-16075,-16922,8407,20046
128.8,-15894,-17618,7686,18379
130.8,-15816,-18012,7153,17294
132.8,-15988,-18280,6956,16726
134.8,-16438,-18632,7407,16735
136.8,-16847,-18976,8320,17143
138.8,-17045,-19244,9082,17466
140.8,-17234,-19622,9581,17575
142.8,-17372,-20059,10165,17782
144.8,-17070,-20154,10862,18171
146.8,-16285,-19871,11469,18545
148.8,-15465,-19650,12014,18896
150.8,-15049,-19651,12515,19249
152.8,-15174,-19651,12827,19392
154.8,-15671,-19643,12991,19275
156.8,-16183,-19788,13196,19247
158.8,-16534,-19941,13441,19482
160.8,-16844,-19890,13634,19715
162.8,-17086,-19762,13787,19761
164.8,-16939,-19682,13879,19751
166.8,-16312,-19467,13822,19744
168.8,-15623,-19092,13656,19653
170.8,-15292,-18870,13562,19571
172.8,-15270,-18878,13617,19634
174.8,-15352,-18835,13697,19727
176.8,-15651,-18757,13699,19732
178.8,-16270,-18963,13732,19773
180.8,-16772,-19348,13918,19908
182.8,-16690,-19466,14150,20007
184.8,-16286,-19312,14262,20043
186.8,-16012,-19209,14235,20053
188.8,-15705,-19161,14102,19924
190.8,-15194,-19050,13916,19660
192.8,-14956,-19074,13840,19544
194.8,-15322,-19336,13945,19702
196.8,-15860,-19523,14052,19901
198.8,-16182,-19396,14035,19962
200.8,-16388,-19110,14026,19978
202.78,-16456,-18891,14136,20026
204.75,-16180,-18840,14247,20007
206.73,-15728,-18948,14219,19850
208.7,-15406,-19008,14117,19706
210.7,-15190,-18840,14114,19773
212.7,-15077,-18640,14220,19986
214.7,-15297,-18709,14295,20164
216.7,-15817,-18986,14370,20354
218.7,-16270,-19235,14581,20604
220.7,-16487,-19346,14784,20645
222.7,-16506,-19251,14749,20361
224.7,-16245,-18949,14627,20138
226.7,-15720,-18613,14659,20211
228.7,-15246,-18421,14741,20302
230.7,-15052,-18431,14753,20257
232.7,-15076,-18658,14797,20251
234.7,-15289,-18965,14858,20295
236.7,-15722,-19079,14873,20319
238.7,-16181,-18958,15027,20499
240.7,-16364,-18826,15367,20853
242.7,-16212,-18784,15571,21058
244.7,-15843,-18732,15540,21038
246.7,-15376,-18568,15555,21064
248.7,-14981,-18284,15671,21152
250.7,-14823,-18029,15698,21131
252.7,-14841,-18012,15711,21126
254.7,-14867,-18136,15903,21308
256.7,-14948,-18103,16139,21490
258.7,-15228,-17947,16192,21476
260.7,-15562,-17938,16158,21445
262.7,-15629,-18012,16255,21604
264.7,-15371,-17908,16428,21827
266.7,-15024,-17684,16483,21935
268.7,-14775,-17591,16427,22017
270.7,-14660,-17634,16409,22181
272.7,-14682,-17640,16445,22265
274.7,-14825,-17599,16438,22080
276.7,-15034,-17660,16360,21755
278.7,-15287,-17835,16249,21589
280.7,-15534,-17913,16182,21664
282.7,-15605,-17760,16234,21796
284.7,-15409,-17546,16321,21791
286.7,-15100,-17480,16258,21690
288.7,-14876,-17513,16120,21701
290.7,-14783,-17493,16134,21858
292.7,-14831,-17419,16204,21909
294.7,-15033,-17384,16086,21709
296.7,-15267,-17415,15881,21448
298.7,-15389,-17470,15802,21338
300.7,-15471,-17507,15774,21380
302.7,-15631,-17522,15717,21517
304.7,-15710,-17524,15738,21686
306.7,-15467,-17493,15806,21736
308.7,-15024,-17433,15751,21558
310.7,-14775,-17405,15594,21240
312.7,-14887,-17452,15466,20990
314.7,-15160,-17545,15378,20938
316.7,-15359,-17606,15320,21014
318.7,-15478,-17591,15310,21055
320.7,-15652,-17627,15324,21060
322.7,-15866,-17920,15373,21165
324.7,-15903,-18364,15484,21301
326.7,-15668,-18560,15553,21235
328.7,-15399,-18411,15483,21004
330.7,-15344,-18223,15363,20855
332.7,-15440,-18149,15270,20805
334.7,-15541,-18074,15165,20720
336.7,-15656,-18012,15094,20655
338.7,-15781,-18094,15130,20718
340.7,-15836,-18267,15184,20815
342.7,-15872,-18332,15156,20828
344.7,-15952,-18173,15097,20806
346.7,-15907,-17902,15075,20841
348.7,-15606,-17792,15103,20902
350.7,-15308,-17930,15146,20880
352.7,-15340,-18075,15118,20742
354.7,-15630,-18076,15000,20587
356.7,-15864,-18066,14912,20508
358.7,-15936,-18086,14909,20482
360.7,-15973,-18060,14923,20501
362.68,-16038,-18120,14945,20599
364.65,-16047,-18334,14978,20679
366.63,-15927,-18373,14923,20597
368.6,-15714,-18038,14793,20444
