t,az
2.70,3138
4.68,3148
6.65,3142
8.63,3170
10.60,3188
12.60,3204
14.58,3188
16.55,3168
18.53,3164
20.50,3162
22.50,3170
24.48,3184
26.45,3212
28.43,3220
30.40,3200
32.40,3228
34.38,3228
36.35,3258
38.33,3270
40.30,3254
42.30,3188
44.28,3164
46.25,3162
48.23,3154
50.20,3124
52.20,3068
54.18,3040
56.15,3046
58.13,3036
60.10,3008
62.10,3000
64.08,3000
66.05,3018
68.03,3046
70.00,3086
71.90,3092
73.88,3144
75.85,3210
77.83,3234
79.80,3276
81.80,3330
83.78,3372
85.75,3386
87.73,3406
89.70,3434
91.70,3458
93.68,3428
95.65,3428
97.63,3430
99.60,3436
101.60,3450
103.58,3456
105.55,3446
107.53,3436
109.50,3410
111.50,3402
113.48,3408
115.45,3380
117.43,3374
119.40,3360
121.40,3346
123.38,3322
125.35,3288
127.33,3244
129.30,3214
131.30,3200
133.28,3164
135.25,3114
137.23,3080
139.20,3056
141.10,3048
143.08,3062
145.05,3054
147.03,3030
149.00,3026
151.00,3026
152.98,3026
154.95,3036
156.93,3038
158.90,3064
160.90,3076
162.88,3072
164.85,3044
166.83,3020
168.80,3022
170.80,3012
172.78,3014
174.75,3020
176.73,3042
178.70,3078
180.70,3092
182.68,3076
184.65,3062
186.63,3036
188.60,3028
190.60,3024
192.58,3008
194.55,2996
196.53,2992
198.50,2972
200.50,2960
202.48,2960
204.45,2938
206.43,2908
208.40,2892
210.30,2888
212.28,2888
214.25,2864
216.23,2864
218.20,2842
220.20,2842
222.18,2918
224.15,2918
226.13,2982
228.10,2982
230.10,3028
232.08,3038
234.05,3078
236.03,3070
238.00,3082
240.00,3120
241.98,3128
243.95,3136
245.93,3148
247.90,3182
249.90,3210
251.88,3226
253.85,3266
255.83,3282
257.80,3302
259.80,3304
261.78,3332
263.75,3352
265.73,3372
267.70,3384
269.70,3408
271.68,3436
273.65,3422
275.63,3398
277.60,3344
279.50,3298
281.48,3248
283.45,3162
285.43,3102
287.40,3028
289.40,2972
291.38,2902
293.35,2868
295.33,2810
297.30,2778
299.30,2766
301.28,2758
303.25,2756
305.23,2752
307.20,2782
309.20,2824
311.18,2858
313.15,2900
315.13,2938
317.10,2998
319.10,3038
