t,az
3.00,-2692
4.98,-2708
6.95,-2730
8.93,-2736
10.90,-2728
12.80,-2714
14.78,-2698
16.75,-2694
18.73,-2714
20.70,-2730
22.70,-2734
24.68,-2718
26.65,-2740
28.63,-2728
30.60,-2732
32.60,-2730
34.58,-2736
36.55,-2722
38.53,-2688
40.50,-2682
42.50,-2668
44.48,-2642
46.45,-2624
48.43,-2602
50.40,-2606
52.40,-2608
54.38,-2602
56.35,-2596
58.33,-2582
60.30,-2584
62.30,-2598
64.28,-2582
66.25,-2574
68.23,-2594
70.20,-2618
72.10,-2644
74.10,-2686
76.10,-2712
78.10,-2730
80.10,-2744
82.00,-2722
83.98,-2718
85.95,-2720
87.93,-2732
89.90,-2736
91.90,-2752
93.88,-2754
95.85,-2756
97.83,-2756
99.80,-2754
101.80,-2752
103.78,-2770
105.75,-2796
107.73,-2782
109.70,-2768
111.70,-2784
113.68,-2814
115.65,-2854
117.63,-2898
119.60,-2928
121.60,-2958
123.58,-2976
125.55,-3008
127.53,-3038
129.50,-3066
131.50,-3092
133.48,-3084
135.45,-3086
137.43,-3086
139.40,-3094
141.40,-3100
143.38,-3122
145.35,-3120
147.33,-3096
149.30,-3062
151.20,-3038
153.18,-3002
155.15,-2938
157.13,-2838
159.10,-2752
161.10,-2636
163.08,-2488
165.05,-2390
167.03,-2394
169.00,-2446
171.00,-2546
172.98,-2722
174.95,-2924
176.93,-3118
178.90,-3284
180.90,-3432
182.88,-3530
184.85,-3606
186.83,-3606
188.80,-3534
190.80,-3418
192.78,-3264
194.75,-3264
196.73,-3306
198.70,-3306
200.70,-3128
202.68,-3128
204.65,-2564
206.63,-2254
208.60,-2062
210.50,-1934
212.50,-1896
214.50,-1942
216.50,-2036
218.50,-2188
220.40,-2380
222.38,-2620
224.35,-2876
226.33,-3174
228.30,-3454
230.30,-3718
232.28,-3908
234.25,-4040
236.23,-4090
238.20,-4106
240.20,-4056
242.18,-3954
244.15,-3802
246.13,-3626
248.10,-3474
250.10,-3342
252.08,-3228
254.05,-3140
256.03,-3102
258.00,-3088
260.00,-3090
261.98,-3096
263.95,-3116
265.93,-3096
267.90,-3058
269.90,-3012
271.88,-2866
273.85,-2698
275.83,-2550
277.80,-2452
279.70,-2392
281.70,-2356
283.70,-2314
285.70,-2276
287.70,-2234
289.60,-2200
291.58,-2190
293.55,-2180
295.53,-2212
297.50,-2232
