t,pcg
0.0,6
1.0,6
2.0,-4
3.0,-3
4.0,-6
5.0,-26
6.0,-51
7.0,-98
8.0,-154
9.0,-140
10.0,-62
11.0,18
12.0,86
13.0,143
14.0,199
15.0,231
16.0,203
17.0,155
18.0,123
19.0,71
20.0,26
21.0,25
22.0,29
23.0,34
24.0,45
25.0,38
26.0,21
27.0,23
28.0,30
29.0,8
30.0,-21
31.0,-22
32.0,-21
33.0,-35
34.0,-51
35.0,-70
36.0,-90
37.0,-117
38.0,-150
39.0,-178
40.0,-199
41.0,-214
42.0,-208
43.0,-191
44.0,-166
45.0,-126
46.0,-72
47.0,-26
48.0,10
49.0,51
50.0,87
51.0,110
52.0,117
53.0,112
54.0,115
55.0,106
56.0,79
57.0,66
58.0,52
59.0,36
60.0,32
61.0,27
62.0,24
63.0,32
64.0,41
65.0,43
66.0,44
67.0,46
68.0,44
69.0,42
70.0,31
71.0,18
72.0,21
73.0,18
74.0,12
75.0,14
76.0,7
77.0,-4
78.0,-3
79.0,-4
80.0,-17
81.0,-16
82.0,-11
83.0,-29
84.0,-44
85.0,-41
86.0,-44
87.0,-49
88.0,-44
89.0,-44
90.0,-39
91.0,-30
92.0,-29
93.0,-26
94.0,-21
95.0,-21
96.0,-22
97.0,-18
98.0,-14
99.0,-3
100.0,11
101.0,11
102.0,6
103.0,14
104.0,18
105.0,11
106.0,10
107.0,14
108.0,12
109.0,12
110.0,14
111.0,6
112.0,4
113.0,5
114.0,5
115.0,12
116.0,15
117.0,16
118.0,24
119.0,29
120.0,29
121.0,32
122.0,35
123.0,28
124.0,22
125.0,23
126.0,14
127.0,3
128.0,3
129.0,-7
130.0,-17
131.0,-12
132.0,-17
133.0,-22
134.0,-15
135.0,-8
136.0,-5
137.0,-6
138.0,-5
139.0,1
140.0,4
141.0,5
142.0,11
143.0,16
144.0,14
145.0,9
146.0,2
147.0,-6
148.0,-15
149.0,-21
150.0,-27
151.0,-38
152.0,-42
153.0,-39
154.0,-32
155.0,-27
156.0,-30
157.0,-20
158.0,-7
159.0,-6
160.0,-3
161.0,5
162.0,12
163.0,14
164.0,12
165.0,10
166.0,14
167.0,17
168.0,11
169.0,6
170.0,6
171.0,4
172.0,1
173.0,-1
174.0,-2
175.0,-2
176.0,3
177.0,6
178.0,8
179.0,17
180.0,21
181.0,25
182.0,25
183.0,15
184.0,13
185.0,15
186.0,10
187.0,1
188.0,-14
189.0,-21
190.0,-24
191.0,-33
192.0,-34
193.0,-33
194.0,-37
195.0,-39
196.0,-42
197.0,-42
198.0,-34
199.0,-26
200.0,-21
201.0,-17
202.0,-11
203.0,-2
204.0,1
205.0,6
206.0,9
207.0,5
208.0,11
209.0,12
210.0,4
211.0,5
212.0,5
213.0,1
214.0,5
215.0,4
216.0,2
217.0,5
218.0,7
219.0,11
220.0,17
221.0,24
222.0,27
223.0,24
224.0,26
225.0,30
226.0,30
227.0,26
228.0,16
229.0,10
230.0,7
231.0,-4
232.0,-10
233.0,-15
234.0,-20
235.0,-18
236.0,-21
237.0,-22
238.0,-14
239.0,-17
240.0,-19
241.0,-9
242.0,-7
243.0,0
244.0,13
245.0,10
246.0,10
247.0,18
248.0,12
249.0,6
250.0,10
251.0,12
252.0,13
253.0,17
254.0,17
255.0,17
256.0,21
257.0,21
258.0,20
259.0,23
260.0,16
261.0,12
262.0,19
263.0,18
264.0,15
265.0,17
266.0,12
267.0,6
268.0,4
269.0,-1
270.0,-3
271.0,-4
272.0,-15
273.0,-28
274.0,-29
275.0,-32
276.0,-36
277.0,-28
278.0,-23
279.0,-25
280.0,-20
281.0,-20
282.0,-25
283.0,-21
284.0,-17
285.0,-13
286.0,-9
287.0,-11
288.0,-11
289.0,-6
290.0,-7
291.0,-8
292.0,-10
293.0,-11
294.0,-10
295.0,-9
296.0,-6
297.0,-3
298.0,-8
299.0,-5
300.0,3
301.0,2
302.0,5
303.0,11
304.0,8
305.0,4
306.0,7
307.0,8
308.0,0
309.0,-11
310.0,-15
311.0,-16
312.0,-19
313.0,-22
314.0,-26
315.0,-30
316.0,-31
317.0,-31
318.0,-26
319.0,-19
320.0,-15
321.0,-11
322.0,-5
323.0,0
324.0,5
325.0,10
326.0,15
327.0,18
328.0,24
329.0,32
330.0,37
331.0,37
332.0,36
333.0,36
334.0,35
335.0,32
336.0,28
337.0,28
338.0,32
339.0,32
340.0,25
341.0,27
342.0,28
343.0,25
344.0,28
345.0,29
346.0,25
347.0,22
348.0,19
349.0,11
350.0,2
351.0,-4
352.0,-8
353.0,-16
354.0,-18
355.0,-18
356.0,-24
357.0,-23
358.0,-18
359.0,-24
360.0,-28
361.0,-26
362.0,-23
363.0,-12
364.0,-6
365.0,-11
366.0,-11
367.0,-11
368.0,-16
369.0,-12
370.0,-5
371.0,-9
372.0,-6
373.0,-3
374.0,-8
375.0,-8
376.0,-6
377.0,-8
378.0,-9
379.0,-4
380.0,0
381.0,-3
382.0,-4
383.0,-4
384.0,0
385.0,0
386.0,-8
387.0,-4
388.0,-2
389.0,-13
390.0,-15
391.0,-11
392.0,-11
393.0,-11
394.0,-13
395.0,-17
396.0,-16
397.0,-11
398.0,-10
399.0,-11
400.0,-8
401.0,-6
402.0,-7
403.0,-4
404.0,2
405.0,7
406.0,14
407.0,21
408.0,26
409.0,27
410.0,25
411.0,23
412.0,15
413.0,11
414.0,17
415.0,16
416.0,11
417.0,12
418.0,8
419.0,8
420.0,14
421.0,15
422.0,13
423.0,10
424.0,7
425.0,4
426.0,-1
427.0,-6
428.0,-10
429.0,-9
430.0,-9
431.0,-22
432.0,-33
433.0,-34
434.0,-35
435.0,-33
436.0,-32
437.0,-37
438.0,-34
439.0,-27
440.0,-31
441.0,-32
442.0,-22
443.0,-15
444.0,-18
445.0,-19
446.0,-17
447.0,-18
448.0,-16
449.0,-10
450.0,-4
451.0,6
452.0,18
453.0,34
454.0,49
455.0,60
456.0,78
457.0,96
458.0,103
459.0,109
460.0,115
461.0,112
462.0,103
463.0,95
464.0,85
465.0,69
466.0,44
467.0,12
468.0,-28
469.0,-76
470.0,-120
471.0,-154
472.0,-181
473.0,-193
474.0,-194
475.0,-187
476.0,-169
477.0,-145
478.0,-115
479.0,-76
480.0,-38
481.0,-9
482.0,22
483.0,61
484.0,95
485.0,119
486.0,134
487.0,137
488.0,129
489.0,116
490.0,99
491.0,82
492.0,72
493.0,64
494.0,56
495.0,58
496.0,68
497.0,77
498.0,85
499.0,94
500.0,95
501.0,91
502.0,91
503.0,74
504.0,39
505.0,5
506.0,-37
507.0,-92
508.0,-147
509.0,-196
510.0,-245
511.0,-291
512.0,-320
513.0,-328
514.0,-326
515.0,-306
516.0,-263
517.0,-218
518.0,-176
519.0,-122
520.0,-65
521.0,-15
522.0,31
523.0,66
524.0,88
525.0,112
526.0,133
527.0,142
528.0,157
529.0,177
530.0,193
531.0,213
532.0,233
533.0,246
534.0,260
535.0,271
536.0,270
537.0,258
538.0,241
539.0,214
540.0,193
541.0,178
542.0,150
543.0,119
544.0,91
545.0,57
546.0,14
547.0,-28
548.0,-67
549.0,-106
550.0,-150
551.0,-192
552.0,-229
553.0,-263
554.0,-285
555.0,-293
556.0,-297
557.0,-288
558.0,-267
559.0,-244
560.0,-215
561.01,-181
562.02,-152
563.03,-126
564.04,-92
565.05,-53
566.06,-23
567.07,2
568.08,23
569.09,48
570.1,68
571.1,80
572.1,96
573.1,108
574.1,112
575.1,118
576.1,132
577.1,139
578.1,138
579.1,140
580.1,132
581.1,116
582.1,108
583.1,101
584.1,88
585.1,72
586.1,61
587.1,56
588.1,54
589.1,51
590.1,57
591.1,78
592.1,85
593.1,69
594.1,71
595.1,78
596.1,42
597.1,0
598.1,-17
599.1,-35
600.1,-38
601.1,-29
602.1,-43
603.1,-62
604.1,-64
605.1,-62
606.1,-66
607.1,-60
608.1,-50
609.1,-49
610.1,-54
611.1,-68
612.1,-80
613.1,-76
614.1,-78
615.1,-85
616.1,-73
617.1,-63
618.1,-65
619.1,-60
620.1,-63
621.1,-80
622.1,-83
623.1,-79
624.1,-80
625.1,-67
626.1,-38
627.1,-6
628.1,12
629.1,7
630.1,2
631.1,8
632.1,13
633.1,20
634.1,43
635.1,61
636.1,58
637.1,52
638.1,48
639.1,39
640.1,31
641.1,28
642.1,19
643.1,3
644.1,-12
645.1,-16
646.1,-23
647.1,-40
648.1,-38
649.1,-19
650.1,-13
651.1,-10
652.1,4
653.1,12
654.1,8
655.1,1
656.1,3
657.1,15
658.1,29
659.1,42
660.1,49
661.1,50
662.1,46
663.1,38
664.1,33
665.1,24
666.1,16
667.1,14
668.1,8
669.1,2
670.1,2
671.1,-6
672.1,-20
673.1,-29
674.1,-33
675.1,-29
676.1,-24
677.1,-33
678.1,-35
679.1,-30
680.1,-36
681.1,-45
682.1,-49
683.1,-49
684.1,-39
685.1,-27
686.1,-20
687.1,-14
688.1,-10
689.1,-7
690.1,1
691.1,17
692.1,34
693.1,49
694.1,65
695.1,73
696.1,77
697.1,87
698.1,94
699.1,99
700.1,108
701.1,108
702.1,101
703.1,85
704.1,63
705.1,51
706.1,36
707.1,17
708.1,5
709.1,-13
710.1,-29
711.1,-34
712.1,-37
713.1,-43
714.1,-46
715.1,-42
716.1,-51
717.1,-70
718.1,-77
719.1,-80
720.1,-88
721.1,-90
722.1,-102
723.1,-124
724.1,-122
725.1,-130
726.1,-177
727.1,-236
728.1,-262
729.1,-209
730.1,-103
731.1,-1
732.1,82
733.1,164
734.1,228
735.1,245
736.1,234
737.1,208
738.1,166
739.1,134
740.1,125
741.1,123
742.1,141
743.1,163
744.1,167
745.1,164
746.1,154
747.1,134
748.1,106
749.1,55
750.1,0
751.1,-38
752.1,-81
753.1,-115
754.1,-137
755.1,-170
756.1,-192
757.1,-218
758.1,-256
759.1,-280
760.1,-293
761.1,-298
762.1,-291
763.1,-260
764.1,-207
765.1,-156
766.1,-104
767.1,-43
768.1,7
769.1,54
770.1,98
771.1,124
772.1,147
773.1,161
774.1,170
775.1,180
776.1,176
777.1,172
778.1,172
779.1,170
780.1,167
781.1,168
782.1,174
783.1,171
784.1,162
785.1,155
786.1,138
787.1,119
788.1,99
789.1,63
790.1,22
791.1,-9
792.1,-37
793.1,-69
794.1,-102
795.1,-119
796.1,-124
797.1,-138
798.1,-147
799.1,-145
800.1,-147
801.1,-139
802.1,-129
803.1,-125
804.1,-109
805.1,-91
806.1,-83
807.1,-69
808.1,-59
809.1,-54
810.1,-33
811.1,-20
812.1,-16
813.1,8
814.1,31
815.1,40
816.1,54
817.1,72
818.1,84
819.1,91
820.1,98
821.1,97
822.1,93
823.1,88
824.1,75
825.1,62
826.1,52
827.1,38
828.1,23
829.1,8
830.1,-8
831.1,-19
832.1,-26
833.1,-40
834.1,-54
835.1,-61
836.1,-63
837.1,-60
838.1,-57
839.1,-53
840.1,-50
841.1,-47
842.1,-40
843.1,-35
844.1,-39
845.1,-39
846.1,-37
847.1,-31
848.1,-22
849.1,-14
850.1,-2
851.1,13
852.1,21
853.1,28
854.1,44
855.1,56
856.1,57
857.1,59
858.1,62
859.1,64
860.1,59
861.1,54
862.1,60
863.1,65
864.1,63
865.1,55
866.1,44
867.1,28
868.1,12
869.1,0
870.1,-18
871.1,-41
872.1,-55
873.1,-66
874.1,-82
875.1,-94
876.1,-94
877.1,-94
878.1,-100
879.1,-100
880.1,-88
881.1,-84
882.1,-85
883.1,-66
884.1,-40
885.1,-29
886.1,-13
887.1,13
888.1,35
889.1,47
890.1,57
891.1,70
892.1,79
893.1,76
894.1,74
895.1,78
896.1,69
897.1,63
898.1,75
899.1,71
900.1,57
901.1,56
902.1,51
903.1,41
904.1,31
905.1,25
906.1,22
907.1,7
908.1,-5
909.1,-10
910.1,-23
911.1,-39
912.1,-49
913.1,-52
914.1,-58
915.1,-71
916.1,-74
917.1,-77
918.1,-85
919.1,-84
920.1,-75
921.1,-70
922.1,-64
923.1,-51
924.1,-38
925.1,-26
926.1,-10
927.1,5
928.1,16
929.1,25
930.1,33
931.1,40
932.1,47
933.1,46
934.1,50
935.1,60
936.1,56
937.1,52
938.1,59
939.1,61
940.1,60
941.1,57
942.1,57
943.1,58
944.1,55
945.1,51
946.1,43
947.1,29
948.1,16
949.1,8
950.1,-9
951.1,-28
952.1,-37
953.1,-49
954.1,-65
955.1,-78
956.1,-82
957.1,-85
958.1,-85
959.1,-79
960.1,-75
961.1,-66
962.1,-59
963.1,-54
964.1,-43
965.1,-26
966.1,-14
967.1,-2
968.1,15
969.1,28
970.1,37
971.1,48
972.1,58
973.1,58
974.1,59
975.1,65
976.1,59
977.1,52
978.1,54
979.1,50
980.1,43
981.1,40
982.1,36
983.1,23
984.1,18
985.1,18
986.1,9
987.1,0
988.1,-5
989.1,-11
990.1,-15
991.1,-28
992.1,-45
993.1,-51
994.1,-56
995.1,-62
996.1,-61
997.1,-66
998.1,-73
999.1,-69
1000.1,-68
1001.1,-70
1002.1,-59
1003.1,-43
1004.1,-33
1005.1,-20
1006.1,-7
1007.1,4
1008.1,21
1009.1,35
1010.1,48
1011.1,59
1012.1,58
1013.1,61
1014.1,60
1015.1,48
1016.1,49
1017.1,49
1018.1,34
1019.1,26
1020.1,17
1021.1,3
1022.1,-6
1023.1,-13
1024.1,-19
1025.1,-16
1026.1,-15
1027.1,-16
1028.1,-15
1029.1,-16
1030.1,-20
1031.1,-23
1032.1,-24
1033.1,-33
1034.1,-35
1035.1,-32
1036.1,-43
1037.1,-43
1038.1,-29
1039.1,-34
1040.1,-33
1041.1,-21
1042.1,-11
1043.1,6
1044.1,17
1045.1,25
1046.1,28
1047.1,0
1048.1,-18
1049.1,18
1050.1,58
1051.1,50
1052.1,34
1053.1,36
1054.1,33
1055.1,59
1056.1,109
1057.1,96
1058.1,62
1059.1,66
1060.1,45
1061.1,9
1062.1,15
1063.1,36
1064.1,46
1065.1,44
1066.1,21
1067.1,-12
1068.1,-45
1069.1,-64
1070.1,-48
1071.1,-35
1072.1,-46
1073.1,-42
1074.1,-36
1075.1,-51
1076.1,-65
1077.1,-61
1078.1,-46
1079.1,-35
1080.1,-12
1081.1,-2
1082.1,-27
1083.1,-25
1084.1,-2
1085.1,-6
1086.1,-3
1087.1,1
1088.1,-5
1089.1,12
1090.1,8
1091.1,-3
1092.1,28
1093.1,47
1094.1,31
1095.1,16
1096.1,6
1097.1,-2
1098.1,-5
1099.1,-1
1100.1,16
1101.1,22
1102.1,7
1103.1,3
1104.1,-8
1105.1,-35
1106.1,-21
1107.1,2
1108.1,-23
1109.1,-55
1110.1,-70
1111.1,-71
1112.1,-65
1113.1,-67
1114.1,-69
