t,az
3.80,674
5.78,886
7.75,1090
9.73,1240
11.70,1392
13.70,1516
15.68,1590
17.65,1592
19.63,1530
21.60,1420
23.60,1262
25.58,1054
27.55,818
29.53,552
31.50,292
33.50,34
35.48,-234
37.45,-488
39.43,-694
41.40,-830
43.30,-942
45.30,-970
47.30,-966
49.30,-912
51.30,-796
53.20,-636
55.18,-450
57.15,-250
59.13,-68
61.10,120
63.10,298
65.08,456
67.05,630
69.03,766
71.00,846
73.00,928
74.98,976
76.95,1008
78.93,1000
80.90,980
82.90,980
84.88,978
86.85,978
88.83,964
90.80,952
92.80,934
94.78,924
96.75,908
98.73,894
100.70,872
102.70,866
104.68,860
106.65,852
108.63,830
110.60,798
112.50,758
114.50,702
116.50,652
118.50,610
120.50,572
122.40,538
124.38,478
126.35,432
128.33,412
130.30,420
132.30,450
134.28,440
136.25,422
138.23,404
140.20,404
142.20,416
144.18,402
146.15,402
148.13,384
150.10,362
152.10,346
154.08,348
156.05,312
158.03,276
160.00,236
162.00,226
163.98,192
165.95,146
167.93,128
169.90,96
171.90,72
173.88,60
175.85,108
177.83,198
179.80,304
181.70,422
183.70,522
185.70,584
187.70,638
189.70,696
191.60,724
193.58,738
195.55,710
197.53,652
199.50,564
201.50,498
203.48,434
205.45,366
207.43,280
209.40,204
211.40,158
213.38,124
215.35,122
217.33,156
219.30,178
221.30,210
223.28,296
225.25,296
227.23,364
229.20,434
231.20,444
233.18,464
235.15,554
237.13,554
239.10,566
241.10,566
243.08,548
245.05,548
247.03,516
249.00,516
250.90,500
252.90,500
254.90,494
256.90,506
258.90,516
260.80,524
262.78,532
264.75,548
266.73,552
268.70,560
270.70,584
272.68,594
274.65,594
276.63,610
278.60,606
280.60,614
282.58,608
284.55,604
286.53,598
288.50,590
290.50,570
292.48,544
294.45,542
296.43,526
298.40,516
300.40,506
302.38,516
304.35,494
306.33,510
308.30,522
310.30,518
312.28,498
314.25,526
316.23,512
318.20,492
320.10,482
322.10,480
324.10,464
326.10,456
328.10,422
330.00,422
331.98,422
333.95,406
335.93,396
337.90,380
339.90,364
341.88,364
343.85,368
345.83,368
347.80,340
349.80,348
351.78,336
353.75,350
355.73,350
357.70,366
359.70,380
361.68,372
363.65,378
365.63,384
367.60,400
369.60,412
371.58,396
373.55,372
375.53,364
377.50,380
379.50,382
381.48,398
383.45,404
385.43,388
387.40,384
389.30,378
391.30,360
393.30,368
395.30,366
397.30,376
399.20,358
401.18,362
403.15,368
405.13,364
407.10,374
409.10,354
411.08,344
413.05,340
415.03,336
417.00,332
419.00,326
420.98,334
422.95,326
424.93,334
426.90,354
428.90,380
430.88,396
432.85,392
434.83,390
436.80,396
438.80,432
440.78,428
442.75,410
444.73,404
446.70,426
448.70,414
450.68,404
452.65,386
454.63,378
456.60,368
458.50,360
460.50,344
462.50,372
464.50,384
466.50,418
468.40,450
470.38,494
472.35,554
474.33,602
476.30,642
478.30,654
480.28,628
482.25,548
484.23,452
486.20,336
488.20,240
490.18,130
492.15,-6
494.13,-142
496.10,-266
498.10,-370
500.08,-428
502.05,-404
504.03,-300
506.00,-124
508.00,104
509.98,324
511.95,554
513.93,810
515.90,1066
517.90,1268
519.88,1432
521.85,1564
523.83,1638
525.80,1646
527.70,1610
529.70,1476
531.70,1260
533.70,1020
535.70,746
537.60,432
539.58,104
541.55,-232
543.53,-552
545.50,-816
547.50,-1034
549.48,-1204
551.45,-1284
553.43,-1302
555.40,-1268
557.40,-1148
559.38,-986
561.35,-770
563.33,-542
565.30,-298
567.30,-52
569.28,222
571.25,456
573.23,660
575.20,908
577.20,908
579.18,996
581.15,1068
583.13,1106
585.10,1106
587.10,1094
589.08,1058
591.05,1016
593.03,970
595.00,896
596.90,896
598.90,834
600.90,834
602.90,774
604.90,774
606.80,744
608.78,744
610.75,694
612.73,694
614.70,648
616.70,626
618.68,596
620.65,564
622.63,534
624.60,500
626.60,450
628.58,416
630.55,374
632.53,352
634.50,348
636.50,342
638.48,332
640.45,300
642.43,276
644.40,266
646.40,288
648.38,324
650.35,350
652.33,350
654.30,348
656.30,360
658.28,374
660.25,376
662.23,332
664.20,320
666.10,294
668.10,268
670.10,234
672.10,210
674.10,200
676.00,188
677.98,176
679.95,194
681.93,224
683.90,252
685.90,298
687.88,352
689.85,428
691.83,506
693.80,554
695.80,594
697.78,660
699.75,708
701.73,722
703.70,748
705.70,742
707.68,706
709.65,648
711.63,562
713.60,480
715.60,408
717.58,308
719.55,250
721.53,198
723.50,152
725.50,138
727.48,114
729.45,76
731.43,68
733.40,82
735.30,78
737.30,116
739.30,150
741.30,172
743.30,192
745.20,204
747.18,246
749.15,276
751.13,286
753.10,314
755.10,338
757.08,392
759.05,426
761.03,460
763.00,480
765.00,488
766.98,474
768.95,474
770.93,506
772.90,526
774.90,538
776.88,558
778.85,572
780.83,596
782.80,596
784.80,602
786.78,610
788.75,638
790.73,646
792.70,652
794.70,660
796.68,658
798.65,704
800.63,720
802.60,728
804.50,720
806.50,730
808.50,728
810.50,692
812.50,668
814.40,646
816.38,670
818.35,656
820.33,654
822.30,656
824.30,638
826.28,582
828.25,546
830.23,534
832.20,542
834.20,522
836.18,508
838.15,516
840.13,514
842.10,526
844.10,516
846.08,518
848.05,512
850.03,500
852.00,470
854.00,468
855.98,490
857.95,518
859.93,512
861.90,518
863.90,514
865.88,516
867.85,510
869.83,524
871.80,522
873.70,530
875.70,532
877.70,524
879.70,504
881.70,476
883.60,488
885.58,516
887.55,520
889.53,522
891.50,514
893.50,528
895.48,538
897.45,524
899.43,532
