t,lead_I,lead_II,v3,v4
1.6,8070,-110049,67693,72190
3.6,9045,-109954,67827,72367
5.6,9679,-109909,67943,72411
7.6,10389,-109684,67875,72278
9.6,10815,-109445,67543,71958
11.6,10380,-109477,67195,71591
13.6,9524,-109584,67145,71487
15.6,8871,-109543,67366,71737
17.6,8375,-109486,67629,72097
19.6,8130,-109455,67862,72389
21.6,8474,-109361,68075,72642
23.6,9176,-109336,68286,72894
25.6,9815,-109401,68578,73115
27.6,10381,-109276,68770,73143
29.6,10708,-108972,68445,72771
31.6,10436,-108833,67773,72176
33.6,9743,-108898,67474,71864
35.6,9051,-108971,67684,71964
37.6,8466,-109107,67921,72179
39.6,8221,-109369,68086,72404
41.6,8617,-109536,68347,72691
43.6,9306,-109446,68518,72910
45.6,9798,-109159,68479,72976
47.6,10218,-108791,68438,72947
49.6,10571,-108579,68391,72783
51.6,10352,-108755,68205,72537
53.6,9576,-109060,68100,72489
55.6,8892,-108985,68216,72654
57.6,8573,-108574,68300,72763
59.6,8544,-108295,68333,72849
61.6,8892,-108273,68601,73101
63.63,9515,-108307,68960,73339
65.65,10056,-108299,68974,73339
67.68,10441,-108228,68684,73243
69.7,10692,-108108,68498,73229
71.7,10574,-108087,68566,73288
73.7,10071,-108190,68738,73424
75.7,9531,-108193,68871,73615
77.7,9123,-108077,68982,73796
79.7,8915,-108073,69204,74045
81.7,9210,-108050,69514,74369
83.7,10028,-107655,69658,74522
85.7,10826,-107074,69562,74462
87.7,11213,-106802,69500,74490
89.7,11294,-106774,69609,74670
91.7,11140,-106590,69718,74784
93.7,10675,-106358,69774,74887
95.7,10067,-106454,69951,75174
97.7,9695,-106734,70258,75511
99.7,9758,-106743,70490,75686
101.7,10149,-106467,70573,75774
103.7,10633,-106241,70606,75868
105.7,11048,-106135,70632,75869
107.7,11319,-105995,70605,75738
109.7,11384,-105854,70548,75582
111.7,11224,-105826,70530,75468
113.7,10912,-105852,70553,75413
115.7,10510,-105896,70612,75453
117.7,10087,-106065,70727,75540
119.7,9858,-106297,70837,75557
121.7,10015,-106319,70830,75499
123.7,10476,-106062,70716,75403
125.7,10978,-105752,70571,75200
127.7,11282,-105574,70414,74902
129.7,11244,-105538,70276,74694
131.7,10931,-105612,70174,74582
133.7,10577,-105810,70076,74409
135.7,10262,-106155,70061,74321
137.7,9909,-106574,70222,74515
139.7,9603,-106850,70309,74653
141.7,9576,-106842,70095,74411
143.7,9912,-106688,69898,74167
145.7,10474,-106629,69999,74261
147.7,10957,-106713,70031,74328
149.7,11014,-106837,69690,74075
151.7,10580,-106916,69296,73775
153.7,9931,-106960,69154,73649
155.7,9341,-107030,69183,73645
157.7,8952,-107138,69269,73741
159.7,8881,-107218,69313,73811
161.7,9109,-107262,69193,73666
163.7,9444,-107327,69038,73485
165.7,9771,-107351,69042,73511
