t,pcg
0.0,-4
1.0,8
2.0,12
3.0,9
4.0,10
5.0,6
6.0,-4
7.0,-10
8.0,-11
9.0,-16
10.0,-21
11.0,-22
12.0,-17
13.0,-6
14.0,0
15.0,5
16.0,18
17.0,18
18.0,4
19.0,-4
20.0,0
21.0,0
22.0,-13
23.0,-22
24.0,-19
25.0,-12
26.0,-10
27.0,-8
28.0,3
29.0,2
30.0,-10
31.0,-7
32.0,-4
33.0,-15
34.0,-20
35.0,-12
36.0,-9
37.0,-12
38.0,-7
39.0,-1
40.0,-5
41.0,-9
42.0,-7
43.0,-4
44.0,3
45.0,3
46.0,0
47.0,11
48.0,20
49.0,22
50.0,24
51.0,27
52.0,26
53.0,15
54.0,5
55.0,-6
56.0,-20
57.0,-31
58.0,-44
59.0,-55
60.0,-55
61.0,-47
62.0,-43
63.0,-40
64.0,-33
65.0,-24
66.0,-13
67.0,0
68.0,12
69.0,19
70.0,22
71.0,25
72.0,30
73.0,30
74.0,24
75.0,19
76.0,14
77.0,5
78.0,-4
79.0,-8
80.0,-14
81.0,-24
82.0,-30
83.0,-33
84.0,-34
85.0,-33
86.0,-32
87.0,-31
88.0,-29
89.0,-28
90.0,-33
91.0,-39
92.0,-43
93.0,-48
94.0,-41
95.0,-25
96.0,-17
97.0,-10
98.0,-1
99.0,9
100.0,22
101.0,28
102.0,28
103.0,27
104.0,23
105.0,14
106.0,3
107.0,-9
108.0,-23
109.0,-32
110.0,-38
111.0,-54
112.0,-74
113.0,-81
114.0,-77
115.0,-101
116.0,-165
117.0,-214
118.0,-203
119.0,-125
120.0,22
121.0,234
122.0,464
123.0,680
124.0,896
125.0,1075
126.0,1142
127.0,1082
128.0,945
129.0,740
130.0,443
131.0,66
132.0,-342
133.0,-683
134.0,-903
135.0,-1041
136.0,-1077
137.0,-1005
138.0,-890
139.0,-747
140.0,-577
141.0,-372
142.0,-153
143.0,48
144.0,234
145.0,376
146.0,427
147.0,397
148.0,324
149.0,234
150.0,143
151.01,48
152.02,-61
153.03,-180
154.04,-312
155.05,-452
156.06,-575
157.07,-655
158.08,-682
159.09,-645
160.1,-547
161.1,-412
162.1,-265
163.1,-116
164.1,22
165.1,134
166.1,224
167.1,296
168.1,346
169.1,371
170.1,382
171.1,381
172.1,364
173.1,333
174.1,289
175.1,235
176.1,176
177.1,123
178.1,79
179.1,49
180.1,34
181.1,24
182.1,21
183.1,29
184.1,38
185.1,40
186.1,39
187.1,36
188.1,31
189.1,28
190.1,32
191.1,43
192.1,57
193.1,73
194.1,97
195.1,125
196.1,145
197.1,153
198.1,150
199.1,134
200.1,107
201.1,82
202.1,57
203.1,34
204.1,19
205.1,0
206.1,-29
207.1,-55
208.1,-72
209.1,-87
210.1,-106
211.1,-122
212.1,-128
213.1,-125
214.1,-113
215.1,-105
216.1,-95
217.1,-69
218.1,-44
219.1,-25
220.1,-4
221.1,8
222.1,4
223.1,-3
224.1,-12
225.1,-31
226.1,-53
227.1,-71
228.1,-80
229.1,-83
230.1,-84
231.1,-77
232.1,-65
233.1,-60
234.1,-46
235.1,-23
236.1,-5
237.1,15
238.1,37
239.1,52
240.1,60
241.1,66
242.1,68
243.1,67
244.1,60
245.1,57
246.1,59
247.1,57
248.1,54
249.1,54
250.1,48
251.1,38
252.1,38
253.1,43
