t,lead_I,lead_II,v3,v4
1.9,4086,-33288,-49036,-35588
3.9,3839,-34224,-51407,-38367
5.9,3830,-34552,-51857,-39299
7.9,4076,-34400,-51123,-38989
9.9,4341,-34183,-50727,-38829
11.9,4517,-34070,-50635,-38815
13.9,4734,-34137,-50411,-38540
15.9,5063,-34289,-50242,-38209
17.9,5405,-34288,-50029,-37836
19.9,5722,-34132,-49345,-37099
21.9,6078,-33878,-48374,-36169
23.9,6510,-33303,-47638,-35525
25.9,7026,-32422,-47126,-35143
27.9,7566,-31736,-46448,-34565
29.9,7953,-31384,-45549,-33648
31.9,8165,-30901,-44773,-32720
33.9,8421,-30146,-44277,-31982
35.9,8713,-29582,-43859,-31292
37.9,8756,-29428,-43424,-30658
39.9,8601,-29386,-43077,-30278
41.9,8600,-29255,-42784,-30066
43.9,8730,-29122,-42517,-29849
45.9,8728,-29016,-42425,-29722
47.9,8670,-28892,-42414,-29656
49.9,8738,-28798,-42232,-29424
51.9,8794,-28701,-42063,-29189
53.9,8701,-28472,-42180,-29252
55.9,8623,-28226,-42335,-29423
57.9,8706,-28249,-42261,-29410
59.9,8835,-28545,-42090,-29302
61.9,8842,-28828,-41931,-29211
63.9,8734,-28883,-41815,-29150
65.9,8652,-28745,-41876,-29189
67.9,8666,-28650,-41975,-29217
69.9,8716,-28768,-41826,-29038
71.9,8802,-28914,-41612,-28858
73.9,8970,-28830,-41602,-28910
75.9,9073,-28663,-41601,-28993
77.9,8948,-28643,-41514,-28976
79.9,8776,-28614,-41558,-28999
81.9,8825,-28445,-41618,-28963
83.9,9006,-28373,-41459,-28736
85.9,9107,-28438,-41314,-28559
87.9,9160,-28314,-41383,-28554
89.9,9231,-28010,-41463,-28520
91.9,9240,-27918,-41476,-28483
93.9,9158,-28099,-41511,-28579
95.9,9070,-28260,-41465,-28653
97.9,8991,-28305,-41342,-28642
99.9,8912,-28285,-41327,-28686
101.9,8907,-28158,-41312,-28655
103.9,9006,-28011,-41118,-28388
105.9,9094,-28031,-40955,-28155
107.9,9114,-28068,-41002,-28182
109.9,9206,-27854,-41071,-28295
111.9,9416,-27590,-41039,-28338
113.9,9503,-27626,-40971,-28320
115.9,9356,-27799,-40874,-28220
117.9,9279,-27754,-40771,-28114
119.9,9511,-27527,-40714,-28086
121.9,9812,-27313,-40615,-27989
123.9,9896,-27156,-40442,-27745
125.9,9834,-27134,-40373,-27622
127.9,9803,-27280,-40473,-27762
129.9,9833,-27376,-40543,-27904
131.9,9895,-27294,-40416,-27807
133.9,9930,-27240,-40142,-27549
135.9,9898,-27264,-39920,-27359
137.9,9879,-27098,-39861,-27311
139.9,9933,-26744,-39805,-27238
141.9,9973,-26584,-39610,-27033
143.9,9977,-26740,-39424,-26853
145.9,10087,-26871,-39349,-26806
147.9,10343,-26704,-39241,-26761
149.9,10614,-26336,-39048,-26634
151.9,10796,-26009,-38859,-26479
153.9,10879,-25857,-38687,-26321
155.9,10882,-25860,-38569,-26207
157.9,10844,-25884,-38523,-26144
159.9,10827,-25809,-38367,-25977
161.9,10948,-25709,-38089,-25724
163.93,11265,-25743,-38005,-25668
165.95,11552,-25838,-38117,-25793
167.98,11491,-25749,-38073,-25770
170.0,11174,-25475,-37848,-25560
172.0,10966,-25284,-37667,-25366
174.0,10987,-25243,-37557,-25257
176.0,11153,-25135,-37525,-25257
178.0,11381,-24967,-37611,-25324
180.0,11459,-25028,-37631,-25253
182.0,11260,-25250,-37498,-25069
184.0,11099,-25122,-37458,-25054
186.0,11225,-24611,-37555,-25164
188.0,11321,-24419,-37533,-25110
190.0,11142,-24829,-37359,-24924
192.0,10986,-25165,-37212,-24799
194.0,11031,-25004,-37187,-24791
196.0,11024,-24835,-37335,-24926
198.0,10875,-24957,-37604,-25130
200.0,10773,-25005,-37817,-25210
202.0,10730,-24924,-37958,-25227
204.0,10656,-25048,-38102,-25341
206.0,10624,-25216,-38167,-25419
208.0,10666,-25136,-38194,-25408
210.0,10648,-25094,-38379,-25547
212.0,10568,-25293,-38575,-25773
214.0,10537,-25424,-38570,-25798
216.0,10469,-25478,-38604,-25761
218.0,10249,-25718,-38818,-25855
220.0,10054,-25896,-38916,-25878
222.0,10060,-25772,-38908,-25807
224.0,10079,-25772,-39111,-25907
226.0,9952,-26086,-39383,-26083
228.0,9881,-26206,-39469,-26136
230.0,9964,-26034,-39575,-26246
232.0,9923,-26105,-39774,-26448
234.0,9638,-26495,-39829,-26495
236.0,9376,-26792,-39846,-26494
238.0,9294,-26956,-40041,-26673
240.0,9310,-27124,-40205,-26847
242.0,9386,-27096,-40234,-26883
244.0,9437,-26851,-40342,-26957
246.0,9339,-26824,-40449,-27027
248.0,9266,-27149,-40384,-26954
250.0,9402,-27401,-40425,-26979
252.0,9455,-27319,-40727,-27248
254.0,9243,-27019,-40915,-27450
256.0,9199,-26637,-40798,-27404
258.0,9496,-26455,-40642,-27295
260.0,9605,-26879,-40613,-27256
262.0,9331,-27689,-40664,-27290
264.0,9142,-28064,-40763,-27395
266.0,9190,-27751,-40873,-27516
268.0,9140,-27330,-40976,-27654
270.0,8945,-27197,-41117,-27863
272.0,8864,-27191,-41190,-28005
274.0,8972,-27179,-41047,-27899
276.0,9146,-27230,-40835,-27693
278.0,9261,-27364,-40815,-27640
280.0,9250,-27564,-40944,-27695
282.0,9149,-27822,-41004,-27688
284.0,9042,-28026,-40943,-27624
286.0,8965,-28079,-40882,-27605
288.0,8936,-28047,-40875,-27633
290.0,8943,-27998,-40855,-27642
292.0,8948,-27868,-40844,-27673
294.0,9015,-27634,-40974,-27836
296.0,9180,-27470,-41168,-28024
298.0,9231,-27609,-41191,-28016
300.0,9033,-28007,-41085,-27876
302.0,8852,-28256,-41060,-27825
304.0,8900,-28081,-41108,-27862
306.0,8978,-27782,-41154,-27917
308.0,8916,-27778,-41205,-27992
310.0,8869,-27942,-41189,-28009
312.0,8937,-27922,-41115,-27968
314.0,8955,-27787,-41187,-28048
316.0,8811,-27829,-41360,-28206
318.0,8615,-28060,-41373,-28212
320.0,8501,-28305,-41299,-28145
322.0,8489,-28429,-41340,-28181
324.0,8570,-28335,-41386,-28206
326.0,8740,-28081,-41357,-28168
328.0,8912,-27912,-41369,-28197
330.0,8943,-27929,-41389,-28235
332.0,8825,-27993,-41356,-28213
334.0,8724,-27994,-41383,-28269
336.0,8749,-27945,-41436,-28368
338.0,8806,-27891,-41412,-28341
340.0,8755,-27918,-41455,-28303
342.0,8612,-28085,-41594,-28361
344.0,8506,-28319,-41601,-28369
346.0,8484,-28494,-41534,-28360
348.0,8497,-28481,-41575,-28461
350.0,8535,-28229,-41554,-28500
352.0,8561,-28013,-41443,-28417
354.0,8445,-28203,-41556,-28471
356.0,8246,-28601,-41783,-28596
358.0,8284,-28637,-41739,-28514
360.0,8574,-28294,-41612,-28409
362.0,8706,-28052,-41715,-28522
364.0,8597,-28063,-41792,-28615
366.0,8636,-28118,-41643,-28519
368.0,8839,-28166,-41509,-28412
370.0,8820,-28237,-41484,-28339
372.0,8644,-28197,-41439,-28239
374.03,8681,-27983,-41390,-28179
376.05,8800,-27790,-41321,-28121
378.08,8681,-27760,-41170,-27985
380.1,8515,-27767,-41101,-27928
382.1,8574,-27705,-41212,-28003
384.1,8666,-27660,-41306,-28016
386.1,8603,-27608,-41335,-28016
388.1,8526,-27373,-41447,-28193
390.1,8547,-27089,-41532,-28349
392.1,8621,-27129,-41393,-28223
394.1,8712,-27464,-41119,-27951
396.1,8718,-27693,-40895,-27742
398.1,8544,-27670,-40824,-27654
400.1,8361,-27556,-40939,-27736
402.1,8373,-27469,-41085,-27898
404.1,8472,-27423,-41055,-27911
406.1,8509,-27310,-40936,-27789
408.1,8545,-26962,-40917,-27739
410.1,8623,-26569,-40954,-27775
412.1,8705,-26596,-40923,-27753
414.1,8780,-27034,-40784,-27592
416.1,8779,-27350,-40579,-27376
418.1,8664,-27282,-40530,-27344
420.1,8640,-27051,-40779,-27578
422.1,8819,-26896,-41033,-27794
424.1,8907,-26929,-41013,-27804
426.1,8712,-27172,-40947,-27842
428.1,8494,-27463,-41085,-28071
430.1,8464,-27594,-41262,-28303
432.1,8549,-27543,-41269,-28354
434.1,8702,-27409,-41152,-28235
436.1,8857,-27334,-41070,-28082
438.1,8757,-27506,-41139,-28078
440.1,8403,-27899,-41321,-28232
442.1,8223,-28188,-41493,-28372
444.1,8375,-28266,-41688,-28516
446.1,8505,-28383,-41958,-28771
448.1,8453,-28536,-42123,-28950
450.1,8456,-28437,-42055,-28892
452.1,8493,-28228,-41926,-28799
454.1,8331,-28322,-41896,-28855
456.1,8184,-28577,-41932,-28971
458.1,8364,-28620,-41964,-29018
460.1,8520,-28667,-41947,-28945
462.1,8282,-28990,-41926,-28823
464.1,8099,-29167,-42005,-28822
466.1,8377,-28876,-42091,-28909
468.1,8656,-28587,-42020,-28901
470.1,8555,-28621,-41913,-28856
472.1,8450,-28581,-41888,-28897
474.1,8545,-28326,-41818,-28898
476.1,8515,-28315,-41733,-28836
478.1,8322,-28651,-41791,-28871
