t,carotid_880nm,carotid_660nm,brachial_880nm,brachial_660nm
3.4,1.4237,-17.007,60.012,25.034
13.2,-1.5763,-18.007,61.012,25.034
23.1,-3.5763,-21.007,60.012,25.034
33.0,-8.5763,-22.007,58.012,24.034
42.9,-11.576,-26.007,56.012,22.034
52.8,-16.576,-28.007,54.012,22.034
62.7,-17.576,-29.007,51.012,21.034
72.6,-19.576,-34.007,51.012,21.034
82.4,-26.576,-37.007,50.012,21.034
92.3,-30.576,-41.007,50.012,20.034
102.2,-36.576,-44.007,50.012,20.034
112.1,-37.576,-45.007,50.012,20.034
122.0,-39.576,-46.007,51.012,21.034
131.9,-41.576,-49.007,51.012,21.034
141.8,-42.576,-48.007,47.012,19.034
151.6,-45.576,-50.007,47.012,19.034
161.5,-45.576,-53.007,48.012,19.034
171.4,-48.576,-55.007,48.012,19.034
181.3,-49.576,-56.007,46.012,18.034
191.2,-50.576,-57.007,46.012,18.034
201.1,-52.576,-57.007,47.012,18.034
211.0,-53.576,-58.007,47.012,18.034
220.8,-55.576,-59.007,49.012,18.034
230.7,-56.576,-60.007,49.012,18.034
240.6,-55.576,-60.007,50.012,19.034
250.5,-54.576,-60.007,50.012,19.034
260.4,-54.576,-60.007,51.012,19.034
270.3,-53.576,-61.007,51.012,19.034
280.2,-53.576,-61.007,49.012,19.034
290.0,-52.576,-61.007,49.012,19.034
299.9,-52.576,-61.007,51.012,19.034
309.8,-50.576,-61.007,51.012,19.034
319.7,-50.576,-59.007,50.012,19.034
329.6,-50.576,-59.007,52.012,19.034
339.5,-47.576,-59.007,52.012,19.034
349.4,-45.576,-59.007,52.012,19.034
359.2,-44.576,-59.007,52.012,19.034
369.1,-41.576,-57.007,52.012,20.034
379.0,-41.576,-57.007,51.012,18.034
388.9,-41.576,-57.007,52.012,19.034
398.8,-46.576,-54.007,51.012,19.034
408.7,-46.576,-54.007,53.012,19.034
418.6,-39.576,-43.007,57.012,19.034
428.4,-39.576,-43.007,55.012,20.034
438.3,-30.576,-32.007,57.012,20.034
448.2,-30.576,-32.007,55.012,21.034
458.1,-37.576,-33.007,53.012,20.034
468.0,-37.576,-33.007,54.012,21.034
477.9,-45.576,-35.007,53.012,20.034
487.8,-45.576,-35.007,53.012,20.034
497.6,-51.576,-39.007,52.012,21.034
507.5,-51.576,-39.007,54.012,21.034
517.4,-56.576,-40.007,53.012,22.034
527.3,-59.576,-43.007,53.012,23.034
537.2,-65.576,-46.007,50.012,23.034
547.1,-68.576,-46.007,51.012,23.034
557.0,-74.576,-50.007,52.012,23.034
566.8,-78.576,-53.007,49.012,21.034
576.7,-76.576,-56.007,47.012,23.034
586.6,-80.576,-60.007,46.012,20.034
596.5,-87.576,-63.007,46.012,19.034
606.4,-89.576,-65.007,45.012,18.034
616.3,-92.576,-68.007,44.012,19.034
626.2,-94.576,-70.007,46.012,20.034
636.0,-94.576,-70.007,48.012,20.034
645.9,-95.576,-71.007,46.012,20.034
655.8,-98.576,-72.007,45.012,20.034
665.7,-100.58,-73.007,47.012,19.034
675.6,-103.58,-74.007,48.012,18.034
685.5,-102.58,-74.007,48.012,20.034
695.4,-102.58,-76.007,48.012,21.034
705.2,-103.58,-76.007,49.012,21.034
715.1,-102.58,-75.007,50.012,22.034
725.0,-101.58,-77.007,52.012,21.034
734.9,-101.58,-77.007,54.012,23.034
744.8,-100.58,-79.007,57.012,24.034
754.7,-101.58,-79.007,58.012,23.034
764.6,-101.58,-77.007,56.012,24.034
774.4,-101.58,-77.007,61.012,25.034
784.3,-99.576,-77.007,60.012,24.034
794.2,-100.58,-78.007,64.012,26.034
804.1,-99.576,-77.007,64.012,28.034
814.0,-98.576,-77.007,67.012,28.034
823.9,-97.576,-75.007,67.012,28.034
833.8,-95.576,-75.007,69.012,29.034
843.6,-93.576,-75.007,70.012,31.034
853.5,-90.576,-73.007,71.012,31.034
863.4,-85.576,-72.007,75.012,31.034
873.3,-83.576,-71.007,76.012,33.034
883.2,-82.576,-70.007,79.012,32.034
893.1,-81.576,-69.007,78.012,32.034
903.0,-82.576,-67.007,80.012,34.034
912.8,-80.576,-61.007,79.012,34.034
922.7,-77.576,-56.007,81.012,34.034
932.6,-71.576,-50.007,82.012,34.034
942.5,-63.576,-44.007,83.012,34.034
952.4,-64.576,-42.007,81.012,35.034
962.3,-68.576,-42.007,80.012,35.034
972.2,-70.576,-42.007,81.012,35.034
982.0,-74.576,-44.007,82.012,36.034
991.9,-78.576,-46.007,81.012,37.034
1001.8,-81.576,-47.007,83.012,36.034
1011.7,-86.576,-48.007,82.012,37.034
1021.6,-90.576,-51.007,81.012,38.034
1031.5,-94.576,-52.007,79.012,37.034
1041.4,-96.576,-53.007,79.012,37.034
1051.2,-102.58,-56.007,79.012,38.034
1061.1,-104.58,-59.007,80.012,37.034
1071.0,-106.58,-61.007,78.012,36.034
1080.9,-107.58,-64.007,75.012,36.034
1090.8,-111.58,-67.007,77.012,35.034
1100.7,-111.58,-67.007,74.012,34.034
1110.6,-120.58,-71.007,75.012,34.034
1120.4,-120.58,-71.007,75.012,34.034
1130.3,-121.58,-71.007,74.012,35.034
1140.2,-121.58,-71.007,74.012,35.034
1150.1,-123.58,-73.007,74.012,34.034
1160.0,-123.58,-73.007,74.012,34.034
1169.9,-124.58,-75.007,74.012,34.034
1179.8,-124.58,-75.007,74.012,34.034
1189.6,-126.58,-76.007,72.012,32.034
1199.5,-126.58,-76.007,72.012,32.034
1209.4,-126.58,-77.007,72.012,32.034
1219.3,-126.58,-77.007,72.012,32.034
1229.2,-128.58,-79.007,73.012,32.034
1239.1,-128.58,-79.007,73.012,32.034
1248.9,-128.58,-79.007,73.012,32.034
1258.8,-130.58,-78.007,73.012,32.034
1268.7,-128.58,-78.007,74.012,33.034
1278.6,-127.58,-77.007,74.012,33.034
1288.5,-127.58,-78.007,74.012,32.034
1298.4,-125.58,-77.007,74.012,32.034
1308.3,-123.58,-76.007,76.012,35.034
1318.2,-123.58,-75.007,76.012,35.034
1328.0,-121.58,-76.007,77.012,35.034
1337.9,-118.58,-75.007,78.012,36.034
1347.8,-116.58,-72.007,79.012,35.034
1357.7,-111.58,-73.007,78.012,35.034
1367.6,-111.58,-71.007,76.012,34.034
1377.5,-106.58,-72.007,77.012,35.034
1387.3,-107.58,-70.007,78.012,34.034
1397.2,-103.58,-69.007,80.012,36.034
1407.1,-102.58,-67.007,80.012,35.034
1417.0,-101.58,-65.007,82.012,35.034
1426.9,-98.576,-60.007,81.012,35.034
1436.8,-95.576,-55.007,81.012,36.034
1446.7,-93.576,-50.007,84.012,36.034
1456.6,-88.576,-45.007,82.012,36.034
1466.4,-87.576,-44.007,81.012,35.034
1476.3,-90.576,-45.007,80.012,34.034
1486.2,-96.576,-46.007,77.012,35.034
1496.1,-96.576,-46.007,75.012,36.034
1506.0,-99.576,-47.007,77.012,36.034
1515.9,-101.58,-48.007,78.012,36.034
1525.7,-104.58,-48.007,78.012,37.034
1535.6,-105.58,-49.007,75.012,37.034
1545.5,-110.58,-50.007,77.012,37.034
1555.4,-111.58,-52.007,75.012,37.034
1565.3,-114.58,-54.007,74.012,38.034
1575.2,-117.58,-55.007,72.012,34.034
1585.1,-117.58,-57.007,69.012,36.034
1594.9,-122.58,-58.007,70.012,34.034
1604.8,-123.58,-61.007,67.012,33.034
1614.7,-125.58,-61.007,65.012,33.034
1624.6,-125.58,-61.007,65.012,32.034
1634.5,-126.58,-62.007,65.012,32.034
1644.4,-126.58,-61.007,64.012,32.034
1654.3,-124.58,-62.007,67.012,33.034
1664.1,-127.58,-63.007,66.012,32.034
1674.0,-126.58,-64.007,66.012,31.034
1683.9,-127.58,-65.007,63.012,30.034
1693.8,-126.58,-65.007,63.012,30.034
1703.7,-127.58,-64.007,62.012,30.034
1713.6,-124.58,-66.007,61.012,29.034
1723.5,-125.58,-65.007,62.012,29.034
1733.3,-125.58,-67.007,61.012,29.034
1743.2,-125.58,-66.007,60.012,28.034
1753.1,-124.58,-68.007,64.012,28.034
1763.0,-123.58,-68.007,61.012,28.034
1772.9,-122.58,-67.007,63.012,31.034
1782.8,-121.58,-68.007,62.012,30.034
1792.7,-120.58,-67.007,60.012,30.034
1802.5,-118.58,-68.007,60.012,29.034
1812.4,-117.58,-68.007,60.012,29.034
1822.3,-116.58,-68.007,61.012,28.034
1832.2,-116.58,-68.007,61.012,28.034
1842.1,-112.58,-68.007,61.012,27.034
1852.0,-112.58,-68.007,62.012,28.034
1861.9,-104.58,-66.007,61.012,26.034
1871.7,-104.58,-66.007,60.012,27.034
1881.6,-102.58,-65.007,59.012,27.034
1891.5,-102.58,-65.007,58.012,26.034
1901.4,-97.576,-65.007,59.012,24.034
1911.3,-97.576,-65.007,58.012,25.034
1921.2,-94.576,-59.007,57.012,23.034
1931.1,-94.576,-59.007,56.012,24.034
1940.9,-82.576,-48.007,58.012,24.034
1950.8,-82.576,-48.007,59.012,25.034
1960.7,-79.576,-45.007,60.012,25.034
1970.6,-77.576,-40.007,59.012,24.034
1980.5,-74.576,-38.007,57.012,24.034
1990.4,-74.576,-35.007,54.012,22.034
2000.3,-76.576,-36.007,51.012,22.034
2010.1,-80.576,-37.007,49.012,22.034
2020.0,-82.576,-36.007,49.012,21.034
2029.9,-85.576,-36.007,48.012,21.034
2039.8,-86.576,-38.007,46.012,21.034
2049.7,-88.576,-38.007,45.012,20.034
2059.6,-90.576,-41.007,41.012,20.034
2069.5,-96.576,-42.007,42.012,19.034
2079.3,-99.576,-43.007,41.012,19.034
2089.2,-102.58,-45.007,38.012,17.034
2099.1,-102.58,-46.007,37.012,17.034
2109.0,-102.58,-48.007,32.012,16.034
2118.9,-104.58,-50.007,30.012,13.034
2128.8,-106.58,-50.007,29.012,13.034
2138.7,-107.58,-52.007,29.012,13.034
2148.5,-106.58,-53.007,28.012,13.034
2158.4,-106.58,-52.007,28.012,13.034
2168.3,-104.58,-53.007,28.012,13.034
2178.2,-105.58,-54.007,25.012,11.034
2188.1,-106.58,-56.007,25.012,11.034
2198.0,-106.58,-54.007,19.012,8.0344
2207.9,-107.58,-56.007,19.012,8.0344
2217.7,-107.58,-56.007,19.012,6.0344
2227.6,-108.58,-58.007,19.012,6.0344
2237.5,-106.58,-59.007,16.012,5.0344
2247.4,-110.58,-59.007,16.012,5.0344
2257.3,-110.58,-61.007,11.012,3.0344
2267.2,-112.58,-61.007,11.012,3.0344
2277.1,-111.58,-62.007,11.012,3.0344
2286.9,-112.58,-62.007,11.012,3.0344
2296.8,-112.58,-62.007,12.012,2.0344
2306.7,-110.58,-63.007,12.012,2.0344
2316.6,-109.58,-62.007,11.012,1.0344
2326.5,-109.58,-63.007,11.012,1.0344
2336.4,-108.58,-62.007,5.0124,0.034405
2346.3,-106.58,-61.007,5.0124,0.034405
2356.1,-106.58,-63.007,5.0124,-2.9656
2366.0,-104.58,-62.007,5.0124,-2.9656
2375.9,-104.58,-62.007,4.0124,-2.9656
2385.8,-103.58,-62.007,4.0124,-1.9656
2395.7,-101.58,-63.007,4.0124,-3.9656
2405.6,-97.576,-61.007,1.0124,-4.9656
2415.5,-96.576,-61.007,-0.98761,-4.9656
2425.3,-92.576,-59.007,-1.9876,-5.9656
2435.2,-92.576,-58.007,-3.9876,-7.9656
2445.1,-93.576,-57.007,-5.9876,-7.9656
2455.0,-90.576,-51.007,-7.9876,-7.9656
2464.9,-90.576,-47.007,-6.9876,-9.9656
2474.8,-87.576,-40.007,-9.9876,-9.9656
2484.7,-84.576,-36.007,-8.9876,-8.9656
2494.5,-81.576,-33.007,-10.988,-10.966
2504.4,-85.576,-34.007,-14.988,-12.966
2514.3,-86.576,-34.007,-15.988,-12.966
2524.2,-88.576,-33.007,-15.988,-13.966
2534.1,-90.576,-33.007,-18.988,-13.966
2544.0,-90.576,-33.007,-17.988,-12.966
2553.9,-93.576,-35.007,-22.988,-13.966
2563.7,-93.576,-35.007,-22.988,-13.966
2573.6,-97.576,-38.007,-26.988,-14.966
2583.5,-97.576,-38.007,-28.988,-16.966
2593.4,-104.58,-43.007,-30.988,-18.966
2603.3,-104.58,-43.007,-35.988,-19.966
2613.2,-103.58,-46.007,-37.988,-20.966
2623.1,-103.58,-46.007,-38.988,-22.966
2632.9,-110.58,-52.007,-41.988,-21.966
2642.8,-110.58,-52.007,-45.988,-25.966
2652.7,-112.58,-55.007,-47.988,-25.966
2662.6,-112.58,-55.007,-48.988,-26.966
2672.5,-110.58,-54.007,-45.988,-26.966
2682.4,-110.58,-54.007,-46.988,-25.966
2692.3,-108.58,-54.007,-49.988,-26.966
2702.1,-109.58,-54.007,-50.988,-27.966
2712.0,-109.58,-56.007,-51.988,-27.966
2721.9,-109.58,-55.007,-52.988,-28.966
2731.8,-108.58,-56.007,-53.988,-28.966
2741.7,-110.58,-58.007,-54.988,-29.966
2751.6,-108.58,-58.007,-56.988,-31.966
2761.5,-107.58,-57.007,-57.988,-30.966
2771.3,-106.58,-58.007,-58.988,-31.966
2781.2,-107.58,-58.007,-58.988,-31.966
2791.1,-105.58,-58.007,-59.988,-32.966
2801.0,-105.58,-59.007,-60.988,-33.966
2810.9,-104.58,-59.007,-63.988,-33.966
2820.8,-100.58,-58.007,-63.988,-33.966
2830.7,-100.58,-58.007,-63.988,-33.966
2840.5,-100.58,-57.007,-62.988,-33.966
2850.4,-95.576,-56.007,-63.988,-33.966
2860.3,-96.576,-57.007,-63.988,-32.966
2870.2,-93.576,-55.007,-65.988,-33.966
2880.1,-91.576,-56.007,-64.988,-34.966
2890.0,-87.576,-54.007,-64.988,-36.966
2899.9,-86.576,-54.007,-64.988,-34.966
2909.7,-83.576,-54.007,-67.988,-36.966
2919.6,-80.576,-52.007,-66.988,-34.966
2929.5,-80.576,-52.007,-66.988,-36.966
2939.4,-77.576,-52.007,-67.988,-35.966
2949.3,-72.576,-50.007,-68.988,-36.966
2959.2,-74.576,-50.007,-68.988,-37.966
2969.1,-74.576,-46.007,-67.988,-38.966
2978.9,-70.576,-40.007,-69.988,-38.966
2988.8,-68.576,-33.007,-69.988,-39.966
2998.7,-61.576,-27.007,-70.988,-39.966
3008.6,-57.576,-22.007,-72.988,-39.966
3018.5,-54.576,-17.007,-72.988,-39.966
3028.4,-55.576,-17.007,-75.988,-40.966
3038.3,-56.576,-17.007,-76.988,-41.966
3048.1,-58.576,-16.007,-79.988,-39.966
3058.0,-58.576,-14.007,-77.988,-40.966
3067.9,-55.576,-13.007,-80.988,-39.966
3077.8,-57.576,-14.007,-80.988,-42.966
3087.7,-56.576,-13.007,-81.988,-40.966
3097.6,-57.576,-15.007,-82.988,-40.966
3107.5,-59.576,-14.007,-86.988,-40.966
3117.3,-62.576,-18.007,-87.988,-42.966
3127.2,-61.576,-18.007,-91.988,-44.966
3137.1,-61.576,-20.007,-93.988,-44.966
3147.0,-59.576,-19.007,-95.988,-45.966
3156.9,-60.576,-23.007,-94.988,-45.966
3166.8,-62.576,-24.007,-91.988,-44.966
3176.7,-62.576,-24.007,-93.988,-44.966
3186.5,-62.576,-24.007,-94.988,-45.966
3196.4,-60.576,-25.007,-95.988,-45.966
3206.3,-58.576,-24.007,-96.988,-46.966
3216.2,-56.576,-24.007,-97.988,-47.966
3226.1,-56.576,-25.007,-98.988,-47.966
3236.0,-57.576,-25.007,-98.988,-47.966
3245.9,-55.576,-26.007,-101.99,-49.966
3255.7,-55.576,-27.007,-101.99,-49.966
3265.6,-55.576,-28.007,-103.99,-49.966
3275.5,-55.576,-28.007,-103.99,-49.966
3285.4,-51.576,-28.007,-100.99,-48.966
3295.3,-51.576,-28.007,-100.99,-48.966
3305.2,-46.576,-27.007,-99.988,-48.966
3315.1,-46.576,-27.007,-99.988,-48.966
3324.9,-40.576,-25.007,-98.988,-47.966
3334.8,-40.576,-25.007,-98.988,-47.966
3344.7,-35.576,-24.007,-96.988,-46.966
3354.6,-35.576,-24.007,-96.988,-46.966
3364.5,-30.576,-22.007,-93.988,-46.966
3374.4,-30.576,-22.007,-93.988,-46.966
3384.3,-24.576,-20.007,-92.988,-46.966
3394.1,-24.576,-20.007,-92.988,-46.966
3404.0,-21.576,-20.007,-93.988,-45.966
3413.9,-16.576,-19.007,-93.988,-45.966
3423.8,-15.576,-20.007,-91.988,-45.966
3433.7,-10.576,-17.007,-89.988,-43.966
3443.6,-7.5763,-16.007,-88.988,-44.966
3453.5,-4.5763,-14.007,-87.988,-43.966
3463.3,-0.57632,-14.007,-87.988,-44.966
3473.2,2.4237,-14.007,-86.988,-44.966
3483.1,6.4237,-11.007,-84.988,-43.966
3493.0,7.4237,-9.0068,-83.988,-42.966
3502.9,9.4237,-7.0068,-83.988,-42.966
3512.8,11.424,-0.0067888,-80.988,-42.966
3522.7,16.424,6.9932,-79.988,-40.966
3532.5,20.424,10.993,-77.988,-39.966
3542.4,24.424,15.993,-77.988,-38.966
3552.3,24.424,15.993,-77.988,-38.966
3562.2,23.424,17.993,-75.988,-37.966
3572.1,19.424,17.993,-76.988,-36.966
3582.0,20.424,17.993,-77.988,-35.966
3591.9,22.424,18.993,-77.988,-35.966
3601.7,19.424,18.993,-75.988,-34.966
3611.6,17.424,17.993,-75.988,-33.966
3621.5,16.424,15.993,-76.988,-33.966
3631.4,14.424,15.993,-76.988,-32.966
3641.3,16.424,14.993,-74.988,-31.966
3651.2,14.424,13.993,-75.988,-31.966
3661.1,13.424,11.993,-74.988,-29.966
3670.9,13.424,10.993,-76.988,-30.966
3680.8,14.424,10.993,-75.988,-30.966
3690.7,14.424,8.9932,-76.988,-31.966
3700.6,13.424,7.9932,-78.988,-31.966
3710.5,12.424,5.9932,-77.988,-31.966
3720.4,12.424,3.9932,-80.988,-32.966
3730.3,10.424,2.9932,-77.988,-30.966
3740.1,13.424,3.9932,-75.988,-29.966
3750.0,15.424,2.9932,-74.988,-29.966
3759.9,14.424,1.9932,-76.988,-29.966
3769.8,15.424,0.99321,-74.988,-30.966
3779.7,16.424,-0.0067888,-75.988,-30.966
3789.6,17.424,-0.0067888,-74.988,-30.966
3799.4,19.424,-0.0067888,-71.988,-30.966
3809.3,22.424,0.99321,-71.988,-28.966
3819.2,25.424,0.99321,-69.988,-27.966
3829.1,24.424,1.9932,-69.988,-26.966
3839.0,28.424,1.9932,-69.988,-26.966
3848.9,32.424,2.9932,-66.988,-24.966
3858.8,32.424,3.9932,-66.988,-24.966
3868.7,34.424,3.9932,-63.988,-22.966
3878.5,35.424,2.9932,-63.988,-23.966
3888.4,39.424,3.9932,-60.988,-22.966
3898.3,41.424,4.9932,-60.988,-21.966
3908.2,43.424,4.9932,-59.988,-20.966
3918.1,48.424,4.9932,-58.988,-19.966
3928.0,49.424,5.9932,-57.988,-20.966
3937.8,52.424,5.9932,-54.988,-17.966
3947.7,55.424,6.9932,-52.988,-17.966
3957.6,58.424,6.9932,-51.988,-17.966
3967.5,60.424,7.9932,-52.988,-15.966
3977.4,64.424,9.9932,-50.988,-16.966
3987.3,64.424,9.9932,-48.988,-14.966
3997.2,72.424,11.993,-47.988,-13.966
4007.1,72.424,11.993,-45.988,-14.966
4016.9,79.424,14.993,-45.988,-14.966
4026.8,79.424,14.993,-44.988,-13.966
4036.7,80.424,20.993,-44.988,-13.966
4046.6,80.424,20.993,-44.988,-12.966
4056.5,92.424,33.993,-41.988,-12.966
4066.4,92.424,33.993,-42.988,-13.966
4076.2,99.424,44.993,-41.988,-10.966
4086.1,99.424,44.993,-41.988,-12.966
4096.0,100.42,45.993,-42.988,-11.966
4105.9,100.42,45.993,-43.988,-12.966
4115.8,98.424,46.993,-43.988,-11.966
4125.7,98.424,46.993,-42.988,-10.966
4135.6,97.424,45.993,-43.988,-11.966
4145.4,95.424,45.993,-41.988,-9.9656
4155.3,95.424,45.993,-43.988,-8.9656
4165.2,93.424,44.993,-43.988,-9.9656
4175.1,92.424,42.993,-42.988,-8.9656
4185.0,92.424,40.993,-41.988,-8.9656
4194.9,90.424,39.993,-42.988,-8.9656
4204.8,91.424,36.993,-44.988,-7.9656
4214.6,92.424,36.993,-45.988,-9.9656
4224.5,90.424,36.993,-46.988,-8.9656
4234.4,90.424,34.993,-44.988,-7.9656
4244.3,90.424,33.993,-46.988,-7.9656
4254.2,90.424,31.993,-43.988,-7.9656
4264.1,91.424,29.993,-43.988,-7.9656
4274.0,93.424,32.993,-42.988,-7.9656
4283.8,98.424,32.993,-42.988,-7.9656
4293.7,98.424,32.993,-43.988,-5.9656
4303.6,97.424,30.993,-43.988,-5.9656
4313.5,97.424,29.993,-43.988,-8.9656
4323.4,96.424,28.993,-43.988,-8.9656
4333.3,98.424,27.993,-42.988,-6.9656
4343.2,101.42,28.993,-42.988,-6.9656
4353.0,101.42,26.993,-39.988,-6.9656
4362.9,103.42,26.993,-39.988,-6.9656
4372.8,105.42,26.993,-36.988,-3.9656
4382.7,107.42,27.993,-36.988,-3.9656
4392.6,109.42,28.993,-33.988,-2.9656
4402.5,112.42,27.993,-33.988,-2.9656
4412.4,114.42,28.993,-32.988,-1.9656
4422.2,114.42,29.993,-32.988,-1.9656
4432.1,118.42,27.993,-26.988,1.0344
4442.0,120.42,30.993,-26.988,1.0344
4451.9,122.42,30.993,-23.988,4.0344
4461.8,124.42,31.993,-23.988,4.0344
4471.7,127.42,30.993,-22.988,4.0344
4481.6,130.42,32.993,-19.988,5.0344
4491.4,132.42,32.993,-18.988,5.0344
4501.3,136.42,33.993,-16.988,7.0344
4511.2,137.42,32.993,-14.988,7.0344
4521.1,141.42,34.993,-14.988,8.0344
4531.0,145.42,35.993,-13.988,8.0344
4540.9,147.42,35.993,-11.988,9.0344
4550.8,150.42,37.993,-11.988,8.0344
4560.6,152.42,36.993,-10.988,9.0344
4570.5,154.42,40.993,-6.9876,11.034
4580.4,157.42,42.993,-7.9876,11.034
4590.3,158.42,45.993,-5.9876,11.034
4600.2,162.42,52.993,-0.98761,13.034
4610.1,167.42,60.993,-0.98761,15.034
4620.0,174.42,65.993,2.0124,16.034
4629.8,178.42,69.993,4.0124,15.034
4639.7,179.42,71.993,5.0124,17.034
4649.6,179.42,71.993,4.0124,17.034
4659.5,176.42,70.993,4.0124,17.034
4669.4,175.42,71.993,4.0124,17.034
4679.3,175.42,71.993,5.0124,18.034
4689.2,174.42,71.993,2.0124,17.034
4699.0,174.42,71.993,4.0124,20.034
4708.9,175.42,71.993,5.0124,20.034
4718.8,175.42,71.993,3.0124,21.034
4728.7,175.42,70.993,6.0124,22.034
4738.6,175.42,70.993,6.0124,22.034
4748.5,172.42,65.993,4.0124,23.034
4758.4,172.42,65.993,3.0124,21.034
4768.2,174.42,63.993,1.0124,21.034
4778.1,174.42,63.993,-0.98761,21.034
4788.0,169.42,60.993,1.0124,21.034
4797.9,169.42,60.993,0.012391,20.034
4807.8,169.42,55.993,0.012391,21.034
4817.7,169.42,55.993,1.0124,20.034
4827.6,170.42,55.993,-0.98761,21.034
4837.4,170.42,55.993,0.012391,20.034
4847.3,171.42,55.993,0.012391,19.034
4857.2,171.42,54.993,-0.98761,18.034
4867.1,172.42,53.993,-2.9876,17.034
4877.0,171.42,52.993,-5.9876,17.034
4886.9,171.42,50.993,-7.9876,16.034
4896.8,172.42,48.993,-7.9876,16.034
4906.6,174.42,48.993,-6.9876,16.034
4916.5,174.42,48.993,-6.9876,16.034
4926.4,173.42,47.993,-6.9876,16.034
4936.3,175.42,46.993,-4.9876,16.034
4946.2,175.42,46.993,-5.9876,16.034
4956.1,176.42,48.993,-6.9876,17.034
4966.0,177.42,46.993,-4.9876,16.034
4975.8,177.42,46.993,-5.9876,17.034
4985.7,177.42,45.993,-4.9876,17.034
4995.6,178.42,46.993,-3.9876,17.034
5005.5,178.42,45.993,-3.9876,16.034
5015.4,180.42,46.993,-3.9876,16.034
5025.3,182.42,44.993,-3.9876,16.034
5035.2,179.42,44.993,-2.9876,16.034
5045.0,180.42,44.993,-3.9876,16.034
5054.9,181.42,42.993,-5.9876,15.034
5064.8,183.42,42.993,-2.9876,16.034
5074.7,184.42,43.993,-4.9876,15.034
5084.6,184.42,43.993,-3.9876,16.034
5094.5,185.42,44.993,-4.9876,16.034
5104.4,187.42,42.993,-4.9876,14.034
5114.2,187.42,43.993,-3.9876,14.034
5124.1,189.42,43.993,-3.9876,13.034
5134.0,191.42,44.993,-5.9876,13.034
5143.9,191.42,45.993,-5.9876,15.034
5153.8,192.42,52.993,-5.9876,13.034
5163.7,194.42,57.993,-3.9876,13.034
5173.6,199.42,63.993,-4.9876,13.034
5183.4,201.42,67.993,-3.9876,13.034
5193.3,205.42,73.993,-5.9876,13.034
5203.2,209.42,77.993,-5.9876,12.034
5213.1,208.42,77.993,-9.9876,12.034
5223.0,204.42,76.993,-10.988,11.034
5232.9,205.42,76.993,-12.988,10.034
5242.8,200.42,75.993,-13.988,12.034
5252.6,199.42,73.993,-13.988,12.034
5262.5,197.42,72.993,-16.988,11.034
5272.4,195.42,70.993,-15.988,11.034
5282.3,190.42,70.993,-17.988,9.0344
5292.2,188.42,66.993,-19.988,8.0344
5302.1,185.42,65.993,-24.988,7.0344
5312.0,183.42,62.993,-26.988,7.0344
