t,carotid_880nm,carotid_660nm,brachial_880nm,brachial_660nm
3.9,-51.749,-283.13,-248.61,-55.102
13.8,-23.749,-272.13,-248.61,-55.102
23.7,-31.749,-278.13,-245.61,-57.102
33.6,-23.749,-270.13,-245.61,-57.102
43.5,-49.749,-281.13,-244.61,-58.102
53.4,-92.749,-299.13,-244.61,-58.102
63.2,-128.75,-313.13,-213.61,-34.102
73.1,-166.75,-325.13,-213.61,-34.102
83.0,-194.75,-333.13,-175.61,-10.102
92.9,-218.75,-341.13,-175.61,-10.102
102.8,-239.75,-347.13,-139.61,10.898
112.7,-254.75,-351.13,-139.61,10.898
122.6,-264.75,-350.13,-112.61,26.898
132.4,-264.75,-350.13,-112.61,26.898
142.3,-281.75,-351.13,-88.613,37.898
152.2,-281.75,-351.13,-88.613,37.898
162.1,-285.75,-345.13,-67.613,45.898
172.0,-285.75,-345.13,-67.613,45.898
181.9,-290.75,-343.13,-61.613,47.898
191.8,-290.75,-343.13,-58.613,45.898
201.6,-292.75,-338.13,-65.613,40.898
211.5,-292.75,-338.13,-69.613,33.898
221.4,-290.75,-333.13,-76.613,28.898
231.3,-290.75,-333.13,-85.613,23.898
241.2,-285.75,-324.13,-92.613,17.898
251.1,-285.75,-324.13,-94.613,12.898
261.0,-278.75,-318.13,-99.613,9.8976
270.8,-278.75,-318.13,-101.61,7.8976
280.7,-276.75,-316.13,-104.61,8.8976
290.6,-275.75,-314.13,-106.61,11.898
300.5,-272.75,-314.13,-108.61,12.898
310.4,-271.75,-313.13,-110.61,12.898
320.3,-270.75,-314.13,-111.61,10.898
330.2,-268.75,-312.13,-111.61,10.898
340.0,-264.75,-312.13,-107.61,8.8976
349.9,-260.75,-310.13,-109.61,7.8976
359.8,-257.75,-310.13,-106.61,7.8976
369.7,-254.75,-310.13,-108.61,4.8976
379.6,-253.75,-309.13,-107.61,3.8976
389.5,-249.75,-307.13,-110.61,3.8976
399.4,-246.75,-307.13,-118.61,-1.1024
409.2,-242.75,-304.13,-124.61,-2.1024
419.1,-239.75,-302.13,-130.61,-6.1024
429.0,-234.75,-300.13,-135.61,-9.1024
438.9,-229.75,-298.13,-140.61,-10.102
448.8,-222.75,-295.13,-142.61,-12.102
458.7,-208.75,-289.13,-146.61,-14.102
468.6,-191.75,-283.13,-147.61,-14.102
478.4,-154.75,-268.13,-148.61,-15.102
488.3,-133.75,-255.13,-143.61,-12.102
498.2,-122.75,-248.13,-138.61,-9.1024
508.1,-128.75,-247.13,-133.61,-5.1024
518.0,-137.75,-248.13,-114.61,7.8976
527.9,-150.75,-251.13,-89.613,22.898
537.7,-160.75,-254.13,-60.613,37.898
547.6,-172.75,-260.13,-39.613,47.898
557.5,-178.75,-261.13,-16.613,59.898
567.4,-180.75,-261.13,3.3866,71.898
577.3,-181.75,-260.13,19.387,82.898
587.2,-184.75,-259.13,29.387,87.898
597.1,-186.75,-260.13,35.387,88.898
607.0,-193.75,-261.13,41.387,88.898
616.8,-193.75,-261.13,42.387,89.898
626.7,-196.75,-262.13,42.387,89.898
636.6,-196.75,-262.13,39.387,86.898
646.5,-196.75,-264.13,32.387,80.898
656.4,-199.75,-266.13,24.387,73.898
666.3,-197.75,-267.13,10.387,63.898
676.1,-200.75,-269.13,-3.6134,53.898
686.0,-204.75,-270.13,-15.613,44.898
695.9,-208.75,-272.13,-21.613,38.898
705.8,-215.75,-275.13,-27.613,34.898
715.7,-217.75,-276.13,-32.613,32.898
725.6,-220.75,-279.13,-38.613,29.898
735.5,-225.75,-280.13,-44.613,30.898
745.4,-225.75,-282.13,-49.613,32.898
755.2,-227.75,-284.13,-53.613,32.898
765.1,-224.75,-285.13,-57.613,33.898
775.0,-221.75,-285.13,-57.613,34.898
784.9,-218.75,-286.13,-60.613,32.898
794.8,-213.75,-286.13,-61.613,31.898
804.7,-208.75,-286.13,-60.613,32.898
814.5,-203.75,-286.13,-57.613,33.898
824.4,-199.75,-287.13,-57.613,34.898
834.3,-200.75,-289.13,-57.613,34.898
844.2,-203.75,-291.13,-58.613,35.898
854.1,-199.75,-291.13,-61.613,35.898
864.0,-199.75,-291.13,-63.613,32.898
873.9,-191.75,-290.13,-65.613,30.898
883.7,-191.75,-290.13,-68.613,29.898
893.6,-178.75,-286.13,-72.613,27.898
903.5,-178.75,-286.13,-73.613,26.898
913.4,-150.75,-276.13,-79.613,24.898
923.3,-150.75,-276.13,-83.613,21.898
933.2,-61.749,-234.13,-83.613,21.898
943.1,-61.749,-234.13,-78.613,25.898
952.9,-0.74927,-197.13,-75.613,25.898
962.8,-0.74927,-197.13,-70.613,31.898
972.7,-10.749,-194.13,-48.613,48.898
982.6,-10.749,-194.13,-48.613,48.898
992.5,-29.749,-200.13,8.3866,78.898
1002.4,-29.749,-200.13,8.3866,78.898
1012.3,-39.749,-203.13,61.387,107.9
1022.1,-40.749,-203.13,61.387,107.9
1032.0,-40.749,-202.13,103.39,133.9
1041.9,-43.749,-202.13,103.39,133.9
1051.8,-48.749,-204.13,124.39,141.9
1061.7,-56.749,-208.13,124.39,141.9
1071.6,-66.749,-211.13,133.39,142.9
1081.5,-75.749,-214.13,133.39,142.9
1091.3,-82.749,-218.13,130.39,137.9
1101.2,-81.749,-217.13,130.39,137.9
1111.1,-82.749,-217.13,111.39,120.9
1121.0,-77.749,-217.13,111.39,120.9
1130.9,-75.749,-216.13,90.387,101.9
1140.8,-72.749,-212.13,90.387,101.9
1150.7,-72.749,-212.13,88.387,92.898
1160.5,-76.749,-213.13,88.387,92.898
1170.4,-77.749,-213.13,90.387,91.898
1180.3,-78.749,-214.13,90.387,90.898
1190.2,-77.749,-216.13,87.387,90.898
1200.1,-74.749,-215.13,85.387,91.898
1210.0,-69.749,-215.13,84.387,94.898
1219.9,-63.749,-214.13,81.387,95.898
1229.7,-57.749,-212.13,78.387,92.898
1239.6,-50.749,-212.13,71.387,90.898
1249.5,-43.749,-208.13,66.387,87.898
1259.4,-34.749,-203.13,62.387,83.898
1269.3,-27.749,-199.13,55.387,81.898
1279.2,-18.749,-194.13,51.387,78.898
1289.1,-8.7493,-190.13,46.387,77.898
1298.9,1.2507,-183.13,42.387,75.898
1308.8,11.251,-178.13,38.387,73.898
1318.7,20.251,-171.13,39.387,72.898
1328.6,29.251,-167.13,34.387,70.898
1338.5,37.251,-160.13,34.387,70.898
1348.4,48.251,-156.13,35.387,70.898
1358.3,64.251,-149.13,34.387,68.898
1368.1,81.251,-139.13,33.387,67.898
1378.0,111.25,-123.13,33.387,68.898
1387.9,203.25,-78.125,34.387,66.898
1397.8,263.25,-44.125,33.387,66.898
1407.7,298.25,-23.125,31.387,65.898
1417.6,300.25,-17.125,28.387,64.898
1427.5,286.25,-18.125,33.387,71.898
1437.3,274.25,-19.125,55.387,87.898
1447.2,259.25,-24.125,77.387,99.898
1457.1,248.25,-28.125,95.387,109.9
1467.0,238.25,-30.125,117.39,122.9
1476.9,233.25,-32.125,138.39,139.9
1486.8,230.25,-31.125,157.39,152.9
1496.7,226.25,-32.125,164.39,159.9
1506.5,219.25,-34.125,168.39,162.9
1516.4,210.25,-38.125,170.39,165.9
1526.3,194.25,-45.125,170.39,168.9
1536.2,185.25,-49.125,171.39,169.9
1546.1,173.25,-56.125,170.39,169.9
1556.0,170.25,-59.125,164.39,168.9
1565.9,167.25,-64.125,157.39,164.9
1575.7,164.25,-68.125,147.39,157.9
1585.6,159.25,-72.125,132.39,147.9
1595.5,159.25,-72.125,115.39,135.9
1605.4,146.25,-85.125,103.39,129.9
1615.3,146.25,-85.125,94.387,120.9
1625.2,133.25,-99.125,84.387,117.9
1635.1,133.25,-99.125,72.387,113.9
1644.9,124.25,-112.13,64.387,111.9
1654.8,124.25,-112.13,55.387,112.9
1664.7,120.25,-128.13,46.387,110.9
1674.6,120.25,-128.13,34.387,108.9
1684.5,120.25,-139.13,28.387,109.9
1694.4,120.25,-139.13,22.387,108.9
1704.3,129.25,-144.13,13.387,106.9
1714.1,129.25,-144.13,9.3866,105.9
1724.0,138.25,-147.13,4.3866,105.9
1733.9,138.25,-147.13,-4.6134,104.9
1743.8,140.25,-151.13,-10.613,101.9
1753.7,141.25,-152.13,-18.613,99.898
1763.6,141.25,-154.13,-27.613,96.898
1773.5,143.25,-154.13,-32.613,95.898
1783.3,145.25,-155.13,-39.613,96.898
1793.2,146.25,-154.13,-43.613,97.898
1803.1,150.25,-151.13,-46.613,96.898
1813.0,156.25,-148.13,-50.613,97.898
1822.9,168.25,-140.13,-49.613,97.898
1832.8,187.25,-131.13,-52.613,101.9
1842.7,251.25,-97.125,-52.613,103.9
1852.5,289.25,-73.125,-55.613,103.9
1862.4,317.25,-54.125,-59.613,104.9
1872.3,313.25,-52.125,-60.613,109.9
1882.2,291.25,-55.125,-43.613,129.9
1892.1,271.25,-61.125,-25.613,146.9
1902.0,253.25,-66.125,-8.6134,159.9
1911.9,237.25,-73.125,5.3866,174.9
1921.7,220.25,-81.125,26.387,193.9
1931.6,211.25,-83.125,47.387,212.9
1941.5,204.25,-87.125,60.387,223.9
1951.4,195.25,-89.125,60.387,223.9
1961.3,187.25,-92.125,77.387,235.9
1971.2,177.25,-98.125,77.387,235.9
1981.1,164.25,-102.13,80.387,239.9
1990.9,157.25,-106.13,80.387,239.9
2000.8,148.25,-110.13,69.387,232.9
2010.7,143.25,-113.13,69.387,232.9
2020.6,140.25,-115.13,53.387,219.9
2030.5,136.25,-119.13,53.387,219.9
2040.4,130.25,-123.13,24.387,202.9
2050.3,124.25,-124.13,24.387,202.9
2060.1,117.25,-129.13,8.3866,191.9
2070.0,111.25,-132.13,8.3866,191.9
2079.9,104.25,-136.13,-3.6134,187.9
2089.8,99.251,-139.13,-3.6134,187.9
2099.7,95.251,-140.13,-17.613,185.9
2109.6,94.251,-142.13,-17.613,185.9
2119.5,89.251,-145.13,-31.613,183.9
2129.3,84.251,-146.13,-31.613,183.9
2139.2,83.251,-148.13,-48.613,175.9
2149.1,83.251,-150.13,-48.613,175.9
2159.0,85.251,-148.13,-56.613,172.9
2168.9,88.251,-146.13,-63.613,167.9
2178.8,92.251,-144.13,-73.613,166.9
2188.7,92.251,-144.13,-73.613,166.9
2198.5,92.251,-145.13,-77.613,164.9
2208.4,90.251,-147.13,-79.613,164.9
2218.3,88.251,-150.13,-79.613,163.9
2228.2,93.251,-148.13,-82.613,161.9
2238.1,97.251,-145.13,-87.613,159.9
2248.0,105.25,-143.13,-89.613,157.9
2257.9,115.25,-139.13,-96.613,154.9
2267.7,133.25,-129.13,-101.61,150.9
2277.6,159.25,-115.13,-104.61,148.9
2287.5,219.25,-86.125,-109.61,146.9
2297.4,250.25,-67.125,-113.61,143.9
2307.3,276.25,-53.125,-119.61,142.9
2317.2,262.25,-58.125,-124.61,141.9
2327.1,262.25,-58.125,-127.61,143.9
2336.9,210.25,-79.125,-113.61,161.9
2346.8,210.25,-79.125,-96.613,179.9
2356.7,168.25,-97.125,-83.613,191.9
2366.6,168.25,-97.125,-70.613,204.9
2376.5,139.25,-110.13,-53.613,223.9
2386.4,139.25,-110.13,-40.613,235.9
2396.3,129.25,-111.13,-34.613,238.9
2406.1,129.25,-111.13,-31.613,241.9
2416.0,117.25,-113.13,-26.613,243.9
2425.9,117.25,-113.13,-24.613,243.9
2435.8,107.25,-119.13,-24.613,238.9
2445.7,107.25,-119.13,-25.613,237.9
2455.6,101.25,-119.13,-31.613,230.9
2465.5,100.25,-119.13,-39.613,221.9
2475.3,100.25,-121.13,-51.613,210.9
2485.2,102.25,-120.13,-70.613,196.9
2495.1,95.251,-124.13,-87.613,179.9
2505.0,86.251,-130.13,-106.61,166.9
2514.9,72.251,-137.13,-116.61,156.9
2524.8,59.251,-143.13,-132.61,145.9
2534.7,46.251,-150.13,-145.61,136.9
2544.5,36.251,-158.13,-165.61,129.9
