t,pcg
0.0,-1036
1.0,-1441
2.0,-1700
3.0,-2007
4.0,-1756
5.0,-428
6.0,181
7.0,-36
8.0,-4
9.0,13
10.0,-8
11.0,-4
12.0,5
13.0,6
14.0,1
15.0,0
16.0,-6
17.0,-20
18.0,-30
19.0,-36
20.0,-47
21.0,-54
22.0,-58
23.0,-63
24.0,-60
25.0,-52
26.0,-36
27.0,-10
28.0,19
29.0,41
30.0,59
31.0,69
32.0,76
33.0,106
34.0,155
35.0,183
36.0,179
37.0,148
38.0,88
39.0,6
40.0,-90
41.0,-183
42.0,-266
43.0,-347
44.0,-423
45.0,-487
46.0,-538
47.0,-574
48.0,-571
49.0,-502
50.0,-366
51.0,-162
52.0,91
53.0,347
54.0,577
55.0,767
56.0,907
57.0,962
58.0,836
59.0,511
60.0,127
61.0,-354
62.0,-910
63.0,-1246
64.0,-1266
65.0,-989
66.0,-564
67.0,-206
68.0,245
69.0,659
70.0,732
71.0,730
72.0,823
73.0,1036
74.0,1321
75.0,1354
76.0,1252
77.0,1007
78.0,193
79.0,-687
80.0,-923
81.0,-784
82.0,-457
83.0,129
84.0,602
85.0,787
86.0,880
87.0,799
88.0,398
89.0,-260
90.0,-1206
91.0,-2309
92.0,-3107
93.0,-3363
94.0,-3215
95.0,-2835
96.0,-2298
97.0,-1627
98.0,-841
99.0,-4
100.0,812
101.0,1536
102.0,2076
103.0,2348
104.0,2321
105.0,2064
106.0,1702
107.0,1309
108.0,943
109.0,666
110.0,485
111.0,404
112.0,421
113.0,505
114.0,638
115.0,773
116.0,870
117.0,912
118.0,900
119.0,848
120.0,739
121.0,571
122.0,397
123.0,240
124.0,75
125.0,-100
126.0,-254
127.0,-392
128.0,-538
129.0,-670
130.0,-748
131.0,-789
132.0,-810
133.0,-793
134.0,-763
135.0,-732
136.0,-684
137.0,-637
138.0,-599
139.0,-562
140.0,-530
141.0,-518
142.0,-513
143.0,-486
144.0,-456
145.0,-427
146.0,-368
147.0,-301
148.0,-247
149.0,-186
150.0,-128
151.0,-91
152.0,-74
153.0,-67
154.0,-65
155.0,-73
156.0,-67
157.0,-35
158.0,-19
159.0,-41
160.0,-62
161.0,-72
162.0,-95
163.0,-97
164.0,-68
165.0,-46
166.0,-37
167.0,-7
168.0,37
169.0,73
170.0,111
171.0,150
172.0,177
173.0,194
174.0,200
175.0,200
176.0,201
177.0,196
178.0,190
179.0,187
180.0,168
181.0,142
182.0,133
183.0,130
184.0,118
185.0,109
186.0,105
187.0,92
188.0,82
189.0,84
190.0,92
191.0,100
192.0,101
193.0,99
194.0,102
195.0,112
196.0,127
197.0,148
198.0,167
199.0,180
200.0,195
201.0,218
202.0,231
203.0,235
204.0,226
205.0,190
206.0,154
207.0,136
208.0,109
209.0,68
210.0,41
211.0,37
212.0,22
213.0,-6
214.0,-16
215.0,-21
216.0,-34
217.0,-30
218.0,-14
219.0,-6
220.0,0
221.0,5
222.0,-3
223.0,-20
224.0,-28
225.0,-44
226.0,-89
227.0,-135
228.0,-164
229.0,-157
230.0,-136
231.0,-196
232.0,-238
233.0,-141
234.0,-41
235.0,-60
236.0,-104
237.0,-69
238.0,-22
239.0,-14
240.0,-25
241.0,-92
242.0,-208
243.0,-283
244.0,-315
245.0,-337
246.0,-310
247.0,-227
248.0,-132
249.0,-34
250.0,52
251.0,86
252.0,68
253.0,38
254.0,22
255.0,40
256.0,74
257.0,69
258.0,39
259.0,30
260.0,39
261.0,70
262.0,119
263.0,155
264.0,172
265.0,160
266.0,109
267.0,52
268.0,7
269.0,-42
270.0,-84
271.0,-98
272.0,-84
273.0,-49
274.0,-3
275.0,48
276.0,96
277.0,124
278.0,126
279.0,123
280.0,119
281.0,115
282.0,126
283.0,130
284.0,124
285.0,128
286.0,113
287.0,78
288.0,56
289.0,36
290.0,13
291.0,-5
292.0,-20
293.0,-26
294.0,-33
295.0,-39
296.0,-33
297.0,-30
298.0,-30
299.0,-19
300.0,-7
301.0,-14
302.0,-29
303.0,-39
304.0,-52
305.0,-67
306.0,-76
307.0,-81
308.0,-76
309.0,-66
310.0,-59
311.0,-48
312.0,-34
313.0,-23
314.0,-17
315.0,-17
316.0,-12
317.0,0
318.0,7
319.0,8
320.0,2
321.0,-8
322.0,-13
323.0,-20
324.0,-31
325.0,-33
326.0,-34
327.0,-42
328.0,-48
329.0,-49
330.0,-53
331.0,-53
332.0,-43
333.0,-33
334.0,-23
335.0,-13
336.0,-3
337.0,9
338.0,11
339.0,2
340.0,-3
341.0,-1
342.0,2
343.0,11
344.0,17
345.0,17
346.0,20
347.0,28
348.0,39
349.0,42
350.0,42
351.0,53
352.0,61
353.0,58
354.0,57
355.0,54
356.0,45
357.0,42
358.0,47
359.0,50
360.0,41
361.0,25
362.0,24
363.0,32
364.0,36
365.0,36
366.0,37
367.0,29
368.0,17
369.0,5
370.0,-7
371.0,-15
372.0,-18
373.0,-15
374.0,-9
375.0,-3
376.0,0
377.0,0
378.0,3
379.0,14
380.0,18
381.0,18
382.0,18
383.0,13
384.0,2
385.0,-8
386.0,-16
387.0,-23
388.0,-25
389.0,-16
390.0,-9
391.0,-19
392.0,-34
393.0,-41
394.0,-49
395.0,-61
396.0,-62
397.0,-49
398.0,-38
399.0,-38
400.0,-40
401.0,-41
402.0,-42
403.0,-41
404.0,-44
405.0,-45
406.0,-35
407.0,-30
408.0,-28
409.0,-13
410.0,-4
411.0,-1
412.0,5
413.0,5
414.0,-2
415.0,-5
416.0,-9
417.0,-22
418.0,-32
419.0,-42
420.0,-54
421.0,-60
422.0,-65
423.0,-69
424.0,-64
425.0,-54
426.0,-44
427.0,-30
428.0,-16
429.0,1
430.0,18
431.0,30
432.0,48
433.0,58
434.0,58
435.0,59
436.0,57
437.0,50
438.0,36
439.0,20
440.0,6
441.0,-6
442.0,-9
443.0,-10
444.0,-12
445.0,-7
446.0,2
447.0,8
448.0,12
449.0,19
450.0,24
451.0,21
452.0,23
453.0,33
454.0,28
455.0,13
456.0,8
457.0,5
458.0,-1
459.0,-6
460.0,-14
461.0,-18
462.0,-9
463.0,-2
464.0,8
465.0,22
466.0,26
467.0,29
468.0,36
469.0,35
470.0,38
471.0,46
472.0,45
473.0,32
474.0,17
475.0,11
476.0,-3
477.0,-22
478.0,-32
479.0,-45
480.0,-64
481.0,-75
482.0,-77
483.0,-75
484.0,-59
485.0,-31
486.0,1
487.0,26
488.0,33
489.0,37
490.0,56
491.0,76
492.0,81
493.0,80
