t,carotid_880nm,carotid_660nm,brachial_880nm,brachial_660nm
3.0,20.496,36.042,193.88,212.32
12.9,21.496,36.042,190.88,212.32
22.8,18.496,35.042,190.88,212.32
32.6,18.496,36.042,188.88,211.32
42.5,18.496,36.042,187.88,210.32
52.4,19.496,36.042,187.88,210.32
62.3,16.496,35.042,188.88,212.32
72.2,17.496,36.042,186.88,211.32
82.1,19.496,35.042,186.88,210.32
92.0,16.496,35.042,185.88,210.32
101.8,14.496,34.042,184.88,210.32
111.7,13.496,32.042,183.88,210.32
121.6,13.496,33.042,184.88,212.32
131.5,11.496,33.042,183.88,212.32
141.4,10.496,33.042,182.88,211.32
151.3,10.496,33.042,183.88,212.32
161.2,10.496,33.042,181.88,212.32
171.0,14.496,36.042,184.88,212.32
180.9,19.496,40.042,183.88,212.32
190.8,20.496,42.042,182.88,212.32
200.7,24.496,45.042,181.88,211.32
210.6,29.496,51.042,179.88,210.32
220.5,35.496,55.042,178.88,212.32
230.4,41.496,57.042,177.88,211.32
240.2,41.496,57.042,180.88,213.32
250.1,47.496,62.042,180.88,212.32
260.0,47.496,62.042,183.88,213.32
269.9,49.496,64.042,183.88,213.32
279.8,49.496,64.042,190.88,213.32
289.7,52.496,62.042,190.88,213.32
299.6,52.496,62.042,196.88,212.32
309.4,53.496,63.042,196.88,212.32
319.3,53.496,63.042,199.88,213.32
329.2,52.496,63.042,199.88,213.32
339.1,52.496,63.042,204.88,212.32
349.0,54.496,62.042,204.88,212.32
358.9,54.496,62.042,206.88,213.32
368.8,50.496,59.042,206.88,213.32
378.6,50.496,59.042,205.88,213.32
388.5,51.496,59.042,205.88,213.32
398.4,51.496,59.042,204.88,212.32
408.3,49.496,59.042,204.88,212.32
418.2,52.496,59.042,200.88,210.32
428.1,51.496,61.042,200.88,210.32
438.0,50.496,62.042,199.88,209.32
447.8,52.496,62.042,199.88,209.32
457.7,52.496,61.042,198.88,207.32
467.6,52.496,62.042,198.88,207.32
477.5,51.496,61.042,195.88,208.32
487.4,52.496,61.042,196.88,208.32
497.3,50.496,61.042,195.88,207.32
507.2,51.496,60.042,193.88,208.32
517.0,50.496,60.042,194.88,206.32
526.9,50.496,58.042,194.88,206.32
536.8,48.496,58.042,193.88,206.32
546.7,47.496,57.042,193.88,203.32
556.6,47.496,57.042,193.88,205.32
566.5,47.496,56.042,193.88,203.32
576.4,46.496,55.042,191.88,203.32
586.2,44.496,54.042,190.88,202.32
596.1,42.496,53.042,189.88,201.32
606.0,42.496,53.042,189.88,200.32
615.9,41.496,52.042,189.88,201.32
625.8,40.496,51.042,188.88,201.32
635.7,38.496,50.042,186.88,201.32
645.6,37.496,50.042,187.88,201.32
655.4,35.496,48.042,185.88,202.32
665.3,34.496,48.042,185.88,200.32
675.2,34.496,47.042,182.88,200.32
685.1,33.496,45.042,181.88,201.32
695.0,32.496,45.042,181.88,200.32
704.9,31.496,44.042,179.88,199.32
714.8,29.496,43.042,179.88,199.32
724.6,28.496,42.042,178.88,197.32
734.5,27.496,42.042,178.88,199.32
744.4,25.496,42.042,177.88,198.32
754.3,24.496,40.042,175.88,197.32
764.2,22.496,40.042,174.88,198.32
774.1,23.496,39.042,173.88,198.32
784.0,22.496,39.042,175.88,198.32
793.8,22.496,38.042,174.88,198.32
803.7,19.496,37.042,173.88,199.32
813.6,18.496,37.042,173.88,199.32
823.5,15.496,36.042,173.88,199.32
833.4,14.496,35.042,173.88,199.32
843.3,14.496,34.042,171.88,199.32
853.2,13.496,33.042,171.88,198.32
863.0,11.496,33.042,169.88,198.32
872.9,10.496,31.042,172.88,198.32
882.8,9.4958,33.042,170.88,198.32
892.7,9.4958,33.042,169.88,199.32
902.6,12.496,36.042,169.88,198.32
912.5,17.496,39.042,167.88,199.32
922.4,19.496,41.042,169.88,200.32
932.2,24.496,45.042,168.88,201.32
942.1,26.496,48.042,168.88,201.32
952.0,31.496,51.042,168.88,201.32
961.9,33.496,54.042,165.88,201.32
971.8,35.496,54.042,166.88,200.32
981.7,37.496,55.042,169.88,202.32
991.6,38.496,55.042,173.88,202.32
1001.4,38.496,55.042,178.88,204.32
1011.3,39.496,54.042,185.88,206.32
1021.2,37.496,53.042,192.88,208.32
1031.1,37.496,53.042,197.88,210.32
1041.0,38.496,53.042,200.88,212.32
1050.9,37.496,52.042,206.88,215.32
1060.8,37.496,51.042,210.88,216.32
1070.6,36.496,49.042,213.88,217.32
1080.5,33.496,48.042,215.88,218.32
1090.4,30.496,47.042,217.88,217.32
1100.3,29.496,44.042,216.88,220.32
1110.2,28.496,44.042,216.88,219.32
1120.1,29.496,44.042,215.88,218.32
1130.0,29.496,44.042,214.88,219.32
1139.8,29.496,45.042,214.88,218.32
1149.7,29.496,45.042,211.88,216.32
1159.6,31.496,45.042,210.88,215.32
1169.5,31.496,45.042,208.88,214.32
1179.4,29.496,46.042,205.88,214.32
1189.3,29.496,46.042,206.88,212.32
1199.2,29.496,45.042,205.88,212.32
1209.0,29.496,45.042,205.88,211.32
1218.9,29.496,44.042,203.88,212.32
1228.8,29.496,44.042,204.88,208.32
1238.7,26.496,43.042,204.88,210.32
1248.6,26.496,43.042,204.88,210.32
1258.5,25.496,41.042,202.88,209.32
1268.4,25.496,41.042,203.88,208.32
1278.2,23.496,39.042,203.88,208.32
1288.1,23.496,39.042,203.88,206.32
1298.0,19.496,38.042,202.88,207.32
1307.9,19.496,38.042,201.88,206.32
1317.8,18.496,37.042,199.88,205.32
1327.7,17.496,35.042,200.88,204.32
1337.6,16.496,34.042,198.88,203.32
1347.4,15.496,33.042,196.88,203.32
1357.3,13.496,32.042,195.88,202.32
1367.2,10.496,33.042,195.88,202.32
1377.1,10.496,30.042,193.88,202.32
1387.0,9.4958,29.042,193.88,201.32
1396.9,7.4958,30.042,193.88,201.32
1406.8,6.4958,29.042,193.88,202.32
1416.6,6.4958,28.042,193.88,202.32
1426.5,3.4958,28.042,192.88,203.32
1436.4,2.4958,26.042,192.88,203.32
1446.3,1.4958,27.042,189.88,202.32
1456.2,-0.50422,26.042,189.88,202.32
1466.1,-1.5042,25.042,187.88,201.32
1476.0,-2.5042,25.042,187.88,201.32
1485.8,-2.5042,24.042,185.88,199.32
1495.7,-4.5042,23.042,185.88,199.32
1505.6,-3.5042,22.042,184.88,199.32
1515.5,-5.5042,21.042,184.88,199.32
1525.4,-4.5042,21.042,183.88,199.32
1535.3,-7.5042,19.042,183.88,199.32
1545.2,-9.5042,18.042,182.88,196.32
1555.0,-10.504,18.042,182.88,196.32
1564.9,-13.504,16.042,180.88,196.32
1574.8,-14.504,15.042,180.88,196.32
1584.7,-16.504,13.042,177.88,195.32
1594.6,-16.504,11.042,177.88,195.32
1604.5,-19.504,12.042,177.88,195.32
1614.4,-22.504,10.042,178.88,196.32
1624.2,-23.504,9.0422,177.88,196.32
1634.1,-22.504,10.042,177.88,195.32
1644.0,-19.504,12.042,174.88,195.32
1653.9,-13.504,15.042,172.88,195.32
1663.8,-11.504,17.042,173.88,195.32
1673.7,-9.5042,23.042,174.88,194.32
1683.6,-3.5042,25.042,173.88,195.32
1693.4,1.4958,30.042,171.88,195.32
1703.3,4.4958,30.042,170.88,195.32
1713.2,6.4958,35.042,168.88,195.32
1723.1,9.4958,34.042,171.88,195.32
1733.0,9.4958,35.042,174.88,195.32
1742.9,10.496,34.042,175.88,196.32
1752.8,9.4958,33.042,178.88,195.32
1762.6,11.496,32.042,183.88,196.32
1772.5,9.4958,32.042,187.88,196.32
1782.4,8.4958,31.042,190.88,196.32
1792.3,7.4958,31.042,192.88,196.32
