t,carotid_880nm,carotid_660nm,brachial_880nm,brachial_660nm
2.5,-153.39,-3.3155,-28.028,-6.7615
12.3,-158.39,-4.3155,-30.028,-8.7615
22.2,-159.39,-4.3155,-29.028,-8.7615
32.1,-162.39,-5.3155,-29.028,-6.7615
42.0,-166.39,-6.3155,-29.028,-8.7615
51.9,-169.39,-5.3155,-28.028,-8.7615
61.8,-172.39,-7.3155,-31.028,-7.7615
71.7,-175.39,-7.3155,-31.028,-7.7615
81.5,-178.39,-6.3155,-32.028,-9.7615
91.4,-181.39,-8.3155,-31.028,-8.7615
101.3,-186.39,-7.3155,-32.028,-9.7615
111.2,-190.39,-9.3155,-33.028,-12.761
121.1,-196.39,-10.315,-36.028,-10.761
131.0,-202.39,-11.315,-35.028,-8.7615
140.9,-207.39,-10.315,-35.028,-10.761
150.7,-215.39,-12.315,-35.028,-9.7615
160.6,-224.39,-13.315,-38.028,-10.761
170.5,-228.39,-14.315,-38.028,-9.7615
180.4,-228.39,-12.315,-37.028,-8.7615
190.3,-223.39,-9.3155,-38.028,-9.7615
200.2,-212.39,-8.3155,-35.028,-6.7615
210.1,-197.39,-7.3155,-35.028,-6.7615
219.9,-176.39,-3.3155,-35.028,-8.7615
229.8,-154.39,0.68451,-26.028,-5.7615
239.7,-131.39,3.6845,-17.028,-4.7615
249.6,-111.39,9.6845,-5.0277,-1.7615
259.5,-91.385,12.685,3.9723,1.2385
269.4,-74.385,14.685,13.972,3.2385
279.3,-61.385,19.685,19.972,4.2385
289.1,-49.385,21.685,23.972,4.2385
299.0,-41.385,22.685,25.972,5.2385
308.9,-34.385,23.685,23.972,5.2385
318.8,-30.385,25.685,24.972,5.2385
328.7,-27.385,24.685,20.972,3.2385
338.6,-23.385,25.685,21.972,2.2385
348.5,-21.385,27.685,16.972,0.23852
358.3,-18.385,28.685,16.972,-1.7615
368.2,-18.385,28.685,11.972,0.23852
378.1,-15.385,29.685,9.9723,-1.7615
388.0,-15.385,29.685,9.9723,-2.7615
397.9,-23.385,26.685,4.9723,-3.7615
407.8,-23.385,26.685,1.9723,-4.7615
417.7,-26.385,27.685,-3.0277,-5.7615
427.5,-26.385,27.685,-5.0277,-5.7615
437.4,-27.385,27.685,-7.0277,-5.7615
447.3,-27.385,27.685,-10.028,-7.7615
457.2,-23.385,29.685,-13.028,-7.7615
467.1,-23.385,29.685,-14.028,-9.7615
477.0,-19.385,29.685,-17.028,-8.7615
486.9,-19.385,29.685,-15.028,-9.7615
496.7,-14.385,30.685,-16.028,-7.7615
506.6,-14.385,30.685,-15.028,-6.7615
516.5,-12.385,31.685,-13.028,-7.7615
526.4,-9.385,31.685,-12.028,-7.7615
536.3,-8.385,31.685,-9.0277,-6.7615
546.2,-10.385,31.685,-8.0277,-7.7615
556.1,-11.385,30.685,-10.028,-7.7615
565.9,-11.385,29.685,-9.0277,-8.7615
575.8,-13.385,29.685,-8.0277,-6.7615
585.7,-13.385,30.685,-10.028,-8.7615
595.6,-15.385,28.685,-13.028,-9.7615
605.5,-18.385,27.685,-14.028,-9.7615
615.4,-22.385,26.685,-13.028,-11.761
625.3,-25.385,27.685,-13.028,-11.761
635.1,-27.385,26.685,-13.028,-11.761
645.0,-29.385,26.685,-17.028,-10.761
654.9,-31.385,25.685,-17.028,-10.761
664.8,-34.385,25.685,-19.028,-11.761
674.7,-37.385,24.685,-19.028,-11.761
684.6,-40.385,22.685,-18.028,-9.7615
694.5,-43.385,22.685,-18.028,-9.7615
704.3,-42.385,23.685,-19.028,-12.761
714.2,-46.385,22.685,-19.028,-12.761
724.1,-47.385,22.685,-23.028,-11.761
734.0,-51.385,21.685,-23.028,-11.761
743.9,-52.385,20.685,-23.028,-10.761
753.8,-55.385,21.685,-23.028,-10.761
763.7,-57.385,20.685,-27.028,-10.761
773.5,-58.385,21.685,-27.028,-10.761
