t,lead_I,lead_II,v3,v4
1.9,-1441,-2813,117252,112640
3.9,-1039,-2339,117782,113180
5.9,-1416,-1943,117658,112990
7.9,-1979,-1998,117353,112598
9.9,-2143,-2769,117339,112556
11.9,-2347,-3680,117241,112487
13.9,-2999,-3907,117042,112340
15.9,-3390,-3497,117201,112558
17.9,-2819,-3113,117533,112932
19.9,-1913,-2997,117566,112970
21.9,-1462,-2896,117403,112778
23.9,-1113,-2751,117242,112555
25.9,-669,-2851,117031,112275
27.9,-943,-3256,116933,112185
29.9,-2038,-3519,117110,112470
31.9,-2798,-3335,117315,112778
33.9,-2756,-3081,117385,112869
35.9,-2503,-3127,117468,112942
37.9,-2151,-3150,117512,112995
39.9,-1501,-2901,117346,112824
41.9,-1032,-2811,117138,112577
43.9,-1062,-3022,117111,112504
45.9,-1100,-2976,117170,112537
47.9,-1089,-2643,117166,112539
49.9,-1678,-2763,117130,112528
51.9,-2669,-3384,117124,112527
53.9,-3039,-3717,117168,112556
55.9,-2728,-3623,117241,112661
57.9,-2468,-3605,117220,112710
59.9,-2081,-3472,116995,112495
61.9,-1231,-2809,116766,112191
63.9,-1016,-2280,116884,112252
65.9,-2147,-2600,117239,112623
67.9,-3016,-3077,117308,112728
69.9,-2429,-2979,117032,112466
71.9,-1870,-2897,116872,112317
73.9,-2447,-3238,116910,112364
75.9,-2942,-3371,116899,112331
77.9,-2756,-3260,117005,112401
79.9,-2774,-3515,117384,112790
81.9,-2713,-3740,117591,113059
83.9,-1762,-3299,117341,112854
85.9,-966,-2896,116977,112471
87.9,-1399,-3241,116781,112225
89.9,-2135,-3678,116751,112183
91.9,-2424,-3606,116920,112395
93.9,-2763,-3310,117142,112650
95.9,-2923,-2908,117171,112638
97.9,-2246,-2384,117138,112536
99.9,-1512,-2270,117190,112583
101.9,-1644,-2772,117104,112543
103.9,-2011,-3234,116875,112332
105.9,-1924,-3319,116813,112271
107.9,-1842,-3380,116912,112405
109.9,-2115,-3481,117013,112557
111.9,-2362,-3327,117161,112732
113.93,-2366,-2927,117180,112751
115.95,-2340,-2536,116833,112369
117.98,-2404,-2363,116495,111970
120.0,-2301,-2492,116619,112066
122.0,-1707,-2699,116958,112439
124.0,-939,-2688,117122,112643
126.0,-764,-2592,117138,112667
128.0,-1180,-2635,117142,112674
130.0,-1563,-2687,117240,112790
132.0,-1966,-2764,117444,112992
134.0,-2591,-3110,117443,112944
136.0,-2787,-3405,117150,112577
138.0,-2432,-3095,117127,112499
140.0,-2564,-2532,117541,112897
142.0,-3142,-2447,117643,113020
144.0,-2814,-2673,117137,112564
146.0,-1718,-2630,116739,112226
148.0,-1422,-2363,116870,112391
150.0,-2039,-2172,117130,112645
152.0,-2337,-2026,117212,112707
154.0,-2055,-1917,117225,112715
156.0,-1823,-1976,117250,112761
158.0,-1731,-2073,117234,112784
160.0,-1524,-1978,117161,112740
162.0,-1332,-1766,117103,112673
164.0,-1401,-1660,117113,112673
166.0,-1629,-1732,117075,112680
168.0,-1752,-1942,116898,112589
170.0,-1727,-2168,116829,112576
172.0,-1689,-2192,117029,112774
174.0,-1625,-1953,117172,112880
176.0,-1469,-1682,117039,112723
178.0,-1326,-1644,116887,112598
180.0,-1202,-1882,116782,112535
182.0,-947,-2203,116522,112262
184.0,-784,-2372,116302,112018
186.0,-1148,-2451,116399,112163
188.0,-1843,-2838,116469,112277
190.0,-2297,-3593,116165,111902
192.0,-2478,-4088,115837,111484
194.0,-2630,-3924,115877,111574
196.0,-2590,-3590,116067,111886
198.0,-2206,-3514,116065,111915
200.0,-1862,-3344,115931,111722
202.0,-1931,-2907,115893,111645
204.0,-2240,-2771,115970,111714
206.0,-2407,-3164,115950,111667
208.0,-2359,-3517,115707,111395
210.0,-2343,-3546,115438,111149
212.0,-2490,-3646,115411,111175
214.0,-2508,-3974,115548,111326
216.0,-2107,-4132,115567,111313
218.0,-1633,-3890,115514,111209
220.0,-1608,-3523,115691,111340
222.0,-1788,-3374,115988,111632
224.0,-1636,-3414,115929,111622
226.0,-1455,-3406,115570,111304
228.0,-1824,-3357,115533,111238
230.0,-2375,-3496,115858,111514
232.0,-2439,-3774,115933,111592
234.0,-2290,-3872,115675,111364
236.0,-2504,-3786,115537,111227
238.0,-2830,-3806,115539,111210
240.0,-2706,-3904,115495,111145
242.0,-2164,-3836,115499,111111
244.0,-1683,-3793,115431,110970
246.0,-1676,-4137,115072,110501
248.0,-2077,-4570,114809,110102
250.0,-2296,-4503,114945,110128
252.0,-2114,-4195,115050,110194
254.0,-2098,-4422,114970,110131
