t,carotid_880nm,carotid_660nm,brachial_880nm,brachial_660nm
2.5,147.14,8.6709,-97.756,-30.023
12.4,148.14,9.6709,-99.756,-29.023
22.3,146.14,8.6709,-99.756,-30.023
32.2,145.14,8.6709,-100.76,-30.023
42.1,142.14,8.6709,-99.756,-30.023
51.9,140.14,5.6709,-101.76,-30.023
61.8,136.14,6.6709,-101.76,-31.023
71.7,133.14,4.6709,-103.76,-31.023
81.6,132.14,4.6709,-103.76,-31.023
91.5,127.14,3.6709,-107.76,-32.023
101.4,125.14,2.6709,-108.76,-32.023
111.3,122.14,2.6709,-109.76,-33.023
121.1,120.14,0.67086,-111.76,-34.023
131.0,117.14,-0.32914,-112.76,-32.023
140.9,115.14,-0.32914,-113.76,-33.023
150.8,112.14,-0.32914,-116.76,-33.023
160.7,110.14,-0.32914,-117.76,-34.023
170.6,106.14,-2.3291,-115.76,-34.023
180.5,104.14,-2.3291,-118.76,-34.023
190.3,100.14,-3.3291,-118.76,-34.023
200.2,98.135,-4.3291,-121.76,-35.023
210.1,94.135,-5.3291,-122.76,-35.023
220.0,89.135,-6.3291,-126.76,-35.023
229.9,84.135,-9.3291,-126.76,-38.023
239.8,84.135,-8.3291,-129.76,-37.023
249.7,80.135,-10.329,-129.76,-37.023
259.5,79.135,-10.329,-131.76,-38.023
269.4,72.135,-12.329,-133.76,-39.023
279.3,68.135,-13.329,-132.76,-39.023
289.2,64.135,-14.329,-134.76,-40.023
299.1,57.135,-17.329,-137.76,-40.023
309.0,56.135,-18.329,-139.76,-40.023
318.9,50.135,-19.329,-139.76,-41.023
328.7,47.135,-19.329,-143.76,-42.023
338.6,51.135,-17.329,-141.76,-42.023
348.5,62.135,-12.329,-141.76,-40.023
358.4,72.135,-11.329,-140.76,-41.023
368.3,80.135,-8.3291,-135.76,-40.023
378.2,93.135,-6.3291,-135.76,-40.023
388.1,93.135,-6.3291,-125.76,-38.023
397.9,114.14,-0.32914,-125.76,-38.023
407.8,114.14,-0.32914,-110.76,-36.023
417.7,129.14,2.6709,-110.76,-36.023
427.6,129.14,2.6709,-100.76,-33.023
437.5,134.14,2.6709,-100.76,-33.023
447.4,134.14,2.6709,-96.756,-33.023
457.3,132.14,2.6709,-96.756,-33.023
467.1,132.14,2.6709,-95.756,-32.023
477.0,129.14,-0.32914,-95.756,-32.023
486.9,129.14,-0.32914,-96.756,-31.023
496.8,124.14,-1.3291,-96.756,-31.023
506.7,124.14,-1.3291,-96.756,-31.023
516.6,119.14,-2.3291,-96.756,-31.023
526.5,119.14,-2.3291,-97.756,-32.023
536.3,120.14,-3.3291,-97.756,-32.023
546.2,121.14,-1.3291,-97.756,-32.023
556.1,121.14,-3.3291,-97.756,-32.023
566.0,124.14,-1.3291,-99.756,-31.023
575.9,126.14,-0.32914,-99.756,-31.023
585.8,126.14,-1.3291,-100.76,-32.023
595.7,125.14,-1.3291,-100.76,-32.023
605.5,127.14,-1.3291,-100.76,-31.023
615.4,124.14,-2.3291,-102.76,-33.023
625.3,125.14,-3.3291,-101.76,-33.023
635.2,122.14,-2.3291,-105.76,-34.023
645.1,121.14,-2.3291,-103.76,-35.023
655.0,119.14,-3.3291,-106.76,-34.023
664.9,117.14,-4.3291,-108.76,-35.023
674.7,114.14,-5.3291,-108.76,-35.023
684.6,112.14,-5.3291,-109.76,-35.023
694.5,109.14,-6.3291,-108.76,-34.023
704.4,106.14,-9.3291,-109.76,-35.023
714.3,105.14,-9.3291,-109.76,-35.023
724.2,99.135,-11.329,-110.76,-34.023
734.1,96.135,-11.329,-111.76,-35.023
743.9,95.135,-14.329,-112.76,-36.023
753.8,91.135,-12.329,-114.76,-36.023
763.7,89.135,-14.329,-116.76,-37.023
773.6,86.135,-14.329,-118.76,-37.023
783.5,86.135,-15.329,-119.76,-37.023
793.4,82.135,-14.329,-121.76,-39.023
803.3,79.135,-16.329,-123.76,-39.023
813.1,76.135,-16.329,-124.76,-39.023
823.0,71.135,-18.329,-125.76,-40.023
832.9,71.135,-18.329,-126.76,-40.023
842.8,67.135,-19.329,-127.76,-39.023
852.7,65.135,-21.329,-127.76,-40.023
862.6,60.135,-23.329,-128.76,-40.023
872.5,58.135,-23.329,-131.76,-40.023
882.3,54.135,-24.329,-131.76,-39.023
892.2,50.135,-24.329,-134.76,-41.023
902.1,47.135,-26.329,-135.76,-41.023
912.0,45.135,-27.329,-138.76,-43.023
921.9,42.135,-27.329,-139.76,-44.023
931.8,39.135,-29.329,-141.76,-43.023
941.7,35.135,-29.329,-140.76,-44.023
951.5,30.135,-30.329,-141.76,-44.023
961.4,26.135,-32.329,-144.76,-44.023
971.3,21.135,-34.329,-143.76,-44.023
981.2,18.135,-35.329,-144.76,-44.023
991.1,14.135,-36.329,-145.76,-43.023
1001.0,15.135,-35.329,-147.76,-44.023
1010.9,19.135,-31.329,-149.76,-45.023
1020.7,29.135,-29.329,-148.76,-45.023
1030.6,38.135,-26.329,-147.76,-46.023
1040.5,51.135,-23.329,-145.76,-45.023
1050.4,64.135,-21.329,-139.76,-44.023
1060.3,75.135,-17.329,-131.76,-43.023
1070.2,85.135,-13.329,-124.76,-42.023
1080.1,94.135,-10.329,-116.76,-38.023
1089.9,102.14,-10.329,-111.76,-38.023
1099.8,106.14,-7.3291,-105.76,-37.023
1109.7,108.14,-7.3291,-103.76,-35.023
1119.6,108.14,-7.3291,-99.756,-35.023
1129.5,106.14,-9.3291,-98.756,-34.023
1139.4,106.14,-9.3291,-96.756,-34.023
1149.3,102.14,-12.329,-93.756,-33.023
1159.1,102.14,-12.329,-95.756,-33.023
1169.0,99.135,-11.329,-97.756,-34.023
1178.9,99.135,-11.329,-98.756,-35.023
1188.8,97.135,-14.329,-99.756,-35.023
1198.7,97.135,-14.329,-98.756,-35.023
1208.6,97.135,-13.329,-100.76,-35.023
1218.5,97.135,-13.329,-98.756,-33.023
1228.3,99.135,-12.329,-101.76,-34.023
1238.2,99.135,-12.329,-102.76,-34.023
1248.1,102.14,-11.329,-100.76,-33.023
1258.0,102.14,-11.329,-99.756,-33.023
1267.9,99.135,-12.329,-101.76,-33.023
1277.8,99.135,-13.329,-100.76,-36.023
1287.7,96.135,-13.329,-103.76,-34.023
1297.5,96.135,-14.329,-104.76,-35.023
1307.4,94.135,-15.329,-104.76,-36.023
1317.3,92.135,-15.329,-107.76,-37.023
1327.2,92.135,-16.329,-107.76,-36.023
1337.1,90.135,-17.329,-106.76,-37.023
1347.0,85.135,-18.329,-107.76,-37.023
1356.9,82.135,-18.329,-107.76,-37.023
1366.7,80.135,-19.329,-107.76,-37.023
1376.6,79.135,-18.329,-107.76,-37.023
1386.5,75.135,-20.329,-107.76,-37.023
1396.4,72.135,-22.329,-109.76,-37.023
1406.3,66.135,-23.329,-109.76,-37.023
1416.2,64.135,-24.329,-114.76,-37.023
1426.1,61.135,-26.329,-114.76,-37.023
1435.9,58.135,-27.329,-118.76,-39.023
1445.8,55.135,-28.329,-118.76,-39.023
1455.7,52.135,-29.329,-121.76,-40.023
1465.6,50.135,-29.329,-121.76,-40.023
1475.5,46.135,-30.329,-124.76,-40.023
1485.4,42.135,-30.329,-124.76,-40.023
1495.3,39.135,-31.329,-123.76,-40.023
1505.1,36.135,-33.329,-123.76,-40.023
1515.0,33.135,-33.329,-125.76,-40.023
1524.9,32.135,-34.329,-125.76,-40.023
1534.8,25.135,-35.329,-127.76,-42.023
1544.7,24.135,-36.329,-127.76,-42.023
1554.6,19.135,-38.329,-132.76,-43.023
1564.5,18.135,-38.329,-132.76,-43.023
1574.3,15.135,-39.329,-134.76,-44.023
1584.2,13.135,-40.329,-134.76,-44.023
1594.1,9.1352,-41.329,-137.76,-45.023
1604.0,7.1352,-41.329,-137.76,-45.023
1613.9,1.1352,-44.329,-139.76,-44.023
1623.8,-3.8648,-45.329,-139.76,-44.023
1633.7,-7.8648,-47.329,-139.76,-45.023
1643.5,-11.865,-49.329,-141.76,-46.023
1653.4,-15.865,-50.329,-143.76,-46.023
1663.3,-18.865,-49.329,-144.76,-47.023
1673.2,-19.865,-49.329,-147.76,-48.023
1683.1,-14.865,-46.329,-148.76,-47.023
1693.0,-4.8648,-42.329,-146.76,-46.023
1702.9,6.1352,-39.329,-146.76,-47.023
1712.7,19.135,-36.329,-143.76,-47.023
1722.6,31.135,-31.329,-137.76,-45.023
1732.5,46.135,-29.329,-129.76,-45.023
1742.4,57.135,-26.329,-122.76,-42.023
1752.3,65.135,-24.329,-114.76,-41.023
1762.2,74.135,-20.329,-108.76,-39.023
1772.1,77.135,-21.329,-102.76,-37.023
1781.9,78.135,-21.329,-99.756,-36.023
1791.8,79.135,-20.329,-97.756,-36.023
1801.7,79.135,-22.329,-94.756,-35.023
1811.6,77.135,-23.329,-92.756,-35.023
1821.5,78.135,-23.329,-92.756,-36.023
1831.4,77.135,-23.329,-94.756,-37.023
1841.3,75.135,-24.329,-92.756,-36.023
1851.1,74.135,-24.329,-94.756,-37.023
1861.0,70.135,-25.329,-94.756,-37.023
1870.9,70.135,-25.329,-95.756,-37.023
1880.8,72.135,-24.329,-94.756,-35.023
1890.7,72.135,-24.329,-96.756,-36.023
1900.6,78.135,-23.329,-94.756,-35.023
1910.5,78.135,-23.329,-96.756,-35.023
1920.3,77.135,-23.329,-96.756,-34.023
1930.2,77.135,-23.329,-97.756,-35.023
1940.1,77.135,-23.329,-97.756,-35.023
1950.0,77.135,-23.329,-99.756,-36.023
1959.9,74.135,-24.329,-101.76,-37.023
1969.8,74.135,-24.329,-100.76,-39.023
1979.7,73.135,-23.329,-102.76,-40.023
1989.5,73.135,-23.329,-104.76,-39.023
1999.4,71.135,-25.329,-102.76,-40.023
2009.3,69.135,-27.329,-104.76,-40.023
2019.2,65.135,-27.329,-104.76,-39.023
2029.1,64.135,-28.329,-104.76,-38.023
2039.0,62.135,-28.329,-103.76,-38.023
2048.8,60.135,-30.329,-102.76,-38.023
2058.7,56.135,-29.329,-105.76,-39.023
2068.6,54.135,-30.329,-105.76,-38.023
2078.5,49.135,-32.329,-108.76,-41.023
2088.4,46.135,-32.329,-108.76,-40.023
2098.3,43.135,-34.329,-111.76,-41.023
2108.2,40.135,-33.329,-114.76,-42.023
2118.1,38.135,-34.329,-116.76,-43.023
2127.9,38.135,-34.329,-119.76,-43.023
2137.8,33.135,-36.329,-120.76,-44.023
2147.7,31.135,-36.329,-120.76,-44.023
2157.6,30.135,-36.329,-121.76,-44.023
2167.5,26.135,-37.329,-123.76,-45.023
2177.4,26.135,-39.329,-122.76,-44.023
2187.2,20.135,-39.329,-123.76,-44.023
2197.1,18.135,-39.329,-123.76,-44.023
2207.0,15.135,-40.329,-125.76,-45.023
2216.9,14.135,-42.329,-127.76,-46.023
2226.8,9.1352,-42.329,-130.76,-47.023
2236.7,8.1352,-42.329,-132.76,-48.023
2246.6,5.1352,-43.329,-133.76,-47.023
2256.4,4.1352,-44.329,-135.76,-49.023
2266.3,3.1352,-44.329,-134.76,-48.023
2276.2,-1.8648,-46.329,-139.76,-49.023
2286.1,-6.8648,-46.329,-138.76,-49.023
2296.0,-6.8648,-47.329,-140.76,-49.023
2305.9,-9.8648,-49.329,-140.76,-49.023
2315.8,-13.865,-49.329,-140.76,-50.023
2325.6,-17.865,-50.329,-144.76,-50.023
2335.5,-18.865,-50.329,-144.76,-51.023
2345.4,-18.865,-49.329,-146.76,-51.023
2355.3,-11.865,-45.329,-145.76,-51.023
2365.2,-3.8648,-43.329,-143.76,-49.023
2375.1,8.1352,-39.329,-144.76,-49.023
