t,az
3.90,6276
5.88,6260
7.85,6248
9.83,6248
11.80,6238
13.70,6260
15.70,6260
17.70,6294
19.70,6308
21.70,6320
23.60,6320
25.58,6392
27.55,6392
29.53,6428
31.50,6428
33.50,6422
35.48,6422
37.45,6472
39.43,6476
41.40,6482
43.40,6488
45.38,6484
47.35,6502
49.33,6528
51.30,6520
53.30,6502
55.28,6506
57.25,6504
59.23,6496
61.20,6478
63.20,6474
65.18,6500
67.15,6502
69.13,6506
71.10,6492
73.10,6492
75.08,6500
77.05,6494
79.03,6472
81.00,6466
82.90,6468
84.90,6460
86.90,6444
88.90,6430
90.90,6396
92.80,6358
94.78,6320
96.75,6282
98.73,6256
100.70,6218
102.70,6190
104.68,6188
106.65,6148
108.63,6116
110.60,6114
112.60,6098
114.58,6090
116.55,6092
118.53,6084
120.50,6108
122.50,6112
124.48,6120
126.45,6152
128.43,6212
130.40,6268
132.40,6286
134.38,6340
136.35,6376
138.33,6416
140.30,6458
142.30,6482
144.28,6494
146.25,6470
148.23,6454
150.20,6430
152.10,6378
154.10,6340
156.10,6274
158.10,6234
160.10,6204
162.00,6194
163.98,6182
165.95,6194
167.93,6202
169.90,6216
171.90,6250
173.88,6292
175.85,6354
177.83,6396
179.80,6432
181.80,6496
183.78,6574
185.75,6626
187.73,6642
189.70,6628
191.70,6620
193.68,6574
195.65,6476
197.63,6366
199.60,6240
201.60,6156
203.58,6068
205.55,6002
207.53,5920
209.50,5860
211.50,5858
213.48,5848
215.45,5910
217.43,5952
219.40,6024
221.30,6098
223.30,6150
225.30,6194
227.30,6244
229.30,6268
231.20,6310
233.18,6328
235.15,6362
237.13,6396
239.10,6432
241.10,6468
243.08,6496
245.05,6564
247.03,6606
249.00,6636
251.00,6680
252.98,6724
254.95,6764
256.93,6834
258.90,6844
260.90,6866
262.88,6866
264.85,6878
266.83,6872
268.80,6868
270.80,6864
272.78,6862
274.75,6830
276.73,6794
278.70,6762
280.70,6740
282.68,6718
284.65,6662
286.63,6604
288.60,6572
290.50,6542
292.50,6516
294.50,6482
296.50,6450
298.50,6404
300.40,6370
302.38,6340
304.35,6308
306.33,6272
308.30,6238
310.30,6196
312.28,6166
314.25,6154
316.23,6154
318.20,6138
320.20,6134
322.18,6098
324.15,6098
326.13,6076
328.10,6076
330.10,6106
332.08,6106
334.05,6114
336.03,6114
338.00,6152
340.00,6152
341.98,6204
343.95,6214
345.93,6236
347.90,6286
349.90,6278
351.88,6282
353.85,6296
355.83,6310
357.80,6304
359.70,6298
361.70,6280
363.70,6286
365.70,6308
367.70,6322
369.60,6334
371.58,6346
373.55,6344
375.53,6360
377.50,6378
379.50,6370
381.48,6380
383.45,6380
385.43,6376
387.40,6374
389.40,6368
391.38,6370
393.35,6386
395.33,6410
397.30,6402
399.30,6410
401.28,6396
403.25,6398
405.23,6436
407.20,6484
409.20,6516
411.18,6536
413.15,6532
415.13,6548
417.10,6566
419.10,6570
421.08,6558
423.05,6556
425.03,6532
427.00,6526
428.90,6500
430.90,6460
432.90,6434
434.90,6438
436.90,6442
438.80,6418
440.78,6408
442.75,6392
444.73,6398
446.70,6398
448.70,6400
450.68,6390
452.65,6372
454.63,6374
456.60,6342
458.60,6306
460.58,6254
462.55,6220
464.53,6198
466.50,6170
468.50,6138
470.48,6108
472.45,6088
474.43,6088
476.40,6070
478.40,6072
480.38,6062
482.35,6022
484.33,6002
486.30,5998
488.30,5994
490.28,5972
492.25,5992
494.23,6006
496.20,6026
498.10,6030
500.10,6062
502.10,6094
504.10,6094
506.10,6114
508.00,6128
509.98,6138
511.95,6148
513.93,6148
515.90,6150
517.90,6166
519.88,6176
521.85,6180
523.83,6200
525.80,6222
527.80,6236
529.78,6240
531.75,6256
533.73,6276
535.70,6306
537.70,6302
539.68,6286
541.65,6274
543.63,6262
545.60,6256
547.60,6240
549.58,6216
551.55,6202
553.53,6198
555.50,6210
557.50,6210
559.48,6224
561.45,6218
563.43,6214
565.40,6210
567.30,6204
569.30,6210
571.30,6228
573.30,6214
575.30,6182
577.20,6180
579.18,6176
581.15,6174
583.13,6166
585.10,6164
587.10,6176
589.08,6190
591.05,6202
593.03,6204
595.00,6180
597.00,6174
598.98,6156
600.95,6136
602.93,6124
604.90,6114
606.90,6080
608.88,6070
610.85,6090
612.83,6094
614.80,6070
616.80,6070
618.78,6068
620.75,6044
622.73,6038
624.70,6038
626.70,6008
628.68,6008
630.65,6002
632.63,6002
634.60,6030
636.50,6030
638.50,6072
640.50,6086
642.50,6096
644.50,6098
646.40,6126
648.38,6140
650.35,6166
652.33,6184
654.30,6170
656.30,6176
658.28,6202
660.25,6214
662.23,6216
664.20,6182
666.20,6148
668.18,6140
670.15,6126
672.13,6120
674.10,6112
676.10,6086
678.08,6072
680.05,6064
682.03,6058
684.00,6016
686.00,5992
687.98,5998
689.95,5982
691.93,5960
693.90,5954
695.90,5956
697.88,5960
699.85,5960
701.83,5974
703.80,5994
705.70,6000
707.70,6034
709.70,6070
711.70,6096
713.70,6136
715.60,6162
717.58,6178
719.55,6182
721.53,6204
723.50,6226
725.50,6238
727.48,6226
729.45,6216
731.43,6198
733.40,6148
735.40,6108
737.38,6044
739.35,5996
741.33,5972
743.30,5970
745.30,5966
747.28,5964
