t,carotid_880nm,carotid_660nm,brachial_880nm,brachial_660nm
3.0,209.29,48.544,-31.121,-33.827
12.9,204.29,47.544,-33.121,-35.827
22.8,204.29,47.544,-33.121,-39.827
32.7,202.29,47.544,-35.121,-40.827
42.6,202.29,47.544,-35.121,-42.827
52.5,196.29,46.544,-38.121,-43.827
62.4,196.29,46.544,-38.121,-44.827
72.2,191.29,43.544,-41.121,-44.827
82.1,191.29,43.544,-42.121,-44.827
92.0,183.29,43.544,-43.121,-44.827
101.9,183.29,43.544,-45.121,-43.827
111.8,179.29,42.544,-45.121,-41.827
121.7,177.29,41.544,-47.121,-39.827
131.6,173.29,41.544,-49.121,-38.827
141.4,169.29,39.544,-53.121,-36.827
151.3,166.29,40.544,-52.121,-35.827
161.2,164.29,39.544,-53.121,-33.827
171.1,166.29,41.544,-56.121,-34.827
181.0,173.29,43.544,-56.121,-30.827
190.9,181.29,47.544,-57.121,-29.827
200.8,186.29,47.544,-58.121,-27.827
210.6,184.29,47.544,-58.121,-26.827
220.5,183.29,46.544,-56.121,-25.827
230.4,181.29,46.544,-55.121,-22.827
240.3,183.29,45.544,-50.121,-20.827
250.2,190.29,46.544,-46.121,-18.827
260.1,197.29,48.544,-41.121,-15.827
270.0,202.29,48.544,-36.121,-14.827
279.8,204.29,48.544,-32.121,-11.827
289.7,203.29,48.544,-26.121,-9.8274
299.6,201.29,47.544,-21.121,-7.8274
309.5,202.29,47.544,-20.121,-5.8274
319.4,204.29,47.544,-17.121,-5.8274
329.3,206.29,48.544,-17.121,-3.8274
339.2,210.29,49.544,-14.121,-3.8274
349.0,212.29,49.544,-16.121,-3.8274
358.9,213.29,48.544,-16.121,-3.8274
368.8,213.29,49.544,-15.121,-4.8274
378.7,212.29,50.544,-17.121,-4.8274
388.6,214.29,49.544,-17.121,-5.8274
398.5,219.29,49.544,-18.121,-6.8274
408.4,223.29,51.544,-19.121,-7.8274
418.2,228.29,52.544,-20.121,-9.8274
428.1,232.29,53.544,-21.121,-7.8274
438.0,234.29,54.544,-23.121,-9.8274
447.9,238.29,55.544,-25.121,-10.827
457.8,240.29,55.544,-25.121,-10.827
467.7,242.29,56.544,-25.121,-10.827
477.6,245.29,58.544,-26.121,-11.827
487.4,248.29,57.544,-28.121,-11.827
497.3,251.29,56.544,-28.121,-11.827
507.2,254.29,58.544,-27.121,-12.827
517.1,255.29,59.544,-29.121,-13.827
527.0,257.29,60.544,-29.121,-14.827
536.9,261.29,59.544,-31.121,-14.827
546.8,265.29,60.544,-32.121,-15.827
556.6,267.29,62.544,-33.121,-15.827
566.5,270.29,61.544,-31.121,-18.827
576.4,272.29,63.544,-32.121,-18.827
586.3,276.29,64.544,-32.121,-18.827
596.2,279.29,65.544,-32.121,-21.827
606.1,281.29,65.544,-32.121,-21.827
616.0,282.29,65.544,-33.121,-26.827
625.8,284.29,65.544,-33.121,-26.827
635.7,284.29,66.544,-35.121,-28.827
645.6,286.29,67.544,-35.121,-28.827
655.5,288.29,67.544,-37.121,-29.827
665.4,284.29,66.544,-37.121,-29.827
675.3,285.29,66.544,-41.121,-29.827
685.2,283.29,66.544,-41.121,-29.827
695.0,280.29,65.544,-43.121,-26.827
704.9,280.29,65.544,-43.121,-26.827
714.8,277.29,64.544,-46.121,-25.827
724.7,274.29,64.544,-46.121,-25.827
734.6,270.29,65.544,-48.121,-20.827
744.5,266.29,64.544,-48.121,-20.827
754.4,265.29,64.544,-51.121,-18.827
764.2,265.29,65.544,-51.121,-18.827
774.1,265.29,65.544,-53.121,-17.827
784.0,267.29,66.544,-54.121,-14.827
793.9,267.29,66.544,-56.121,-13.827
803.8,279.29,69.544,-56.121,-12.827
813.7,279.29,69.544,-57.121,-10.827
823.6,298.29,74.544,-57.121,-9.8274
833.4,298.29,74.544,-54.121,-7.8274
843.3,316.29,78.544,-52.121,-5.8274
853.2,316.29,78.544,-48.121,-3.8274
863.1,331.29,80.544,-45.121,-2.8274
873.0,331.29,80.544,-40.121,0.17262
882.9,342.29,84.544,-34.121,2.1726
892.7,342.29,84.544,-30.121,3.1726
902.6,353.29,86.544,-24.121,5.1726
912.5,353.29,86.544,-21.121,6.1726
922.4,362.29,87.544,-18.121,8.1726
932.3,362.29,87.544,-17.121,9.1726
942.2,364.29,88.544,-14.121,9.1726
952.1,366.29,88.544,-15.121,8.1726
962.0,367.29,87.544,-14.121,9.1726
971.8,370.29,87.544,-15.121,7.1726
981.7,372.29,90.544,-16.121,6.1726
991.6,370.29,87.544,-16.121,6.1726
1001.5,371.29,88.544,-15.121,4.1726
