t,pcg
0.0,-20
1.0,-15
2.0,-40
3.0,3
4.0,-66
5.0,-333
6.0,-223
7.0,172
8.0,475
9.0,752
10.0,950
11.0,1014
12.0,953
13.0,783
14.0,528
15.0,219
16.0,-98
17.0,-379
18.0,-587
19.0,-694
20.0,-700
21.0,-625
22.0,-496
23.0,-337
24.0,-159
25.0,17
26.0,163
27.0,280
28.0,360
29.0,388
30.0,378
31.0,348
32.0,300
33.0,246
34.0,195
35.0,150
36.0,119
37.0,102
38.0,97
39.0,108
40.0,127
41.0,141
42.0,160
43.0,182
44.0,184
45.0,167
46.0,144
47.0,115
48.0,75
49.0,33
50.0,4
51.0,-12
52.0,-22
53.0,-25
54.0,-22
55.0,-19
56.0,-17
57.0,-19
58.0,-33
59.0,-51
60.0,-76
61.0,-108
62.0,-132
63.0,-150
64.0,-168
65.0,-187
66.0,-196
67.0,-194
68.0,-188
69.0,-171
70.0,-141
71.0,-110
72.0,-77
73.0,-43
74.0,-13
75.0,10
76.0,30
77.0,40
78.0,36
79.0,25
80.0,13
81.0,-1
82.0,-16
83.0,-27
84.0,-39
85.0,-56
86.0,-64
87.0,-62
88.0,-63
89.0,-61
90.0,-54
91.0,-47
92.0,-40
93.0,-33
94.0,-27
95.0,-24
96.0,-24
97.0,-24
98.0,-21
99.0,-16
100.0,-12
101.0,-10
102.0,-9
103.0,-6
104.0,-2
105.0,1
106.0,4
107.0,7
108.0,7
109.0,8
110.0,13
111.0,17
112.0,17
113.0,16
114.0,16
115.0,15
116.0,12
117.0,8
118.0,4
119.0,2
120.0,3
121.0,2
122.0,1
123.0,5
124.0,10
125.0,12
126.0,15
127.0,21
128.0,23
129.0,26
130.0,31
131.0,33
132.0,35
133.0,35
134.0,32
135.0,32
136.0,32
137.0,30
138.0,24
139.0,17
140.0,15
141.0,13
142.0,6
143.0,5
144.0,6
145.0,7
146.0,10
147.0,13
148.0,18
149.0,20
150.0,25
151.0,31
152.0,28
153.0,29
154.0,23
155.0,7
156.0,-1
157.0,-3
158.0,-5
159.0,3
160.0,6
161.0,-1
162.0,-2
163.0,-2
164.0,3
165.0,10
166.0,13
167.0,22
168.0,37
169.0,49
170.0,62
171.0,76
172.0,86
173.0,91
174.0,96
175.0,99
176.0,87
177.0,64
178.0,50
179.0,45
180.0,22
181.0,-1
182.0,-7
183.0,-26
184.0,-64
185.0,-118
186.0,-161
187.0,-151
188.0,-122
189.0,-107
190.0,-90
191.0,-68
192.0,-50
193.0,-27
194.0,-6
195.0,0
196.0,-6
197.0,-11
198.0,-19
199.0,-31
200.0,-37
201.0,-35
202.0,-26
203.0,-11
204.0,10
205.0,28
206.0,37
207.0,38
208.0,37
209.0,33
210.0,26
211.0,18
212.0,8
213.0,-4
214.0,-17
215.0,-25
216.0,-27
217.0,-25
218.0,-21
219.0,-19
220.0,-16
221.0,-9
222.0,-5
223.0,-2
224.0,4
225.0,7
226.0,5
227.0,-7
228.0,-26
229.0,-43
230.0,-49
231.0,-51
232.0,-47
233.0,-36
234.0,-15
235.0,10
236.0,34
237.0,56
238.0,71
239.0,73
240.0,70
241.0,65
242.0,58
243.0,50
244.0,44
245.0,35
246.0,26
247.0,20
248.0,12
249.0,1
250.0,-2
251.0,1
252.0,2
253.0,-4
254.0,-13
255.0,-22
256.0,-30
257.0,-33
258.0,-33
259.0,-34
260.0,-28
261.0,-18
262.0,-11
263.0,-6
264.0,1
265.0,4
266.0,5
267.0,5
268.0,4
269.0,2
270.0,1
271.0,2
272.0,1
273.0,0
274.0,0
275.0,1
276.0,0
277.0,-1
278.0,-1
279.0,-2
280.0,-4
281.0,-4
282.0,-5
283.0,-10
284.0,-13
285.0,-13
286.0,-12
287.0,-12
288.0,-13
289.0,-16
290.0,-21
291.0,-23
292.0,-24
293.0,-25
294.0,-24
295.0,-22
296.0,-21
297.0,-18
298.0,-13
299.0,-7
300.0,-3
301.0,2
302.0,4
303.0,2
304.0,2
305.0,3
306.0,3
307.0,2
308.0,-1
309.0,-6
310.0,-7
311.0,-2
312.0,6
313.0,13
314.0,19
315.0,25
316.0,25
317.0,25
318.0,23
319.0,20
320.0,17
321.0,12
322.0,5
323.0,-2
324.0,-5
325.0,-5
326.0,-4
327.0,-3
328.0,-1
329.0,1
330.0,1
331.0,2
332.0,2
333.0,-2
334.0,-5
335.0,-8
336.0,-15
337.0,-19
338.0,-20
339.0,-19
340.0,-18
341.0,-12
342.0,-3
343.0,7
344.0,21
345.0,35
346.0,39
347.0,39
348.0,37
349.0,28
350.0,17
351.0,10
352.0,0
353.0,-14
354.0,-25
355.0,-29
356.0,-31
357.0,-29
358.0,-22
359.0,-19
360.0,-16
361.0,-10
362.0,-5
363.0,-4
364.0,-2
365.0,0
366.0,-1
367.0,1
368.0,4
369.0,6
370.0,7
371.0,10
372.0,14
373.0,16
374.0,17
375.0,18
376.0,14
377.0,6
378.0,0
379.0,-3
380.0,-6
381.0,-6
382.0,-4
383.0,-4
384.0,-8
385.0,-9
386.0,-7
387.0,-5
388.0,-4
389.0,-1
390.0,5
391.0,8
392.0,6
393.0,4
394.0,3
395.0,-1
396.0,-7
397.0,-11
398.0,-13
399.0,-15
400.0,-17
401.0,-18
402.0,-19
403.0,-14
404.0,-12
405.0,-21
406.0,-20
407.0,-12
408.0,-8
409.0,-7
410.0,-5
411.0,-1
412.0,2
413.0,3
414.0,7
415.0,8
416.0,2
417.0,-4
418.0,-2
419.0,1
420.0,1
421.0,3
422.0,6
423.0,4
424.0,0
425.0,1
426.0,2
427.0,2
428.0,5
429.0,12
430.0,18
431.0,22
432.0,23
433.0,22
434.0,18
435.0,17
436.0,15
437.0,9
438.0,6
439.0,6
440.0,5
441.0,2
442.0,-1
443.0,-7
444.0,-11
445.0,-10
446.0,-6
447.0,-3
448.0,1
449.0,8
450.0,12
451.0,12
452.0,12
453.0,9
454.0,4
455.0,2
456.0,-1
457.0,-5
458.0,-7
459.0,-8
460.0,-13
461.0,-18
462.0,-19
463.0,-18
464.0,-19
465.0,-18
466.0,-20
467.0,-25
468.0,-31
469.0,-39
470.0,-53
471.0,-68
472.0,-75
473.0,-78
474.0,-79
475.0,-73
476.0,-60
477.0,-42
478.0,-18
479.0,14
480.0,41
481.0,49
482.0,30
483.0,-12
484.0,-57
485.0,-93
486.0,-104
487.0,-88
488.0,-44
489.0,39
490.0,143
491.0,249
492.0,362
493.0,458
494.0,512
495.0,538
496.0,552
497.0,533
498.0,474
499.0,393
500.0,288
501.0,152
502.0,-6
503.0,-169
504.0,-325
505.0,-490
506.0,-676
507.0,-862
508.0,-1014
509.0,-1095
510.0,-1074
511.0,-950
512.0,-741
513.0,-464
514.0,-136
515.0,213
516.0,546
517.0,813
518.0,964
519.0,985
520.0,877
521.0,650
522.0,354
523.0,53
524.0,-223
525.0,-461
526.0,-626
527.0,-700
528.0,-684
529.0,-593
530.0,-462
531.0,-304
532.0,-128
533.0,36
534.0,178
535.0,294
536.0,369
537.0,415
538.0,438
539.0,431
540.0,407
541.0,382
542.0,353
543.0,315
544.0,275
545.0,235
546.0,194
547.0,154
548.0,117
549.0,86
550.0,65
551.0,55
552.0,59
553.0,61
554.0,52
555.0,44
556.0,38
557.0,25
558.0,9
559.0,-10
560.0,-32
561.0,-55
562.0,-76
563.0,-96
564.0,-119
565.0,-142
566.0,-161
567.0,-178
568.0,-192
569.0,-199
570.0,-200
571.0,-198
572.0,-189
573.0,-172
574.0,-151
575.0,-123
576.0,-92
577.0,-67
578.0,-50
579.0,-35
580.0,-24
581.0,-23
582.0,-25
583.0,-31
584.0,-43
585.0,-55
586.0,-63
587.0,-68
588.0,-69
589.0,-61
590.0,-47
591.0,-35
592.0,-21
593.0,-3
594.0,12
595.0,24
596.0,32
597.0,36
598.0,35
599.0,30
600.0,21
601.0,7
602.0,-7
603.0,-18
604.0,-25
605.0,-28
606.0,-29
607.0,-25
608.0,-19
609.0,-14
610.0,-9
611.0,-5
