t,az
3.70,1774
5.70,1774
7.70,1774
9.70,1786
11.70,1780
13.60,1750
15.58,1732
17.55,1726
19.53,1726
21.50,1714
23.50,1710
25.48,1730
27.45,1750
29.43,1754
31.40,1794
33.40,1796
35.38,1810
37.35,1818
39.33,1830
41.30,1842
43.30,1832
45.28,1842
47.25,1842
49.23,1854
51.20,1844
53.20,1848
55.18,1830
57.15,1816
59.13,1830
61.10,1812
63.10,1778
65.08,1768
67.05,1782
69.03,1750
71.00,1760
72.90,1752
74.90,1752
76.90,1780
78.90,1806
80.90,1828
82.80,1834
84.78,1810
86.75,1816
88.73,1804
90.70,1824
92.70,1840
94.68,1834
96.65,1808
98.63,1758
100.60,1708
102.60,1676
104.58,1628
106.55,1640
108.53,1644
110.50,1614
112.50,1586
114.48,1600
116.45,1600
118.43,1618
120.40,1648
122.40,1676
124.38,1796
126.35,1820
128.33,1844
130.30,1834
132.30,1830
134.28,1834
136.25,1834
138.23,1836
140.20,1854
142.10,1886
144.10,1928
146.10,1948
148.10,1992
150.10,2028
152.00,2048
153.98,2044
155.95,2036
157.93,2030
159.90,2044
161.90,2068
163.88,2086
165.85,2060
167.83,2044
169.80,2030
171.80,1994
173.78,1958
175.75,1900
177.73,1848
179.70,1790
181.70,1724
183.68,1652
185.65,1612
187.63,1564
189.60,1500
191.60,1428
193.58,1390
195.55,1380
197.53,1366
199.50,1368
201.50,1402
203.48,1412
205.45,1438
207.43,1528
209.40,1600
211.30,1668
213.30,1754
215.30,1862
217.30,1942
219.30,2010
221.20,2068
223.18,2124
225.15,2184
227.13,2220
229.10,2230
231.10,2214
233.08,2214
235.05,2202
237.03,2192
239.00,2170
241.00,2140
242.98,2102
244.95,2102
246.93,2094
248.90,2072
250.90,2040
252.88,2014
254.85,1996
256.83,1980
258.80,1966
260.80,1950
262.78,1950
264.75,1948
266.73,1944
268.70,1886
270.70,1844
272.68,1822
274.65,1802
276.63,1778
278.60,1786
280.50,1786
282.50,1804
284.50,1808
286.50,1792
288.50,1818
290.40,1850
292.38,1858
294.35,1858
296.33,1870
298.30,1878
300.30,1876
302.28,1880
304.25,1872
306.23,1868
308.20,1858
310.20,1864
312.18,1868
314.15,1864
316.13,1864
318.10,1880
320.10,1888
322.08,1900
324.05,1936
326.03,1930
328.00,1936
330.00,1956
331.98,1942
333.95,1936
335.93,1936
337.90,1932
339.90,1904
341.88,1916
343.85,1922
345.83,1936
347.80,1956
349.70,1978
351.70,1980
353.70,2016
355.70,2064
357.70,2110
359.60,2140
361.58,2154
363.55,2150
365.53,2162
367.50,2160
369.50,2164
371.48,2158
373.45,2154
375.43,2156
377.40,2130
379.40,2094
381.38,2040
383.35,2020
385.33,2004
387.30,1988
389.30,1960
391.28,1940
393.25,1924
395.23,1926
397.20,1942
399.20,1976
401.18,1998
403.15,2006
405.13,2048
407.10,2080
409.10,2106
411.08,2134
413.05,2144
415.03,2154
417.00,2144
418.90,2138
420.90,2162
422.90,2156
424.90,2160
426.90,2144
428.80,2144
430.78,2124
432.75,2102
434.73,2106
436.70,2116
438.70,2098
440.68,2088
442.65,2086
444.63,2106
446.60,2110
448.60,2138
450.58,2138
452.55,2142
454.53,2158
456.50,2134
458.50,2110
460.48,2092
462.45,2098
464.43,2092
466.40,2094
468.40,2094
470.38,2092
472.35,2088
474.33,2086
476.30,2098
478.30,2098
480.28,2118
482.25,2086
484.23,2082
486.20,2072
488.10,2080
490.08,2090
492.05,2088
494.03,2088
496.00,2100
498.00,2112
499.98,2120
501.95,2144
503.93,2158
505.90,2146
507.90,2124
509.88,2098
511.85,2110
513.83,2120
515.80,2102
517.80,2116
519.78,2122
521.75,2122
523.73,2124
525.70,2138
527.70,2130
529.68,2140
531.65,2138
533.63,2146
535.60,2140
537.60,2124
539.58,2118
541.55,2126
543.53,2126
545.50,2122
547.50,2108
549.48,2110
551.45,2098
