t,lead_I,lead_II,v3,v4
0.1,-108425,-88328,-115079,-91498
2.1,-108737,-88378,-115311,-91672
4.1,-108822,-88576,-115338,-91633
6.1,-109219,-88832,-115429,-91673
8.1,-109900,-89005,-115595,-91783
10.1,-110112,-88903,-115649,-91730
12.1,-109621,-88417,-115617,-91573
14.1,-109044,-87911,-115539,-91406
16.1,-108626,-87795,-115313,-91090
18.1,-107967,-87805,-115033,-90666
20.1,-107220,-87549,-114931,-90424
22.1,-107189,-87406,-114975,-90392
24.1,-107960,-87820,-115037,-90395
26.1,-108731,-88322,-115171,-90440
28.1,-109103,-88342,-115353,-90551
30.1,-109344,-88191,-115406,-90575
32.1,-109421,-88213,-115347,-90477
34.1,-108933,-88021,-115289,-90357
36.1,-108035,-87477,-115148,-90165
38.1,-107474,-87221,-114922,-89906
40.1,-107616,-87501,-114861,-89826
42.1,-108119,-87757,-115008,-89968
44.1,-108589,-87733,-115141,-90080
46.1,-108958,-87730,-115221,-90110
48.1,-109228,-87754,-115323,-90184
50.1,-109307,-87584,-115365,-90228
52.1,-109102,-87371,-115344,-90162
54.1,-108509,-87247,-115384,-90086
56.1,-107572,-86954,-115383,-89979
58.1,-106793,-86521,-115216,-89744
60.1,-106812,-86453,-115108,-89561
62.1,-107598,-86849,-115242,-89598
64.1,-108430,-87199,-115414,-89682
66.1,-108748,-87212,-115506,-89686
68.1,-108687,-87115,-115675,-89747
70.1,-108707,-87142,-115912,-89866
72.1,-108888,-87224,-116060,-89889
74.1,-108822,-87211,-116185,-89881
76.1,-108325,-87129,-116381,-89948
78.1,-107876,-87093,-116479,-89931
80.1,-107897,-87090,-116388,-89730
82.1,-108188,-87043,-116349,-89581
84.1,-108543,-87008,-116518,-89645
86.1,-109101,-87047,-116733,-89766
88.1,-109593,-87073,-116865,-89820
90.1,-109375,-86995,-116973,-89860
92.1,-108615,-86850,-117030,-89834
94.1,-108221,-86706,-116925,-89636
96.1,-108374,-86620,-116755,-89406
98.1,-108386,-86631,-116738,-89351
100.1,-108089,-86741,-116876,-89427
102.1,-108095,-86953,-117035,-89505
104.1,-108612,-87208,-117198,-89608
106.1,-109129,-87327,-117382,-89738
108.1,-109285,-87246,-117489,-89764
110.1,-109170,-87117,-117487,-89673
112.1,-108843,-86943,-117514,-89625
114.1,-108356,-86618,-117648,-89686
116.1,-108053,-86360,-117780,-89748
118.1,-108100,-86410,-117826,-89746
120.1,-108125,-86509,-117846,-89721
122.1,-107928,-86415,-117918,-89727
124.1,-107943,-86418,-118080,-89827
126.1,-108438,-86718,-118365,-90062
128.1,-108955,-87002,-118717,-90340
130.1,-109010,-87032,-118957,-90495
132.1,-108699,-86951,-118985,-90492
134.1,-108372,-86935,-118925,-90467
136.1,-108211,-87059,-118959,-90548
138.1,-108232,-87313,-119092,-90715
140.1,-108381,-87542,-119152,-90811
142.13,-108587,-87633,-119056,-90747
144.15,-108809,-87685,-118979,-90689
146.18,-109019,-87755,-119106,-90838
148.2,-109211,-87829,-119316,-91060
150.2,-109367,-88046,-119397,-91119
152.2,-109375,-88365,-119401,-91093
154.2,-109163,-88366,-119431,-91121
156.2,-108920,-88042,-119386,-91083
158.2,-108916,-88067,-119295,-90986
160.2,-109107,-88639,-119428,-91133
162.2,-109261,-89101,-119772,-91516
164.2,-109410,-89175,-119982,-91734
166.2,-109730,-89304,-120000,-91727
168.2,-110038,-89521,-120078,-91803
170.2,-109929,-89357,-120186,-91925
172.2,-109406,-88875,-120090,-91810
174.2,-108898,-88567,-119872,-91557
176.2,-108724,-88511,-119793,-91484
178.2,-108908,-88573,-119850,-91588
180.2,-109236,-88829,-119897,-91682
182.2,-109361,-89150,-119915,-91735
184.2,-109267,-89209,-119946,-91790
186.2,-109395,-89112,-119987,-91833
188.2,-109799,-89189,-120034,-91880
190.2,-109917,-89308,-120092,-91951
192.2,-109597,-89213,-120136,-92004
194.2,-109330,-89076,-120111,-91984
196.2,-109264,-89105,-119981,-91899
198.2,-109152,-89217,-119812,-91829
200.2,-109068,-89399,-119790,-91920
202.2,-109204,-89763,-119987,-92240
204.2,-109433,-90187,-120184,-92633
206.2,-109686,-90430,-120154,-92873
208.2,-110027,-90428,-120016,-92964
210.2,-110236,-90172,-119959,-93014
212.2,-110050,-89685,-119829,-92910
214.2,-109617,-89200,-119405,-92495
216.2,-109182,-88945,-118847,-91893
218.2,-108756,-88753,-118380,-91275
220.2,-108348,-88265,-117886,-90541
222.2,-107960,-87383,-117244,-89608
224.2,-107359,-86146,-116548,-88550
226.2,-106364,-84390,-115738,-87247
228.2,-105237,-82099,-114673,-85521
230.2,-104380,-79940,-113704,-83748
232.2,-103904,-78770,-113423,-82626
234.2,-103721,-78564,-113820,-82271
236.2,-103771,-78550,-114340,-82158
238.2,-104000,-78399,-114628,-81913
240.2,-104365,-78520,-114762,-81676
242.2,-104900,-79246,-115008,-81833
244.2,-105634,-80520,-115585,-82614
246.2,-106547,-82256,-116453,-83928
248.2,-107640,-84278,-117363,-85600
250.2,-108838,-86169,-118261,-87644
252.2,-109834,-87646,-119296,-89941
254.2,-110241,-88703,-120285,-91848
256.2,-109952,-89264,-120780,-92783
258.2,-109392,-89375,-120799,-93027
260.2,-109292,-89614,-120861,-93306
262.2,-109888,-90388,-121167,-93792
264.2,-110481,-91132,-121371,-94111
266.2,-110331,-91121,-121243,-94093
268.2,-109735,-90600,-120956,-93900
270.2,-109488,-90250,-120648,-93608
272.2,-109677,-90151,-120286,-93193
274.2,-109844,-90035,-119953,-92811
276.2,-109855,-89880,-119792,-92642
278.2,-109792,-89737,-119713,-92601
280.2,-109591,-89562,-119557,-92513
282.2,-109373,-89430,-119387,-92418
284.2,-109461,-89413,-119348,-92463
286.2,-109750,-89394,-119441,-92675
288.2,-109839,-89330,-119541,-92926
290.2,-109744,-89300,-119474,-92998
292.2,-109684,-89207,-119200,-92825
294.2,-109540,-88984,-118999,-92702
296.2,-109205,-88858,-119118,-92896
298.2,-108904,-88864,-119291,-93146
300.2,-108778,-88709,-119149,-93061
302.2,-108820,-88530,-118885,-92814
304.2,-109124,-88789,-118882,-92802
306.2,-109541,-89218,-119019,-92922
308.2,-109566,-89131,-118981,-92837
310.2,-109124,-88715,-118845,-92609
312.2,-108772,-88661,-118805,-92479
314.2,-108819,-88892,-118758,-92398
316.2,-108958,-88930,-118617,-92254
318.2,-108875,-88855,-118533,-92165
320.2,-108660,-88856,-118523,-92167
322.2,-108568,-88687,-118381,-92066
324.2,-108658,-88331,-118119,-91847
326.2,-108793,-88245,-118012,-91776
328.2,-108947,-88540,-118121,-91933
330.2,-109203,-88800,-118204,-92076
332.2,-109426,-88851,-118114,-92062
334.2,-109394,-88861,-117921,-91968
336.2,-109221,-88827,-117731,-91864
338.2,-109131,-88632,-117599,-91766
340.2,-109046,-88417,-117521,-91701
342.2,-108918,-88400,-117441,-91632
344.2,-108965,-88552,-117352,-91520
346.2,-109125,-88673,-117334,-91450
348.2,-108989,-88592,-117384,-91480
350.2,-108582,-88286,-117381,-91470
352.2,-108406,-87970,-117265,-91269
354.2,-108500,-87880,-117087,-90951
356.2,-108391,-87910,-116918,-90708
358.2,-108112,-87846,-116852,-90646
360.2,-108204,-87785,-116926,-90711
362.2,-108575,-87828,-116988,-90738
364.2,-108598,-87790,-116906,-90656
366.2,-108365,-87686,-116833,-90626
368.2,-108465,-87802,-116955,-90783
370.2,-108702,-87956,-117114,-90962
372.2,-108566,-87731,-117055,-90940
374.2,-108420,-87437,-116857,-90798
376.2,-108707,-87593,-116760,-90761
378.2,-108921,-87850,-116769,-90835
380.2,-108701,-87726,-116739,-90879
382.2,-108572,-87566,-116677,-90893
384.2,-108726,-87692,-116689,-90986
386.2,-108668,-87711,-116769,-91170
388.2,-108389,-87418,-116835,-91341
390.2,-108266,-87140,-116845,-91416
392.2,-108080,-86906,-116785,-91380
394.2,-107611,-86542,-116672,-91283
396.2,-107479,-86437,-116631,-91271
398.2,-108150,-87037,-116796,-91475
400.2,-109000,-87866,-117078,-91807
402.2,-109233,-88057,-117231,-92021
404.2,-108925,-87605,-117188,-92047
406.2,-108683,-87303,-117112,-92039
408.2,-108790,-87527,-117104,-92101
410.2,-108988,-87811,-117121,-92210
412.2,-108974,-87722,-117153,-92369
414.2,-108872,-87477,-117195,-92538
416.2,-108863,-87356,-117124,-92553
418.2,-108685,-87196,-116912,-92397
420.2,-108191,-86862,-116771,-92332
422.2,-107925,-86596,-116823,-92485
424.2,-108278,-86588,-116902,-92657
426.2,-108788,-86751,-116904,-92725
428.2,-109031,-87043,-116963,-92827
430.2,-109218,-87443,-117144,-93004
432.2,-109357,-87661,-117296,-93109
434.2,-109056,-87405,-117306,-93097
436.2,-108499,-86912,-117225,-93063
438.2,-108342,-86716,-117148,-93057
440.2,-108609,-86908,-117143,-93109
442.2,-108809,-87110,-117230,-93267
444.2,-108810,-87121,-117339,-93459
446.2,-108740,-87081,-117368,-93516
448.2,-108619,-87095,-117322,-93441
450.2,-108617,-87125,-117314,-93422
452.2,-108809,-87093,-117376,-93509
454.2,-108747,-86858,-117389,-93546
456.2,-108258,-86451,-117297,-93491
458.2,-108059,-86286,-117262,-93489
460.2,-108494,-86632,-117421,-93609
462.2,-108833,-87125,-117673,-93776
464.2,-108696,-87300,-117861,-93941
466.2,-108627,-87179,-117940,-94054
468.2,-108772,-87030,-117912,-94024
470.2,-108762,-87044,-117809,-93899
472.2,-108851,-87326,-117759,-93879
474.2,-109421,-87786,-117879,-94030
476.2,-109837,-88138,-118126,-94236
478.2,-109365,-88219,-118355,-94398
480.2,-108554,-88157,-118445,-94461
482.2,-108460,-88231,-118415,-94413
484.2,-109111,-88580,-118426,-94377
486.2,-109619,-88961,-118569,-94483
488.2,-109464,-89023,-118726,-94648
490.2,-109041,-88865,-118788,-94735
492.2,-108942,-88853,-118840,-94794
494.2,-109149,-88999,-118972,-94930
496.2,-109310,-89069,-119115,-95092
498.2,-109387,-89034,-119153,-95136
500.2,-109512,-88998,-119064,-95016
502.2,-109609,-89044,-118955,-94877
504.2,-109583,-89239,-118983,-94925
506.2,-109506,-89447,-119141,-95142
