t,lead_I,lead_II,v3,v4
1.5,10602,-67816,-18012,-35310
3.5,10742,-67704,-18090,-35436
5.5,10579,-67577,-18109,-35539
7.5,10315,-67488,-18155,-35622
9.5,10192,-67524,-18176,-35632
11.5,10106,-67608,-18029,-35515
13.5,10038,-67620,-17806,-35337
15.5,10157,-67624,-17714,-35205
17.5,10407,-67707,-17738,-35122
19.5,10546,-67774,-17759,-35067
21.5,10562,-67721,-17806,-35091
23.5,10572,-67634,-17899,-35205
25.5,10510,-67606,-17954,-35315
27.5,10330,-67584,-17971,-35376
29.5,10194,-67521,-17993,-35411
31.5,10169,-67471,-17948,-35381
33.5,10148,-67453,-17828,-35269
35.5,10171,-67433,-17778,-35183
37.5,10350,-67465,-17814,-35178
39.5,10575,-67591,-17848,-35185
41.5,10686,-67674,-17977,-35197
43.5,10720,-67578,-18218,-35256
45.5,10746,-67371,-18229,-35305
47.5,10739,-67172,-17860,-35285
49.5,10673,-67029,-17503,-35233
51.5,10515,-67044,-17450,-35159
53.5,10270,-67257,-17533,-35060
55.5,10134,-67434,-17582,-35018
57.5,10308,-67397,-17620,-35014
59.5,10652,-67353,-17626,-34920
61.5,10863,-67469,-17608,-34818
63.5,10895,-67511,-17663,-34903
65.5,10871,-67336,-17739,-35072
67.5,10770,-67200,-17709,-35094
69.5,10560,-67216,-17629,-34991
71.5,10450,-67127,-17546,-34833
73.5,10622,-66899,-17351,-34559
75.5,10876,-66897,-17114,-34281
77.5,10932,-67207,-17067,-34238
79.5,10903,-67431,-17162,-34363
81.5,11031,-67355,-17186,-34423
83.5,11206,-67220,-17214,-34426
85.5,11185,-67178,-17425,-34458
87.5,11053,-67085,-17656,-34430
89.5,11011,-66936,-17572,-34285
91.5,11038,-66914,-17156,-34108
93.5,11066,-66964,-16745,-33948
95.5,11171,-66866,-16647,-33825
97.5,11374,-66674,-16830,-33810
99.5,11555,-66612,-17004,-33865
101.5,11656,-66679,-17016,-33837
103.5,11704,-66716,-16989,-33724
105.5,11708,-66682,-17028,-33658
107.5,11686,-66612,-17038,-33644
109.5,11655,-66509,-16967,-33599
111.5,11580,-66416,-16917,-33533
113.53,11465,-66419,-16916,-33456
115.55,11435,-66524,-16871,-33324
117.58,11549,-66643,-16804,-33218
119.6,11719,-66669,-16816,-33276
121.6,11853,-66578,-16870,-33421
123.6,11907,-66444,-16875,-33488
125.6,11855,-66337,-16879,-33509
127.6,11753,-66198,-16939,-33566
129.6,11670,-66010,-16966,-33581
131.6,11553,-65966,-16886,-33492
133.6,11389,-66192,-16766,-33390
135.6,11323,-66459,-16701,-33354
137.6,11403,-66505,-16733,-33390
139.6,11466,-66401,-16855,-33512
141.6,11453,-66323,-16977,-33688
143.6,11446,-66271,-16986,-33824
145.6,11411,-66226,-16901,-33888
147.6,11259,-66236,-16857,-33931
149.6,11062,-66275,-16908,-33965
151.6,10921,-66286,-16956,-33959
153.6,10820,-66308,-16920,-33932
155.6,10734,-66377,-16870,-33945
157.6,10690,-66468,-16919,-34020
159.6,10693,-66574,-17057,-34122
161.6,10721,-66679,-17173,-34211
163.6,10743,-66703,-17228,-34305
165.6,10706,-66611,-17276,-34429
167.6,10611,-66519,-17330,-34533
169.6,10513,-66565,-17351,-34556
171.6,10426,-66721,-17355,-34527
173.6,10345,-66846,-17382,-34508
175.6,10316,-66888,-17395,-34504
177.6,10360,-66913,-17352,-34519
179.6,10425,-66934,-17339,-34582
181.6,10471,-66903,-17489,-34669
183.6,10515,-66852,-17760,-34739
185.6,10555,-66837,-17908,-34830
187.6,10541,-66826,-17789,-34959
189.6,10435,-66797,-17600,-35039
191.6,10275,-66823,-17633,-35020
193.6,10164,-66917,-17854,-34978
195.6,10156,-66995,-17958,-34965
197.6,10205,-67033,-17797,-34931
199.6,10265,-67084,-17539,-34866
201.6,10331,-67134,-17425,-34852
203.6,10354,-67130,-17520,-34912
205.6,10286,-67105,-17693,-34967
207.6,10197,-67113,-17787,-34959
209.6,10181,-67113,-17766,-34914
211.6,10196,-67067,-17693,-34887
213.6,10154,-67026,-17632,-34903
215.6,10100,-67035,-17613,-34940
217.6,10138,-67067,-17637,-34939
219.6,10242,-67100,-17663,-34887
221.6,10306,-67109,-17662,-34859
223.6,10313,-67043,-17666,-34893
225.6,10301,-66943,-17703,-34917
227.6,10239,-66961,-17747,-34897
229.6,10102,-67097,-17760,-34895
231.6,10009,-67142,-17728,-34919
233.6,10081,-67032,-17661,-34896
235.6,10223,-66976,-17604,-34830
237.6,10267,-67076,-17616,-34818
239.6,10257,-67132,-17698,-34908
241.6,10338,-66981,-17780,-35031
243.63,10437,-66785,-17798,-35091
245.65,10371,-66772,-17775,-35068
247.68,10224,-66859,-17760,-35007
249.7,10227,-66814,-17719,-34903
251.7,10320,-66713,-17602,-34732
253.7,10272,-66846,-17495,-34596
255.7,10149,-67155,-17505,-34624
257.7,10183,-67258,-17561,-34746
259.7,10348,-67072,-17564,-34808
261.7,10474,-66905,-17569,-34822
263.7,10541,-66898,-17606,-34834
265.7,10544,-66895,-17577,-34779
267.7,10403,-66842,-17517,-34656
269.7,10176,-66831,-17555,-34601
271.7,10034,-66824,-17595,-34637
273.7,10013,-66715,-17436,-34645
275.7,10088,-66563,-17174,-34590
277.7,10276,-66460,-17052,-34520
279.7,10459,-66371,-17070,-34423
281.7,10457,-66275,-17064,-34281
283.7,10356,-66229,-17021,-34181
285.7,10340,-66216,-17025,-34210
287.7,10320,-66169,-17059,-34328
289.7,10197,-66130,-17028,-34408
291.7,10171,-66140,-16921,-34363
293.7,10340,-66118,-16832,-34245
295.7,10471,-66034,-16815,-34169
