t,lead_I,lead_II,v3,v4
0.4,-45131,-71307,17594,6081
2.4,-45000,-71356,18000,6492
4.4,-45091,-71722,18178,6676
6.4,-45181,-72058,18062,6562
8.4,-45091,-71926,17888,6382
10.4,-44863,-71599,17900,6388
12.4,-44623,-71541,17986,6483
14.4,-44523,-71698,17920,6440
16.4,-44599,-71776,17816,6351
18.4,-44665,-71730,17901,6441
20.4,-44606,-71636,18097,6650
22.4,-44606,-71563,18202,6780
24.4,-44761,-71600,18227,6820
26.4,-44783,-71689,18239,6838
28.4,-44510,-71640,18196,6815
30.4,-44234,-71528,18093,6741
32.4,-44167,-71586,17985,6645
34.4,-44141,-71647,17873,6539
36.4,-44057,-71329,17763,6455
38.4,-44009,-70758,17723,6457
40.4,-43965,-70489,17817,6586
42.4,-43910,-70749,18013,6805
44.4,-43971,-71182,18152,6962
46.4,-44065,-71372,18098,6926
48.4,-43978,-71322,17951,6808
50.4,-43840,-71298,17873,6762
52.4,-43807,-71349,17808,6709
54.4,-43670,-71255,17723,6613
56.4,-43439,-70963,17749,6631
58.4,-43513,-70716,17825,6711
60.4,-43831,-70685,17782,6676
62.4,-43925,-70793,17782,6683
64.4,-43872,-70932,17956,6859
66.4,-44008,-71045,18009,6895
68.4,-44073,-71035,17856,6709
70.4,-43768,-70894,17876,6698
72.43,-43476,-70821,18093,6891
74.45,-43574,-70939,18126,6903
76.48,-43824,-71072,18014,6774
78.5,-43952,-71048,18068,6799
80.5,-44035,-70981,18201,6880
82.5,-44154,-71017,18235,6859
84.5,-44266,-71102,18278,6865
86.5,-44372,-71165,18342,6891
88.5,-44458,-71280,18312,6807
90.5,-44444,-71460,18309,6749
92.5,-44359,-71563,18435,6827
94.5,-44342,-71532,18486,6826
96.5,-44443,-71510,18385,6677
98.5,-44606,-71566,18355,6605
100.5,-44803,-71519,18421,6630
102.5,-45014,-71294,18377,6550
104.5,-45131,-71173,18246,6398
106.5,-45093,-71393,18239,6369
108.5,-45040,-71731,18329,6429
110.5,-45098,-71836,18320,6403
112.5,-45144,-71762,18215,6297
114.5,-45090,-71820,18178,6240
116.5,-45120,-72051,18210,6239
118.5,-45331,-72194,18181,6197
120.5,-45504,-72175,18133,6145
122.5,-45488,-72234,18218,6209
124.5,-45399,-72442,18365,6333
126.5,-45337,-72502,18358,6319
128.5,-45286,-72259,18207,6162
130.5,-45273,-72008,18105,6052
132.5,-45308,-72054,18103,6056
134.5,-45313,-72264,18096,6064
136.5,-45276,-72283,18030,5992
138.5,-45295,-72068,17966,5910
140.5,-45433,-71990,17995,5932
142.5,-45634,-72238,18076,6006
