t,az
2.40,3534
4.38,3510
6.35,3524
8.33,3548
10.30,3560
12.20,3568
14.20,3574
16.20,3600
18.20,3606
20.20,3598
22.10,3588
24.08,3590
26.05,3602
28.03,3604
30.00,3614
32.00,3604
33.98,3630
35.95,3666
37.93,3680
39.90,3720
41.90,3718
43.88,3716
45.85,3704
47.83,3696
49.80,3684
51.80,3670
53.78,3666
55.75,3640
57.73,3612
59.70,3604
61.70,3594
63.68,3544
65.65,3512
67.63,3480
69.60,3474
71.60,3486
73.58,3484
75.55,3480
77.53,3492
79.50,3500
81.40,3514
83.40,3522
85.40,3516
87.40,3518
89.40,3518
91.30,3522
93.28,3540
95.25,3536
97.23,3536
99.20,3538
101.20,3512
103.18,3508
105.15,3508
107.13,3520
109.10,3532
111.10,3554
113.08,3554
115.05,3628
117.03,3628
119.00,3682
121.00,3682
122.98,3724
124.95,3724
126.93,3748
128.90,3744
130.90,3766
132.88,3764
134.85,3786
136.83,3784
138.80,3770
140.80,3758
142.78,3728
144.75,3680
146.73,3654
148.70,3664
150.60,3670
152.60,3676
154.60,3688
156.60,3686
158.60,3666
160.50,3648
162.48,3598
164.45,3560
166.43,3520
168.40,3492
170.40,3496
172.38,3496
174.35,3488
176.33,3482
178.30,3490
180.30,3496
182.28,3512
184.25,3528
186.23,3554
188.20,3576
190.20,3576
192.18,3600
194.15,3632
196.13,3630
198.10,3630
200.10,3658
202.08,3708
204.05,3752
206.03,3790
208.00,3784
210.00,3782
211.98,3794
213.95,3806
215.93,3808
217.90,3810
219.80,3776
221.78,3794
223.75,3802
225.73,3798
227.70,3766
229.70,3744
231.68,3726
233.65,3724
235.63,3720
237.60,3716
239.60,3704
241.58,3690
243.55,3678
245.53,3692
247.50,3720
249.50,3724
251.48,3698
253.45,3680
255.43,3690
257.40,3664
259.40,3654
261.38,3656
263.35,3622
265.33,3596
267.30,3584
269.30,3576
271.28,3562
273.25,3564
275.23,3554
277.20,3532
279.20,3542
281.18,3560
283.15,3574
285.13,3614
287.10,3636
289.00,3658
291.00,3680
293.00,3708
295.00,3702
297.00,3706
298.90,3682
300.88,3654
302.85,3644
304.83,3642
306.80,3640
308.80,3644
310.78,3626
312.75,3632
314.73,3650
316.70,3640
318.70,3656
320.68,3674
322.65,3660
324.63,3648
326.60,3656
328.60,3672
330.58,3668
332.55,3660
334.53,3646
336.50,3630
338.50,3614
340.48,3594
342.45,3602
344.43,3578
346.40,3564
348.40,3580
350.38,3578
352.35,3622
354.33,3646
356.30,3664
358.20,3676
360.18,3660
362.15,3640
364.13,3662
366.10,3656
368.10,3660
370.08,3674
372.05,3674
374.03,3686
376.00,3694
378.00,3692
