t,lead_I,lead_II,v3,v4
0.4,10028,29051,43080,35004
2.4,10611,29603,43065,34989
4.4,10565,29628,42954,34908
6.4,10610,29771,42899,34897
8.4,10995,30352,43151,35177
10.4,11190,30756,43467,35513
12.43,10905,30691,43411,35492
14.45,10148,30519,43111,35238
16.48,9135,30372,43040,35196
18.5,8662,30111,43142,35314
20.5,9275,29823,42927,35133
22.5,10397,29717,42415,34674
24.5,11347,29957,42173,34463
26.5,12086,30542,42366,34655
28.5,12329,31029,42563,34855
30.5,11731,30957,42528,34856
32.5,10933,30533,42393,34777
34.5,10551,30094,42111,34539
36.5,10082,29541,41601,34048
38.5,9407,29088,41226,33686
40.5,9439,29322,41310,33804
42.5,10134,29970,41520,34065
44.5,10359,30148,41441,34017
46.5,10090,29872,41230,33812
48.5,10129,29772,41177,33778
50.5,10198,29791,41194,33845
52.5,9784,29560,41085,33787
54.5,9535,29301,40859,33590
56.5,9860,29348,40654,33398
58.5,9946,29523,40606,33356
60.5,9411,29588,40716,33462
62.5,9037,29629,40800,33536
64.5,9306,29784,40750,33478
66.5,9875,30010,40698,33423
68.5,10349,30150,40767,33488
70.5,10468,30094,40867,33583
72.5,10250,29977,40900,33612
74.5,10211,30054,40914,33628
76.5,10388,30187,40913,33637
78.5,9853,29891,40750,33470
80.5,8575,29171,40391,33093
82.5,8173,28712,40110,32812
84.5,9287,28946,40165,32893
86.5,10364,29509,40429,33170
88.5,10315,29837,40591,33317
90.5,9894,29798,40548,33264
92.5,9696,29692,40434,33165
94.5,9329,29764,40407,33157
96.5,8889,29746,40479,33233
98.5,9050,29292,40503,33248
100.5,9766,28890,40407,33143
102.5,10382,29284,40331,33060
104.5,10529,30013,40344,33067
106.5,10259,30052,40321,33055
108.5,9977,29688,40268,33036
110.5,10111,29809,40366,33149
112.5,10350,29993,40566,33309
114.5,10016,29466,40593,33294
116.5,9370,28906,40389,33101
118.5,9208,29117,40186,32932
120.5,9425,29443,40179,32926
122.5,9412,29243,40296,33023
124.5,9252,29065,40312,33040
126.5,9322,29250,40211,32971
128.5,9534,29351,40257,33055
130.5,9675,29255,40482,33285
132.5,9703,29191,40531,33293
134.5,9611,29103,40304,33022
136.5,9582,29076,40179,32896
138.5,9834,29369,40305,33054
140.5,10122,29725,40396,33166
142.5,10122,29803,40331,33114
144.5,10045,29794,40283,33089
146.5,10068,29761,40274,33107
148.5,9914,29532,40225,33072
150.5,9641,29461,40228,33078
152.53,9720,29807,40334,33183
154.55,9902,29862,40396,33228
156.58,9477,29224,40338,33150
158.6,8805,28806,40240,33062
160.6,8862,29193,40135,32985
162.6,9445,29575,40057,32880
164.6,9630,29368,40079,32826
166.6,9469,29150,40153,32868
168.6,9545,29308,40178,32934
170.6,9754,29442,40201,32991
172.6,9813,29373,40244,33029
174.6,9865,29352,40181,32971
176.6,9894,29419,40040,32864
178.6,9766,29491,40039,32885
180.6,9724,29574,40145,32990
182.6,9831,29482,40109,32953
184.6,9684,29143,39971,32806
186.6,9324,28978,39990,32781
188.6,9302,29160,40111,32844
190.6,9609,29267,40085,32806
192.6,9701,29249,39965,32722
194.6,9465,29440,39943,32723
