t,carotid_880nm,carotid_660nm,brachial_880nm,brachial_660nm
3.1,-10.976,-56.501,19.758,-15.607
12.9,-13.976,-56.501,19.758,-15.607
22.8,-14.976,-57.501,19.758,-14.607
32.7,-14.976,-57.501,18.758,-15.607
42.6,-14.976,-57.501,16.758,-14.607
52.5,-19.976,-59.501,18.758,-17.607
62.4,-19.976,-59.501,16.758,-17.607
72.3,-24.976,-62.501,14.758,-16.607
82.1,-24.976,-62.501,13.758,-17.607
92.0,-28.976,-62.501,13.758,-16.607
101.9,-28.976,-62.501,10.758,-17.607
111.8,-37.976,-66.501,10.758,-17.607
121.7,-37.976,-66.501,8.7578,-17.607
131.6,-40.976,-66.501,8.7578,-18.607
141.5,-40.976,-66.501,7.7578,-18.607
151.3,-49.976,-71.501,8.7578,-18.607
161.2,-49.976,-71.501,7.7578,-17.607
171.1,-55.976,-73.501,6.7578,-18.607
181.0,-55.976,-73.501,5.7578,-18.607
190.9,-61.976,-74.501,3.7578,-18.607
200.8,-61.976,-74.501,2.7578,-19.607
210.7,-64.976,-75.501,2.7578,-17.607
220.5,-66.976,-76.501,0.75778,-20.607
230.4,-71.976,-76.501,-0.24222,-17.607
240.3,-76.976,-80.501,-2.2422,-18.607
250.2,-79.976,-82.501,-1.2422,-18.607
260.1,-82.976,-83.501,-4.2422,-19.607
270.0,-85.976,-83.501,-4.2422,-18.607
279.9,-89.976,-84.501,-6.2422,-19.607
289.7,-92.976,-86.501,-5.2422,-19.607
299.6,-92.976,-85.501,-5.2422,-21.607
309.5,-91.976,-85.501,-5.2422,-20.607
319.4,-90.976,-84.501,-8.2422,-19.607
329.3,-87.976,-83.501,-9.2422,-20.607
339.2,-81.976,-82.501,-10.242,-20.607
349.1,-75.976,-80.501,-5.2422,-20.607
358.9,-73.976,-79.501,-3.2422,-21.607
368.8,-69.976,-78.501,-3.2422,-21.607
378.7,-67.976,-76.501,1.7578,-20.607
388.6,-65.976,-75.501,1.7578,-20.607
398.5,-61.976,-76.501,9.7578,-15.607
408.4,-59.976,-74.501,9.7578,-15.607
418.3,-54.976,-75.501,14.758,-15.607
428.1,-53.976,-73.501,14.758,-15.607
438.0,-47.976,-72.501,21.758,-12.607
447.9,-46.976,-71.501,21.758,-12.607
457.8,-39.976,-69.501,24.758,-12.607
467.7,-36.976,-67.501,24.758,-12.607
477.6,-30.976,-65.501,27.758,-12.607
487.5,-28.976,-64.501,27.758,-12.607
497.3,-26.976,-64.501,30.758,-10.607
507.2,-22.976,-62.501,30.758,-10.607
517.1,-20.976,-61.501,32.758,-9.6068
527.0,-19.976,-60.501,32.758,-9.6068
536.9,-19.976,-60.501,32.758,-9.6068
546.8,-19.976,-59.501,32.758,-9.6068
556.7,-16.976,-57.501,37.758,-9.6068
566.5,-17.976,-58.501,34.758,-10.607
576.4,-14.976,-56.501,34.758,-9.6068
586.3,-14.976,-56.501,34.758,-9.6068
596.2,-12.976,-55.501,35.758,-10.607
606.1,-10.976,-53.501,31.758,-10.607
616.0,-8.9759,-54.501,34.758,-10.607
625.9,-8.9759,-52.501,35.758,-10.607
635.7,-7.9759,-52.501,34.758,-9.6068
645.6,-6.9759,-51.501,33.758,-10.607
655.5,-6.9759,-51.501,34.758,-9.6068
665.4,-5.9759,-50.501,34.758,-9.6068
675.3,-5.9759,-51.501,33.758,-9.6068
685.2,-6.9759,-51.501,33.758,-10.607
695.1,-5.9759,-49.501,33.758,-9.6068
704.9,-4.9759,-50.501,32.758,-11.607
714.8,-5.9759,-50.501,33.758,-10.607
724.7,-5.9759,-51.501,35.758,-10.607
734.6,-5.9759,-50.501,34.758,-10.607
744.5,-6.9759,-49.501,32.758,-10.607
754.4,-4.9759,-49.501,31.758,-11.607
764.3,-6.9759,-48.501,31.758,-12.607
774.1,-7.9759,-48.501,31.758,-12.607
784.0,-7.9759,-50.501,30.758,-13.607
793.9,-8.9759,-49.501,31.758,-11.607
803.8,-8.9759,-50.501,28.758,-15.607
813.7,-9.9759,-49.501,27.758,-14.607
823.6,-6.9759,-49.501,27.758,-12.607
833.5,-9.9759,-48.501,26.758,-14.607
843.3,-7.9759,-48.501,24.758,-14.607
853.2,-7.9759,-47.501,23.758,-16.607
863.1,-7.9759,-47.501,24.758,-14.607
873.0,-9.9759,-47.501,22.758,-15.607
882.9,-7.9759,-47.501,22.758,-14.607
892.8,-6.9759,-46.501,23.758,-16.607
902.7,-7.9759,-46.501,21.758,-16.607
912.5,-5.9759,-45.501,20.758,-17.607
922.4,-9.9759,-45.501,17.758,-17.607
932.3,-9.9759,-45.501,17.758,-17.607
942.2,-11.976,-46.501,16.758,-19.607
952.1,-11.976,-46.501,15.758,-18.607
962.0,-10.976,-47.501,15.758,-19.607
971.9,-10.976,-47.501,14.758,-19.607
981.7,-13.976,-48.501,10.758,-19.607
991.6,-13.976,-48.501,14.758,-18.607
1001.5,-14.976,-47.501,11.758,-19.607
1011.4,-14.976,-47.501,9.7578,-19.607
1021.3,-20.976,-50.501,8.7578,-20.607
1031.2,-20.976,-50.501,8.7578,-20.607
1041.1,-23.976,-51.501,7.7578,-22.607
1050.9,-23.976,-51.501,5.7578,-22.607
