t,az
3.30,6148
5.28,6120
7.25,6092
9.23,6082
11.20,6074
13.20,6078
15.18,6090
17.15,6088
19.13,6116
21.10,6132
23.10,6142
25.08,6136
27.05,6128
29.03,6152
31.00,6162
32.90,6156
34.90,6156
36.90,6168
38.90,6210
40.90,6220
42.80,6214
44.78,6226
46.75,6226
48.73,6234
50.70,6234
52.70,6252
54.68,6244
56.65,6220
58.63,6226
60.60,6232
62.60,6228
64.58,6240
66.55,6232
68.53,6226
70.50,6200
72.50,6214
74.48,6210
76.45,6202
78.43,6202
80.40,6200
82.40,6190
84.38,6190
86.35,6188
88.33,6212
90.30,6228
92.30,6228
94.28,6238
96.25,6244
98.23,6268
100.20,6304
102.10,6314
104.08,6302
106.05,6306
108.03,6302
110.00,6304
112.00,6306
113.98,6310
115.95,6314
117.93,6312
119.90,6308
121.90,6290
123.88,6290
125.85,6312
127.83,6324
129.80,6298
131.80,6318
133.78,6326
135.75,6320
137.73,6306
139.70,6306
141.70,6292
143.68,6284
145.65,6270
147.63,6276
149.60,6268
151.60,6234
153.58,6210
155.55,6178
157.53,6182
159.50,6182
161.50,6180
163.48,6192
165.45,6202
167.43,6214
169.40,6204
171.30,6172
173.28,6164
175.25,6168
177.23,6176
179.20,6174
181.20,6176
183.18,6192
185.15,6192
187.13,6206
189.10,6210
191.10,6196
193.08,6198
195.05,6216
197.03,6234
199.00,6238
201.00,6238
202.98,6230
204.95,6236
206.93,6248
208.90,6238
210.90,6246
212.88,6232
214.85,6230
216.83,6222
218.80,6232
220.80,6212
222.78,6208
224.75,6206
226.73,6212
228.70,6222
230.70,6230
232.68,6242
234.65,6260
236.63,6268
238.60,6274
240.50,6240
242.48,6224
244.45,6250
246.43,6252
248.40,6238
250.40,6244
252.38,6240
254.35,6244
256.33,6242
258.30,6260
260.30,6282
262.28,6310
264.25,6318
266.23,6322
268.20,6310
270.20,6308
272.18,6300
274.15,6316
276.13,6292
278.10,6278
280.10,6288
282.08,6274
284.05,6272
286.03,6288
288.00,6294
290.00,6272
291.98,6270
293.95,6260
295.93,6252
297.90,6248
299.90,6248
301.88,6240
303.85,6248
305.83,6240
307.80,6230
309.70,6242
311.68,6258
313.65,6266
315.63,6244
317.60,6214
319.60,6204
321.58,6192
323.55,6192
325.53,6204
327.50,6216
329.50,6210
331.48,6210
333.45,6216
335.43,6218
337.40,6240
339.40,6238
341.38,6236
343.35,6216
345.33,6218
347.30,6236
349.30,6242
351.28,6244
353.25,6246
355.23,6244
357.20,6254
359.20,6260
361.18,6258
363.15,6252
365.13,6244
367.10,6260
369.10,6254
371.08,6264
373.05,6252
375.03,6266
377.00,6284
378.90,6284
380.88,6266
382.85,6254
384.83,6258
386.80,6248
388.80,6240
390.78,6244
392.75,6264
394.73,6266
396.70,6286
398.70,6294
400.68,6284
402.65,6268
404.63,6254
406.60,6252
408.60,6272
410.58,6268
412.55,6256
414.53,6258
416.50,6240
418.50,6256
420.48,6282
422.45,6306
424.43,6298
426.40,6304
428.40,6326
430.38,6314
432.35,6298
434.33,6290
436.30,6262
438.30,6240
440.28,6242
442.25,6230
444.23,6242
446.20,6278
448.10,6278
450.08,6240
452.05,6222
454.03,6256
456.00,6252
458.00,6242
459.98,6250
461.95,6276
463.93,6280
465.90,6278
467.90,6270
469.88,6246
471.85,6242
473.83,6252
475.80,6244
477.80,6242
479.78,6240
481.75,6264
483.73,6268
485.70,6286
487.70,6280
489.68,6294
491.65,6266
493.63,6258
495.60,6246
497.60,6240
499.58,6260
501.55,6266
503.53,6290
505.50,6298
507.50,6284
509.48,6292
511.45,6296
513.43,6302
515.40,6306
517.30,6300
519.28,6298
521.25,6300
523.23,6294
525.20,6280
527.20,6278
529.18,6278
531.15,6302
533.13,6286
535.10,6294
537.10,6282
539.08,6280
541.05,6306
543.03,6292
545.00,6300
547.00,6326
548.98,6322
550.95,6314
552.93,6308
554.90,6308
556.90,6320
558.88,6324
560.85,6336
562.83,6350
564.80,6348
566.80,6366
568.78,6380
570.75,6380
572.73,6350
574.70,6354
576.70,6352
578.68,6296
580.65,6276
582.63,6292
584.60,6278
586.50,6240
588.48,6214
590.45,6226
592.43,6194
594.40,6182
596.40,6188
598.38,6188
600.35,6194
602.33,6180
604.30,6182
606.30,6182
608.28,6184
610.25,6170
612.23,6180
614.20,6176
616.20,6208
618.18,6206
620.15,6208
622.13,6238
624.10,6260
626.10,6278
628.08,6304
630.05,6310
632.03,6294
634.00,6298
636.00,6310
637.98,6306
639.95,6310
641.93,6308
643.90,6300
645.90,6310
647.88,6308
649.85,6276
651.83,6246
653.80,6216
655.70,6176
657.68,6128
659.65,6084
661.63,6078
663.60,6086
665.60,6082
667.58,6062
669.55,6070
671.53,6076
673.50,6064
675.50,6076
677.48,6098
679.45,6122
681.43,6160
683.40,6180
685.40,6196
687.38,6228
689.35,6246
691.33,6264
693.30,6296
695.30,6318
697.28,6358
699.25,6372
701.23,6380
703.20,6360
705.20,6364
707.18,6370
709.15,6382
711.13,6398
713.10,6384
715.10,6376
717.08,6402
719.05,6404
721.03,6412
723.00,6432
724.90,6434
726.88,6422
728.85,6406
730.83,6378
732.80,6358
734.80,6338
736.78,6352
738.75,6368
740.73,6338
742.70,6330
744.70,6330
746.68,6316
748.65,6298
750.63,6304
752.60,6306
754.60,6300
756.58,6278
758.55,6264
760.53,6270
762.50,6266
764.50,6280
766.48,6314
768.45,6348
770.43,6352
772.40,6364
774.40,6370
776.38,6378
778.35,6394
780.33,6372
782.30,6356
784.30,6360
786.28,6358
788.25,6340
790.23,6308
792.20,6316
794.10,6340
796.08,6364
798.05,6386
800.03,6360
802.00,6372
804.00,6380
805.98,6376
807.95,6354
809.93,6358
811.90,6366
813.90,6344
815.88,6348
817.85,6356
819.83,6360
821.80,6358
823.80,6328
825.78,6334
827.75,6344
829.73,6358
831.70,6330
833.70,6312
835.68,6318
837.65,6332
839.63,6346
841.60,6332
843.60,6330
845.58,6320
847.55,6310
849.53,6310
851.50,6296
853.50,6274
855.48,6292
857.45,6296
859.43,6276
861.40,6288
863.30,6272
865.28,6290
867.25,6278
869.23,6280
871.20,6288
873.20,6292
875.18,6284
877.15,6284
879.13,6286
881.10,6310
883.10,6312
885.08,6306
887.05,6310
889.03,6318
891.00,6290
893.00,6294
894.98,6302
896.95,6320
898.93,6294
900.90,6308
902.90,6344
904.88,6330
906.85,6312
908.83,6326
910.80,6322
912.80,6328
914.78,6342
916.75,6364
918.73,6352
920.70,6352
922.70,6362
924.68,6338
926.65,6350
928.63,6372
930.60,6396
932.50,6404
934.48,6386
936.45,6376
938.43,6350
940.40,6332
942.40,6338
944.38,6352
946.35,6356
948.33,6334
950.30,6314
952.30,6342
954.28,6342
956.25,6336
958.23,6356
960.20,6358
962.20,6372
964.18,6370
966.15,6360
968.13,6384
970.10,6398
972.10,6402
974.08,6386
976.05,6380
978.03,6364
980.00,6362
982.00,6366
983.98,6340
985.95,6348
987.93,6342
989.90,6346
991.80,6372
993.80,6408
995.80,6416
997.80,6388
999.80,6384
1001.70,6382
1003.68,6392
1005.65,6396
1007.63,6388
1009.60,6374
1011.60,6360
1013.58,6350
1015.55,6346
1017.53,6344
1019.50,6328
1021.50,6320
1023.48,6308
1025.45,6320
1027.43,6318
1029.40,6306
1031.40,6330
1033.38,6332
1035.35,6326
1037.33,6352
1039.30,6344
1041.30,6326
1043.28,6314
1045.25,6328
1047.23,6346
1049.20,6366
1051.20,6370
1053.18,6348
1055.15,6360
1057.13,6364
1059.10,6322
1061.10,6334
1063.08,6334
1065.05,6320
1067.03,6332
1069.00,6314
1070.90,6298
1072.88,6292
1074.85,6300
1076.83,6296
1078.80,6278
1080.80,6270
1082.78,6276
1084.75,6292
1086.73,6306
1088.70,6336
1090.70,6342
1092.68,6360
1094.65,6368
1096.63,6388
1098.60,6388
1100.60,6382
1102.58,6366
1104.55,6350
1106.53,6346
1108.50,6358
1110.50,6372
1112.48,6392
1114.45,6376
1116.43,6380
1118.40,6374
1120.40,6372
1122.38,6370
1124.35,6380
1126.33,6346
1128.30,6342
1130.20,6342
1132.20,6330
1134.20,6320
1136.20,6336
1138.20,6352
1140.10,6358
1142.08,6356
1144.05,6372
1146.03,6380
1148.00,6376
1150.00,6352
1151.98,6338
1153.95,6340
1155.93,6344
1157.90,6350
1159.90,6356
1161.88,6332
1163.85,6328
1165.83,6340
1167.80,6352
1169.80,6374
1171.78,6352
1173.75,6368
1175.73,6388
1177.70,6404
1179.70,6420
1181.68,6412
1183.65,6394
1185.63,6388
1187.60,6392
1189.60,6378
1191.58,6368
1193.55,6350
1195.53,6336
1197.50,6318
1199.40,6306
1201.40,6328
1203.40,6330
1205.40,6338
1207.40,6356
1209.30,6370
1211.28,6352
1213.25,6346
1215.23,6350
1217.20,6364
1219.20,6390
1221.18,6400
