t,pcg
0.0,211
1.0,528
2.0,738
3.0,850
4.0,899
5.0,502
6.0,140
7.0,349
8.0,370
9.0,174
10.0,228
11.0,167
12.0,82
13.0,207
14.0,117
15.0,27
16.0,125
17.0,88
18.0,93
19.0,20
20.0,-81
21.0,-40
22.0,-115
23.0,-67
24.0,51
25.0,-60
26.0,-106
27.0,-135
28.0,-214
29.0,-291
30.0,-266
31.0,-75
32.0,-104
33.0,-154
34.0,-158
35.0,-312
36.0,-309
37.0,-188
38.0,-123
39.0,-18
40.0,43
41.0,34
42.0,55
43.0,53
44.0,50
45.0,92
46.0,162
47.0,243
48.0,219
49.0,201
50.0,252
51.0,245
52.0,223
53.0,220
54.0,229
55.0,241
56.0,284
57.0,280
58.0,213
59.0,169
60.0,165
61.0,165
62.0,152
63.0,174
64.0,194
65.0,176
66.0,152
67.0,113
68.0,57
69.0,-30
70.0,-111
71.0,-143
72.0,-194
73.0,-247
74.0,-270
75.0,-276
76.0,-293
77.0,-292
78.0,-276
79.0,-259
80.0,-223
81.0,-221
82.0,-209
83.0,-154
84.0,-118
85.0,-104
86.0,-70
87.0,-22
88.0,11
89.0,50
90.0,73
91.0,112
92.0,157
93.0,155
94.0,210
95.0,228
96.0,192
97.0,209
98.0,181
99.0,171
100.0,205
101.0,173
102.0,172
103.0,230
104.0,197
105.0,171
106.0,196
107.0,165
108.0,170
109.0,159
110.0,106
111.0,83
112.0,59
113.0,49
114.0,13
115.0,-14
116.0,-2
117.0,-17
118.0,4
119.0,-73
120.0,-160
121.0,-21
122.0,-75
123.0,-158
124.0,-21
125.0,-188
126.0,-123
127.0,72
128.0,-231
129.0,-88
130.0,67
131.0,-154
132.0,-14
133.0,21
134.0,-80
135.0,33
136.0,56
137.0,-46
138.0,61
139.0,108
140.0,2
141.0,107
142.0,94
143.0,57
144.0,186
145.0,118
146.0,100
147.0,115
148.0,101
149.0,206
150.0,93
151.0,80
152.0,172
153.0,73
154.0,119
155.0,104
156.0,26
157.0,69
158.0,33
159.0,0
160.0,52
161.0,-31
162.0,-30
163.0,44
164.0,-69
165.0,-8
166.0,-17
167.0,-131
168.0,-19
169.0,-61
170.0,-77
171.0,-27
172.0,-82
173.0,-68
174.0,-46
175.0,13
176.0,-32
177.0,-54
178.0,17
179.0,1
180.0,63
181.0,46
182.0,-42
183.0,49
184.0,130
185.0,68
186.0,88
187.0,182
188.0,75
189.0,74
190.0,217
191.0,85
192.0,93
193.0,165
194.0,51
195.0,172
196.0,120
197.0,43
198.0,136
199.0,60
200.0,139
201.0,84
202.0,-33
203.0,66
204.0,39
205.0,216
206.0,-101
207.0,-814
208.0,2307
209.0,-134
210.0,-10712
211.0,-4554
212.0,9521
213.0,10688
214.0,9506
215.0,5135
216.0,-2657
217.0,-6412
218.0,-8446
219.0,-2078
220.0,2410
221.0,-8490
222.0,-3214
223.0,4290
224.0,-5123
225.0,1473
226.0,4723
227.0,-472
228.0,5348
229.0,5498
230.0,2944
231.0,4148
232.0,-431
233.0,-1949
234.0,6725
235.0,-777
236.0,-8219
237.0,5403
238.0,-2595
239.0,-3154
240.0,6161
241.0,-6708
242.0,-1074
243.0,-1363
244.0,-8820
245.0,-1786
246.0,-2654
247.0,2880
248.0,4459
249.0,1097
250.0,3428
251.0,-1122
252.0,-1358
253.0,-545
254.0,-2145
255.0,832
256.0,1074
257.0,1456
258.0,2192
259.0,-284
260.0,-432
261.0,575
262.0,389
263.0,653
264.0,939
265.0,1396
266.0,2060
267.0,2234
268.0,2312
269.0,1569
270.0,441
271.0,1066
272.0,1857
273.0,620
274.0,256
275.0,1595
276.0,939
277.0,239
278.0,1087
279.0,170
280.0,-651
281.0,887
282.0,1908
283.0,747
284.0,421
285.0,1836
286.0,1923
287.0,853
288.0,397
289.0,277
290.0,89
291.0,-349
292.0,-306
293.0,1606
294.0,2069
295.0,-567
296.0,-786
297.0,-673
298.0,-2774
299.0,-994
300.0,838
301.0,-1859
302.0,-2678
303.0,-102
304.0,1875
305.0,1141
306.0,1121
307.0,2744
308.0,901
309.0,979
310.0,1459
311.0,-2319
312.0,-1938
313.0,624
314.0,-3295
315.0,-5722
316.0,573
317.0,3150
318.0,223
319.0,-20
320.0,346
321.0,-366
322.0,-2745
323.0,-1466
324.0,2191
325.0,746
326.0,46
327.0,525
328.0,158
329.0,-24
330.0,-945
331.0,1270
332.0,1310
333.0,-2093
334.0,-304
335.0,1329
336.0,742
337.0,642
338.0,546
339.0,2577
340.0,699
341.0,-1258
342.0,1539
343.0,1455
344.0,2622
345.0,2809
346.0,-2309
347.0,-2066
348.0,1391
349.0,705
350.0,-718
351.0,-361
352.0,928
353.0,451
354.0,-633
355.0,1086
356.0,1131
357.0,-1755
358.0,-1563
359.0,417
360.0,745
361.0,-245
362.0,-907
363.0,1549
364.0,2160
365.0,-461
366.0,-551
367.0,-813
368.0,-1361
369.0,-712
370.0,891
371.0,2883
372.0,1432
373.0,-954
374.0,-2048
375.0,-2503
376.0,-1631
377.0,10
378.0,547
379.0,-2172
380.0,-1404
381.0,3428
382.0,922
383.0,-215
384.0,1125
385.0,-2266
386.0,767
387.0,1688
388.0,-2950
389.0,-1458
390.0,308
391.0,506
392.0,902
393.0,-320
394.0,97
395.0,1672
396.0,33
397.0,-1049
398.0,90
399.0,-24
400.0,-84
401.0,-9
402.0,-136
403.0,364
404.0,1188
405.0,-1523
406.0,-2050
407.0,878
408.0,-988
409.0,1227
410.0,2616
411.0,-333
412.0,1832
413.0,414
414.0,-1059
415.0,86
416.0,-2344
417.0,-1405
418.0,550
419.0,554
420.0,1964
421.01,1041
422.02,-441
423.03,684
424.04,-531
425.05,-1632
426.06,-174
427.07,-341
428.08,226
429.09,801
430.1,-1596
431.1,-968
432.1,787
433.1,-950
434.1,145
435.1,1195
436.1,387
437.1,1187
438.1,165
439.1,459
440.1,611
441.1,-843
442.1,235
443.1,312
444.1,-1350
445.1,-2161
446.1,787
447.1,2222
448.1,-338
449.1,-747
450.1,347
451.1,1760
452.1,-45
453.1,-1703
454.1,-1657
455.1,-1845
456.1,2736
457.1,2688
458.1,201
459.1,669
460.1,-1533
461.1,-1381
462.1,-2267
463.1,-1710
464.1,1444
465.1,-1290
466.1,-462
467.1,3187
468.1,1628
469.1,888
470.1,-355
471.1,-1993
472.1,297
473.1,-12
474.1,-3195
475.1,-2103
476.1,392
477.1,1249
478.1,3334
479.1,2487
480.1,-2201
481.1,-1414
482.1,286
483.1,-1960
484.1,-660
485.1,693
486.1,771
487.1,712
488.1,-1242
489.1,375
490.1,1189
491.1,-1250
492.1,-1182
493.1,-1317
494.1,-33
495.1,1896
496.1,-201
497.1,-1381
498.1,-1291
499.1,-686
500.1,1165
501.1,1100
502.1,-1097
503.1,-399
504.1,944
505.1,-471
506.1,376
507.1,600
508.1,-631
509.1,1030
510.1,423
511.1,-2647
512.1,-32
513.1,1791
514.1,-668
515.1,837
516.1,1117
517.1,-1928
518.1,-520
519.1,1317
520.1,-1281
521.1,-249
522.1,1328
523.1,-370
524.1,792
525.1,332
526.1,-795
527.1,442
528.1,-273
529.1,-463
530.1,1075
531.1,574
532.1,-104
533.1,309
534.1,-544
535.1,-550
536.1,476
537.1,-169
538.1,-564
539.1,459
540.1,668
541.1,160
542.1,285
543.1,-173
544.1,-230
545.1,684
546.1,95
547.1,-245
548.1,695
549.1,528
550.1,112
551.1,52
552.1,-60
553.1,-1516
554.1,-1639
555.1,-601
556.1,586
557.1,3265
558.1,1288
559.1,1108
560.1,2746
561.1,-1274
562.1,-415
563.1,2412
564.1,-632
565.1,-517
566.1,796
567.1,-500
568.1,-720
569.1,-1937
570.1,-1981
571.1,-1262
572.1,-2235
573.1,-887
574.1,-28
575.1,-337
576.1,1271
577.1,-933
578.1,-1007
579.1,1225
580.1,-1531
581.1,811
582.1,1720
583.1,-306
584.1,2113
585.1,289
586.1,-20
587.1,2203
588.1,13
589.1,341
590.1,697
591.1,-1110
592.1,960
593.1,8
594.1,-1190
595.1,1312
596.1,-793
597.1,-610
598.1,1667
599.1,-525
600.1,-491
601.1,498
602.1,-166
603.1,-512
604.1,-983
605.1,-272
606.1,-7
607.1,-476
608.1,-65
609.1,-337
610.1,220
611.1,557
612.1,-540
613.1,97
614.1,276
615.1,-396
616.1,338
617.1,279
618.1,26
619.1,663
620.1,239
621.1,-474
622.1,-53
623.1,251
624.1,259
625.1,417
626.1,-115
627.1,-302
628.1,203
629.1,110
630.1,-415
631.1,-458
632.1,-330
633.1,-364
634.1,42
635.1,9
636.1,-383
637.1,-70
638.1,-221
639.1,-779
640.1,-369
641.1,126
642.1,-367
643.1,-106
644.1,304
645.1,-139
646.1,2
647.1,-363
648.1,-189
