t,pcg
0.0,9
1.0,6
2.0,7
3.0,-4
4.0,-19
5.0,-13
6.0,-12
7.0,-17
8.0,-10
9.0,-10
10.0,-16
11.01,-10
12.02,1
13.03,2
14.04,-1
15.05,9
16.06,23
17.07,25
18.08,28
19.09,36
20.1,28
21.1,25
22.1,25
23.1,14
24.1,9
25.1,2
26.1,-7
27.1,-6
28.1,-7
29.1,-16
30.1,-19
31.1,-16
32.1,-8
33.1,0
34.1,13
35.1,35
36.1,52
37.1,59
38.1,58
39.1,54
40.1,45
41.1,32
42.1,21
43.1,7
44.1,1
45.1,5
46.1,2
47.1,-5
48.1,-5
49.1,0
50.1,9
51.1,17
52.1,23
53.1,25
54.1,17
55.1,4
56.1,-1
57.1,-2
58.1,-7
59.1,-12
60.1,-15
61.1,-18
62.1,-7
63.1,14
64.1,26
65.1,29
66.1,41
67.1,48
68.1,30
69.1,-4
70.1,-24
71.1,-52
72.1,-95
73.1,-66
74.1,59
75.1,170
76.1,292
77.1,489
78.1,530
79.1,313
80.1,113
81.1,74
82.1,68
83.1,41
84.1,44
85.1,49
86.1,24
87.1,-6
88.1,-27
89.1,-60
90.1,-123
91.1,-211
92.1,-298
93.1,-352
94.1,-360
95.1,-341
96.1,-308
97.1,-265
98.1,-219
99.1,-172
100.1,-124
101.1,-66
102.1,-7
103.1,47
104.1,103
105.1,148
106.1,170
107.1,179
108.1,184
109.1,179
110.1,167
111.1,154
112.1,134
113.1,115
114.1,98
115.1,71
116.1,50
117.1,41
118.1,33
119.1,29
120.1,25
121.1,16
122.1,12
123.1,10
124.1,3
125.1,-3
126.1,-7
127.1,-7
128.1,-7
129.1,-13
130.1,-10
131.1,0
132.1,1
133.1,1
134.1,9
135.1,12
136.1,10
137.1,16
138.1,21
139.1,23
140.1,29
141.1,36
142.1,38
143.1,37
144.1,28
145.1,15
146.1,7
147.1,-4
148.1,-18
149.1,-27
150.1,-33
151.1,-35
152.1,-34
153.1,-32
154.1,-26
155.1,-21
156.1,-21
157.1,-28
158.1,-40
159.1,-46
160.1,-48
161.1,-50
162.1,-49
163.1,-52
164.1,-58
165.1,-59
166.1,-57
167.1,-55
168.1,-49
169.1,-39
170.1,-33
171.1,-28
172.1,-14
173.1,-4
174.1,2
175.1,9
176.1,9
177.1,3
178.1,2
179.1,5
180.1,4
181.1,0
182.1,-2
183.1,0
184.1,0
185.1,-5
186.1,-8
187.1,-4
188.1,0
189.1,-5
190.1,-16
191.1,-23
192.1,-24
193.1,-21
194.1,-14
195.1,-8
196.1,2
197.1,13
198.1,20
199.1,23
200.1,23
201.1,24
202.1,21
203.1,10
204.1,4
205.1,-1
206.1,-8
207.1,-14
208.1,-24
209.1,-37
210.1,-48
211.1,-55
212.1,-54
213.1,-49
214.1,-48
215.1,-38
216.1,-14
217.1,11
218.1,30
219.1,46
220.1,61
221.1,66
222.1,65
223.1,61
224.1,47
225.1,32
226.1,22
227.1,5
228.1,-9
229.1,-10
230.1,-8
231.1,-10
232.1,-13
233.1,-20
234.1,-23
235.1,-18
236.1,-7
237.1,4
238.1,8
239.1,12
240.1,11
241.1,2
242.1,-7
243.1,-15
244.1,-21
245.1,-23
246.1,-19
247.1,-13
248.1,-9
249.1,-4
250.1,7
251.1,14
252.1,13
253.1,16
254.1,19
255.1,17
256.1,18
257.1,20
258.1,20
259.1,14
260.1,4
261.1,-4
262.1,-11
263.1,-14
264.1,-14
265.1,-17
266.1,-17
267.1,-11
268.1,-5
269.1,-4
270.1,-4
271.1,-2
272.1,-1
273.1,-4
274.1,-9
275.1,-14
276.1,-19
277.1,-21
278.1,-21
279.1,-21
280.1,-17
281.1,-10
282.1,-6
283.1,2
284.1,5
285.1,2
286.1,3
287.1,4
288.1,1
289.1,-2
290.1,-9
291.1,-16
292.1,-19
293.1,-24
294.1,-28
295.1,-30
296.1,-24
297.1,-16
298.1,-13
299.1,-9
300.1,-2
301.1,6
302.1,8
303.1,3
304.1,-2
305.1,-8
306.1,-16
307.1,-20
308.1,-22
309.1,-25
310.1,-28
311.1,-27
312.1,-22
313.1,-19
314.1,-11
315.1,0
316.1,10
317.1,18
318.1,25
319.1,27
320.1,30
321.1,37
322.1,37
323.1,33
324.1,34
325.1,33
326.1,30
327.1,33
328.1,40
329.1,44
330.1,44
331.1,48
332.1,51
333.1,49
334.1,45
335.1,35
336.1,15
337.1,-2
338.1,-11
339.1,-24
340.1,-38
341.1,-41
342.1,-41
343.1,-47
344.1,-47
345.1,-35
346.1,-20
347.1,-9
348.1,-5
349.1,-5
350.1,-9
351.1,-18
352.1,-40
353.1,-72
354.1,-99
355.1,-118
356.1,-135
357.1,-142
358.1,-130
359.1,-102
360.1,-66
361.1,-15
362.1,47
363.1,111
364.1,181
365.1,255
366.1,321
367.1,372
368.1,406
369.1,413
370.1,391
371.1,348
372.1,296
373.1,231
374.1,161
375.1,101
376.1,57
377.1,26
378.1,11
379.1,8
380.1,-8
381.1,-57
382.1,-135
383.1,-227
384.1,-319
385.1,-400
386.1,-459
387.1,-497
388.1,-552
389.1,-619
390.1,-655
391.1,-691
392.1,-690
393.1,-585
394.1,-442
395.1,-337
396.1,-343
397.1,-470
398.1,-604
399.1,-636
400.1,-466
401.1,-160
402.1,135
403.1,498
404.1,886
405.1,1129
406.1,1306
407.1,1458
408.1,1457
409.1,1315
410.1,1110
411.1,869
412.1,625
413.1,393
414.1,143
415.1,-121
416.1,-363
417.1,-579
418.1,-739
419.1,-797
420.1,-775
421.1,-743
422.1,-723
423.1,-638
424.1,-444
425.1,-189
426.1,121
427.1,434
428.1,639
429.1,738
430.1,815
431.1,858
432.1,822
433.1,754
434.1,662
435.1,516
436.1,355
437.1,195
438.1,3
439.1,-204
440.1,-390
441.1,-550
442.1,-688
443.1,-786
444.1,-843
445.1,-880
446.1,-897
447.1,-886
448.1,-860
449.1,-805
450.1,-718
451.1,-629
452.1,-524
453.1,-393
454.1,-269
455.1,-152
456.1,-28
457.1,86
458.1,187
459.1,268
460.1,318
461.1,339
462.1,337
463.1,319
464.1,280
465.1,232
466.1,198
467.1,173
468.1,158
469.1,157
470.1,163
471.1,185
472.1,214
473.1,230
474.1,250
475.1,262
476.1,253
477.1,243
478.1,228
479.1,205
480.1,183
481.1,160
482.1,144
483.1,130
484.1,116
485.1,114
486.1,116
487.1,106
488.1,99
489.1,98
490.1,87
491.1,75
492.1,70
493.1,65
494.1,62
495.1,53
496.1,41
497.1,27
498.1,19
499.1,17
500.1,19
501.1,23
502.1,21
503.1,17
504.1,14
505.1,8
506.1,-3
507.1,-16
508.1,-28
509.1,-40
510.1,-53
511.1,-74
512.1,-95
513.1,-108
514.1,-121
515.1,-137
516.1,-145
517.1,-144
518.1,-141
519.1,-138
520.1,-135
521.1,-133
522.1,-125
523.1,-113
524.1,-103
525.1,-90
526.1,-70
527.1,-55
528.1,-47
529.1,-39
530.1,-32
531.1,-28
532.1,-31
533.1,-38
534.1,-39
535.1,-30
536.1,-23
537.1,-26
538.1,-31
539.1,-37
540.1,-49
541.1,-60
542.1,-65
543.1,-66
544.1,-69
545.1,-73
546.1,-77
547.1,-77
548.1,-69
549.1,-62
550.1,-58
551.1,-47
552.1,-27
553.1,-7
554.1,5
555.1,12
556.1,20
557.1,25
558.1,24
559.1,23
560.1,23
561.1,22
562.1,18
563.1,9
564.1,1
565.1,-3
566.1,0
567.1,9
568.1,13
569.1,13
570.1,11
571.1,9
572.1,8
573.1,3
574.1,-4
575.1,-7
576.1,-5
577.1,0
578.1,-2
579.1,-8
580.1,-9
581.1,-12
582.1,-23
583.1,-36
584.1,-44
585.1,-56
586.1,-69
587.1,-71
588.1,-70
589.1,-68
590.1,-58
591.1,-44
592.1,-28
593.1,-9
594.1,1
595.1,1
596.1,6
597.1,14
598.1,16
599.1,17
600.1,15
601.1,10
602.1,6
603.1,1
604.1,2
605.1,7
606.1,14
607.1,19
608.1,24
609.1,30
610.1,33
611.1,33
612.1,33
613.1,33
614.1,35
615.1,35
616.1,35
617.1,36
618.1,14
619.1,-23
620.1,-59
621.1,-106
622.1,-148
623.1,-154
624.1,-73
625.1,73
626.1,220
627.1,445
628.1,696
629.1,682
630.1,410
631.1,185
632.1,91
633.1,45
634.1,42
635.1,69
636.1,79
637.1,67
638.1,51
639.1,30
640.1,-12
641.1,-85
642.1,-173
643.1,-250
644.1,-290
645.1,-298
646.1,-288
647.1,-264
648.1,-245
649.1,-233
650.1,-210
651.1,-174
652.1,-125
653.1,-65
654.1,-2
655.1,58
656.1,109
657.1,149
658.1,177
659.1,198
660.1,203
661.1,190
662.1,173
663.1,153
664.1,123
665.1,98
666.1,78
667.1,53
668.1,31
669.1,21
670.1,18
671.1,22
672.1,37
673.1,52
674.1,56
675.1,56
676.1,51
677.1,38
678.1,27
679.1,19
680.1,2
681.1,-23
682.1,-38
683.1,-47
684.1,-61
685.1,-70
686.1,-69
687.1,-67
688.1,-66
689.1,-59
690.1,-51
691.1,-52
692.1,-50
693.1,-37
694.1,-20
695.1,0
696.1,13
697.1,12
698.1,5
699.1,-1
700.1,-5
701.1,-3
702.1,-2
703.1,-12
704.1,-25
705.1,-27
706.1,-30
707.1,-48
708.1,-65
709.1,-71
710.1,-77
711.1,-80
712.1,-76
713.1,-70
714.1,-63
715.1,-53
716.1,-46
717.1,-35
718.1,-22
719.1,-16
720.1,-10
721.1,0
722.1,1
723.1,-2
724.1,-5
725.1,-8
726.1,-10
727.1,-9
728.1,-3
729.1,4
730.1,11
731.1,18
732.1,21
733.1,22
734.1,22
735.1,26
736.1,34
737.1,37
738.1,41
739.1,47
740.1,50
741.1,51
742.1,51
743.1,51
744.1,41
745.1,25
746.1,13
747.1,7
748.1,4
749.1,-1
750.1,-11
751.1,-20
752.1,-22
753.1,-20
754.1,-15
755.1,-14
756.1,-16
757.1,-11
758.1,-13
759.1,-20
760.1,-21
761.1,-26
762.1,-31
763.1,-29
764.1,-26
765.1,-25
766.1,-27
767.1,-29
768.1,-28
769.1,-28
770.1,-31
771.1,-36
772.1,-39
773.1,-44
774.1,-46
775.1,-36
776.1,-29
777.1,-24
778.1,-16
779.1,-20
780.1,-21
781.1,-13
782.1,-17
783.1,-24
784.1,-18
785.1,-14
786.1,-19
787.1,-22
788.1,-23
789.1,-27
790.1,-33
791.1,-47
792.1,-61
793.1,-60
794.1,-56
795.1,-54
796.1,-41
797.1,-20
798.1,2
799.1,20
800.1,34
801.1,50
802.1,64
803.1,77
804.1,79
805.1,64
806.1,48
807.1,40
808.1,33
809.1,28
810.1,28
811.1,27
812.1,21
813.1,21
814.1,25
815.1,22
816.1,17
817.1,22
818.1,24
819.1,20
820.1,20
821.1,23
822.1,23
823.1,21
824.1,24
825.1,29
826.1,29
827.1,28
828.1,19
829.1,7
830.1,2
831.1,-2
832.1,-7
833.1,-10
834.1,-13
835.1,-14
836.1,-18
837.1,-22
838.1,-21
839.1,-22
840.1,-24
841.1,-20
842.1,-20
843.1,-25
844.1,-26
845.1,-27
846.1,-31
847.1,-35
848.1,-42
849.1,-50
850.1,-51
851.1,-49
852.1,-50
853.1,-46
854.1,-29
855.1,-15
856.1,-9
857.1,5
858.1,17
859.1,22
860.1,24
861.1,21
862.1,22
863.1,28
864.1,37
865.1,49
866.1,58
867.1,60
868.1,54
869.1,50
870.1,52
871.1,48
872.1,45
873.1,58
874.1,69
875.1,66
876.1,64
877.1,63
878.1,49
879.1,33
880.1,27
881.1,27
882.1,28
883.1,25
884.1,22
885.1,22
886.1,15
887.1,6
888.1,9
889.1,13
890.1,7
891.1,5
892.1,14
893.1,11
894.1,-8
895.1,-23
896.1,-37
897.1,-58
898.1,-78
899.1,-91
900.1,-99
901.1,-107
902.1,-112
903.1,-109
904.1,-97
905.1,-80
906.1,-58
907.1,-42
908.1,-46
909.1,-57
910.1,-65
911.1,-76
912.1,-92
913.1,-113
914.1,-130
915.1,-135
916.1,-125
917.1,-89
918.1,-22
919.1,64
920.1,154
921.1,256
922.1,361
923.1,449
924.1,514
925.1,545
926.1,530
927.1,482
928.1,414
929.1,322
930.1,215
931.1,111
932.1,0
933.1,-119
934.1,-219
935.1,-286
936.1,-329
937.1,-351
938.1,-352
939.1,-368
940.1,-405
941.1,-411
942.1,-397
943.1,-416
944.1,-428
945.1,-415
946.1,-426
947.1,-446
948.1,-453
949.1,-437
950.1,-395
951.1,-351
952.1,-216
953.1,70
954.1,274
955.1,192
956.1,41
957.1,49
958.1,125
959.1,317
960.1,632
961.1,843
962.1,1039
963.1,1249
964.1,1270
965.1,1088
966.1,670
967.1,90
968.1,-446
969.1,-867
970.1,-1177
971.1,-1412
972.1,-1538
973.1,-1449
974.1,-1210
975.1,-928
976.1,-611
977.1,-260
978.1,154
979.1,646
980.1,1114
981.1,1485
982.1,1781
983.1,1994
984.1,2072
985.1,1987
986.1,1719
987.1,1313
988.1,855
989.1,367
990.1,-119
991.1,-527
992.1,-821
993.1,-998
994.1,-1048
995.1,-981
996.1,-834
997.1,-645
998.1,-462
999.1,-323
1000.1,-252
1001.1,-268
1002.1,-360
1003.1,-497
1004.1,-657
1005.1,-829
1006.1,-953
1007.1,-977
1008.1,-932
1009.1,-834
1010.1,-669
1011.1,-452
1012.1,-225
1013.1,-7
1014.1,190
1015.1,349
1016.1,461
1017.1,529
1018.1,559
1019.1,550
1020.1,528
1021.1,497
1022.1,457
1023.1,426
1024.1,400
1025.1,376
1026.1,358
1027.1,348
1028.1,338
1029.1,320
1030.1,299
1031.1,272
1032.1,251
1033.1,226
1034.1,191
1035.1,165
1036.1,140
1037.1,109
1038.1,78
1039.1,38
1040.1,-5
1041.1,-40
1042.1,-82
1043.1,-131
1044.1,-170
1045.1,-204
1046.1,-236
1047.1,-257
1048.1,-264
1049.1,-260
1050.1,-262
1051.1,-260
1052.1,-238
1053.1,-214
1054.1,-185
1055.1,-155
1056.1,-136
1057.1,-125
1058.1,-109
1059.1,-86
1060.1,-66
1061.1,-56
1062.1,-59
1063.1,-64
1064.1,-60
1065.1,-51
1066.1,-52
1067.1,-66
1068.1,-86
1069.1,-106
1070.1,-88
1071.11,-70
1072.12,-89
1073.13,-88
1074.14,-71
1075.15,-79
1076.16,-75
1077.17,-50
1078.18,-52
1079.19,-58
1080.2,-30
1081.2,-4
1082.2,9
1083.2,40
1084.2,61
1085.2,47
1086.2,31
1087.2,19
1088.2,0
1089.2,-16
1090.2,-22
1091.2,-26
1092.2,-29
1093.2,-21
1094.2,-8
1095.2,9
1096.2,22
1097.2,30
1098.2,39
1099.2,48
1100.2,54
1101.2,70
1102.2,89
1103.2,90
1104.2,73
1105.2,49
1106.2,29
1107.2,10
1108.2,-7
1109.2,-12
1110.2,-15
1111.2,-29
1112.2,-39
1113.2,-42
1114.2,-45
1115.2,-43
1116.2,-33
1117.2,-24
1118.2,-20
1119.2,-8
1120.2,8
1121.2,7
1122.2,5
1123.2,14
1124.2,14
1125.2,10
1126.2,12
1127.2,20
1128.2,30
1129.2,36
1130.2,34
1131.2,29
1132.2,26
1133.2,23
1134.2,16
1135.2,17
1136.2,23
1137.2,29
1138.2,35
1139.2,30
1140.2,21
1141.2,24
1142.2,23
1143.2,13
1144.2,17
1145.2,37
1146.2,50
1147.2,56
1148.2,63
1149.2,67
1150.2,68
1151.2,68
1152.2,69
1153.2,71
1154.2,72
1155.2,74
1156.2,73
1157.2,67
1158.2,53
1159.2,36
1160.2,26
1161.2,17
1162.2,11
1163.2,11
1164.2,-1
1165.2,-22
1166.2,-32
1167.2,-36
1168.2,-37
1169.2,-23
1170.2,-7
1171.2,-12
1172.2,-28
1173.2,-30
1174.2,-38
1175.2,-54
1176.2,-63
1177.2,-84
1178.2,-26
1179.2,143
1180.2,268
1181.2,370
1182.2,526
1183.2,501
1184.2,213
1185.2,-44
1186.2,-115
1187.2,-105
1188.2,-87
1189.2,-49
1190.2,-2
1191.2,38
1192.2,60
1193.2,46
1194.2,8
1195.2,-47
1196.2,-151
1197.2,-273
1198.2,-350
1199.2,-386
1200.2,-388
1201.2,-352
1202.2,-317
1203.2,-294
1204.2,-255
1205.2,-203
1206.2,-154
1207.2,-102
1208.2,-43
1209.2,5
1210.2,40
1211.2,73
1212.2,89
1213.2,91
1214.2,96
1215.2,101
1216.2,105
1217.2,111
1218.2,107
1219.2,102
1220.2,105
1221.2,95
1222.2,78
1223.2,71
1224.2,68
1225.2,69
1226.2,83
1227.2,94
1228.2,96
1229.2,108
1230.2,128
1231.2,137
1232.2,130
1233.2,114
1234.2,93
1235.2,66
1236.2,41
1237.2,25
1238.2,12
1239.2,-7
1240.2,-28
1241.2,-37
1242.2,-30
1243.2,-34
1244.2,-46
1245.2,-32
1246.2,-19
1247.2,-30
1248.2,-17
1249.2,9
1250.2,5
1251.2,-5
1252.2,-11
1253.2,-29
1254.2,-47
1255.2,-53
1256.2,-56
1257.2,-54
1258.2,-39
1259.2,-26
1260.2,-28
1261.2,-28
1262.2,-17
1263.2,-16
1264.2,-24
1265.2,-25
1266.2,-19
1267.2,-14
1268.2,-19
1269.2,-26
1270.2,-31
1271.2,-32
1272.2,-23
1273.2,-8
1274.2,0
1275.2,0
1276.2,1
1277.2,-2
1278.2,-5
1279.2,-3
1280.2,0
1281.2,2
1282.2,-2
1283.2,-6
1284.2,-2
1285.2,1
1286.2,-5
1287.2,-9
1288.2,-10
1289.2,-19
1290.2,-24
1291.2,-21
1292.2,-22
1293.2,-24
1294.2,-17
1295.2,-18
1296.2,-38
1297.2,-47
1298.2,-44
1299.2,-49
1300.2,-51
1301.2,-46
1302.2,-50
1303.2,-52
1304.2,-43
1305.2,-31
1306.2,-21
1307.2,-15
1308.2,-9
1309.2,-5
1310.2,-10
1311.2,-18
1312.2,-17
1313.2,-12
1314.2,-12
1315.2,-10
1316.2,-5
1317.2,-7
1318.2,-12
1319.2,-20
1320.2,-28
1321.2,-22
1322.2,-6
