t,carotid_880nm,carotid_660nm,brachial_880nm,brachial_660nm
3.3,-303.35,-74.982,257.46,162.87
13.2,-304.35,-75.982,263.46,163.87
23.1,-303.35,-75.982,264.46,164.87
33.0,-301.35,-73.982,268.46,164.87
42.9,-303.35,-74.982,269.46,165.87
52.7,-303.35,-75.982,272.46,165.87
62.6,-302.35,-73.982,272.46,165.87
72.5,-303.35,-74.982,272.46,167.87
82.4,-304.35,-74.982,272.46,167.87
92.3,-302.35,-73.982,268.46,169.87
102.2,-303.35,-74.982,268.46,169.87
112.1,-301.35,-73.982,264.46,168.87
121.9,-299.35,-72.982,264.46,168.87
131.8,-297.35,-73.982,258.46,168.87
141.7,-298.35,-73.982,258.46,168.87
151.6,-297.35,-74.982,250.46,166.87
161.5,-298.35,-74.982,250.46,166.87
171.4,-299.35,-74.982,244.46,163.87
181.3,-301.35,-75.982,244.46,163.87
191.1,-300.35,-75.982,239.46,162.87
201.0,-303.35,-73.982,239.46,162.87
210.9,-302.35,-74.982,236.46,160.87
220.8,-303.35,-75.982,236.46,160.87
230.7,-304.35,-74.982,234.46,160.87
240.6,-302.35,-73.982,234.46,160.87
250.5,-302.35,-71.982,232.46,159.87
260.3,-299.35,-69.982,232.46,159.87
270.2,-298.35,-68.982,230.46,157.87
280.1,-300.35,-66.982,230.46,157.87
290.0,-296.35,-64.982,223.46,157.87
299.9,-295.35,-62.982,223.46,157.87
309.8,-291.35,-58.982,223.46,155.87
319.7,-287.35,-55.982,222.46,156.87
329.5,-289.35,-55.982,221.46,155.87
339.4,-287.35,-55.982,218.46,153.87
349.3,-291.35,-54.982,217.46,154.87
359.2,-292.35,-55.982,213.46,153.87
369.1,-280.35,-44.982,214.46,153.87
379.0,-275.35,-44.982,213.46,152.87
388.9,-269.35,-39.982,213.46,153.87
398.7,-250.35,-24.982,215.46,155.87
408.6,-221.35,-10.982,216.46,155.87
418.5,-193.35,1.0176,218.46,154.87
428.4,-172.35,10.018,220.46,156.87
438.3,-157.35,15.018,220.46,155.87
448.2,-141.35,19.018,225.46,157.87
458.1,-129.35,23.018,233.46,156.87
467.9,-118.35,26.018,239.46,158.87
477.8,-107.35,31.018,247.46,160.87
487.7,-97.35,35.018,257.46,162.87
497.6,-89.35,37.018,267.46,165.87
507.5,-81.35,40.018,275.46,166.87
517.4,-74.35,43.018,283.46,166.87
527.3,-74.35,43.018,292.46,168.87
537.1,-66.35,44.018,299.46,171.87
547.0,-66.35,44.018,303.46,171.87
556.9,-63.35,48.018,308.46,174.87
566.8,-63.35,48.018,316.46,177.87
576.7,-59.35,49.018,318.46,178.87
586.6,-59.35,49.018,325.46,181.87
596.5,-52.35,52.018,327.46,183.87
606.3,-52.35,52.018,333.46,186.87
616.2,-54.35,53.018,337.46,190.87
626.1,-54.35,53.018,340.46,192.87
636.0,-58.35,54.018,342.46,196.87
645.9,-58.35,54.018,344.46,196.87
655.8,-61.35,52.018,343.46,197.87
665.7,-61.35,52.018,346.46,199.87
675.5,-71.35,48.018,346.46,200.87
685.4,-71.35,48.018,347.46,201.87
695.3,-77.35,45.018,346.46,201.87
705.2,-82.35,42.018,348.46,202.87
715.1,-90.35,36.018,347.46,202.87
725.0,-98.35,34.018,347.46,203.87
734.9,-103.35,32.018,346.46,203.87
744.7,-108.35,30.018,347.46,202.87
754.6,-114.35,27.018,347.46,202.87
764.5,-118.35,27.018,349.46,201.87
774.4,-121.35,26.018,349.46,202.87
784.3,-125.35,25.018,346.46,202.87
794.2,-129.35,22.018,349.46,203.87
804.1,-133.35,20.018,347.46,201.87
813.9,-137.35,19.018,347.46,201.87
823.8,-140.35,17.018,348.46,201.87
833.7,-144.35,17.018,347.46,202.87
843.6,-147.35,15.018,345.46,201.87
853.5,-148.35,16.018,347.46,202.87
863.4,-148.35,16.018,348.46,202.87
873.3,-150.35,17.018,347.46,202.87
883.1,-147.35,19.018,349.46,203.87
893.0,-134.35,33.018,347.46,204.87
902.9,-133.35,30.018,348.46,204.87
912.8,-136.35,30.018,349.46,203.87
922.7,-125.35,38.018,346.46,203.87
932.6,-113.35,43.018,345.46,204.87
942.5,-104.35,44.018,342.46,201.87
