t,az
3.00,5322
4.98,5294
6.95,5294
8.93,5280
10.90,5302
12.90,5294
14.88,5294
16.85,5298
18.83,5298
20.80,5280
22.80,5280
24.78,5296
26.75,5296
28.73,5274
30.70,5250
32.70,5238
34.68,5232
36.65,5250
38.63,5260
40.60,5262
42.60,5256
44.58,5256
46.55,5236
48.53,5220
50.50,5216
52.50,5204
54.48,5202
56.45,5200
58.43,5194
60.40,5220
62.40,5206
64.38,5198
66.35,5218
68.33,5246
70.30,5246
72.20,5252
74.18,5276
76.15,5284
78.13,5314
80.10,5318
82.10,5330
84.08,5306
86.05,5324
88.03,5300
90.00,5290
92.00,5270
93.98,5244
95.95,5238
97.93,5252
99.90,5276
101.90,5286
103.88,5272
105.85,5278
107.83,5272
109.80,5280
111.80,5276
113.78,5276
115.75,5260
117.73,5244
119.70,5260
121.70,5286
123.68,5314
125.65,5330
127.63,5324
129.60,5282
131.60,5270
133.58,5270
135.55,5290
137.53,5296
139.50,5316
141.40,5312
143.38,5304
145.35,5294
147.33,5300
149.30,5286
151.30,5294
153.28,5304
155.25,5330
157.23,5350
159.20,5358
161.20,5356
163.18,5362
165.15,5364
167.13,5368
169.10,5352
171.10,5368
173.08,5382
175.05,5388
177.03,5390
179.00,5376
181.00,5366
182.98,5362
184.95,5352
186.93,5336
188.90,5340
190.90,5368
192.88,5372
194.85,5368
196.83,5372
198.80,5360
200.80,5358
202.78,5344
204.75,5324
206.73,5324
208.70,5308
210.60,5306
212.58,5298
214.55,5312
216.53,5322
218.50,5316
220.50,5316
222.48,5332
224.45,5338
226.43,5344
228.40,5352
230.40,5344
232.38,5362
234.35,5376
236.33,5356
238.30,5350
240.30,5348
242.28,5346
244.25,5336
246.23,5362
248.20,5360
250.20,5334
252.18,5354
254.15,5326
256.13,5334
258.10,5350
260.10,5346
262.08,5344
264.05,5336
266.03,5328
268.00,5312
270.00,5312
271.98,5310
273.95,5300
275.93,5304
277.90,5312
279.80,5324
281.78,5332
283.75,5330
285.73,5328
287.70,5324
289.70,5312
291.68,5326
293.65,5322
295.63,5326
297.60,5324
299.60,5324
301.58,5320
303.55,5320
305.53,5366
307.50,5366
309.50,5370
311.48,5370
313.45,5342
315.43,5342
317.40,5342
319.40,5342
321.38,5350
323.35,5348
325.33,5334
327.30,5332
329.30,5348
331.28,5342
333.25,5352
335.23,5344
337.20,5334
339.20,5330
341.18,5338
343.15,5348
345.13,5354
347.10,5348
349.00,5322
350.98,5308
352.95,5332
354.93,5330
356.90,5326
358.90,5328
360.88,5324
362.85,5344
364.83,5346
366.80,5342
368.80,5330
370.78,5312
372.75,5308
374.73,5272
376.70,5264
378.70,5272
380.68,5274
382.65,5284
384.63,5268
386.60,5270
388.60,5282
390.58,5292
392.55,5308
394.53,5312
396.50,5316
398.50,5292
400.48,5280
402.45,5274
404.43,5280
406.40,5304
408.40,5304
410.38,5296
412.35,5302
414.33,5304
416.30,5294
418.20,5296
420.18,5306
422.15,5314
424.13,5312
426.10,5328
428.10,5330
430.08,5348
432.05,5348
434.03,5336
436.00,5326
438.00,5342
439.98,5358
441.95,5360
443.93,5364
445.90,5370
447.90,5366
449.88,5398
451.85,5408
453.83,5400
455.80,5410
457.80,5404
459.78,5388
461.75,5398
463.73,5396
465.70,5418
467.70,5428
469.68,5438
471.65,5424
473.63,5422
475.60,5414
477.60,5408
479.58,5384
481.55,5350
483.53,5328
485.50,5306
487.40,5324
489.38,5330
491.35,5348
493.33,5358
495.30,5340
497.30,5346
499.28,5344
501.25,5320
503.23,5300
505.20,5304
507.20,5268
509.18,5246
511.15,5222
513.13,5218
515.10,5254
517.10,5252
519.08,5254
521.05,5236
523.03,5234
525.00,5260
527.00,5294
528.98,5300
530.95,5288
532.93,5322
534.90,5328
536.90,5330
538.88,5348
540.85,5382
542.83,5410
544.80,5440
546.80,5458
548.78,5486
550.75,5512
552.73,5486
554.70,5474
556.60,5462
558.58,5450
560.55,5438
562.53,5394
564.50,5396
566.50,5386
568.48,5346
570.45,5362
572.43,5342
574.40,5322
576.40,5312
578.38,5290
580.35,5270
582.33,5240
584.30,5210
586.30,5198
588.28,5198
590.25,5196
592.23,5172
594.20,5162
596.20,5162
598.18,5146
600.15,5146
602.13,5190
604.10,5190
606.10,5236
608.08,5236
610.05,5306
612.03,5328
614.00,5350
616.00,5384
617.98,5408
619.95,5450
621.93,5458
623.90,5442
625.80,5424
627.78,5430
629.75,5428
631.73,5412
633.70,5400
635.70,5378
637.68,5352
639.65,5324
641.63,5336
643.60,5352
645.60,5352
647.58,5364
649.55,5356
651.53,5352
653.50,5350
655.50,5328
657.48,5330
659.45,5342
661.43,5336
663.40,5332
665.40,5324
667.38,5332
669.35,5342
671.33,5344
673.30,5364
675.30,5364
677.28,5368
679.25,5358
681.23,5364
683.20,5374
685.20,5362
687.18,5360
689.15,5374
691.13,5364
693.10,5372
695.00,5384
696.98,5392
698.95,5394
700.93,5378
702.90,5340
704.90,5334
706.88,5354
708.85,5370
710.83,5380
712.80,5364
714.80,5336
716.78,5308
718.75,5290
720.73,5304
722.70,5308
724.70,5312
726.68,5318
728.65,5356
730.63,5376
732.60,5362
734.60,5364
736.58,5380
738.55,5370
740.53,5364
742.50,5364
744.50,5392
746.48,5428
748.45,5446
750.43,5448
752.40,5434
754.30,5416
756.30,5436
758.30,5444
760.30,5426
762.30,5420
764.20,5410
766.18,5404
768.15,5396
770.13,5376
772.10,5370
774.10,5380
776.08,5374
778.05,5368
780.03,5378
782.00,5362
784.00,5346
785.98,5342
787.95,5330
789.93,5308
791.90,5300
793.90,5294
795.88,5310
797.85,5286
799.83,5278
801.80,5294
803.80,5308
805.78,5316
807.75,5338
809.73,5358
811.70,5370
813.70,5360
815.68,5394
817.65,5416
819.63,5410
821.60,5384
823.60,5394
825.58,5392
827.55,5380
829.53,5386
831.50,5366
833.40,5370
835.38,5374
837.35,5382
839.33,5366
841.30,5378
843.30,5386
845.28,5390
847.25,5392
849.23,5382
851.20,5384
853.20,5372
855.18,5364
857.15,5376
859.13,5396
861.10,5398
863.10,5396
865.08,5396
867.05,5410
869.03,5404
871.00,5402
873.00,5388
874.98,5384
876.95,5384
878.93,5378
880.90,5382
882.90,5380
884.88,5402
886.85,5406
888.83,5406
890.80,5410
892.70,5410
894.70,5406
896.70,5406
898.70,5422
900.70,5422
902.60,5442
904.58,5422
906.55,5394
908.53,5368
910.50,5378
912.50,5382
914.48,5376
916.45,5370
918.43,5360
920.40,5362
922.40,5352
924.38,5346
926.35,5344
928.33,5338
930.30,5314
932.30,5304
934.28,5324
936.25,5322
938.23,5326
940.20,5322
942.20,5308
944.18,5320
946.15,5320
948.13,5314
950.10,5298
952.10,5306
954.08,5310
956.05,5304
958.03,5296
960.00,5290
961.90,5300
963.90,5312
965.90,5334
967.90,5356
969.90,5360
971.80,5358
973.78,5356
975.75,5332
977.73,5340
979.70,5350
981.70,5376
983.68,5400
985.65,5418
987.63,5418
989.60,5394
991.60,5380
993.58,5372
995.55,5388
997.53,5386
999.50,5386
1001.50,5372
1003.48,5382
1005.45,5368
1007.43,5356
1009.40,5374
1011.40,5380
1013.38,5362
1015.35,5360
1017.33,5364
1019.30,5362
1021.30,5376
1023.28,5364
1025.25,5366
1027.23,5368
1029.20,5384
1031.10,5406
1033.10,5378
1035.10,5362
1037.10,5332
1039.10,5320
1041.00,5312
1042.98,5336
1044.95,5334
1046.93,5310
1048.90,5308
1050.90,5296
1052.88,5308
1054.85,5304
1056.83,5312
1058.80,5330
1060.80,5344
1062.78,5346
1064.75,5338
1066.73,5328
1068.70,5300
1070.70,5314
1072.68,5328
1074.65,5334
1076.63,5334
1078.60,5314
1080.60,5306
1082.58,5298
1084.55,5308
1086.53,5294
1088.50,5300
1090.50,5274
1092.48,5262
1094.45,5278
1096.43,5294
1098.40,5318
1100.30,5322
1102.30,5296
1104.30,5276
1106.30,5266
1108.30,5264
1110.20,5266
1112.18,5276
1114.15,5288
1116.13,5302
1118.10,5334
1120.10,5344
1122.08,5344
1124.05,5374
1126.03,5386
1128.00,5428
1130.00,5444
1131.98,5466
1133.95,5482
1135.93,5460
1137.90,5480
1139.90,5484
1141.88,5476
1143.85,5460
1145.83,5464
1147.80,5444
1149.80,5428
1151.78,5438
1153.75,5460
1155.73,5434
1157.70,5434
1159.70,5426
1161.68,5428
1163.65,5388
1165.63,5364
1167.60,5310
1169.50,5310
1171.50,5322
1173.50,5322
1175.50,5364
1177.50,5364
1179.40,5372
1181.38,5372
1183.35,5304
1185.33,5304
1187.30,5292
1189.30,5278
1191.28,5278
1193.25,5296
1195.23,5286
1197.20,5250
1199.20,5244
1201.18,5248
1203.15,5246
1205.13,5278
1207.10,5308
1209.10,5314
1211.08,5294
1213.05,5322
1215.03,5338
1217.00,5380
1219.00,5402
1220.98,5428
1222.95,5448
1224.93,5442
1226.90,5426
1228.90,5412
1230.88,5396
1232.85,5402
1234.83,5388
1236.80,5350
1238.70,5284
1240.70,5266
1242.70,5234
1244.70,5220
1246.70,5200
1248.60,5190
1250.58,5174
1252.55,5160
1254.53,5160
1256.50,5146
1258.50,5158
1260.48,5160
1262.45,5154
1264.43,5140
1266.40,5114
1268.40,5114
1270.38,5154
1272.35,5170
1274.33,5168
1276.30,5186
1278.30,5232
1280.28,5252
1282.25,5300
1284.23,5336
1286.20,5368
1288.20,5396
1290.18,5402
1292.15,5402
1294.13,5434
1296.10,5436
1298.10,5434
1300.08,5404
1302.05,5404
1304.03,5402
1306.00,5412
1307.90,5420
1309.90,5432
1311.90,5434
1313.90,5418
1315.90,5420
