t,az
2.60,4856
4.58,4850
6.55,4854
8.53,4846
10.50,4844
12.50,4860
14.48,4870
16.45,4862
18.43,4882
20.40,4912
22.40,4950
24.38,4950
26.35,4952
28.33,4974
30.30,4996
32.20,4996
34.18,4974
36.15,4974
38.13,4974
40.10,4974
42.10,4946
44.08,4946
46.05,4936
48.03,4936
50.00,4930
52.00,4930
53.98,4940
55.95,4920
57.93,4890
59.90,4900
61.90,4906
63.88,4914
65.85,4910
67.83,4910
69.80,4926
71.80,4934
73.78,4910
75.75,4890
77.73,4926
79.70,4932
81.70,4926
83.68,4932
85.65,4940
87.63,4942
89.60,4942
91.60,4936
93.58,4930
95.55,4926
97.53,4924
99.50,4934
101.40,4922
103.38,4934
105.35,4926
107.33,4926
109.30,4924
111.30,4928
113.28,4974
115.25,4978
117.23,4978
119.20,4978
121.20,4978
123.18,4982
125.15,5002
127.13,4998
129.10,4984
131.10,4980
133.08,4966
135.05,4964
137.03,4956
139.00,4972
141.00,4966
142.98,4958
144.95,4952
146.93,4974
148.90,4986
150.90,4996
152.88,4998
154.85,4998
156.83,5020
158.80,5000
160.80,5026
162.78,5032
164.75,4992
166.73,4988
168.70,4996
170.60,4990
172.58,5002
174.55,4970
176.53,4966
178.50,4962
180.50,4944
182.48,4970
184.45,4962
186.43,4938
188.40,4908
190.40,4900
192.38,4898
194.35,4886
196.33,4872
198.30,4870
200.30,4882
202.28,4876
204.25,4868
206.23,4862
208.20,4872
210.20,4892
212.18,4916
214.15,4914
216.13,4922
218.10,4926
220.10,4930
222.08,4926
224.05,4942
226.03,4954
228.00,4964
230.00,4980
231.98,4968
233.95,4980
235.93,4980
237.90,4996
239.80,4994
241.78,4994
243.75,4988
245.73,4966
247.70,4970
249.70,4984
251.68,4960
253.65,4944
255.63,4954
257.60,4948
259.60,4970
261.58,4984
263.55,5004
265.53,4994
267.50,4968
269.50,4954
271.48,4960
273.45,4944
275.43,4930
277.40,4940
279.40,4948
281.38,4950
283.35,4960
285.33,4958
287.30,4958
289.30,4966
291.28,4980
293.25,4982
295.23,4976
297.20,4944
299.20,4932
301.18,4940
303.15,4976
305.13,4982
307.10,4972
309.00,4984
310.98,4978
312.95,5000
314.93,5012
316.90,5000
318.90,5014
320.88,5028
322.85,5036
324.83,5028
326.80,5056
328.80,5066
330.78,5102
332.75,5102
334.73,5102
336.70,5084
338.70,5100
340.68,5102
342.65,5158
344.63,5158
346.60,5144
348.60,5144
350.58,5122
352.55,5122
354.53,5050
356.50,5050
358.50,5006
360.48,4970
362.45,4944
364.43,4916
366.40,4922
368.40,4964
370.38,4984
372.35,5008
374.33,5034
376.30,5038
378.20,5034
380.18,5018
382.15,4998
384.13,4974
386.10,4968
388.10,5024
390.08,5058
392.05,5088
394.03,5082
396.00,5072
398.00,5088
399.98,5068
401.95,5028
403.93,5004
405.90,4978
407.90,4956
409.88,4934
411.85,4916
413.83,4950
415.80,4966
417.80,4964
419.78,4976
421.75,4998
423.73,4994
425.70,4982
427.70,4978
429.68,4994
431.65,5012
433.63,4992
435.60,4976
437.60,4928
439.58,4902
441.55,4880
443.53,4882
445.50,4878
447.40,4870
449.38,4846
451.35,4814
453.33,4798
455.30,4792
457.30,4802
459.28,4814
461.25,4810
463.23,4818
465.20,4832
467.20,4836
469.18,4814
471.15,4806
473.13,4808
475.10,4824
477.10,4832
479.08,4850
481.05,4888
483.03,4908
485.00,4932
487.00,4950
488.98,4980
490.95,5018
492.93,5016
494.90,5034
496.90,5034
498.88,5022
500.85,5010
502.83,5018
504.80,5022
506.70,5026
508.70,5038
510.70,5016
512.70,4990
514.70,4974
516.60,4946
518.58,4910
520.55,4884
522.53,4872
524.50,4874
526.50,4878
528.48,4876
530.45,4860
532.43,4866
534.40,4854
536.40,4830
538.38,4808
540.35,4808
542.33,4828
544.30,4830
546.30,4830
548.28,4826
550.25,4834
552.23,4828
554.20,4842
556.20,4870
558.18,4882
560.15,4894
562.13,4882
564.10,4876
566.10,4894
568.08,4924
570.05,4930
572.03,4914
574.00,4904
576.00,4916
577.98,4942
579.95,4968
581.93,4970
583.90,4982
585.80,4994
587.78,4984
589.75,4978
591.73,4954
593.70,4942
595.70,4926
597.68,4954
599.65,4948
601.63,4916
603.60,4874
605.60,4866
607.58,4860
609.55,4840
611.53,4856
613.50,4856
615.50,4880
617.48,4872
619.45,4830
621.43,4818
623.40,4824
625.40,4852
627.38,4860
629.35,4852
631.33,4840
633.30,4852
635.30,4852
637.28,4844
639.25,4860
641.23,4868
643.20,4866
645.10,4866
647.10,4886
649.10,4872
651.10,4884
653.10,4884
655.00,4898
656.98,4898
658.95,4872
660.93,4872
662.90,4888
664.90,4888
666.88,4924
668.85,4930
670.83,4940
672.80,4944
674.80,4952
676.78,4930
678.75,4918
680.73,4938
682.70,4934
684.70,4912
686.68,4932
688.65,4934
690.63,4948
692.60,4962
694.60,4948
696.58,4944
698.55,4946
700.53,4938
702.50,4936
704.50,4940
706.48,4950
708.45,4930
710.43,4914
712.40,4902
714.40,4880
716.38,4840
718.35,4848
720.33,4870
722.30,4880
724.20,4888
726.18,4900
728.15,4878
730.13,4872
732.10,4878
734.10,4868
736.08,4864
738.05,4864
740.03,4850
742.00,4830
744.00,4828
745.98,4858
747.95,4850
749.93,4850
751.90,4854
753.90,4846
755.88,4846
757.85,4830
759.83,4838
761.80,4860
763.80,4856
765.78,4864
767.75,4890
769.73,4904
771.70,4896
773.70,4866
775.68,4854
777.65,4868
779.63,4892
781.60,4894
783.50,4906
785.50,4892
787.50,4892
789.50,4886
791.50,4876
793.40,4890
795.38,4896
797.35,4894
799.33,4920
801.30,4918
803.30,4926
805.28,4940
807.25,4920
809.23,4920
811.20,4902
813.20,4896
815.18,4898
817.15,4902
819.13,4902
821.10,4918
823.10,4914
825.08,4890
827.05,4874
829.03,4870
831.00,4852
833.00,4860
834.98,4844
836.95,4862
838.93,4880
840.90,4880
842.90,4874
844.88,4866
846.85,4852
848.83,4860
850.80,4884
852.70,4916
854.70,4936
856.70,4936
858.70,4924
860.70,4920
862.60,4912
864.58,4918
866.55,4916
868.53,4898
870.50,4896
872.50,4904
874.48,4886
876.45,4882
878.43,4890
880.40,4882
882.40,4888
884.38,4888
886.35,4894
888.33,4886
890.30,4882
892.30,4910
894.28,4912
896.25,4892
898.23,4888
900.20,4882
902.20,4864
904.18,4846
906.15,4852
908.13,4866
910.10,4894
912.10,4932
914.08,4948
916.05,4952
918.03,4946
920.00,4952
921.90,4930
923.90,4932
925.90,4942
927.90,4936
929.90,4960
931.80,4956
933.78,4938
935.75,4940
937.73,4936
939.70,4908
941.70,4904
943.68,4898
945.65,4898
947.63,4900
949.60,4914
951.60,4948
953.58,4948
955.55,4926
957.53,4926
959.50,4936
961.50,4936
963.48,4912
965.45,4912
967.43,4958
969.40,4980
971.40,4978
973.38,4966
975.35,4950
977.33,4944
979.30,4936
981.30,4936
983.28,4956
985.25,4948
987.23,4930
989.20,4946
991.10,4952
993.10,4944
995.10,4944
997.10,4952
999.10,4958
1001.00,4950
1002.98,4956
1004.95,4976
1006.93,4962
1008.90,4974
1010.90,4998
1012.88,4994
1014.85,4988
1016.83,4968
1018.80,4950
1020.80,4936
1022.78,4918
1024.75,4924
1026.73,4914
1028.70,4908
1030.70,4922
1032.68,4922
1034.65,4924
1036.63,4926
1038.60,4936
1040.60,4944
1042.58,4958
1044.55,4958
1046.53,4970
1048.50,4950
1050.50,4928
1052.48,4918
1054.45,4930
1056.43,4942
1058.40,4962
1060.30,4974
1062.30,4980
1064.30,4966
1066.30,4968
1068.30,4958
1070.20,4964
1072.18,4972
1074.15,4978
1076.13,5000
1078.10,5040
1080.10,5064
1082.08,5072
1084.05,5056
1086.03,5042
1088.00,5020
1090.00,5010
1091.98,4980
1093.95,4968
1095.93,4960
1097.90,4930
1099.90,4906
1101.88,4886
1103.85,4878
1105.83,4888
1107.80,4902
1109.80,4920
1111.78,4936
1113.75,4940
1115.73,4948
1117.70,4958
1119.70,4946
1121.68,4944
1123.65,4972
1125.63,5000
1127.60,5008
1129.50,5012
1131.50,4984
1133.50,4972
1135.50,4942
1137.50,4926
1139.40,4918
1141.38,4900
1143.35,4904
1145.33,4924
1147.30,4908
1149.30,4908
1151.28,4906
1153.25,4886
1155.23,4886
1157.20,4904
1159.20,4926
1161.18,4920
1163.15,4916
1165.13,4936
1167.10,4910
1169.10,4898
1171.08,4908
1173.05,4902
1175.03,4902
1177.00,4890
1179.00,4862
1180.98,4838
1182.95,4840
1184.93,4836
1186.90,4824
1188.90,4828
1190.88,4838
1192.85,4848
1194.83,4862
1196.80,4850
1198.70,4854
1200.70,4872
1202.70,4908
1204.70,4938
1206.70,4934
1208.60,4932
1210.58,4964
1212.55,4990
1214.53,4998
1216.50,5010
1218.50,5026
1220.48,5054
1222.45,5072
1224.43,5086
1226.40,5092
1228.40,5090
1230.38,5100
1232.35,5118
1234.33,5144
1236.30,5152
1238.30,5178
1240.28,5192
1242.25,5208
1244.23,5182
1246.20,5182
1248.20,5138
1250.18,5128
1252.15,5130
1254.13,5130
1256.10,5120
1258.10,5120
1260.08,5098
1262.05,5098
1264.03,5078
1266.00,5078
1267.90,5080
1269.90,5080
1271.90,5070
1273.90,5046
1275.90,5026
1277.80,5026
1279.78,5018
1281.75,5020
1283.73,5006
1285.70,5002
1287.70,4988
1289.68,5014
1291.65,5016
1293.63,5002
1295.60,5020
1297.60,5030
1299.58,5026
1301.55,5036
1303.53,5048
1305.50,5034
1307.50,5016
1309.48,5012
1311.45,5006
1313.43,5014
1315.40,5016
1317.40,5016
1319.38,5020
1321.35,5040
1323.33,5050
1325.30,5030
1327.30,5012
1329.28,5018
1331.25,5046
1333.23,5054
1335.20,5056
1337.10,5026
1339.10,5000
1341.10,4992
1343.10,5000
1345.10,5012
1347.00,4972
1348.98,4952
1350.95,4968
1352.93,4966
1354.90,4956
1356.90,4938
1358.88,4926
1360.85,4958
1362.83,4986
1364.80,4996
1366.80,5010
1368.78,5026
1370.75,5030
1372.73,5018
1374.70,5006
1376.70,4992
1378.68,4986
1380.65,4984
1382.63,4992
1384.60,4988
1386.60,4994
1388.58,5002
1390.55,5000
1392.53,4994
1394.50,4984
1396.50,4964
1398.48,4950
1400.45,4964
1402.43,4990
1404.40,5004
1406.30,5000
1408.30,5020
1410.30,5022
1412.30,5016
1414.30,5018
1416.20,5026
1418.18,5034
1420.15,5048
1422.13,5046
1424.10,5042
1426.10,5058
1428.08,5068
1430.05,5046
1432.03,5050
1434.00,5064
1436.00,5078
1437.98,5086
1439.95,5062
1441.93,5038
1443.90,5038
1445.90,5032
1447.88,5042
1449.85,5070
1451.83,5066
1453.80,5074
1455.80,5092
1457.78,5078
1459.75,5056
1461.73,5052
1463.70,5048
1465.70,5084
1467.68,5066
1469.65,5070
1471.63,5070
1473.60,5054
1475.50,5046
1477.50,5030
1479.50,5024
1481.50,5018
1483.50,5014
1485.40,5012
1487.38,5020
1489.35,5038
1491.33,5038
1493.30,5018
1495.30,5006
1497.28,5016
1499.25,5014
1501.23,5032
1503.20,5046
1505.20,5042
1507.18,5024
1509.15,5024
1511.13,5012
1513.10,5010
1515.10,5000
1517.08,4994
1519.05,4992
1521.03,5010
1523.00,5028
1525.00,5022
1526.98,5038
1528.95,5054
1530.93,5078
1532.90,5092
1534.90,5082
1536.88,5092
1538.85,5048
1540.83,5036
1542.80,5040
1544.70,5042
1546.70,5028
1548.70,5012
1550.70,5022
1552.70,5056
1554.60,5052
1556.58,5044
1558.55,5038
1560.53,5024
1562.50,5028
1564.50,5032
1566.48,5032
1568.45,5026
1570.43,5034
1572.40,5026
1574.40,5026
1576.38,5036
1578.35,5036
