t,lead_I,lead_II,v3,v4
1.8,-10446,64315,-30623,-21100
3.8,-9773,64200,-29842,-20450
5.8,-10410,63911,-30522,-21055
7.8,-11136,63826,-31298,-21719
9.8,-11327,63892,-31180,-21578
11.8,-11885,63706,-31071,-21418
13.8,-12571,63554,-31298,-21544
15.8,-12298,63858,-31206,-21441
17.8,-11392,64325,-30898,-21212
19.8,-10771,64586,-30796,-21167
21.8,-10373,64634,-30630,-21042
23.8,-10129,64365,-30430,-20898
25.8,-10468,63822,-30787,-21225
27.8,-11124,63560,-31479,-21772
29.8,-11433,63783,-31713,-21888
31.8,-11614,63918,-31582,-21735
33.8,-12018,63735,-31614,-21772
35.8,-12119,63723,-31670,-21853
37.8,-11568,64018,-31497,-21753
39.8,-10852,64170,-31269,-21599
41.8,-10387,64028,-31091,-21489
43.8,-10273,63799,-31012,-21515
45.8,-10668,63467,-31283,-21839
47.8,-11363,63005,-31818,-22266
49.8,-11819,62708,-32149,-22452
51.8,-12014,62733,-32209,-22486
53.8,-12201,62796,-32227,-22543
55.8,-12170,62680,-32164,-22491
57.8,-11747,62614,-31997,-22358
59.8,-11247,62851,-31911,-22367
61.8,-10865,63179,-31859,-22416
63.8,-10598,63150,-31743,-22372
65.8,-10662,62703,-31809,-22470
67.8,-11125,62228,-32148,-22786
69.8,-11657,62026,-32402,-22987
71.8,-12084,62051,-32408,-22975
73.8,-12392,62200,-32398,-22988
75.8,-12305,62512,-32434,-23054
77.8,-11728,62957,-32355,-23006
79.8,-11108,63282,-32164,-22860
81.8,-10792,63193,-31985,-22734
83.8,-10731,62694,-31906,-22687
85.8,-10902,62156,-32016,-22781
87.8,-11313,61882,-32299,-22989
89.8,-11767,61784,-32577,-23162
91.8,-12055,61773,-32728,-23241
93.8,-12098,62031,-32766,-23272
95.8,-11876,62506,-32661,-23181
97.8,-11505,62781,-32409,-22903
99.8,-11181,62786,-32181,-22644
101.8,-10959,62808,-32149,-22627
103.8,-10863,62740,-32247,-22750
105.8,-10991,62346,-32320,-22805
107.8,-11326,61963,-32368,-22817
109.8,-11759,61927,-32497,-22936
111.8,-12184,61947,-32698,-23162
113.8,-12350,61837,-32796,-23337
115.8,-12076,61854,-32661,-23358
117.8,-11659,61900,-32343,-23247
119.8,-11430,61653,-31880,-22976
121.8,-11198,61503,-31229,-22426
123.8,-10815,62025,-30527,-21675
125.8,-10635,62905,-30069,-21002
127.8,-10883,63555,-29888,-20449
129.8,-11292,64116,-29821,-19845
131.8,-11568,64962,-29930,-19290
133.8,-11605,65973,-30287,-18987
135.8,-11440,66810,-30600,-18703
137.8,-11312,67335,-30642,-18141
139.8,-11335,67737,-30686,-17546
141.8,-11315,68386,-31065,-17335
143.8,-11297,69132,-31789,-17614
145.8,-11625,69024,-32818,-18485
147.8,-12185,67516,-34170,-20179
149.8,-12559,65373,-35735,-22595
151.8,-12792,63633,-37284,-25125
153.8,-13030,62453,-38414,-26975
155.8,-12967,61641,-38631,-27637
157.8,-12502,61325,-37986,-27332
159.8,-12054,61529,-37168,-26782
161.8,-11821,61858,-36549,-26335
163.8,-11662,61985,-35934,-25837
165.8,-11662,61937,-35352,-25345
167.8,-11900,61869,-35019,-25061
169.8,-12101,61921,-34691,-24756
171.8,-12130,62153,-34087,-24192
173.8,-12184,62392,-33505,-23680
175.8,-12221,62420,-33221,-23500
177.8,-11943,62333,-32987,-23382
179.8,-11430,62330,-32615,-23075
181.8,-11103,62292,-32308,-22780
183.8,-11101,62057,-32233,-22734
185.8,-11220,61839,-32323,-22871
187.8,-11353,61862,-32432,-22991
189.8,-11564,61917,-32434,-22978
191.8,-11813,61788,-32341,-22877
193.8,-11935,61716,-32288,-22790
195.8,-11850,61943,-32275,-22722
197.8,-11582,62260,-32178,-22622
199.8,-11196,62401,-32013,-22495
201.8,-10862,62413,-31877,-22357
203.8,-10808,62353,-31807,-22255
205.8,-11036,62158,-31861,-22314
207.8,-11319,61941,-32036,-22495
209.8,-11536,61915,-32115,-22541
211.8,-11724,62042,-31999,-22417
213.8,-11808,62175,-31902,-22381
215.8,-11691,62350,-31908,-22447
217.8,-11477,62577,-31830,-22371
219.8,-11294,62696,-31655,-22191
221.8,-11129,62645,-31568,-22150
223.8,-11019,62522,-31569,-22218
225.8,-11072,62412,-31581,-22249
227.8,-11220,62409,-31653,-22291
229.8,-11324,62569,-31744,-22362
231.8,-11413,62703,-31684,-22325
233.8,-11512,62616,-31495,-22171
235.8,-11514,62483,-31374,-22073
237.8,-11415,62525,-31368,-22096
239.8,-11293,62601,-31365,-22134
241.8,-11074,62590,-31301,-22098
243.8,-10770,62683,-31223,-22020
245.8,-10709,62897,-31205,-21973
247.8,-11049,62919,-31246,-21964
249.8,-11424,62721,-31291,-21948
251.8,-11491,62668,-31312,-21908
253.8,-11373,62842,-31274,-21816
255.8,-11298,62972,-31119,-21644
257.8,-11245,63014,-30928,-21499
259.8,-11093,63151,-30837,-21489
261.8,-10788,63295,-30776,-21486
263.8,-10447,63208,-30626,-21358
265.8,-10381,62941,-30514,-21240
267.8,-10716,62718,-30556,-21225
269.8,-11104,62685,-30606,-21172
271.8,-11194,62902,-30545,-21023
273.8,-11072,63212,-30423,-20873
275.8,-10889,63311,-30264,-20709
277.8,-10594,63286,-30083,-20501
279.8,-10298,63529,-29964,-20338
281.8,-10236,63870,-29890,-20226
283.8,-10300,63755,-29770,-20078
285.8,-10240,63391,-29643,-19920
287.8,-10199,63470,-29583,-19828
289.8,-10423,63869,-29557,-19776
291.8,-10734,63945,-29527,-19730
293.8,-10790,63772,-29488,-19683
295.8,-10572,63866,-29415,-19612
297.8,-10284,64198,-29325,-19530
299.8,-10063,64429,-29259,-19463
301.8,-9959,64534,-29203,-19390
303.8,-9954,64599,-29165,-19339
305.8,-9961,64579,-29191,-19369
307.8,-9975,64473,-29226,-19413
309.8,-10129,64326,-29207,-19401
311.8,-10431,64177,-29228,-19436
313.8,-10633,64180,-29338,-19579
315.8,-10576,64410,-29399,-19691
317.8,-10463,64593,-29348,-19712
319.8,-10568,64442,-29327,-19777
321.8,-10807,64108,-29420,-19931
