t,pcg
0.0,-1
1.0,-7
2.0,-13
3.0,-37
4.0,-32
5.0,38
6.0,72
7.0,60
8.0,59
9.0,58
10.0,56
11.0,60
12.0,65
13.0,68
14.0,69
15.0,60
16.0,56
17.0,42
18.0,8
19.0,-18
20.0,-32
21.0,-37
22.0,-125
23.0,-376
24.0,-597
25.0,-622
26.0,-510
27.0,-289
28.0,24
29.0,322
30.0,512
31.0,567
32.0,480
33.0,267
34.0,13
35.0,-210
36.0,-397
37.0,-487
38.0,-447
39.0,-331
40.0,-154
41.0,52
42.0,217
43.0,325
44.0,385
45.0,377
46.0,338
47.0,301
48.0,240
49.0,170
50.0,132
51.0,116
52.0,75
53.0,33
54.0,27
55.0,11
56.0,-12
57.0,-8
58.0,-22
59.0,-48
60.0,-45
61.0,-27
62.0,13
63.0,64
64.0,94
65.0,101
66.0,95
67.0,65
68.0,14
69.0,-38
70.0,-95
71.0,-145
72.0,-182
73.0,-227
74.0,-270
75.0,-289
76.0,-291
77.0,-261
78.0,-176
79.0,-83
80.0,-7
81.0,76
82.0,145
83.0,192
84.0,219
85.0,192
86.0,124
87.0,36
88.0,-78
89.0,-185
90.0,-250
91.0,-273
92.0,-237
93.0,-145
94.0,-41
95.0,56
96.0,131
97.0,172
98.0,176
99.0,148
100.0,114
101.0,63
102.0,20
103.0,-1
104.0,-23
105.0,-28
106.0,-24
107.0,-20
108.0,-3
109.0,18
110.0,32
111.0,46
112.0,56
113.0,53
114.0,47
115.0,36
116.0,11
117.0,1
118.0,-8
119.0,-20
120.0,-15
121.0,-6
122.0,-1
123.0,7
124.0,9
125.0,2
126.0,0
127.0,14
128.0,21
129.0,20
130.0,24
131.0,16
132.0,7
133.0,-3
134.0,-17
135.0,-25
136.0,-43
137.0,-67
138.0,-78
139.0,-75
140.0,-78
141.0,-84
142.0,-70
143.0,-56
144.0,-50
145.0,-36
146.0,-26
147.0,-27
148.0,-30
149.0,-33
150.0,-34
151.0,-30
152.0,-32
153.0,-34
154.0,-24
155.0,-8
156.0,4
157.0,12
158.0,14
159.0,4
160.0,2
161.0,6
162.0,1
163.0,7
164.0,11
165.0,10
166.0,31
167.0,48
168.0,44
169.0,60
170.0,80
171.0,76
172.0,76
173.0,75
174.0,65
175.0,61
176.0,58
177.0,46
178.0,36
179.0,36
180.0,37
181.0,36
182.0,34
183.0,34
184.0,34
185.0,26
186.0,12
187.0,7
188.0,4
189.0,-6
190.0,-13
191.0,-17
192.0,-22
193.0,-22
194.0,-16
195.0,-21
196.0,-29
197.0,-30
198.0,-37
199.0,-40
200.0,-36
201.0,-37
202.0,-32
203.0,-21
204.0,-25
205.0,-28
206.0,-21
207.0,-21
208.0,-26
209.0,-23
210.0,-27
211.0,-35
212.0,-37
213.0,-43
214.0,-45
215.0,-44
216.0,-44
217.0,-35
218.0,-27
219.0,-26
220.0,-12
221.0,-4
222.0,-11
223.0,-18
224.0,-20
225.0,-8
226.0,6
227.0,8
228.0,-4
229.0,-23
230.0,-41
231.0,-71
232.0,-90
233.0,-71
234.0,-45
235.0,-9
236.0,70
237.0,118
238.0,86
239.0,87
240.0,91
241.0,34
242.0,-11
243.0,-51
244.0,-77
245.0,-21
246.0,43
247.0,28
248.0,-5
249.0,-18
250.0,-54
251.01,-96
252.02,-113
253.03,-110
254.04,-80
255.05,-36
256.06,-2
257.07,25
258.08,41
259.09,37
260.1,18
261.1,-9
262.1,-20
263.1,-18
264.1,-15
265.1,-5
266.1,8
267.1,19
268.1,30
269.1,34
270.1,32
271.1,30
272.1,35
273.1,45
274.1,38
275.1,20
276.1,7
277.1,-12
278.1,-27
279.1,-30
280.1,-31
281.1,-24
282.1,-15
283.1,-10
284.1,-3
285.1,1
286.1,3
287.1,9
288.1,12
289.1,19
290.1,29
291.1,35
292.1,47
293.1,65
294.1,78
295.1,83
296.1,82
297.1,84
298.1,78
299.1,53
300.1,33
301.1,25
302.1,8
303.1,-6
304.1,-5
305.1,7
306.1,19
307.1,28
308.1,36
309.1,50
310.1,72
311.1,92
312.1,89
313.1,78
314.1,76
315.1,81
316.1,83
317.1,68
318.1,47
319.1,37
320.1,29
321.1,13
322.1,-2
323.1,-12
324.1,-21
325.1,-16
326.1,-9
327.1,-19
328.1,-24
329.1,-21
330.1,-29
331.1,-34
332.1,-31
333.1,-29
334.1,-17
335.1,0
336.1,7
337.1,7
338.1,8
339.1,12
340.1,11
341.1,12
342.1,13
343.1,12
344.1,21
345.1,38
346.1,54
347.1,65
348.1,69
349.1,66
350.1,66
351.1,76
352.1,83
353.1,82
354.1,84
355.1,81
356.1,63
357.1,44
358.1,57
359.1,74
360.1,75
361.1,107
362.1,148
363.1,158
364.1,163
365.1,169
366.1,170
367.1,186
368.1,198
369.1,174
370.1,144
371.1,136
372.1,127
373.1,123
374.1,150
375.1,170
376.1,157
377.1,136
378.1,120
379.1,116
380.1,127
381.1,130
382.1,100
383.1,55
384.1,26
385.1,-1
386.1,-15
387.1,0
388.1,18
389.1,25
390.1,26
391.1,10
392.1,-34
393.1,-86
394.1,-104
395.1,-109
396.1,-153
397.1,-193
398.1,-195
399.1,-213
400.1,-244
401.1,-238
402.1,-232
403.1,-273
404.1,-310
405.1,-327
406.1,-374
407.1,-399
408.1,-363
409.1,-324
410.1,-266
411.1,-174
412.1,-143
413.1,-159
414.1,-165
415.1,-210
416.1,-282
417.1,-304
418.1,-276
419.1,-279
420.1,-334
421.1,-339
422.1,-303
423.1,-286
424.1,-192
425.1,-89
426.1,-112
427.1,-90
428.1,-17
429.1,-16
430.1,-21
431.1,-5
432.1,115
433.1,270
434.1,286
435.1,262
436.1,251
437.1,226
438.1,249
439.1,270
440.1,168
441.1,92
442.1,179
443.1,178
444.1,99
445.1,165
446.1,215
447.1,176
448.1,200
449.1,189
450.1,101
451.1,72
452.1,48
453.1,60
454.1,110
455.1,70
456.1,13
457.1,34
458.1,22
459.1,-93
460.1,-117
461.1,-81
462.1,-164
463.1,-248
464.1,-249
465.1,-275
466.1,-344
467.1,-353
468.1,-336
469.1,-393
470.1,-425
471.1,-406
472.1,-427
473.1,-432
474.1,-373
475.1,-294
476.1,-273
477.1,-274
478.1,-219
479.1,-210
480.1,-221
481.1,-194
482.1,-178
483.1,-172
484.1,-123
485.1,-18
486.1,-8
487.1,-93
488.1,-118
489.1,-103
490.1,-77
491.1,-72
492.1,-6
493.1,153
494.1,195
495.1,163
496.1,171
497.1,195
498.1,264
499.1,326
500.1,318
501.1,287
502.1,300
503.1,340
504.1,299
505.1,262
506.1,319
507.1,319
508.1,306
509.1,318
510.1,229
511.1,153
512.1,74
513.1,-14
514.1,-7
515.1,-27
516.1,-64
517.1,-22
518.1,5
519.1,-86
520.1,-142
521.1,-97
522.1,-145
523.1,-202
524.1,-154
525.1,-178
526.1,-282
527.1,-315
528.1,-291
529.1,-308
530.1,-327
531.1,-286
532.1,-236
533.1,-217
534.1,-256
535.1,-273
536.1,-247
537.1,-236
538.1,-189
539.1,-138
