t,carotid_880nm,carotid_660nm,brachial_880nm,brachial_660nm
3.3,-21.96,5.9076,-191.84,-122.03
13.2,-23.96,4.9076,-191.84,-122.03
23.1,-26.96,4.9076,-196.84,-123.03
33.0,-28.96,3.9076,-196.84,-123.03
42.8,-31.96,2.9076,-198.84,-125.03
52.7,-33.96,2.9076,-198.84,-125.03
62.6,-35.96,1.9076,-200.84,-126.03
72.5,-34.96,2.9076,-200.84,-127.03
82.4,-31.96,5.9076,-201.84,-127.03
92.3,-27.96,8.9076,-200.84,-128.03
102.2,-25.96,9.9076,-198.84,-127.03
112.0,-21.96,10.908,-200.84,-129.03
121.9,-20.96,9.9076,-202.84,-129.03
131.8,-24.96,6.9076,-202.84,-130.03
141.7,-26.96,3.9076,-193.84,-126.03
151.6,-29.96,-0.092407,-184.84,-123.03
161.5,-30.96,-1.0924,-176.84,-118.03
171.4,-30.96,-1.0924,-172.84,-118.03
181.2,-25.96,0.90759,-171.84,-117.03
191.1,-20.96,1.9076,-173.84,-121.03
201.0,-18.96,4.9076,-177.84,-124.03
210.9,-16.96,5.9076,-179.84,-126.03
220.8,-12.96,6.9076,-185.84,-128.03
230.7,-12.96,6.9076,-189.84,-131.03
240.6,-13.96,7.9076,-193.84,-133.03
250.4,-13.96,7.9076,-194.84,-135.03
260.3,-11.96,6.9076,-198.84,-135.03
270.2,-10.96,8.9076,-201.84,-136.03
280.1,-9.9603,8.9076,-203.84,-137.03
290.0,-8.9603,8.9076,-206.84,-139.03
299.9,-6.9603,9.9076,-209.84,-141.03
309.8,-5.9603,10.908,-212.84,-141.03
319.6,-4.9603,10.908,-212.84,-143.03
329.5,-3.9603,11.908,-212.84,-143.03
339.4,-2.9603,11.908,-213.84,-144.03
349.3,-0.96026,12.908,-212.84,-142.03
359.2,0.039744,13.908,-210.84,-140.03
369.1,3.0397,14.908,-206.84,-140.03
379.0,3.0397,14.908,-204.84,-139.03
388.8,9.0397,17.908,-200.84,-139.03
398.7,9.0397,17.908,-199.84,-139.03
408.6,13.04,20.908,-201.84,-138.03
418.5,13.04,20.908,-197.84,-136.03
428.4,15.04,21.908,-198.84,-136.03
438.3,15.04,21.908,-196.84,-136.03
448.2,17.04,23.908,-194.84,-135.03
458.0,17.04,23.908,-196.84,-135.03
467.9,17.04,24.908,-194.84,-136.03
477.8,17.04,24.908,-195.84,-135.03
487.7,18.04,25.908,-194.84,-135.03
497.6,18.04,25.908,-192.84,-135.03
507.5,16.04,24.908,-193.84,-134.03
517.4,16.04,25.908,-192.84,-133.03
527.2,15.04,24.908,-190.84,-134.03
537.1,16.04,25.908,-188.84,-132.03
547.0,16.04,25.908,-187.84,-132.03
556.9,16.04,26.908,-187.84,-130.03
566.8,15.04,27.908,-186.84,-129.03
576.7,14.04,27.908,-183.84,-128.03
586.6,14.04,27.908,-185.84,-128.03
596.4,15.04,28.908,-183.84,-127.03
606.3,16.04,29.908,-180.84,-126.03
616.2,23.04,33.908,-178.84,-123.03
626.1,29.04,37.908,-171.84,-121.03
636.0,34.04,39.908,-170.84,-118.03
645.9,38.04,41.908,-172.84,-118.03
655.8,37.04,41.908,-170.84,-118.03
665.6,36.04,38.908,-159.84,-113.03
675.5,36.04,37.908,-150.84,-109.03
685.4,38.04,36.908,-140.84,-103.03
695.3,43.04,37.908,-131.84,-100.03
705.2,50.04,40.908,-125.84,-97.033
715.1,58.04,44.908,-122.84,-96.033
725.0,67.04,48.908,-121.84,-96.033
734.8,70.04,50.908,-121.84,-95.033
744.7,72.04,51.908,-121.84,-96.033
754.6,73.04,52.908,-123.84,-96.033
764.5,74.04,52.908,-122.84,-96.033
774.4,74.04,51.908,-123.84,-97.033
784.3,73.04,52.908,-126.84,-99.033
794.2,75.04,53.908,-126.84,-99.033
804.0,77.04,53.908,-130.84,-100.03
813.9,77.04,53.908,-132.84,-102.03
823.8,78.04,55.908,-136.84,-103.03
833.7,80.04,55.908,-140.84,-104.03
843.6,82.04,56.908,-142.84,-107.03
853.5,82.04,56.908,-145.84,-107.03
863.4,84.04,57.908,-146.84,-108.03
873.2,85.04,58.908,-146.84,-108.03
883.1,86.04,58.908,-145.84,-106.03
893.0,88.04,60.908,-144.84,-107.03
902.9,90.04,60.908,-144.84,-107.03
912.8,91.04,60.908,-144.84,-105.03
922.7,92.04,60.908,-144.84,-105.03
932.6,92.04,62.908,-143.84,-104.03
942.4,93.04,62.908,-143.84,-104.03
952.3,94.04,62.908,-141.84,-104.03
962.2,94.04,62.908,-141.84,-104.03
972.1,93.04,64.908,-142.84,-102.03
982.0,94.04,64.908,-142.84,-102.03
991.9,94.04,64.908,-145.84,-104.03
1001.8,92.04,64.908,-145.84,-104.03
1011.6,92.04,64.908,-146.84,-105.03
1021.5,92.04,65.908,-146.84,-105.03
1031.4,92.04,65.908,-151.84,-107.03
1041.3,90.04,65.908,-151.84,-107.03
1051.2,91.04,65.908,-150.84,-106.03
1061.1,89.04,66.908,-150.84,-106.03
1071.0,90.04,65.908,-148.84,-103.03
1080.8,88.04,66.908,-148.84,-103.03
1090.7,88.04,66.908,-148.84,-103.03
1100.6,84.04,64.908,-149.84,-104.03
1110.5,84.04,64.908,-148.84,-103.03
1120.4,82.04,65.908,-150.84,-103.03
1130.3,82.04,65.908,-151.84,-102.03
1140.2,92.04,70.908,-149.84,-102.03
1150.0,92.04,70.908,-151.84,-102.03
1159.9,94.04,72.908,-148.84,-101.03
1169.8,94.04,72.908,-148.84,-100.03
1179.7,94.04,71.908,-150.84,-100.03
1189.6,94.04,71.908,-145.84,-97.033
1199.5,93.04,68.908,-134.84,-92.033
1209.4,93.04,68.908,-121.84,-85.033
1219.2,96.04,67.908,-106.84,-78.033
1229.1,96.04,67.908,-97.837,-73.033
1239.0,98.04,69.908,-88.837,-68.033
1248.9,104.04,70.908,-83.837,-67.033
1258.8,107.04,72.908,-81.837,-66.033
1268.7,110.04,74.908,-83.837,-66.033
1278.6,109.04,73.908,-85.837,-67.033
1288.4,110.04,74.908,-85.837,-68.033
1298.3,112.04,74.908,-86.837,-69.033
1308.2,110.04,73.908,-87.837,-69.033
1318.1,108.04,72.908,-87.837,-70.033
1328.0,108.04,73.908,-89.837,-70.033
1337.9,108.04,73.908,-92.837,-72.033
1347.8,108.04,73.908,-92.837,-73.033
1357.6,108.04,72.908,-96.837,-72.033
1367.5,107.04,73.908,-99.837,-73.033
1377.4,109.04,73.908,-100.84,-75.033
1387.3,107.04,73.908,-103.84,-76.033
1397.2,108.04,74.908,-103.84,-75.033
1407.1,108.04,73.908,-104.84,-74.033
1417.0,109.04,74.908,-105.84,-74.033
1426.8,109.04,73.908,-104.84,-74.033
1436.7,111.04,75.908,-104.84,-72.033
1446.6,111.04,76.908,-105.84,-73.033
1456.5,112.04,75.908,-105.84,-72.033
1466.4,111.04,76.908,-103.84,-72.033
1476.3,112.04,76.908,-103.84,-72.033
1486.2,112.04,76.908,-103.84,-71.033
1496.0,111.04,76.908,-104.84,-70.033
1505.9,110.04,75.908,-106.84,-70.033
1515.8,107.04,74.908,-104.84,-69.033
1525.7,104.04,73.908,-103.84,-70.033
1535.6,101.04,72.908,-105.84,-69.033
1545.5,96.04,70.908,-104.84,-68.033
1555.4,91.04,68.908,-103.84,-68.033
1565.2,87.04,67.908,-104.84,-66.033
1575.1,84.04,65.908,-102.84,-66.033
1585.0,79.04,64.908,-103.84,-66.033
1594.9,75.04,62.908,-103.84,-64.033
1604.8,70.04,61.908,-103.84,-63.033
1614.7,67.04,60.908,-103.84,-65.033
1624.5,62.04,58.908,-105.84,-64.033
1634.4,59.04,56.908,-104.84,-63.033
1644.3,56.04,55.908,-102.84,-62.033
1654.2,53.04,55.908,-101.84,-60.033
1664.1,52.04,54.908,-100.84,-57.033
1674.0,54.04,56.908,-99.837,-56.033
1683.9,55.04,58.908,-96.837,-54.033
1693.8,53.04,57.908,-92.837,-52.033
1703.6,53.04,56.908,-90.837,-51.033
1713.5,50.04,54.908,-88.837,-49.033
1723.4,50.04,51.908,-80.837,-44.033
1733.3,49.04,50.908,-67.837,-39.033
1743.2,50.04,49.908,-56.837,-32.033
