t,carotid_880nm,carotid_660nm,brachial_880nm,brachial_660nm
2.8,-9.6097,-8.8357,101.87,85.679
12.7,-8.6097,-8.8357,102.87,84.679
22.6,-9.6097,-9.8357,103.87,83.679
32.4,-11.61,-8.8357,103.87,82.679
42.3,-11.61,-8.8357,101.87,82.679
52.2,-8.6097,-9.8357,98.866,81.679
62.1,-9.6097,-9.8357,97.866,79.679
72.0,-9.6097,-10.836,95.866,80.679
81.9,-11.61,-9.8357,95.866,80.679
91.8,-14.61,-11.836,96.866,82.679
101.6,-14.61,-9.8357,96.866,81.679
111.5,-14.61,-10.836,92.866,81.679
121.4,-12.61,-9.8357,91.866,81.679
131.3,-12.61,-9.8357,91.866,80.679
141.2,-14.61,-8.8357,89.866,80.679
151.1,-14.61,-9.8357,89.866,79.679
161.0,-16.61,-10.836,88.866,79.679
170.8,-16.61,-11.836,86.866,78.679
180.7,-18.61,-11.836,86.866,77.679
190.6,-19.61,-11.836,85.866,77.679
200.5,-17.61,-11.836,84.866,78.679
210.4,-19.61,-11.836,83.866,78.679
220.3,-18.61,-10.836,81.866,79.679
230.2,-18.61,-10.836,80.866,76.679
240.0,-21.61,-12.836,77.866,75.679
249.9,-22.61,-11.836,74.866,74.679
259.8,-22.61,-11.836,73.866,75.679
269.7,-25.61,-12.836,71.866,75.679
279.6,-27.61,-13.836,72.866,77.679
289.5,-31.61,-15.836,71.866,76.679
299.4,-34.61,-16.836,71.866,75.679
309.2,-33.61,-15.836,72.866,76.679
319.1,-30.61,-16.836,72.866,77.679
329.0,-31.61,-16.836,69.866,77.679
338.9,-28.61,-16.836,69.866,79.679
348.8,-25.61,-16.836,72.866,79.679
358.7,-24.61,-15.836,76.866,79.679
368.6,-21.61,-13.836,79.866,80.679
378.4,-21.61,-13.836,86.866,82.679
388.3,-19.61,-13.836,91.866,85.679
398.2,-18.61,-13.836,96.866,87.679
408.1,-16.61,-12.836,101.87,89.679
418.0,-15.61,-11.836,107.87,90.679
427.9,-13.61,-11.836,108.87,91.679
437.8,-13.61,-10.836,113.87,91.679
447.6,-11.61,-10.836,113.87,91.679
457.5,-11.61,-9.8357,113.87,91.679
467.4,-9.6097,-9.8357,116.87,92.679
477.3,-7.6097,-10.836,116.87,92.679
487.2,-7.6097,-10.836,124.87,94.679
497.1,-5.6097,-7.8357,124.87,94.679
507.0,-5.6097,-7.8357,126.87,95.679
516.8,-1.6097,-6.8357,126.87,95.679
526.7,-1.6097,-6.8357,132.87,96.679
536.6,-3.6097,-7.8357,132.87,96.679
