t,pcg
0.0,-15
1.0,-16
2.0,-15
3.0,-2
4.0,-31
5.0,-70
6.0,20
7.0,182
8.0,301
9.0,374
10.0,423
11.0,369
12.0,198
13.0,87
14.0,77
15.0,89
16.0,122
17.0,186
18.0,226
19.0,215
20.0,192
21.0,160
22.0,87
23.0,-15
24.0,-107
25.0,-179
26.0,-236
27.0,-273
28.0,-292
29.0,-296
30.0,-289
31.0,-287
32.0,-274
33.0,-238
34.0,-192
35.0,-129
36.0,-63
37.0,-17
38.0,11
39.0,25
40.0,22
41.0,6
42.0,-16
43.0,-48
44.0,-84
45.0,-114
46.0,-147
47.0,-183
48.0,-210
49.0,-230
50.0,-233
51.0,-207
52.0,-155
53.0,-90
54.0,-17
55.0,55
56.0,115
57.0,162
58.0,194
59.0,213
60.0,220
61.0,209
62.0,180
63.0,146
64.0,118
65.0,93
66.0,74
67.0,62
68.0,45
69.0,22
70.0,10
71.0,9
72.0,20
73.0,30
74.0,37
75.0,53
76.0,73
77.0,85
78.0,93
79.0,96
80.0,96
81.0,97
82.0,95
83.0,89
84.0,73
85.0,54
86.0,42
87.0,35
88.0,27
89.0,20
90.0,21
91.0,24
92.0,20
93.0,18
94.0,19
95.0,20
96.0,17
97.0,11
98.0,4
99.0,-5
100.0,-15
101.0,-20
102.0,-20
103.0,-23
104.0,-35
105.0,-39
106.0,-34
107.0,-38
108.0,-39
109.0,-32
110.0,-23
111.0,-17
112.0,-25
113.0,-28
114.0,-27
115.0,-35
116.0,-39
117.0,-38
118.0,-38
119.0,-38
120.0,-39
121.0,-39
122.0,-43
123.0,-46
124.0,-48
125.0,-58
126.0,-62
127.0,-64
128.0,-66
129.0,-63
130.0,-62
131.0,-61
132.0,-56
133.0,-55
134.0,-50
135.0,-41
136.0,-37
137.0,-36
138.0,-33
139.0,-30
140.0,-28
141.0,-26
142.0,-27
143.0,-28
144.0,-24
145.0,-22
146.0,-19
147.0,-7
148.0,2
149.0,4
150.0,3
151.0,10
152.0,14
153.0,13
154.0,18
155.0,20
156.0,12
157.0,6
158.0,2
159.0,-7
160.0,-15
161.0,-18
162.0,-16
163.0,-15
164.0,-19
165.0,-27
166.0,-31
167.0,-28
168.0,-25
169.0,-25
170.0,-23
171.0,-10
172.0,2
173.0,0
174.0,1
175.0,5
176.0,1
177.0,-3
178.0,-2
179.0,1
180.0,2
181.0,-5
182.0,-3
183.0,13
184.0,22
185.0,31
186.0,42
187.0,43
188.0,40
189.0,42
190.0,45
191.0,37
192.0,31
193.0,33
194.0,30
195.0,27
196.0,28
197.0,27
198.0,30
199.0,34
200.0,42
201.0,48
202.0,42
203.0,34
204.0,33
205.0,33
206.0,29
207.0,23
208.0,16
209.0,11
210.0,11
211.0,8
212.0,-3
213.0,-10
214.0,-6
215.0,-5
216.0,-14
217.0,-18
218.0,-19
219.0,-27
220.0,-36
221.0,-35
222.0,-37
223.0,-45
224.0,-38
225.0,-29
226.0,-30
227.0,-28
228.0,-21
229.0,-14
230.0,-13
231.0,-12
232.0,-3
233.0,1
234.0,0
235.0,5
236.0,8
237.0,3
238.0,1
239.0,3
240.0,3
241.0,1
242.0,-1
243.0,0
244.0,0
245.0,-2
246.0,4
247.0,10
248.0,7
249.0,7
250.0,16
251.0,21
252.0,18
253.0,16
254.0,15
255.0,11
256.0,1
257.0,-2
258.0,2
259.0,-3
260.0,-5
261.0,4
262.0,5
263.0,0
264.0,3
265.0,9
266.0,18
267.0,27
268.0,30
269.0,29
270.0,33
271.0,34
272.0,30
273.0,31
274.0,30
275.0,30
276.0,31
277.0,24
278.0,13
279.0,7
280.0,-2
281.0,-11
282.0,-10
283.0,-10
284.0,-19
285.0,-23
286.0,-19
287.0,-12
288.0,-8
289.0,-9
290.0,-11
291.0,-10
292.0,-10
293.0,-9
294.0,-9
295.0,-11
296.0,-7
297.0,0
298.0,0
299.0,-3
300.0,-4
301.0,-3
302.0,1
303.0,-3
304.0,-12
305.0,-14
306.0,-13
307.0,-14
308.0,-13
309.0,-11
310.0,-12
311.0,-19
312.0,-21
313.0,-20
314.0,-22
315.0,-27
316.0,-25
317.0,-14
318.0,-10
319.0,-15
320.0,-14
321.0,-11
322.0,-11
323.0,-14
324.0,-18
325.0,-18
326.0,-17
327.0,-22
328.0,-29
329.0,-31
330.0,-30
331.0,-24
332.0,-22
333.0,-21
334.0,-7
335.0,2
336.0,-3
337.0,-4
338.0,-1
339.0,-6
340.0,-13
341.0,-16
342.0,-19
343.0,-17
344.0,-20
345.0,-23
346.0,-13
347.0,-9
348.0,-18
349.0,-10
350.0,9
351.0,14
352.0,13
353.0,20
354.0,23
355.0,19
356.0,20
357.0,17
358.0,14
359.0,19
360.0,10
361.0,-8
362.0,-16
363.0,-21
364.0,-30
365.0,-39
366.0,-39
367.0,-35
368.0,-32
369.0,-29
370.0,-21
371.0,-24
372.0,-24
373.0,0
374.0,17
375.0,16
376.0,21
377.0,21
378.0,13
379.0,-1
380.0,-30
381.0,-58
382.0,-84
383.0,-114
384.0,-133
385.0,-140
386.0,-140
387.0,-117
388.0,-62
389.0,11
390.0,105
391.0,222
392.0,355
393.0,488
394.0,607
395.0,701
396.0,767
397.0,793
398.0,765
399.0,693
400.0,586
401.0,439
402.0,265
403.0,83
404.0,-113
405.0,-306
406.0,-498
407.0,-677
408.0,-789
409.0,-830
410.0,-821
411.0,-771
412.0,-728
413.0,-750
414.0,-858
415.0,-968
416.0,-957
417.0,-852
418.0,-723
419.0,-557
420.0,-356
421.0,-140
422.0,58
423.0,212
424.0,353
425.0,483
426.0,587
427.0,712
428.0,844
429.0,919
430.0,961
431.0,1008
432.0,992
433.0,878
434.0,740
435.0,567
436.0,333
437.0,90
438.0,-190
439.0,-515
440.0,-778
441.0,-930
442.0,-1017
443.0,-1034
444.0,-945
445.0,-793
446.0,-626
447.0,-431
448.0,-183
449.0,99
450.0,385
451.0,664
452.0,904
453.0,1071
454.0,1172
455.0,1211
456.0,1185
457.0,1099
458.0,959
459.0,759
460.0,507
461.0,210
462.0,-108
463.0,-414
464.0,-696
465.0,-928
466.0,-1066
467.0,-1096
468.0,-1029
469.0,-888
470.0,-682
471.0,-442
472.0,-203
473.0,12
474.0,177
475.0,282
476.0,329
477.0,320
478.0,261
479.0,165
480.0,49
481.0,-68
482.0,-181
483.0,-276
484.0,-341
485.0,-380
486.0,-393
487.0,-378
488.0,-338
489.0,-277
490.0,-200
491.0,-121
492.0,-45
493.0,27
494.0,90
495.0,135
496.0,165
497.0,184
498.0,183
499.0,169
500.0,152
501.0,134
502.0,118
503.0,110
504.0,108
505.0,112
506.0,124
507.0,138
508.0,155
509.0,173
510.0,188
511.0,199
512.0,204
513.0,203
514.0,200
515.0,194
516.0,180
517.0,169
518.0,159
519.0,142
520.0,125
521.0,117
522.0,108
523.0,98
524.0,92
525.0,87
526.0,82
527.0,77
528.0,72
529.0,66
530.0,54
531.0,42
532.0,29
533.0,9
534.0,-8
535.0,-24
536.0,-42
537.0,-59
538.0,-76
539.0,-89
540.0,-99
541.0,-111
542.0,-116
543.0,-118
544.0,-125
545.0,-130
546.0,-126
547.0,-125
548.0,-128
549.0,-123
550.0,-120
551.0,-117
552.0,-114
553.0,-114
554.0,-106
555.0,-97
556.0,-96
557.0,-91
558.0,-85
559.0,-86
560.0,-88
561.0,-85
562.0,-85
563.0,-88
564.0,-85
565.0,-78
566.0,-79
567.0,-83
568.0,-80
569.0,-76
570.0,-83
571.0,-89
572.0,-85
573.0,-85
574.0,-86
575.0,-79
576.0,-74
577.0,-81
578.0,-88
579.0,-83
580.0,-75
581.0,-74
582.0,-76
583.0,-74
584.0,-69
585.0,-70
586.0,-69
587.0,-60
588.0,-50
589.0,-38
590.0,-24
591.0,-14
592.0,-7
593.0,1
594.0,11
595.0,24
596.0,33
597.0,42
598.0,53
599.0,57
600.0,57
601.0,52
602.0,47
603.0,50
604.0,52
605.0,52
606.0,54
607.0,58
608.0,57
609.0,54
610.0,55
611.0,55
612.0,54
613.0,57
614.0,58
615.0,57
616.0,59
617.0,64
618.0,63
619.0,59
620.0,63
621.0,68
622.0,68
623.0,69
624.0,72
625.0,71
626.0,71
627.0,75
628.0,76
629.0,74
630.0,76
631.0,80
632.0,77
633.0,68
634.0,60
635.0,56
636.0,49
637.0,35
638.0,28
639.0,28
640.0,22
641.0,12
642.0,6
643.0,5
644.0,5
645.0,4
646.0,7
647.0,5
648.0,-1
649.0,-1
650.0,-7
651.01,-21
652.02,-32
653.03,-37
654.04,-46
655.05,-54
656.06,-55
657.07,-65
658.08,-83
659.09,-93
660.1,-80
661.1,-73
662.1,-123
663.1,-175
664.1,-180
665.1,-162
666.1,-56
667.1,105
668.1,201
669.1,304
670.1,432
671.1,403
672.1,249
673.1,167
674.1,156
675.1,133
676.1,97
677.1,74
678.1,64
679.1,39
680.1,-2
681.1,-45
682.1,-105
683.1,-176
684.1,-230
685.1,-255
686.1,-247
687.1,-218
688.1,-189
689.1,-164
690.1,-155
691.1,-168
692.1,-181
693.1,-187
694.1,-194
695.1,-197
696.1,-187
697.1,-174
698.1,-158
699.1,-127
700.1,-85
701.1,-36
702.1,19
703.1,76
704.1,121
705.1,159
706.1,195
707.1,213
708.1,211
709.1,199
710.1,184
711.1,163
712.1,131
713.1,99
714.1,75
715.1,56
716.1,38
717.1,27
718.1,22
719.1,16
720.1,14
721.1,19
722.1,23
723.1,22
724.1,26
725.1,35
726.1,40
727.1,42
728.1,45
729.1,49
730.1,52
731.1,49
732.1,46
733.1,49
734.1,48
735.1,50
736.1,55
737.1,52
738.1,49
739.1,52
740.1,49
741.1,44
742.1,42
743.1,39
744.1,32
745.1,29
746.1,21
747.1,11
748.1,3
749.1,-4
750.1,-10
751.1,-17
752.1,-21
753.1,-21
754.1,-26
755.1,-29
756.1,-32
757.1,-32
758.1,-33
759.1,-40
760.1,-43
761.1,-39
762.1,-38
763.1,-44
764.1,-50
765.1,-50
766.1,-48
767.1,-52
768.1,-58
769.1,-58
770.1,-56
771.1,-56
772.1,-57
773.1,-58
774.1,-51
775.1,-41
776.1,-35
777.1,-36
778.1,-37
779.1,-31
780.1,-23
781.1,-20
782.1,-20
783.1,-21
784.1,-18
785.1,-14
786.1,-14
787.1,-13
788.1,-9
789.1,-8
790.1,-11
791.1,-14
792.1,-14
793.1,-14
794.1,-21
795.1,-26
796.1,-25
797.1,-24
798.1,-17
799.1,-15
800.1,-17
801.1,-11
802.1,-7
803.1,-7
804.1,-6
805.1,-4
806.1,-3
807.1,-1
808.1,5
809.1,9
810.1,5
811.1,2
812.1,6
813.1,5
814.1,-1
815.1,-3
816.1,-1
817.1,0
818.1,-3
819.1,-9
820.1,-10
821.1,-5
822.1,-1
823.1,0
824.1,4
825.1,6
826.1,4
827.1,3
828.1,1
829.1,-2
830.1,-6
831.1,-6
832.1,-9
833.1,-19
834.1,-23
835.1,-20
836.1,-17
837.1,-19
838.1,-17
839.1,-10
840.1,-8
841.1,-4
842.1,6
843.1,12
844.1,15
845.1,23
846.1,33
847.1,35
848.1,39
849.1,42
850.1,36
851.1,32
852.1,37
853.1,33
854.1,19
855.1,11
856.1,9
857.1,1
858.1,-7
859.1,-7
860.1,-6
861.1,-2
862.1,4
863.1,5
864.1,5
865.1,10
866.1,17
867.1,19
868.1,19
869.1,20
870.1,20
871.1,17
872.1,13
873.1,13
874.1,14
875.1,6
876.1,-2
877.1,0
878.1,0
879.1,-6
880.1,-9
881.1,-8
882.1,-13
883.1,-19
884.1,-16
885.1,-6
886.1,-7
887.1,-6
888.1,3
889.1,4
890.1,-1
891.1,-2
892.1,-4
893.1,-6
894.1,-8
895.1,-10
896.1,-10
897.1,-15
898.1,-17
899.1,-13
900.1,-13
901.1,-19
902.1,-18
903.1,-15
904.1,-16
905.1,-16
906.1,-15
907.1,-16
908.1,-12
909.1,-4
910.1,-1
911.1,-4
912.1,2
913.1,7
914.1,-2
915.1,-2
916.1,6
917.1,8
918.1,10
919.1,15
920.1,20
921.1,18
922.1,11
923.1,8
924.1,9
925.1,5
926.1,1
927.1,4
928.1,8
929.1,6
930.1,6
931.1,10
932.1,9
933.1,8
934.1,15
935.1,20
936.1,18
937.1,19
938.1,21
939.1,18
940.1,12
941.1,10
942.1,7
943.1,3
944.1,-2
945.1,0
946.1,6
947.1,5
948.1,-1
949.1,-3
950.1,0
951.1,2
952.1,2
953.1,3
954.1,7
955.1,6
956.1,4
957.1,5
958.1,4
959.1,1
960.1,-1
961.1,1
962.1,0
963.1,-3
964.1,-5
965.1,-4
966.1,-6
967.1,-10
968.1,-10
969.1,-9
970.1,-10
971.1,-12
972.1,-16
973.1,-23
974.1,-27
975.1,-29
976.1,-32
977.1,-31
978.1,-28
979.1,-26
980.1,-21
981.1,-17
982.1,-17
983.1,-15
984.1,-6
985.1,-1
986.1,1
987.1,3
988.1,5
989.1,5
990.1,1
991.1,-2
992.1,-4
993.1,-6
994.1,-2
995.1,3
996.1,4
997.1,4
998.1,2
999.1,2
1000.1,2
1001.1,0
1002.1,-2
1003.1,-2
1004.1,-2
1005.1,-2
1006.1,-5
1007.1,-5
1008.1,-2
1009.1,-3
1010.1,-4
1011.1,-6
1012.1,-8
1013.1,-10
1014.1,-13
1015.1,-20
1016.1,-26
1017.1,-26
1018.1,-20
1019.1,-15
1020.1,-11
1021.1,-2
1022.1,5
1023.1,8
