t,lead_I,lead_II,v3,v4
0.6,-11352,18663,-60971,-43817
2.6,-11086,18629,-61183,-44095
4.6,-11011,18733,-61233,-44178
6.6,-10517,19118,-61289,-44240
8.6,-9674,19543,-61431,-44379
10.6,-9282,19675,-61515,-44441
12.6,-9678,19428,-61470,-44366
14.6,-10368,19014,-61419,-44297
16.6,-10889,18709,-61394,-44256
18.6,-11148,18628,-61294,-44134
20.6,-10997,18729,-61147,-43990
22.6,-10458,18927,-61075,-43950
24.6,-10006,19124,-61086,-43980
26.6,-9842,19230,-61202,-44088
28.6,-9668,19203,-61472,-44357
30.6,-9616,19043,-61691,-44578
32.6,-10130,18790,-61618,-44488
34.6,-10871,18541,-61440,-44301
36.6,-11178,18369,-61406,-44319
38.6,-11163,18286,-61376,-44382
40.6,-11154,18299,-61282,-44349
42.6,-10981,18394,-61392,-44448
44.6,-10565,18505,-61702,-44695
46.6,-10207,18589,-61853,-44786
48.6,-10078,18610,-61808,-44738
50.6,-10145,18540,-61831,-44802
52.6,-10300,18516,-61890,-44882
54.6,-10395,18639,-61769,-44762
56.6,-10564,18612,-61548,-44576
58.6,-11029,18224,-61450,-44529
60.6,-11361,17958,-61504,-44585
62.6,-11009,18246,-61632,-44678
64.6,-10448,18603,-61794,-44833
66.6,-10457,18451,-61942,-44986
68.6,-10770,18107,-62032,-45034
70.6,-10684,18138,-62054,-44983
72.6,-10272,18471,-61978,-44865
74.6,-10086,18717,-61790,-44688
76.6,-10330,18675,-61630,-44572
78.6,-10817,18306,-61658,-44649
80.6,-11245,17791,-61784,-44803
82.6,-11322,17616,-61775,-44804
84.6,-10922,18085,-61623,-44665
86.6,-10240,18845,-61522,-44577
88.6,-9773,19237,-61551,-44597
90.6,-9931,19028,-61654,-44669
92.6,-10548,18517,-61804,-44782
94.6,-11070,18063,-61955,-44899
96.6,-11255,17825,-62002,-44913
98.6,-11250,17833,-61927,-44828
100.6,-11115,17999,-61816,-44753
102.6,-10882,18120,-61726,-44720
104.6,-10772,18125,-61689,-44703
106.6,-10808,18168,-61751,-44728
108.6,-10727,18292,-61874,-44807
110.6,-10546,18322,-61946,-44880
112.6,-10514,18247,-61904,-44885
114.6,-10647,18204,-61735,-44804
116.6,-11025,17994,-61500,-44680
118.6,-11796,17414,-61351,-44608
120.6,-12319,17039,-61284,-44550
