t,carotid_880nm,carotid_660nm,brachial_880nm,brachial_660nm
3.6,124.43,81.5,-102.35,-2.9193
13.5,122.43,81.5,-103.35,-3.9193
23.4,120.43,81.5,-104.35,-3.9193
33.3,118.43,80.5,-106.35,-6.9193
43.2,113.43,81.5,-108.35,-6.9193
53.1,111.43,78.5,-107.35,-6.9193
62.9,108.43,77.5,-106.35,-7.9193
72.8,105.43,78.5,-108.35,-7.9193
82.7,102.43,78.5,-107.35,-6.9193
92.6,100.43,76.5,-107.35,-7.9193
102.5,97.429,77.5,-110.35,-7.9193
112.4,97.429,80.5,-112.35,-8.9193
122.3,94.429,80.5,-116.35,-9.9193
132.1,92.429,79.5,-117.35,-8.9193
142.0,86.429,78.5,-117.35,-9.9193
151.9,84.429,78.5,-118.35,-9.9193
161.8,78.429,77.5,-118.35,-10.919
171.7,82.429,79.5,-120.35,-10.919
181.6,91.429,84.5,-111.35,-7.9193
191.5,100.43,89.5,-102.35,-1.9193
201.3,109.43,90.5,-89.35,3.0807
211.2,112.43,89.5,-75.35,9.0807
221.1,116.43,87.5,-61.35,14.081
231.0,122.43,88.5,-51.35,19.081
240.9,131.43,91.5,-44.35,19.081
250.8,138.43,94.5,-46.35,20.081
260.7,140.43,94.5,-43.35,20.081
270.5,140.43,91.5,-40.35,21.081
280.4,141.43,87.5,-40.35,21.081
290.3,140.43,86.5,-42.35,19.081
300.2,140.43,85.5,-45.35,19.081
310.1,143.43,85.5,-45.35,18.081
320.0,142.43,85.5,-49.35,17.081
329.9,140.43,82.5,-52.35,15.081
339.7,140.43,84.5,-60.35,11.081
349.6,140.43,84.5,-64.35,10.081
359.5,133.43,83.5,-69.35,8.0807
369.4,133.43,83.5,-73.35,6.0807
379.3,129.43,79.5,-75.35,5.0807
389.2,129.43,79.5,-78.35,4.0807
399.1,123.43,76.5,-82.35,2.0807
408.9,123.43,76.5,-86.35,2.0807
418.8,118.43,72.5,-89.35,0.080741
428.7,118.43,72.5,-89.35,0.080741
438.6,111.43,69.5,-94.35,-0.91926
448.5,111.43,69.5,-94.35,-0.91926
458.4,105.43,66.5,-99.35,-2.9193
468.3,105.43,66.5,-99.35,-2.9193
478.1,102.43,63.5,-101.35,-3.9193
488.0,96.429,59.5,-101.35,-3.9193
497.9,94.429,58.5,-108.35,-3.9193
507.8,88.429,56.5,-108.35,-3.9193
517.7,84.429,53.5,-108.35,-4.9193
527.6,81.429,51.5,-108.35,-4.9193
537.5,80.429,50.5,-110.35,-5.9193
547.3,74.429,46.5,-110.35,-5.9193
557.2,70.429,45.5,-112.35,-7.9193
567.1,68.429,43.5,-112.35,-7.9193
577.0,61.429,41.5,-117.35,-9.9193
586.9,58.429,38.5,-117.35,-9.9193
596.8,54.429,36.5,-122.35,-10.919
606.7,51.429,35.5,-122.35,-10.919
616.5,46.429,32.5,-127.35,-14.919
626.4,42.429,30.5,-127.35,-14.919
636.3,37.429,28.5,-129.35,-13.919
646.2,35.429,29.5,-131.35,-15.919
656.1,32.429,28.5,-137.35,-15.919
666.0,27.429,26.5,-138.35,-16.919
675.9,21.429,24.5,-140.35,-16.919
685.7,16.429,21.5,-140.35,-17.919
695.6,15.429,18.5,-140.35,-17.919
705.5,19.429,21.5,-136.35,-14.919
715.4,27.429,23.5,-125.35,-11.919
725.3,34.429,24.5,-113.35,-3.9193
735.2,39.429,24.5,-100.35,3.0807
745.1,43.429,24.5,-83.35,9.0807
754.9,48.429,22.5,-71.35,13.081
764.8,55.429,24.5,-60.35,16.081
774.7,55.429,21.5,-55.35,18.081
784.6,55.429,17.5,-52.35,19.081
794.5,54.429,11.5,-49.35,20.081
804.4,52.429,4.4998,-49.35,19.081
814.3,52.429,3.4998,-48.35,19.081
824.1,52.429,1.4998,-49.35,19.081
834.0,52.429,-0.5002,-48.35,18.081
843.9,52.429,-3.5002,-52.35,18.081
853.8,50.429,-5.5002,-53.35,16.081
863.7,49.429,-6.5002,-56.35,15.081
873.6,45.429,-8.5002,-59.35,12.081
883.5,40.429,-12.5,-64.35,11.081
893.3,39.429,-15.5,-68.35,11.081
903.2,34.429,-16.5,-72.35,10.081
913.1,32.429,-19.5,-72.35,6.0807
923.0,30.429,-20.5,-76.35,6.0807
932.9,24.429,-24.5,-79.35,4.0807
942.8,21.429,-27.5,-81.35,4.0807
952.7,18.429,-30.5,-85.35,3.0807
962.5,15.429,-31.5,-87.35,1.0807
972.4,14.429,-34.5,-89.35,1.0807
982.3,12.429,-32.5,-92.35,2.0807
992.2,8.4287,-36.5,-90.35,2.0807
1002.1,4.4287,-39.5,-94.35,1.0807
1012.0,0.42868,-41.5,-95.35,0.080741
1021.9,-4.5713,-44.5,-98.35,-0.91926
1031.7,-9.5713,-45.5,-102.35,0.080741
1041.6,-11.571,-49.5,-101.35,-1.9193
1051.5,-16.571,-50.5,-103.35,-1.9193
1061.4,-16.571,-50.5,-101.35,-0.91926
1071.3,-26.571,-56.5,-99.35,-1.9193
1081.2,-26.571,-56.5,-105.35,-2.9193
1091.1,-36.571,-63.5,-105.35,-2.9193
1100.9,-36.571,-63.5,-107.35,-5.9193
1110.8,-44.571,-69.5,-108.35,-5.9193
1120.7,-44.571,-69.5,-113.35,-5.9193
1130.6,-55.571,-74.5,-112.35,-5.9193
1140.5,-55.571,-74.5,-113.35,-5.9193
1150.4,-62.571,-76.5,-117.35,-6.9193
1160.3,-62.571,-76.5,-117.35,-6.9193
1170.1,-68.571,-80.5,-119.35,-8.9193
1180.0,-68.571,-80.5,-121.35,-8.9193
1189.9,-75.571,-80.5,-122.35,-7.9193
1199.8,-75.571,-80.5,-126.35,-8.9193
1209.7,-77.571,-78.5,-123.35,-9.9193
1219.6,-78.571,-78.5,-123.35,-7.9193
1229.5,-71.571,-73.5,-116.35,-3.9193
1239.3,-59.571,-71.5,-103.35,1.0807
1249.2,-52.571,-65.5,-88.35,9.0807
1259.1,-41.571,-60.5,-74.35,15.081
1269.0,-34.571,-57.5,-58.35,22.081
1278.9,-28.571,-58.5,-46.35,27.081
