t,az
3.70,-1308
5.68,-1316
7.65,-1344
9.63,-1408
11.60,-1438
13.50,-1476
15.50,-1520
17.50,-1554
19.50,-1590
21.50,-1626
23.40,-1644
25.38,-1650
27.35,-1668
29.33,-1674
31.30,-1674
33.30,-1676
35.28,-1642
37.25,-1632
39.23,-1624
41.20,-1622
43.20,-1606
45.18,-1596
47.15,-1580
49.13,-1580
51.10,-1574
53.10,-1590
55.08,-1580
57.05,-1554
59.03,-1566
61.00,-1574
63.00,-1560
64.98,-1548
66.95,-1520
68.93,-1502
70.90,-1502
72.90,-1474
74.88,-1460
76.85,-1456
78.83,-1454
80.80,-1454
82.70,-1448
84.70,-1448
86.70,-1460
88.70,-1484
90.70,-1498
92.60,-1482
94.58,-1472
96.55,-1462
98.53,-1474
100.50,-1494
102.50,-1494
104.48,-1478
106.45,-1476
108.43,-1484
110.40,-1494
112.40,-1488
114.38,-1488
116.35,-1492
118.33,-1508
120.30,-1514
122.30,-1502
124.28,-1522
126.25,-1512
128.23,-1500
130.20,-1500
132.20,-1504
134.18,-1534
136.15,-1572
138.13,-1574
140.10,-1578
142.10,-1560
144.08,-1534
146.05,-1516
148.03,-1482
150.00,-1458
151.90,-1448
153.90,-1456
155.90,-1478
157.90,-1478
159.90,-1474
161.80,-1460
163.78,-1450
165.75,-1450
167.73,-1450
169.70,-1454
171.70,-1462
173.68,-1484
175.65,-1504
177.63,-1502
179.60,-1498
181.60,-1510
183.58,-1534
185.55,-1486
187.53,-1430
189.50,-1328
191.50,-1180
193.48,-1038
195.45,-888
197.43,-804
199.40,-820
201.40,-922
203.38,-1158
205.35,-1458
207.33,-1760
209.30,-2048
211.30,-2254
213.28,-2358
215.25,-2380
217.23,-2310
219.20,-2196
221.10,-2020
223.10,-1784
225.10,-1552
227.10,-1302
229.10,-1032
231.00,-554
232.98,-554
234.95,-340
236.93,-182
238.90,-98
240.90,-90
242.88,-266
244.85,-266
246.83,-798
248.80,-798
250.80,-1556
252.78,-1556
254.75,-2270
256.73,-2270
258.70,-2760
260.70,-2894
262.68,-2950
264.65,-2890
266.63,-2754
268.60,-2546
270.60,-2316
272.58,-2076
274.55,-1822
276.53,-1588
278.50,-1424
280.50,-1304
282.48,-1240
284.45,-1198
286.43,-1156
288.40,-1126
290.30,-1094
292.30,-1082
294.30,-1062
296.30,-1062
298.30,-1034
300.20,-998
302.18,-966
304.15,-962
306.13,-952
308.10,-904
310.10,-872
312.08,-858
314.05,-848
316.03,-844
318.00,-826
320.00,-796
321.98,-786
323.95,-786
325.93,-778
327.90,-796
329.90,-832
331.88,-894
333.85,-964
335.83,-1024
337.80,-1126
339.80,-1244
341.78,-1338
343.75,-1414
345.73,-1478
347.70,-1556
349.70,-1614
351.68,-1638
353.65,-1664
355.63,-1720
357.60,-1756
359.50,-1766
361.50,-1772
363.50,-1746
365.50,-1718
367.50,-1712
369.40,-1696
371.38,-1668
373.35,-1624
375.33,-1564
377.30,-1482
379.30,-1428
381.28,-1374
383.25,-1352
385.23,-1338
387.20,-1340
389.20,-1324
391.18,-1326
393.15,-1338
395.13,-1364
397.10,-1360
399.10,-1332
401.08,-1306
403.05,-1268
405.03,-1234
407.00,-1198
409.00,-1158
410.98,-1130
412.95,-1108
414.93,-1110
416.90,-1126
418.90,-1126
420.88,-1148
422.85,-1170
424.83,-1192
426.80,-1212
428.70,-1232
430.70,-1208
432.70,-1198
434.70,-1216
436.70,-1240
438.60,-1228
440.58,-1222
442.55,-1208
444.53,-1208
446.50,-1210
448.50,-1196
450.48,-1206
452.45,-1174
454.43,-1150
456.40,-1166
458.40,-1182
460.38,-1180
462.35,-1172
464.33,-1184
466.30,-1194
468.30,-1218
470.28,-1234
472.25,-1234
474.23,-1242
476.20,-1234
478.20,-1248
480.18,-1238
482.15,-1238
484.13,-1252
486.10,-1244
488.10,-1244
490.08,-1244
492.05,-1256
494.03,-1266
496.00,-1272
497.90,-1264
499.90,-1272
501.90,-1280
503.90,-1294
505.90,-1304
507.80,-1302
509.78,-1298
511.75,-1286
513.73,-1276
515.70,-1284
517.70,-1310
519.68,-1328
521.65,-1338
523.63,-1324
525.60,-1324
527.60,-1306
529.58,-1256
531.55,-1204
533.53,-1204
535.50,-1200
537.50,-1200
539.48,-1192
541.45,-1192
543.43,-1204
545.40,-1210
547.40,-1228
549.38,-1234
551.35,-1240
553.33,-1234
555.30,-1240
557.30,-1240
559.28,-1240
561.25,-1218
563.23,-1198
565.20,-1194
567.10,-1164
569.10,-1140
571.10,-1120
573.10,-1080
575.10,-1098
577.00,-1072
578.98,-1072
580.95,-1082
582.93,-1092
584.90,-1076
586.90,-1078
588.88,-1094
590.85,-1108
592.83,-1138
594.80,-1170
596.80,-1182
598.78,-1192
600.75,-1212
602.73,-1230
604.70,-1246
606.70,-1286
608.68,-1328
610.65,-1344
612.63,-1372
614.60,-1374
616.60,-1374
618.58,-1398
620.55,-1404
622.53,-1402
624.50,-1386
626.50,-1362
628.48,-1352
630.45,-1358
632.43,-1336
634.40,-1322
636.30,-1306
638.30,-1308
640.30,-1324
642.30,-1320
644.30,-1320
646.20,-1342
648.18,-1334
650.15,-1326
652.13,-1318
654.10,-1330
656.10,-1330
658.08,-1292
660.05,-1268
662.03,-1226
664.00,-1178
666.00,-1074
667.98,-978
669.95,-860
671.93,-728
673.90,-614
675.90,-574
677.88,-672
679.85,-870
681.83,-1162
683.80,-1512
685.80,-1898
687.78,-2236
689.75,-2426
691.73,-2466
693.70,-2352
695.70,-2086
697.68,-1744
699.65,-1372
701.63,-1020
703.60,-698
705.50,-418
707.48,-196
709.45,-40
711.43,58
713.40,78
715.40,48
717.38,-30
719.35,-176
721.33,-416
723.30,-698
725.30,-1046
727.28,-1414
729.25,-1742
731.23,-2070
733.20,-2348
735.20,-2576
737.18,-2744
739.15,-2840
741.13,-2812
743.10,-2722
