t,lead_I,lead_II,v3,v4
0.3,18586,-86675,-81144,-38094
2.3,19296,-86192,-81170,-38179
4.3,20916,-85546,-81139,-38179
6.3,21857,-85114,-81183,-38228
8.3,21392,-85011,-81223,-38268
10.3,20513,-85388,-81062,-38095
12.3,19798,-86281,-80905,-37895
14.3,19282,-86926,-81016,-37952
16.3,19246,-86688,-81203,-38108
18.3,19560,-86147,-81220,-38117
20.3,19847,-85893,-81164,-38066
22.3,20315,-85592,-81149,-38066
24.3,20845,-85271,-81126,-38053
26.3,20610,-85558,-81088,-38002
28.3,19820,-86158,-81058,-37956
30.3,19560,-86250,-80998,-37906
32.3,19577,-86130,-80929,-37855
34.3,19055,-86377,-80930,-37857
36.3,18725,-86483,-80996,-37918
38.3,19331,-86083,-81091,-38006
40.3,19931,-85832,-81204,-38094
42.3,19995,-85959,-81263,-38131
44.3,20347,-85940,-81234,-38122
46.3,20935,-85789,-81200,-38125
48.3,20910,-85775,-81123,-38049
50.3,20546,-85679,-80881,-37773
52.3,20257,-85690,-80675,-37538
54.3,19610,-86299,-80781,-37629
56.3,19044,-86798,-80976,-37804
58.3,19550,-86241,-80985,-37792
60.3,20436,-85356,-81045,-37844
62.3,20660,-85114,-81216,-38020
64.3,20896,-84981,-81073,-37880
66.3,21537,-84542,-80733,-37539
68.3,21543,-84527,-80809,-37621
70.3,20868,-85020,-81073,-37892
72.3,20514,-85277,-80859,-37654
74.3,20184,-85463,-80551,-37277
76.3,19338,-86048,-80866,-37517
78.3,19045,-86342,-81359,-37988
80.3,19887,-85760,-81332,-37991
82.3,20651,-85067,-81107,-37808
84.3,20852,-84912,-81093,-37823
86.3,21289,-84950,-80964,-37711
88.3,21581,-85078,-80681,-37419
90.3,20696,-85580,-80789,-37486
92.3,19447,-86034,-81192,-37854
94.3,19270,-85790,-81166,-37827
96.3,19818,-85120,-80729,-37401
98.3,20179,-84696,-80611,-37280
100.3,20437,-84726,-80977,-37641
102.3,20602,-85079,-81336,-38018
104.3,20390,-85343,-81362,-38085
106.3,20359,-85008,-81077,-37832
108.3,20923,-84389,-80678,-37443
110.3,21106,-84395,-80479,-37243
112.3,20300,-85029,-80547,-37309
114.3,19489,-85521,-80639,-37372
116.3,19395,-85744,-80758,-37444
118.3,19582,-85927,-81065,-37756
120.3,19827,-85790,-81258,-38030
122.3,20236,-85335,-81037,-37892
124.3,20417,-85217,-80817,-37705
126.3,20156,-85493,-80986,-37899
128.3,19882,-85555,-81166,-38117
130.3,19745,-85404,-81064,-38028
132.3,19577,-85469,-81036,-37994
134.3,19534,-85664,-81220,-38199
136.3,19589,-85775,-81208,-38215
138.3,19378,-85895,-80931,-37903
140.3,19209,-85939,-80838,-37747
142.3,19698,-85695,-81068,-37977
144.3,20386,-85352,-81276,-38252
146.3,20394,-85257,-81343,-38374
148.3,19934,-85506,-81460,-38502
150.3,19701,-85968,-81526,-38555
152.3,19608,-86281,-81240,-38248
154.3,19319,-86125,-80805,-37791
156.3,19144,-85767,-80724,-37708
158.3,19466,-85640,-80949,-37947
160.3,19943,-85610,-81064,-38053
162.3,20010,-85524,-81092,-38057
164.3,19778,-85724,-81286,-38258
166.3,19785,-86116,-81461,-38467
168.3,20079,-85962,-81314,-38331
170.3,20187,-85315,-80997,-37996
172.3,19900,-85182,-80829,-37798
174.3,19478,-85802,-80839,-37768
176.3,19173,-86343,-80895,-37793
178.3,19046,-86393,-80968,-37892
180.3,19187,-86227,-81148,-38132
182.3,19695,-85875,-81448,-38463
184.3,20364,-85327,-81606,-38627
186.3,20604,-85155,-81370,-38412
188.3,20014,-85690,-81023,-38066
190.3,19055,-86289,-81021,-38018
192.3,18669,-86319,-81210,-38163
194.3,19201,-85985,-81156,-38104
196.3,20078,-85678,-81010,-37958
198.3,20473,-85558,-81156,-38098
200.3,20119,-85736,-81421,-38379
202.3,19627,-85914,-81439,-38423
204.3,19721,-85555,-81283,-38285
206.3,20164,-85060,-81168,-38188
208.3,20236,-85323,-81070,-38105
210.3,19971,-85955,-80988,-38004
212.3,19719,-85933,-81048,-38010
214.3,19357,-85541,-81223,-38133
216.3,19030,-85613,-81365,-38250
218.3,19216,-85919,-81433,-38317
220.3,19616,-85902,-81406,-38312
222.3,19750,-85644,-81258,-38197
224.3,19980,-85385,-81184,-38142
226.3,20223,-85406,-81373,-38324
228.3,19635,-85982,-81544,-38473
230.3,18759,-86590,-81341,-38258
232.3,19001,-86403,-81017,-37935
234.3,19783,-85755,-80947,-37867
236.3,19635,-85544,-80959,-37876
238.3,19223,-85643,-80928,-37849
240.3,19908,-85418,-81162,-38106
242.3,20891,-85026,-81527,-38508
244.3,20729,-85066,-81407,-38409
246.3,19895,-85534,-80945,-37921
248.3,19684,-85792,-80898,-37814
250.3,20063,-85521,-81266,-38142
252.3,20094,-85329,-81502,-38388
254.3,19593,-85778,-81594,-38505
256.3,19279,-86243,-81697,-38611
258.3,19562,-85948,-81611,-38512
260.3,19977,-85439,-81418,-38318
262.3,19980,-85556,-81521,-38427
