t,carotid_880nm,carotid_660nm,brachial_880nm,brachial_660nm
2.8,-36.588,-10.389,136.65,131.44
12.7,-38.588,-10.389,140.65,133.44
22.5,-40.588,-11.389,142.65,134.44
32.4,-39.588,-11.389,144.65,135.44
42.3,-40.588,-11.389,147.65,137.44
52.2,-41.588,-11.389,149.65,139.44
62.1,-41.588,-10.389,149.65,139.44
72.0,-41.588,-11.389,150.65,140.44
81.9,-42.588,-11.389,149.65,140.44
91.7,-42.588,-12.389,147.65,139.44
101.6,-44.588,-13.389,146.65,139.44
111.5,-46.588,-12.389,145.65,138.44
121.4,-48.588,-13.389,144.65,138.44
131.3,-51.588,-14.389,142.65,138.44
141.2,-52.588,-14.389,143.65,138.44
151.1,-55.588,-14.389,144.65,139.44
160.9,-58.588,-16.389,145.65,139.44
170.8,-60.588,-17.389,146.65,140.44
180.7,-62.588,-17.389,146.65,140.44
190.6,-66.588,-18.389,147.65,141.44
200.5,-68.588,-18.389,146.65,142.44
210.4,-69.588,-19.389,145.65,141.44
220.3,-74.588,-20.389,145.65,141.44
230.1,-75.588,-21.389,147.65,141.44
240.0,-80.588,-21.389,144.65,142.44
249.9,-83.588,-22.389,144.65,141.44
259.8,-85.588,-23.389,142.65,140.44
269.7,-89.588,-24.389,140.65,139.44
279.6,-93.588,-26.389,139.65,139.44
289.5,-96.588,-25.389,137.65,138.44
299.3,-98.588,-26.389,136.65,138.44
309.2,-100.59,-26.389,136.65,139.44
319.1,-99.588,-26.389,136.65,138.44
329.0,-96.588,-25.389,135.65,139.44
338.9,-87.588,-22.389,133.65,139.44
348.8,-75.588,-19.389,129.65,137.44
358.7,-61.588,-15.389,127.65,135.44
368.5,-47.588,-12.389,121.65,132.44
378.4,-39.588,-10.389,115.65,128.44
388.3,-30.588,-8.3888,112.65,125.44
398.2,-24.588,-6.3888,113.65,123.44
408.1,-20.588,-4.3888,116.65,124.44
418.0,-18.588,-4.3888,124.65,125.44
427.9,-17.588,-3.3888,130.65,127.44
437.7,-15.588,-2.3888,135.65,131.44
447.6,-16.588,-3.3888,139.65,132.44
457.5,-18.588,-3.3888,145.65,135.44
467.4,-20.588,-3.3888,150.65,137.44
477.3,-20.588,-3.3888,153.65,138.44
487.2,-23.588,-3.3888,156.65,141.44
497.1,-25.588,-4.3888,161.65,143.44
506.9,-26.588,-4.3888,165.65,145.44
516.8,-27.588,-4.3888,170.65,147.44
526.7,-27.588,-3.3888,170.65,148.44
536.6,-27.588,-4.3888,171.65,149.44
546.5,-27.588,-3.3888,169.65,149.44
556.4,-27.588,-3.3888,168.65,148.44
566.3,-28.588,-4.3888,167.65,148.44
576.1,-29.588,-5.3888,165.65,148.44
586.0,-28.588,-4.3888,162.65,148.44
595.9,-28.588,-4.3888,162.65,147.44
605.8,-30.588,-4.3888,162.65,147.44
615.7,-30.588,-4.3888,159.65,147.44
625.6,-33.588,-4.3888,159.65,147.44
635.5,-33.588,-4.3888,155.65,144.44
645.3,-35.588,-5.3888,155.65,144.44
655.2,-35.588,-5.3888,155.65,144.44
665.1,-40.588,-7.3888,155.65,144.44
675.0,-40.588,-7.3888,154.65,145.44
684.9,-46.588,-8.3888,154.65,145.44
694.8,-46.588,-8.3888,159.65,147.44
704.7,-50.588,-9.3888,159.65,147.44
714.5,-50.588,-9.3888,164.65,150.44
724.4,-54.588,-10.389,164.65,150.44
734.3,-54.588,-10.389,164.65,151.44
744.2,-55.588,-10.389,164.65,151.44
754.1,-59.588,-10.389,166.65,151.44
764.0,-62.588,-13.389,166.65,151.44
773.9,-64.588,-12.389,166.65,152.44
783.7,-68.588,-12.389,166.65,152.44
793.6,-72.588,-14.389,164.65,151.44
803.5,-76.588,-15.389,162.65,151.44
813.4,-78.588,-16.389,162.65,150.44
823.3,-79.588,-15.389,160.65,150.44
833.2,-80.588,-15.389,159.65,151.44
843.1,-75.588,-13.389,158.65,151.44
852.9,-66.588,-12.389,158.65,150.44
862.8,-53.588,-8.3888,156.65,149.44
872.7,-40.588,-4.3888,154.65,149.44
882.6,-28.588,-1.3888,152.65,146.44
892.5,-18.588,-0.38878,148.65,144.44
902.4,-9.5884,2.6112,151.65,144.44
912.2,-4.5884,3.6112,155.65,143.44
922.1,-0.58841,4.6112,159.65,144.44
932.0,1.4116,5.6112,163.65,145.44
941.9,4.4116,4.6112,166.65,147.44
951.8,6.4116,4.6112,172.65,149.44
961.7,6.4116,4.6112,176.65,150.44
