t,pcg
0.0,161
1.0,282
2.0,527
3.0,649
4.0,434
5.0,80
6.0,3
7.0,65
8.0,61
9.0,107
10.0,162
11.0,182
12.0,175
13.0,154
14.0,131
15.0,91
16.0,53
17.0,29
18.0,-5
19.0,-30
20.0,-33
21.0,-15
22.0,9
23.0,45
24.0,105
25.0,138
26.0,144
27.0,161
28.0,189
29.0,232
30.0,263
31.0,262
32.0,230
33.0,179
34.0,154
35.0,147
36.0,122
37.0,90
38.0,62
39.0,45
40.0,17
41.0,-36
42.0,-82
43.0,-107
44.0,-101
45.0,-91
46.0,-111
47.0,-129
48.0,-127
49.0,-136
50.0,-149
51.0,-144
52.0,-128
53.0,-112
54.0,-107
55.0,-124
56.0,-138
57.0,-129
58.0,-97
59.0,-83
60.0,-92
61.0,-79
62.0,-64
63.0,-59
64.0,-51
65.0,-49
66.0,-41
67.0,-14
68.0,9
69.0,24
70.0,40
71.0,54
72.0,66
73.0,77
74.0,87
75.0,104
76.0,119
77.0,122
78.0,117
79.0,105
80.0,123
81.0,152
82.0,137
83.0,129
84.0,137
85.0,120
86.0,114
87.0,142
88.0,144
89.0,117
90.0,109
91.0,98
92.0,83
93.0,49
94.0,-5
95.0,-37
96.0,-69
97.0,-143
98.0,-223
99.0,-252
100.0,-282
101.0,-361
102.0,-385
103.0,-381
104.0,-402
105.0,-371
106.0,-361
107.0,-386
108.0,-267
109.0,-117
110.0,-42
111.0,68
112.0,166
113.0,172
114.0,146
115.0,133
116.0,66
117.0,-33
118.0,-106
119.0,-151
120.0,-195
121.0,-219
122.0,-146
123.0,-100
124.0,-133
125.0,-110
126.0,-69
127.0,-29
128.0,48
129.0,132
130.0,212
131.0,270
132.0,341
133.0,401
134.0,391
135.0,348
136.0,290
137.0,223
138.0,169
139.0,125
140.0,77
141.0,40
142.0,22
143.0,-18
144.0,-49
145.0,-30
146.0,-20
147.0,-19
148.0,-6
149.0,2
150.0,20
151.0,22
152.0,-27
153.0,-76
154.0,-76
155.0,-71
156.0,-82
157.0,-64
158.0,-65
159.0,-102
160.0,-81
161.0,-46
162.0,-45
163.0,-23
164.0,-6
165.0,-6
166.0,10
167.0,50
168.0,72
169.0,62
170.0,84
171.0,120
172.0,120
173.0,124
174.0,141
175.0,120
176.0,85
177.0,76
178.0,69
179.0,47
180.0,11
181.0,-28
182.0,-62
183.0,-74
184.0,-40
185.0,-11
186.0,-31
187.0,-55
188.0,-52
189.0,-36
190.0,-43
191.0,-79
192.0,-82
193.0,-50
194.0,-51
195.0,-75
196.0,-73
197.0,-58
198.0,-57
199.0,-64
200.0,-87
201.0,-107
202.0,-100
203.0,-90
204.0,-98
205.0,-98
206.0,-96
207.0,-89
208.0,-85
209.0,-115
210.0,-107
211.0,-83
212.0,-79
213.0,-48
214.0,-13
215.0,0
216.0,4
217.0,21
218.0,32
219.0,32
220.0,37
221.0,39
222.0,48
223.0,57
224.0,51
225.0,41
226.0,38
227.0,29
228.0,19
229.0,30
230.0,30
231.0,13
232.0,25
233.0,47
234.0,47
235.0,58
236.0,82
237.0,88
238.0,85
239.0,88
240.0,101
241.0,101
242.0,98
243.0,110
244.0,102
245.0,89
246.0,94
247.0,69
248.0,42
249.0,48
250.0,36
251.0,32
252.0,54
253.0,38
254.0,40
255.0,67
256.0,26
257.0,27
258.0,56
259.0,-5
260.0,-62
261.0,-53
262.0,-43
263.0,-57
264.0,-70
265.0,-64
266.0,-46
267.0,-31
268.0,-22
269.0,-26
270.0,-59
271.0,-109
272.0,-171
273.0,-246
274.0,-283
275.0,-314
276.0,-331
277.0,-200
278.0,35
279.0,304
280.0,632
281.0,918
282.0,1067
283.0,1103
284.0,1016
285.0,782
286.0,467
287.0,143
288.0,-182
289.0,-476
290.0,-817
291.0,-1394
292.0,-2172
293.0,-2872
294.0,-3296
295.0,-3251
296.0,-2534
297.0,-1238
298.0,413
299.0,2013
300.0,3197
301.0,3935
302.0,4122
303.0,4095
304.0,4076
305.0,3549
306.0,2552
307.0,1392
308.0,-122
309.0,-1826
310.0,-3068
311.0,-3624
312.0,-3554
313.0,-2891
314.0,-1921
315.0,-771
316.0,235
317.0,710
318.0,1119
319.0,1537
320.0,1411
321.0,761
322.0,-217
323.0,-1449
324.0,-2582
325.0,-3240
326.0,-3246
327.0,-2652
328.0,-1812
329.0,-1009
330.0,-297
331.0,189
332.0,462
333.0,665
334.0,688
335.0,516
336.0,349
337.0,260
338.0,220
339.0,262
340.0,381
341.0,511
342.0,667
343.0,852
344.0,1020
345.0,1146
346.0,1218
347.0,1311
348.0,1458
349.0,1597
350.0,1740
351.0,1854
352.0,1897
353.0,1897
354.0,1802
355.0,1586
356.0,1284
357.0,848
358.0,342
359.0,-93
360.0,-489
361.0,-805
362.0,-989
363.0,-1169
364.0,-1336
365.0,-1368
366.0,-1363
367.0,-1292
368.0,-1025
369.0,-745
370.0,-470
371.0,-141
372.0,22
373.0,-22
374.0,-58
375.0,-110
376.0,-307
377.0,-501
378.0,-619
379.0,-766
380.0,-923
381.0,-976
382.0,-886
383.0,-687
384.0,-428
385.0,-72
386.0,349
387.0,686
388.0,918
389.0,1065
390.0,1039
391.0,929
392.0,788
393.0,467
