t,pcg
0.0,-44
1.0,-40
2.0,-44
3.0,-30
4.0,-40
5.0,-131
6.0,-183
7.0,-174
8.0,-173
9.0,-169
10.0,-169
11.0,-168
12.0,-162
13.0,-151
14.0,-132
15.0,-115
16.0,-102
17.0,-90
18.0,-79
19.0,-57
20.0,-39
21.0,-36
22.0,-27
23.0,-11
24.0,6
25.0,23
26.0,30
27.0,27
28.0,25
29.0,34
30.0,39
31.0,32
32.0,28
33.0,25
34.0,17
35.0,13
36.0,9
37.0,-2
38.0,-1
39.0,3
40.0,-2
41.0,-3
42.0,-10
43.0,-13
44.0,-3
45.0,-10
46.0,-24
47.0,-21
48.0,-30
49.0,-42
50.0,-37
51.0,-41
52.0,-47
53.0,-39
54.0,-35
55.0,-33
56.0,-19
57.0,-8
58.0,-1
59.0,16
60.0,37
61.0,53
62.0,68
63.0,82
64.0,93
65.0,102
66.0,108
67.0,110
68.0,116
69.0,115
70.0,102
71.0,97
72.0,95
73.0,84
74.0,78
75.0,69
76.0,50
77.0,39
78.0,29
79.0,6
80.0,-11
81.0,-20
82.0,-30
83.0,-38
84.0,-50
85.0,-60
86.0,-56
87.0,-54
88.0,-57
89.0,-53
90.0,-41
91.0,-33
92.0,-23
93.0,-9
94.0,-6
95.0,-1
96.0,17
97.0,31
98.0,34
99.0,38
100.0,40
101.0,36
102.0,35
103.0,35
104.0,29
105.0,20
106.0,4
107.0,-12
108.0,-19
109.0,-28
110.0,-32
111.0,-30
112.0,-35
113.0,-32
114.0,-15
115.0,-12
116.0,-13
117.0,-9
118.0,-10
119.0,-10
120.0,-6
121.0,-10
122.0,-8
123.0,-1
124.0,-3
125.0,-7
126.0,-8
127.0,-17
128.0,-21
129.0,-13
130.0,-14
131.0,-14
132.0,-5
133.0,-4
134.0,-2
135.0,-1
136.0,-22
137.0,-36
138.0,-21
139.0,-27
140.0,-44
141.0,-31
142.0,-20
143.0,-15
144.0,-4
145.0,-7
146.0,-8
147.0,6
148.0,17
149.0,12
150.0,-11
151.0,-47
152.0,-89
153.0,-117
154.0,-136
155.0,-160
156.0,-167
157.0,-156
158.0,-132
159.0,-92
160.0,-30
161.0,36
162.0,88
163.0,144
164.0,204
165.0,248
166.0,265
167.0,256
168.0,230
169.0,198
170.0,153
171.0,84
172.0,6
173.0,-69
174.0,-146
175.0,-216
176.0,-267
177.0,-295
178.0,-303
179.0,-292
180.0,-260
181.0,-209
182.0,-150
183.0,-79
184.0,-8
185.0,51
186.0,113
187.0,167
188.0,207
189.0,238
190.0,255
191.0,261
192.0,256
193.0,232
194.0,197
195.0,163
196.0,120
197.0,67
198.0,14
199.0,-36
200.0,-79
201.0,-115
202.0,-145
203.0,-169
204.0,-178
205.0,-171
206.0,-157
207.0,-139
208.0,-109
209.0,-76
210.0,-46
211.0,-9
212.0,32
213.0,60
214.0,79
215.0,100
216.0,120
217.0,134
218.0,146
219.0,151
220.0,146
221.0,138
222.0,128
223.0,111
224.0,87
225.0,62
226.0,39
227.0,21
228.0,2
229.0,-21
230.0,-42
231.0,-55
232.0,-62
233.0,-72
