t,lead_I,lead_II,v3,v4
1.7,16990,14405,-48028,-13638
3.7,17069,14538,-48045,-13666
5.7,17364,15357,-48668,-14225
7.7,17150,15983,-48883,-14373
9.7,16507,15922,-48416,-13910
11.7,16279,15860,-48079,-13613
13.7,16528,15822,-47970,-13539
15.7,16527,15039,-47650,-13274
17.7,16182,13880,-47455,-13138
19.7,16134,13606,-47802,-13477
21.7,16545,14280,-48210,-13813
23.7,16938,14963,-48269,-13817
25.7,17051,15445,-48317,-13851
27.7,16915,15939,-48439,-13969
29.7,16550,16089,-48262,-13803
31.7,16189,15709,-47918,-13478
33.7,16125,15260,-47790,-13353
35.7,16200,14860,-47705,-13293
37.7,16153,14242,-47523,-13176
39.7,16114,13698,-47593,-13277
41.7,16243,13774,-47981,-13627
43.7,16551,14471,-48354,-13960
45.7,17064,15361,-48638,-14223
47.7,17447,15926,-48828,-14369
49.7,17114,15853,-48730,-14232
51.7,16240,15342,-48457,-13977
53.7,15685,14693,-48297,-13874
55.7,15717,13967,-48175,-13828
57.7,15902,13560,-48060,-13824
59.7,16026,13920,-48190,-14075
61.7,16232,14478,-48395,-14377
63.7,16569,14556,-48295,-14355
65.7,16876,14751,-48081,-14201
67.7,16868,15585,-47984,-14128
69.7,16459,16204,-47644,-13797
71.7,16070,16062,-46897,-13059
73.7,16169,15989,-46163,-12256
75.7,16728,16580,-45598,-11448
77.7,17556,17492,-44989,-10427
79.7,18654,18557,-44443,-9332
81.7,19920,19981,-44224,-8377
83.73,21071,21717,-44251,-7432
85.75,21880,23397,-44290,-6423
87.78,22170,24367,-44187,-5505
89.8,21980,24165,-43788,-4688
91.8,21690,23381,-43091,-3899
93.8,21420,22861,-42439,-3377
95.8,20873,22194,-42310,-3571
97.8,20138,20714,-42955,-4687
99.8,19520,19075,-44202,-6446
101.8,18664,18037,-45564,-8304
103.8,17344,17245,-46695,-9922
105.8,16364,16481,-47594,-11292
107.8,16197,16125,-48295,-12419
109.8,16133,15938,-48709,-13198
111.8,15775,15373,-48837,-13610
113.8,15550,14654,-48799,-13779
115.8,15502,14121,-48717,-13862
117.8,15420,13638,-48703,-13978
119.8,15613,13357,-48781,-14113
121.8,16201,13637,-48820,-14141
123.8,16742,14263,-48745,-14056
125.8,17099,14842,-48652,-13979
127.8,17336,15322,-48578,-13926
129.8,17152,15556,-48485,-13857
131.8,16563,15348,-48427,-13834
133.8,16147,14944,-48422,-13877
135.8,16074,14671,-48337,-13845
137.8,16112,14495,-48135,-13682
139.8,16375,14396,-48016,-13558
141.8,16845,14523,-48152,-13669
143.8,16918,14759,-48459,-13984
145.8,16378,14848,-48663,-14216
147.8,15926,14900,-48570,-14128
149.8,16148,15161,-48323,-13867
151.8,16688,15420,-48225,-13760
153.8,16846,15274,-48289,-13808
155.8,16558,14869,-48290,-13790
157.8,16389,14682,-48221,-13746
159.8,16609,14734,-48256,-13857
161.8,16826,14755,-48398,-14070
163.8,16731,14792,-48537,-14221
165.8,16530,14926,-48605,-14239
167.8,16406,14930,-48522,-14092
169.8,16207,14771,-48323,-13867
171.8,15909,14734,-48210,-13767
173.8,15802,14865,-48182,-13767
175.8,16022,15034,-48056,-13677
177.8,16280,15280,-47961,-13619
179.8,16285,15448,-48159,-13827
181.8,16202,15174,-48450,-14102
183.8,16347,14688,-48492,-14143
185.8,16623,14727,-48378,-14041
187.8,16755,15401,-48305,-13955
189.8,16762,16008,-48196,-13816
191.8,16718,16027,-48006,-13626
193.8,16524,15621,-47870,-13509
195.8,16248,15170,-47839,-13469
197.8,16135,14785,-47898,-13504
199.8,16228,14421,-48054,-13668
201.8,16474,14254,-48227,-13847
203.8,16876,14561,-48330,-13887
205.8,17189,15171,-48399,-13862
207.8,17085,15577,-48401,-13830
209.8,16729,15694,-48235,-13666
211.8,16506,15846,-48028,-13431
213.8,16388,15924,-47965,-13363
215.8,16216,15434,-47932,-13423
217.8,16117,14534,-47837,-13438
219.8,16173,14119,-47894,-13507
221.8,16319,14556,-48147,-13710
223.8,16703,15232,-48264,-13808
225.8,17342,15614,-48136,-13681
227.8,17604,15802,-48047,-13560
229.8,16971,15821,-48101,-13577
231.8,16049,15463,-48113,-13601
233.8,15788,14924,-48032,-13568
235.8,16099,14581,-47953,-13526
237.8,16287,14419,-47881,-13449
239.8,16364,14462,-47818,-13328
241.8,16774,14991,-47790,-13195
243.8,17339,15807,-47703,-13008
245.8,17592,16356,-47531,-12819
247.8,17614,16616,-47449,-12820
249.8,17626,16756,-47468,-12931
251.8,17449,16536,-47357,-12839
253.8,17070,16086,-47137,-12592
255.8,16977,16105,-47071,-12527
257.8,17359,16574,-47139,-12623
259.8,17703,16685,-47153,-12641
261.8,17533,16268,-47192,-12638
263.8,17049,15908,-47331,-12721
265.8,16794,15906,-47383,-12734
267.8,16957,16153,-47281,-12613
269.8,17253,16497,-47182,-12502
271.8,17456,16739,-47071,-12382
273.8,17656,16854,-46870,-12169
275.8,17881,17050,-46738,-12002
277.8,18019,17233,-46739,-11943
279.8,18178,17104,-46660,-11814
281.8,18468,16902,-46537,-11676
283.8,18579,17096,-46667,-11798
285.8,18280,17457,-46935,-12032
287.8,17944,17492,-46925,-11976
289.8,17947,17384,-46679,-11703
291.8,18077,17512,-46554,-11575
293.83,17989,17584,-46565,-11575
295.85,17748,17218,-46518,-11493
297.88,17698,16843,-46461,-11412
299.9,17999,17071,-46516,-11473
301.9,18330,17571,-46634,-11590
303.9,18243,17571,-46752,-11668
305.9,17918,17186,-46858,-11712
307.9,17938,17212,-46875,-11681
309.9,18246,17669,-46762,-11558
311.9,18272,17726,-46616,-11470
313.9,18002,17198,-46539,-11499
315.9,17872,16843,-46541,-11579
317.9,17860,16952,-46627,-11679
319.9,17744,16982,-46806,-11844
321.9,17728,16783,-47014,-12044
323.9,17935,16778,-47150,-12168
325.9,17943,16958,-47192,-12191
327.9,17589,16998,-47199,-12208
329.9,17421,17047,-47211,-12270
331.9,17731,17232,-47205,-12314
333.9,17983,17166,-47155,-12290
335.9,17784,16784,-47080,-12242
337.9,17570,16616,-47026,-12236
339.9,17738,16805,-47055,-12314
341.9,17927,16992,-47193,-12495
343.9,17738,17085,-47350,-12688
345.9,17376,17073,-47406,-12744
347.9,17111,16721,-47406,-12712
349.9,16867,16221,-47480,-12788
351.9,16629,16127,-47595,-12951
353.9,16565,16321,-47627,-13004
355.9,16661,16240,-47633,-12987
357.9,16716,15875,-47741,-13090
359.9,16675,15473,-47875,-13249
361.9,16685,15122,-47898,-13295
363.9,16881,15206,-47894,-13324
365.9,17104,15881,-47971,-13461
367.9,17016,16252,-48013,-13541
369.9,16729,15821,-47939,-13447
371.9,16749,15603,-47928,-13401
373.9,17027,16045,-48079,-13543
375.9,16983,16023,-48177,-13660
377.9,16640,15264,-48070,-13584
379.9,16481,14934,-47951,-13461
381.9,16401,15214,-48007,-13463
383.9,16122,15247,-48145,-13557
385.9,16031,15138,-48218,-13649
387.9,16390,15363,-48243,-13704
389.9,16672,15475,-48256,-13705
391.9,16572,15252,-48193,-13642
393.9,16498,15272,-47998,-13503
395.9,16636,15561,-47753,-13293
397.9,16735,15681,-47615,-13108
399.9,16799,15869,-47624,-13075
401.9,16919,16251,-47666,-13166
403.9,16856,16165,-47675,-13255
405.9,16608,15622,-47710,-13299
407.9,16607,15606,-47766,-13302
409.9,16838,16160,-47773,-13277
411.9,16801,16280,-47789,-13302
413.9,16536,15897,-47863,-13363
415.9,16530,15818,-47849,-13284
417.9,16697,16035,-47689,-13054
419.9,16615,15948,-47597,-12926
421.9,16418,15627,-47682,-12992
423.9,16486,15492,-47813,-13094
425.9,16734,15543,-47905,-13181
427.9,16882,15675,-47944,-13274
429.9,16894,15943,-47869,-13264
431.9,16860,16241,-47732,-13144
433.9,16875,16348,-47691,-13096
435.9,16971,16223,-47723,-13134
437.9,16976,16032,-47720,-13135
439.9,16801,16054,-47746,-13171
441.9,16724,16354,-47846,-13324
443.9,16861,16505,-47903,-13433
445.9,16870,16167,-47934,-13422
447.9,16624,15705,-48098,-13470
449.9,16390,15510,-48292,-13575
451.9,16204,15383,-48245,-13506
453.9,16047,15293,-48011,-13297
455.9,16225,15631,-47910,-13253
457.9,16659,16124,-48023,-13418
459.9,16771,15979,-48121,-13525
461.9,16697,15449,-48053,-13447
463.9,17073,15529,-47948,-13345
465.9,17508,16122,-47996,-13376
467.9,17235,16298,-48161,-13492
469.9,16761,16060,-48225,-13530
471.9,16841,16040,-48102,-13425
473.9,16944,16074,-47944,-13281
475.9,16552,15715,-47902,-13238
477.9,16324,15361,-47948,-13306
479.9,16647,15521,-47990,-13382
481.9,16841,15838,-48035,-13413
483.9,16580,15796,-48161,-13474
485.9,16390,15605,-48339,-13611
487.9,16546,15709,-48408,-13707
489.9,16735,16001,-48300,-13661
491.9,16712,16016,-48173,-13580
493.93,16583,15690,-48158,-13591
495.95,16602,15510,-48156,-13602
497.98,16790,15730,-48082,-13500
500.0,16784,15921,-48057,-13407
502.0,16414,15758,-48169,-13474
504.0,16116,15599,-48294,-13605
506.0,16237,15729,-48294,-13624
508.0,16481,15828,-48217,-13555
510.0,16544,15748,-48209,-13566
512.0,16571,15827,-48337,-13717
514.0,16641,16022,-48505,-13879
516.0,16619,15823,-48542,-13915
518.0,16568,15338,-48429,-13842
520.0,16618,15251,-48348,-13789
522.0,16622,15585,-48405,-13812
524.0,16524,15721,-48480,-13852
526.0,16553,15586,-48468,-13868
528.0,16667,15584,-48440,-13878
530.0,16592,15645,-48421,-13838
532.0,16513,15558,-48299,-13684
534.0,16753,15650,-48126,-13531
536.0,16979,16068,-48131,-13566
538.0,16836,16235,-48283,-13707
540.0,16725,15882,-48281,-13684
542.0,16897,15596,-48087,-13498
544.0,16802,15735,-48008,-13439
546.0,16227,15895,-48175,-13620
548.0,15860,15798,-48375,-13839
550.0,16061,15697,-48409,-13885
552.0,16310,15694,-48269,-13723
554.0,16211,15524,-48063,-13480
556.0,15997,15193,-47974,-13379
558.0,15976,15122,-48111,-13534
560.0,16206,15441,-48320,-13765
562.0,16672,15837,-48360,-13813
564.0,17349,16278,-48201,-13660
566.0,17985,17053,-47964,-13441
568.0,18062,17822,-47763,-13251
570.0,17348,17705,-47723,-13184
572.0,16389,16682,-47893,-13318
574.0,15927,15801,-48100,-13529
576.0,16013,15704,-48130,-13576
578.0,16245,15984,-48022,-13431
580.0,16433,16159,-47989,-13311
582.0,16544,16287,-48093,-13341
584.0,16565,16454,-48174,-13395
586.0,16675,16492,-48134,-13346
588.0,16994,16421,-48101,-13283
590.0,17283,16506,-48179,-13298
592.0,17346,16737,-48221,-13305
594.0,17342,16837,-48099,-13256
596.0,17417,16790,-47959,-13261
598.0,17485,16712,-47960,-13334
600.0,17436,16406,-48102,-13413
602.0,17259,15814,-48380,-13592
604.0,17036,15428,-48692,-13888
606.0,16858,15504,-48741,-13998
608.0,16708,15612,-48473,-13773
610.0,16562,15599,-48271,-13550
612.0,16530,15848,-48370,-13616
614.0,16612,16208,-48572,-13823
616.0,16569,16033,-48690,-13961
618.0,16334,15457,-48726,-14001
620.0,16222,15256,-48646,-13910
622.0,16437,15476,-48476,-13717
624.0,16704,15499,-48455,-13666
626.0,16705,15260,-48689,-13901
628.0,16623,15289,-48925,-14177
630.0,16846,15712,-48911,-14177
632.0,17202,16040,-48706,-13917
634.0,17131,15930,-48502,-13646
636.0,16636,15620,-48416,-13556
638.0,16301,15479,-48499,-13697
640.0,16295,15452,-48724,-13994
642.0,16231,15279,-48927,-14235
644.0,16061,15091,-48962,-14242
646.0,16158,15223,-48903,-14104
648.0,16419,15451,-48903,-14050
650.0,16306,15261,-48919,-14093
652.0,15979,14920,-48829,-14074
654.0,16183,15111,-48715,-14005
656.0,16749,15508,-48728,-14030
658.0,16655,15267,-48816,-14124
660.0,15914,14791,-48834,-14139
662.0,15724,15121,-48798,-14068
664.0,16402,15906,-48776,-14011
666.0,16990,16025,-48744,-13999
668.0,17012,15612,-48688,-14027
670.0,16860,15506,-48672,-14115
672.0,16623,15570,-48709,-14267
674.0,16135,15275,-48706,-14422
676.0,15782,14997,-48560,-14448
678.0,16033,15376,-48244,-14254
680.0,16652,16208,-47830,-13916
682.0,17129,16854,-47413,-13541
684.0,17363,17196,-46987,-12988
686.0,17571,17677,-46463,-12039
688.0,17989,18608,-45851,-10794
690.0,18679,19794,-45287,-9531
692.0,19426,20942,-44888,-8288
694.0,20016,22093,-44667,-6969
696.0,20562,23237,-44535,-5695
698.0,21187,23917,-44323,-4648
700.0,21603,23855,-43895,-3773
702.0,21460,23440,-43332,-3022
704.03,20864,23028,-42975,-2705
706.05,20198,22445,-43205,-3239
708.08,19653,21607,-44087,-4626
710.1,19125,20728,-45269,-6419
712.1,18433,19761,-46314,-8129
714.1,17601,18548,-47068,-9545
716.1,16894,17404,-47662,-10765
718.1,16469,16663,-48276,-11978
720.1,16199,16113,-48936,-13142
