t,pcg
0.0,-12
1.0,-15
2.0,-12
3.0,0
4.0,14
5.0,24
6.0,18
7.0,-3
8.0,-18
9.0,-26
10.0,-37
11.0,-43
12.0,-48
13.0,-61
14.0,-71
15.0,-64
16.0,-55
17.0,-53
18.0,-43
19.0,-23
20.0,-15
21.0,-8
22.0,3
23.0,13
24.0,19
25.0,21
26.0,26
27.0,32
28.0,27
29.0,17
30.0,18
31.0,15
32.0,-6
33.0,-18
34.0,-17
35.0,-21
36.0,-29
37.0,-35
38.0,-39
39.0,-39
40.0,-40
41.0,-47
42.0,-55
43.0,-56
44.0,-50
45.0,-54
46.0,-60
47.0,-56
48.0,-53
49.0,-63
50.0,-74
51.0,-75
52.0,-81
53.0,-90
54.0,-94
55.0,-94
56.0,-90
57.0,-86
58.0,-81
59.0,-72
60.0,-60
61.0,-52
62.0,-43
63.0,-31
64.0,-24
65.0,-17
66.0,-10
67.0,-6
68.0,4
69.0,18
70.0,22
71.0,26
72.0,29
73.0,22
74.0,14
75.0,13
76.0,11
77.0,6
78.0,7
79.0,11
80.0,12
81.0,18
82.0,33
83.0,49
84.0,60
85.0,74
86.0,89
87.0,98
88.0,99
89.0,100
90.0,102
91.0,98
92.0,87
93.0,68
94.0,40
95.0,17
96.0,4
97.0,-6
98.0,-16
99.0,-26
100.0,-32
101.0,-30
102.0,-26
103.0,-25
104.0,-28
105.0,-41
106.0,-50
107.0,-49
108.0,-51
109.0,-54
110.0,-48
111.0,-44
112.0,-47
113.0,-50
114.0,-47
115.0,-44
116.0,-46
117.0,-48
118.0,-45
119.0,-40
120.0,-45
121.0,-53
122.0,-52
123.0,-48
124.0,-39
125.0,-26
126.0,-16
127.0,-10
128.0,2
129.0,20
130.0,36
131.0,50
132.0,65
133.0,76
134.0,80
135.0,76
136.0,71
137.0,74
138.0,78
139.0,78
140.0,83
141.0,89
142.0,91
143.0,95
144.0,99
145.0,95
146.0,91
147.0,88
148.0,83
149.0,80
150.0,68
151.0,47
152.0,40
153.0,42
154.0,27
155.0,1
156.0,-25
157.0,-48
158.0,-63
159.0,-80
160.0,-109
161.0,-128
162.0,-130
163.0,-125
164.0,-114
165.0,-96
166.0,-80
167.0,-66
168.0,-56
169.0,-53
170.0,-46
171.0,-35
172.0,-30
173.0,-28
174.0,-17
175.0,-3
176.0,6
177.0,9
178.0,7
179.0,10
180.0,14
181.0,9
182.0,0
183.0,-8
184.0,-21
185.0,-33
186.0,-40
187.0,-50
188.0,-60
189.0,-63
190.0,-60
191.0,-52
192.0,-42
193.0,-25
194.0,-1
195.0,22
196.0,33
197.0,42
198.0,63
199.0,80
200.0,85
201.0,89
202.0,99
203.0,109
204.0,110
205.0,108
206.0,111
207.0,111
208.0,103
209.0,99
210.0,109
211.0,116
212.0,112
213.0,111
214.0,110
215.0,106
216.0,102
217.0,92
218.0,78
219.0,61
220.0,38
221.0,11
222.0,-16
223.0,-48
224.0,-75
225.0,-96
226.0,-119
227.0,-138
228.0,-144
229.0,-141
230.0,-134
231.0,-131
232.0,-129
233.0,-116
234.0,-97
235.0,-86
236.0,-83
237.0,-85
238.0,-90
239.0,-91
240.0,-83
241.0,-78
242.0,-74
243.0,-61
244.0,-33
245.0,4
246.0,49
247.0,103
248.0,163
249.0,229
250.0,294
251.0,352
252.0,390
253.0,400
254.0,391
255.0,347
256.0,293
257.0,266
258.0,202
259.0,112
260.0,40
261.0,-64
262.0,-216
263.0,-381
264.0,-529
265.0,-652
