t,lead_I,lead_II,v3,v4
0.3,38203,96663,-60903,-55915
2.3,38332,96863,-61042,-56002
4.3,37930,96450,-61137,-56100
6.3,37362,95770,-62098,-56990
8.3,37393,95629,-63195,-57973
10.3,38103,96134,-63294,-58047
12.3,38698,96660,-62891,-57684
14.3,38636,96745,-62770,-57574
16.3,38375,96575,-62548,-57372
18.3,38479,96528,-61966,-56862
20.3,38594,96568,-61573,-56508
22.3,38209,96448,-61499,-56402
24.3,37723,96227,-61523,-56395
26.3,37709,96045,-62049,-56901
28.3,37885,95786,-63129,-57925
30.3,37815,95509,-63650,-58403
32.3,37738,95571,-63139,-57936
34.3,37933,95967,-62587,-57455
36.3,38195,96343,-62426,-57328
38.3,38304,96622,-62036,-56969
40.3,38207,96744,-61538,-56512
42.3,37863,96406,-61575,-56557
44.3,37497,95795,-61858,-56825
46.3,37462,95577,-62032,-56976
48.3,37684,95831,-62566,-57454
50.3,37937,96097,-63375,-58190
52.3,38242,96245,-63506,-58305
54.3,38437,96323,-62807,-57662
56.3,38256,96264,-62095,-57018
58.3,37976,96205,-61810,-56773
60.3,37910,96269,-61796,-56758
62.3,37767,96223,-61783,-56732
64.3,37537,96069,-61666,-56616
66.3,37834,96142,-61819,-56753
68.3,38543,96314,-62608,-57469
70.3,38715,96200,-63437,-58232
72.3,38241,95966,-63492,-58304
74.3,37922,95924,-63028,-57905
76.3,37932,95946,-62642,-57558
78.3,37853,95935,-62246,-57193
80.3,37817,96033,-61780,-56771
82.3,38112,96154,-61632,-56636
84.3,38316,96156,-61897,-56851
86.3,38059,96221,-62307,-57193
88.3,37802,96367,-62724,-57571
90.3,37957,96235,-63009,-57847
92.3,38184,95845,-63008,-57845
94.3,38149,95742,-62773,-57615
96.3,38037,96072,-62340,-57223
98.3,38035,96380,-61785,-56746
100.3,38057,96378,-61556,-56568
102.3,37928,96138,-61883,-56880
104.3,37597,95798,-62256,-57222
106.3,37402,95695,-62322,-57272
108.3,37756,96137,-62441,-57347
110.3,38307,96653,-62803,-57643
112.3,38374,96570,-63025,-57864
114.3,38211,96319,-62794,-57720
116.3,38404,96642,-62163,-57175
118.3,38490,97013,-61460,-56501
120.3,37923,96675,-61169,-56214
122.3,37439,96300,-61395,-56444
124.3,37737,96676,-61688,-56719
126.3,38139,97091,-61830,-56809
128.3,37979,96801,-62050,-56984
130.3,37778,96501,-62311,-57254
132.3,37996,96894,-62335,-57325
134.3,38122,97317,-62179,-57202
136.3,37810,97013,-61985,-57011
138.3,37646,96479,-61661,-56690
140.3,38075,96599,-61294,-56325
142.3,38553,97263,-61177,-56173
144.3,38446,97626,-61305,-56241
146.3,37973,97345,-61502,-56394
148.3,37698,96923,-61780,-56648
150.3,37776,96882,-62105,-56947
152.3,38061,97073,-62301,-57124
154.3,38280,97012,-62329,-57167
156.3,38156,96702,-62184,-57063
158.3,37922,96691,-61795,-56698
160.3,38076,97077,-61416,-56294
162.3,38395,97136,-61483,-56314
164.3,38396,96596,-61879,-56696
166.3,38386,96319,-62095,-56928
168.3,38474,96737,-62055,-56881
170.3,37848,96967,-62020,-56837
172.3,36791,96597,-62007,-56883
174.3,37071,96529,-61981,-56936
176.3,38672,96961,-62094,-57051
178.3,39262,96752,-62301,-57212
180.3,38199,95683,-62327,-57228
182.3,37454,95052,-62247,-57149
184.3,37880,95412,-62412,-57271
186.3,38241,95865,-62771,-57605
