t,lead_I,lead_II,v3,v4
1.0,-10728,8134,-54403,-37971
3.0,-10514,8442,-54343,-37908
5.0,-10000,9008,-54311,-37857
7.0,-9602,9189,-54435,-37990
9.0,-9586,8878,-54586,-38189
11.0,-9682,8766,-54556,-38182
13.0,-9857,8872,-54428,-38030
15.0,-10038,8822,-54378,-37964
17.0,-10042,8810,-54319,-37937
19.0,-10253,8893,-54163,-37821
21.0,-10812,8713,-54123,-37766
23.0,-10836,8501,-54308,-37897
25.0,-10029,8777,-54453,-38024
27.0,-9380,9253,-54417,-38033
29.0,-9332,9374,-54429,-38079
31.0,-9376,9268,-54564,-38177
33.0,-9469,9224,-54625,-38159
35.0,-9822,9146,-54600,-38070
37.0,-10123,8979,-54617,-38056
39.0,-10311,8843,-54598,-38053
41.0,-10623,8730,-54492,-38001
43.0,-10601,8652,-54474,-38020
45.0,-9898,8725,-54588,-38124
47.0,-9355,8837,-54685,-38200
49.0,-9481,8851,-54735,-38242
51.0,-9414,9018,-54758,-38256
53.0,-8831,9430,-54679,-38174
55.0,-8736,9571,-54548,-38056
57.0,-9422,9199,-54495,-38005
59.0,-9940,8847,-54469,-37967
61.0,-9958,8835,-54432,-37945
63.0,-9988,8813,-54536,-38078
65.0,-9973,8636,-54776,-38313
67.0,-9531,8626,-54933,-38439
69.0,-9066,8852,-54955,-38439
71.0,-9145,8999,-54949,-38406
73.0,-9510,8862,-54934,-38368
75.0,-9713,8521,-54936,-38396
77.0,-9887,8231,-54987,-38502
79.0,-10215,8188,-54972,-38504
81.0,-10418,8282,-54831,-38361
83.0,-10229,8315,-54750,-38312
85.0,-9857,8363,-54820,-38419
87.0,-9739,8490,-54886,-38484
89.0,-10009,8468,-54906,-38487
91.0,-10326,8243,-54980,-38543
93.0,-10364,8078,-55051,-38581
95.0,-10347,7972,-55024,-38533
97.0,-10561,7736,-55033,-38564
99.0,-10642,7637,-55175,-38745
101.0,-10260,7996,-55252,-38837
103.0,-9944,8434,-55085,-38671
105.0,-10122,8439,-54858,-38454
107.0,-10246,8203,-54859,-38479
109.0,-9942,8125,-55053,-38687
111.0,-9744,8144,-55171,-38765
113.0,-9919,8146,-55112,-38611
115.0,-10028,8239,-55001,-38432
117.0,-10024,8291,-54936,-38392
119.0,-10271,7998,-54934,-38465
121.0,-10607,7556,-54992,-38577
123.0,-10590,7545,-55053,-38656
125.0,-10203,8086,-55041,-38639
127.0,-9743,8592,-55038,-38609
129.0,-9571,8476,-55197,-38747
131.0,-9807,7922,-55445,-38996
133.0,-9982,7691,-55539,-39084
135.0,-9764,8014,-55423,-38933
137.0,-9718,8287,-55244,-38728
139.0,-10211,8174,-55066,-38580
141.0,-10568,8048,-54904,-38477
143.0,-10443,8062,-54904,-38505
145.0,-10336,8016,-55109,-38688
147.0,-10197,8117,-55250,-38803
149.0,-9636,8512,-55170,-38731
151.0,-9339,8619,-55100,-38682
153.0,-9984,8157,-55153,-38750
155.0,-10738,7795,-55069,-38713
157.0,-10834,7838,-54777,-38512
159.0,-10883,7696,-54612,-38425
161.0,-11195,7268,-54680,-38521
163.0,-11124,7270,-54598,-38448
165.0,-10772,7823,-54157,-37974
167.0,-10802,8245,-53658,-37326
169.0,-10719,8413,-53330,-36774
171.0,-9888,8883,-52960,-36219
173.0,-9182,9627,-52417,-35491
175.0,-9267,10024,-52019,-34763
177.0,-9051,10132,-52003,-34254
179.0,-7844,10573,-52124,-33792
181.0,-6734,11229,-52164,-33189
183.0,-6363,11446,-52354,-32716
185.0,-5843,11384,-52869,-32652
187.0,-4712,11845,-53394,-32745
189.0,-3644,12882,-53652,-32750
191.0,-3054,13677,-53925,-33014
193.0,-2815,13697,-54576,-33880
195.0,-2954,13128,-55513,-35082
197.0,-3455,12282,-56581,-36384
199.0,-4033,11311,-57963,-38047
201.0,-4672,10412,-59615,-40029
203.0,-5677,9698,-60919,-41642
205.0,-7041,8991,-61475,-42537
207.0,-8321,8320,-61537,-43048
209.0,-9122,8128,-61304,-43259
211.0,-9522,8399,-60620,-42897
213.0,-9950,8429,-59629,-42176
215.0,-10561,8010,-58808,-41632
217.0,-10990,7708,-58240,-41241
219.0,-10926,7724,-57640,-40658
221.0,-10520,7788,-56973,-39962
223.0,-10066,7937,-56427,-39449
225.0,-9732,8251,-56022,-39122
227.0,-9597,8468,-55666,-38834
229.0,-9578,8569,-55361,-38576
231.0,-9537,8750,-55157,-38403
233.0,-9615,8759,-55068,-38326
235.0,-10043,8382,-55047,-38311
237.0,-10605,8086,-55011,-38298
239.0,-10827,8209,-54914,-38257
241.0,-10610,8367,-54810,-38218
243.0,-10232,8326,-54765,-38215
245.0,-9913,8436,-54756,-38227
247.0,-9774,8775,-54725,-38217
249.0,-9918,8855,-54702,-38199
251.0,-10194,8478,-54766,-38234
253.0,-10232,8087,-54884,-38326
255.0,-10002,8088,-54901,-38355
257.0,-9902,8374,-54722,-38206
259.0,-10034,8649,-54432,-37938
261.0,-10014,8777,-54233,-37774
263.0,-9778,8734,-54269,-37855
265.0,-9798,8555,-54474,-38063
267.0,-10110,8372,-54679,-38211
269.0,-10054,8326,-54818,-38280
271.0,-9442,8473,-54884,-38294
273.0,-9066,8706,-54823,-38189
275.0,-9492,8752,-54687,-38027
277.0,-10156,8514,-54619,-37979
279.0,-10290,8314,-54581,-37986
281.0,-10081,8336,-54482,-37925
283.0,-10104,8288,-54456,-37940
285.0,-10154,8170,-54520,-38060
287.0,-9714,8475,-54395,-37969
289.0,-9180,9071,-54130,-37681
291.0,-9318,9159,-54189,-37677
293.03,-9837,8727,-54563,-37998
295.05,-9901,8561,-54714,-38129
297.08,-9620,8720,-54570,-37987
299.1,-9710,8577,-54565,-37988
301.1,-10171,8209,-54717,-38144
303.1,-10381,8266,-54661,-38088
305.1,-10118,8706,-54442,-37871
307.1,-9808,8878,-54404,-37852
309.1,-9822,8630,-54528,-38017
311.1,-9925,8409,-54576,-38086
313.1,-9766,8443,-54540,-38005
315.1,-9618,8522,-54479,-37866
317.1,-9858,8534,-54344,-37690
319.1,-10151,8581,-54195,-37551
321.1,-10160,8602,-54157,-37530
323.1,-10240,8451,-54176,-37550
325.1,-10473,8275,-54211,-37578
327.1,-10299,8280,-54382,-37740
329.1,-9762,8355,-54619,-37965
331.1,-9551,8391,-54617,-37963
333.1,-9671,8521,-54351,-37721
335.1,-9685,8740,-54106,-37504
337.1,-9760,8839,-53987,-37380
339.1,-9998,8826,-53927,-37301
341.1,-9838,8853,-53986,-37376
343.1,-9216,8870,-54150,-37596
345.1,-8880,8864,-54177,-37666
347.1,-8981,9015,-54003,-37502
349.1,-8963,9248,-53892,-37395
351.1,-8881,9240,-53958,-37470
353.1,-9200,8991,-54020,-37527
355.1,-9698,8728,-54024,-37508
357.1,-9908,8438,-54102,-37551
359.1,-9924,8179,-54177,-37594
361.1,-9827,8351,-54043,-37456
363.1,-9392,8938,-53800,-37237
365.1,-8860,9226,-53726,-37184
367.1,-8793,8894,-53816,-37273
369.1,-9083,8548,-53860,-37313
371.1,-9235,8698,-53840,-37302
373.1,-9243,9027,-53885,-37356
375.1,-9334,9034,-53948,-37429
377.1,-9437,8727,-53870,-37380
379.1,-9402,8497,-53673,-37221
381.1,-9220,8658,-53529,-37100
383.1,-9026,9073,-53507,-37081
385.1,-9059,9273,-53536,-37102
387.1,-9227,9123,-53570,-37113
389.1,-9101,8983,-53613,-37128
391.1,-8788,8994,-53637,-37143
393.1,-8806,8908,-53643,-37151
395.1,-8949,8735,-53694,-37206
397.1,-8854,8671,-53761,-37308
