t,az
3.90,4470
5.88,4486
7.85,4474
9.83,4486
11.80,4480
13.80,4472
15.78,4490
17.75,4472
19.73,4482
21.70,4498
23.60,4510
25.58,4492
27.55,4494
29.53,4478
31.50,4464
33.50,4440
35.48,4412
37.45,4416
39.43,4428
41.40,4412
43.40,4398
45.38,4380
47.35,4372
49.33,4366
51.30,4344
53.30,4342
55.28,4374
57.25,4378
59.23,4388
61.20,4368
63.20,4354
65.18,4350
67.15,4346
69.13,4350
71.10,4378
73.10,4402
75.08,4396
77.05,4386
79.03,4408
81.00,4436
83.00,4444
84.98,4446
86.95,4448
88.93,4426
90.90,4408
92.80,4364
94.78,4330
96.75,4326
98.73,4302
100.70,4268
102.70,4234
104.68,4210
106.65,4210
108.63,4204
110.60,4212
112.60,4214
114.58,4214
116.55,4182
118.53,4180
120.50,4170
122.50,4170
124.48,4148
126.45,4152
128.43,4170
130.40,4170
132.40,4168
134.38,4168
136.35,4216
138.33,4216
140.30,4214
142.30,4214
144.28,4224
146.25,4214
148.23,4230
150.20,4246
152.20,4250
154.18,4264
156.15,4284
158.13,4304
160.10,4332
162.00,4350
163.98,4386
165.95,4412
167.93,4414
169.90,4428
171.90,4440
173.88,4456
175.85,4480
177.83,4516
179.80,4554
181.80,4586
183.78,4578
185.75,4552
187.73,4492
189.70,4412
191.70,4312
193.68,4228
195.65,4152
197.63,4114
199.60,4106
201.60,4098
203.58,4120
205.55,4146
207.53,4206
209.50,4264
211.50,4302
213.48,4334
215.45,4344
217.43,4320
219.40,4298
221.40,4294
223.38,4288
225.35,4266
227.33,4264
229.30,4312
231.20,4352
233.18,4418
235.15,4464
237.13,4476
239.10,4466
241.10,4458
243.08,4446
245.05,4434
247.03,4394
249.00,4366
251.00,4372
252.98,4358
254.95,4330
256.93,4310
258.90,4306
260.90,4260
262.88,4236
264.85,4192
266.83,4124
268.80,4092
270.80,4048
272.78,3982
274.75,3938
276.73,3912
278.70,3858
280.70,3824
282.68,3860
284.65,3908
286.63,3982
288.60,4086
290.50,4178
292.50,4284
294.50,4386
296.50,4476
298.50,4580
300.40,4644
302.38,4694
304.35,4720
306.33,4744
308.30,4768
310.30,4784
312.28,4782
314.25,4802
316.23,4798
318.20,4764
320.20,4728
322.18,4694
324.15,4646
326.13,4630
328.10,4596
330.10,4544
332.08,4480
334.05,4406
336.03,4336
338.00,4286
340.00,4246
341.98,4206
343.95,4150
345.93,4152
347.90,4156
349.90,4142
351.88,4164
353.85,4184
355.83,4194
357.80,4190
359.80,4196
361.78,4220
363.75,4232
